,Drift Rate,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.8360888121465918,0.5551990786298121,0.9047959601442446,0.32106110690741024,0.3849111814801355,498.626185490663
0,1.1995396735487964,0.5161108829933911,1.3276552597821913,0.4354330308583898,0.386955045230037,337.2667827081794
0,1.2919899313964747,0.6680654662062593,0.741423682697752,0.21772610739271508,0.34355221343024955,226.1786490386719
0,1.2767444239570056,0.7676372909824148,3.516503991259942,0.41154274561413867,0.7333104680667875,731.7605576337183
0,1.2342214267578018,0.609855537494555,0.9233840195314502,0.3339220873922747,0.3592986714788744,288.2599205180647
0,1.0541555478627322,0.5629298924306589,0.9436308713521122,0.42118279082209453,0.4869433810096371,412.68943335796513
0,0.7882060040074146,0.5887104873183652,0.6986267432538037,0.17623174225065347,0.3797536585713995,367.4523273394865
0,1.863309764890324,0.5901732471435766,0.7599929416217478,0.41455319036414306,0.5365557303709952,-77.83476062643282
0,1.3899589986532743,0.6706501377621753,1.0619909718841025,0.4517116497562046,0.4523501761320332,181.13701286440053
0,0.5448347529043444,0.6848972510797953,0.9452631249777694,0.36781007753508077,0.3668078865269956,819.2926631708931
0,0.44498669212802244,0.6145227815245544,1.1926372781923629,0.41003993731094357,0.4030952675397188,919.6186918225147
0,0.7978439765098162,0.6826141806689633,1.048114180046076,0.20088295840622172,0.4209829112419345,701.9971612873792
0,0.8692567809103531,0.7292176778388372,1.2755133865102966,0.3936939546563526,0.4168898618274073,756.7422132918532
0,0.5445772124985974,0.7895674626946876,1.029804664847259,0.3851831744909553,0.42270599040880996,971.9881430481315
0,0.5664661579728125,0.6226570953508398,1.1235868622714085,0.2853466500163272,0.2615172307588776,887.7378145987497
0,1.0040900819026422,0.6539134597999181,1.1885053774671215,0.39376344693819587,0.45472229919386026,621.4644059782875
0,1.018450087675059,0.7382176070791897,1.1787823659416878,0.36297649770091067,0.3271589098311155,677.560215671657
0,0.7479612541789775,0.5731836864377791,0.9083782605936729,0.37797810696838713,0.4082391499897232,532.5347066382109
0,0.8538785763687907,0.6742670223759165,1.0075937619776818,0.3462153069648256,0.2660421147747677,624.6521102390185
0,0.43860937239420006,1.082214118357299,1.3442563877117473,0.16453018834499833,0.22040156722017373,1293.6094179735435
0,1.416027729348556,0.5273105275424023,0.983114766476537,0.3263837140399025,0.3996855643141993,153.31547339034861
0,1.3451540866222391,0.6836822382420733,1.0852250460878838,0.35482529650630257,0.43653890631953085,372.82056102606316
0,0.7799448486464181,0.6975385196187204,1.0248438274416047,0.36309301097521013,0.44820469687000564,748.0639314305863
0,0.6708305475494627,0.7463655204549271,1.379151589086706,0.47160673010875315,0.48124263803525474,906.4676494134737
0,0.932321947822127,0.8877084989924091,0.9613227833407199,0.2851599671620154,0.46469549605325217,749.5460223128222
0,1.386304863037997,0.5953211640603966,1.082761087118882,0.47147825489350587,0.5157307465139537,254.68994638705115
0,0.9069883225666483,0.5,1.0121820954342924,0.33554581311195586,0.5757225165965238,316.5699861498132
0,1.376949459416904,0.5293486605302542,0.8297471719160038,0.44313946248103686,0.5416790732859421,138.50686613852864
0,1.7148478060233812,0.5593722050171765,0.725389320905484,0.31089122192450513,0.48775576276571175,-89.19796346362457
0,0.6225206743046848,0.7860127346629113,1.2011593545232384,0.49046313377201634,0.6787085301613106,1001.8720359625755
0,1.2857114881909517,0.6307856619232438,0.7138370840077113,0.2934561380806494,0.41831836883611123,214.02708781645518
0,1.3088023503090052,0.9135198055354199,1.093402778557603,0.35792921168744574,0.3807264540619817,547.8220367882932
0,1.422322248569846,0.6430243763621285,0.9935858315187821,0.35772151435884136,0.4528959895235165,276.8470262505827
0,1.0232985576753686,0.5960056497996697,0.8679231924480785,0.1736196375656484,0.5287133723155625,406.1153869451705
0,1.5524631130479767,0.5,0.7224161917980296,0.3023025398175711,0.3453638135976015,-89.34059126468077
0,1.1227313247988218,0.5,0.8386874509342173,0.4062505548459253,0.5108786416169316,158.64782302990244
0,1.1213925850648354,0.763178483517463,1.0260109865256892,0.2986236065182718,0.35599650041389985,562.9417259029083
0,1.6679512250197115,0.521490390377882,0.7725585441614515,0.2828927052629092,0.4192959112991068,-73.08842068212849
0,1.8350122405504599,0.6152038830081771,0.8224292627241802,0.28786237332140413,0.4637948090065881,-58.60030702199912
0,0.7190871629872914,0.6332792943255574,1.626354118502402,0.3489430546817653,0.3933263122250342,670.7346630956995
0,1.2898494497601771,0.6665002971056921,1.1378679108209309,0.31039573880400384,0.49471989361869356,388.5843640703092
0,1.1453273372441268,0.5746671772639855,1.0951457737565091,0.3281499633409104,0.34600354486054646,386.90672199450364
0,0.9307374264571926,0.6552749885168005,0.9457525937989935,0.3400632148042091,0.38318395422884777,539.0117406339081
0,0.6192990677125914,0.7024924207801064,1.135612291172537,0.314022701891851,0.4009255111765196,962.4462006926929
0,1.3230279301136594,0.6474956576500263,0.9698216504195143,0.36983963595929226,0.36311866512231616,339.71272775662976
0,1.234265508112921,0.6867751932511161,0.8646102156180878,0.3692895654479894,0.4165836693615321,377.9957866306719
0,1.0436336676078672,0.6755085458330207,1.4726480736184067,0.29232513821408324,0.4876650654114381,621.824407462741
