,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,2.206188534962052,2.776497668707397,9.322648248029006,1.932218550987728,0.8353077598876428,0.334691318435426,0.3988263513056294,-310.8993362481381,5,11
0,2.4811723400503887,2.422395896373323,7.631791869105232,1.0533971231710653,0.6851575220163753,0.35778671522662764,0.3930229661145699,-287.45873786712053,6,11
0,2.1337724739068746,2.470011792526292,5.999345536422676,4.020707451867408,1.3649880276893034,0.21007683663072552,0.2664252842030455,-203.1793906415606,1,12
0,1.4324655469422398,1.254640482156067,7.638185516954189,2.7133706918234317,0.9431079267527664,0.3040879855596599,0.3355392417562064,46.488582682505466,2,12
0,0.41396626398099345,0.8197950188744988,7.585986092969532,2.095883204464376,0.9244314323593779,0.27783599734405623,0.29654713951423534,212.55553936380952,3,12
0,1.4855324608882867,1.645283287471131,4.787688579676491,3.1706229943094546,1.6882957917400943,0.17030936596320495,0.20018381552075776,120.78571862569031,4,12
0,1.4497651191495255,1.7710351429286886,7.618953250353288,3.375773432276976,2.973766523385077,0.16490038067235235,0.10405710404223684,57.0130351986636,5,12
0,1.7840332263552101,1.594465219752161,6.6714708424214,2.903156898186581,2.228798113395135,0.20488556044055856,0.12468992975038101,69.5152540071434,6,12
0,1.9878019931361615,1.9276080032240233,7.782047928626596,1.8783743135348832,1.0419531322472628,0.304616565313084,0.3169730662864455,-92.87995798043369,1,13
0,1.4370085872031415,1.6509986514090984,7.22909000084279,1.5743201209151285,0.8742839875411454,0.3393422406963089,0.3949529767269967,2.3768317669995227,2,13
0,0.4076056502050353,0.8560845634745187,7.668795454710401,2.526893518322547,1.097654476710777,0.31390569652516387,0.32116117089271595,239.6477979970696,3,13
0,1.4755392412237358,1.6087176948918318,6.902440306461725,1.4266745416544344,1.0443609646502856,0.3162966274121706,0.3429398035529525,72.49514923718334,4,13
0,1.9398272863066535,1.5644809955113728,5.9278519709324575,1.440996334423809,1.017396479578185,0.31415987247144705,0.3626048599611068,34.726679885705245,5,13
0,1.5149814962436072,1.5150889528267428,2.926683147680975,2.305213651493969,1.057383354658815,0.25686261167325486,0.3329799342557781,101.76865225263799,6,13
0,3.1881487647764644,2.5346839661619853,8.39924798868722,2.84453652467168,1.7428038337550402,0.24120340439880028,0.23947661001680448,-303.1151808640524,1,14
0,2.1978176169938863,1.7067829125020775,7.126572664703294,2.065159078902109,1.1086128315668362,0.29653156309613593,0.34267892189326576,-31.870698406261816,2,14
0,1.44849301879797,1.3505470305781193,8.342574501766828,2.426130229871717,1.822357115531368,0.2669969372860555,0.21482206115856967,156.13100503859263,3,14
0,1.938392065693927,2.9021826816104985,-2.0322258068899473,-9.524242335805736,0.5542462510649964,0.374788625988549,0.4847093003396778,-105.59346030524867,4,14
0,1.6393360861885746,1.491711587878624,7.290898009590912,1.1977388418652504,2.0980324474548935,0.24629121896907036,0.10576398274217191,177.82405704768894,5,14
0,2.0219749425795017,2.2602248886150926,3.1260960243083526,-7.102336977233457,0.6369508941757545,0.3467637666932659,0.4629107262862423,29.975561339714694,6,14
0,2.4183050864042377,2.404771741141423,7.977745925092901,0.8131635128464604,1.0104225062849173,0.31527463761880714,0.36046952902351714,-202.67289817332343,1,15
0,1.7879502031997998,2.136506436616785,7.919214205969271,2.656579659652121,1.8081698069301955,0.26597396615188634,0.32516553158659767,-51.7278955118167,2,15
0,0.8253654500359155,1.2355647057560697,9.924617976514911,2.5395095713161204,1.5004658299295988,0.2923197430956363,0.3550878253263493,133.10903496598218,3,15
0,1.8895454161243848,2.154857026276076,8.284729027255047,0.5351590375483606,0.993400176463513,0.3339462275300792,0.44521442244539544,-116.3753847335538,4,15
0,1.6523124883778002,1.8790992742539632,8.193505512407267,1.4858638026297832,1.3768514808644545,0.29375295280312236,0.35757343301132954,-2.8286754967952277,5,15
0,2.173997498515433,2.1840299534669025,7.868919772853854,1.187843260351527,1.006028272583197,0.3353094692329771,0.4233004238202299,-143.6629475329982,6,15
0,1.4097094582834198,2.520680245354256,7.84415134406356,3.2212588278761736,1.492102998659365,0.21708884750489293,0.3030804419555072,-140.5773287942393,1,16
0,1.0772466631139586,1.820044508098447,4.694001626923234,2.191724990442415,1.03961142007287,0.21118694002898075,0.38665906920110926,99.2681136757993,2,16
0,0.6415111489711177,1.263693803599776,4.923542185226696,2.7222226219866568,1.2309742125807541,0.18295006849622686,0.3549974051525189,263.99197176361787,3,16
0,1.0639865625859821,2.0100417422216275,6.256007506427836,2.926104601541158,1.4460921022366886,0.20317249730333958,0.35143047430894014,49.68322344765829,4,16
0,0.8238194165691197,1.8933064566865403,5.4861988073953425,1.998138056323661,1.30527435062822,0.1951469473502983,0.3334578057218883,138.11790736574363,5,16
0,0.9870232247303581,2.005589019356713,4.142904323262592,2.6438602381123943,1.1722481001739915,0.19718368083695192,0.35110348595592955,132.08251772832446,6,16
0,3.0577056039504757,2.910807214638634,4.909152227355419,1.9058052989151806,1.2268885092271207,0.276580050458223,0.35407177258895206,-319.83768534102927,1,17
0,2.6406802965541143,2.491343411892236,7.86084743502045,2.4406103669296386,1.6583958565512678,0.2913930290924875,0.32990340244014116,-214.90360999666493,2,17
0,1.8371005009115713,1.8984002086353162,7.138201769247482,3.199786416632771,1.367730570750194,0.28118436509766703,0.3821111359212197,-16.23684019681852,3,17
0,2.1152132453934174,2.510170365884242,5.112618926968896,1.5225636395775402,1.1472575558000684,0.29909558503048916,0.4140465044059062,-143.3048992561744,4,17
0,2.45863059165787,2.2199246802115904,5.4682013536334955,2.0712054074789,1.158368920981569,0.3105085299600048,0.4025843508751337,-149.3932836870962,5,17
0,2.2304882405493984,2.258505756472354,5.434511547610017,2.5751405972293706,2.037978460745173,0.22589657282044384,0.28551661536271755,-70.5527997798952,6,17
