,V1Speed,V2Speed,V3Speed,V4Speed,V5Speed,V6Speed,V1Acc,V2Acc,V3Acc,V4Acc,V5Acc,V6Acc,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Participant
0,2.779294192354975,2.287500511434947,0.9728306427234545,2.4314897246975278,2.7144794463920316,3.205902719832669,3.7663869627735598,2.1621040668399907,1.6825699416800923,2.752589008606619,2.5915152534365355,2.921893488599808,0.5418245508142705,0.5963240968614001,0.3475800239545351,0.36063029893983783,-1015.0861027864293,1
0,2.71791614313098,1.691811059551732,1.5989078547680977,1.8202770829754158,2.762573632942493,2.2630782211489975,3.1134335945211884,2.226983867637965,1.7315685408626897,2.379525427978398,1.8649577034998255,2.162625722601367,0.6165884699517258,0.9172111290194175,0.29557737032891584,0.3592881794188078,-240.9586877385493,3
0,4.21257872076655,2.6948274312383016,1.7941554203646368,3.180149440917864,3.4073561635748377,3.5335445914315504,3.6710160820526827,2.9192743260320957,2.083056963442001,2.6600109456300656,2.425920354313382,2.3306895636133094,0.5,0.6925830991543428,0.32872024842080994,0.33413223899288946,-1286.6527134581454,4
0,4.751716850361556,3.621879252593237,2.509963833576565,3.6228192688910976,3.610541321650319,3.705447146824799,3.6535649664290775,2.5669288884834613,2.743303074816279,2.974601636721186,2.2142525558792703,2.512230373536827,0.6572764907070366,0.7763810303934315,0.30015780092021077,0.3934036211137364,-1220.1307618086132,5
0,1.9619209398514583,1.2093214575444515,0.604706902486705,0.9987118116351967,0.8692903831251068,1.0081870980763377,3.370524142153663,2.137481100736208,1.5472636689808787,2.1216520787229793,2.2092650625370442,2.626712672900655,0.6086847693478178,0.7311794420355591,0.18625747404482584,0.36976462513765906,-169.34551027842173,6
0,0.6980137392582599,0.0015557596257916577,0.0,1.5473953122081276,1.912044207484506,1.5803954000929168,2.402438820859049,1.6058677558162315,0.8742291246235044,1.4680061545843568,1.2808457089290046,1.7143053803976758,0.5929238176360129,0.716312535121413,0.18988778796946176,0.2762116424361945,252.30656774895357,7
0,0.7138923274954173,0.25106504995593526,0.0,0.56315215765578,0.47183934272764877,0.36798255296461246,1.6852213507703202,0.8958148001261826,0.4626288102967967,1.0178010739792094,1.2467800574518062,1.238910264288759,0.6218431922580162,1.1737135586793355,0.16982174248670967,0.16631789870965236,1347.7668334304233,8
0,4.228198970246106,2.129901277279647,0.8312577930301839,3.019459232745383,2.9486295393118622,3.023509995810121,2.937839852547517,1.6386745355705807,1.306798081827998,2.0284583947492236,1.8538211792050725,2.2411623832252103,0.5,0.811574812394968,0.3882937007318267,0.3960533652907581,-575.7807681931625,9
0,2.555842741975297,1.5302201286598163,0.7165108700657129,2.13705525969662,2.40232714708395,2.3671487702953273,4.068204497042969,2.8295427208244606,2.1160847296296863,2.507813522738956,2.2377987476967727,2.685849475891856,0.5356295578267217,0.8194404588707276,0.27662315676094734,0.33981282060397555,-1503.1463821895416,10
0,3.416068799678277,1.1611238835511684,0.8358203838379692,1.5467744495513498,2.0748821982223973,2.1309296314951696,4.157688859460243,2.517739167188862,1.4765667916633807,2.2878101574893606,2.363315606108121,2.300257591576555,0.5,0.7395447496919798,0.3372743393498,0.3583233945314281,-1538.7609538641025,11
0,2.342481089048616,1.430349509566679,0.5105257711318741,1.447031200151368,1.5083778006836088,1.5943566377528302,2.414164680370474,1.2140624183025417,0.8663939416396822,1.5199170422839505,1.4966520569841444,1.4171175465596495,0.6469048293057192,0.7978282338211923,0.25601158516570516,0.2907364244312718,799.0350214871507,12
0,2.0235553060249534,1.389178981459956,0.5085780423962106,1.3546083712768406,1.7030822402578913,1.6323654832135581,2.012891597459042,1.589425697724701,0.8701578834744792,1.481030017649279,1.4241068896657059,1.4917280835116864,0.589850818259624,0.823138182205766,0.3121390581141251,0.3539095352803393,480.06152739768277,13
0,3.5448027465402254,2.1952193361839094,1.4696298178743652,1.904140616033894,1.6698770971280281,1.9227301065976858,2.997070360022043,1.8239979079456698,1.2611749564838286,1.8400305725509933,1.3242337215654423,1.41288877498348,0.6366174494813237,1.0005972524432087,0.30481469080535584,0.33027444061395017,255.99831232027796,14
0,2.245034152852558,1.6832547034223841,0.8922438339528784,1.820742647620051,1.6180839470363635,1.806304616654058,2.624614996486926,2.032466512382352,1.2492404235817052,1.9545974257585925,1.785530274356472,2.1666425366059636,0.6006796829253125,1.0127487657413146,0.3099584280859788,0.3765300984603789,-69.7513807654365,15
0,1.461317049484211,1.1287206070765798,0.7155865323380828,1.1205257433973765,0.8307015008859402,0.9250365950494801,2.755849776090374,1.7698234392066086,1.2642915775855619,1.786812366550102,1.721839713827291,1.97907496316863,0.6542750366971489,0.8285133615302953,0.2143039239881746,0.3812106526133498,720.2216135824082,16
0,3.0529958196582054,2.4910790193300043,1.887780612852082,2.179064302386511,2.2980491514349044,2.1803493260211617,3.161400688402575,2.485146619772399,1.8827683408814277,2.3440911505011974,2.2538450499745273,2.2686175344557338,0.7226745686927926,0.9907982722600345,0.2975928296533143,0.3845382697498383,-603.6856986116474,17
