,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.2901532192048914,0.10018453909386799,0.1752942884084083,1.320687144464424,5.962695661049858,0.8532718373637274,0.9585684697402799,919.0512235222476
0,0.3510806932952574,0.21687464872950435,0.2582365757522851,4.114759614640214,5.941250241282576,0.4881694718110582,0.8831309168378474,999.4603147138185
0,0.0,0.04180129047631542,-1.7952259403350705,0.7109396010189326,0.809161385068025,0.10990824448062231,0.4700093362022487,474.2035600199581
0,0.10080425266514287,0.08774530988861397,0.5225358118661665,1.8330062443638442,3.1299454451727304,0.13977180944752665,0.3458058316685367,831.2938551533904
0,0.17550646008940723,0.15367196012396325,-0.4866624718622059,1.790129478396985,2.0949471632337153,0.9860016671255785,0.9978082527903754,1179.3142323835134
0,0.22412437204067767,0.16247677336915317,-0.7302083786036453,0.8946069583383522,1.8833083041525438,0.8214891825017805,0.9680383683281379,924.425139623175
0,0.20629090741114037,0.2663466691363704,0.6411286739428309,0.8155523306487034,3.1144563986599314,0.38850313559063687,0.7656003371422445,582.6300506493557
0,0.25125338129261265,0.32169999932401844,0.7972188039998681,0.8024432815030451,4.218610286725653,0.6957182161129588,0.12134828800569641,548.475394990285
0,0.0,0.034614024769814525,-7.912794055337997,0.502240146763623,0.6399862506753622,0.24918938285332232,0.13010166176981647,598.4357435559758
0,0.0006006361424968732,0.12187854337716669,-0.09979744730526441,1.519768242990532,1.7832951334827136,0.10946006808857034,0.14043131977945866,924.9275660468157
0,0.6907294117204266,0.22389662611612038,0.21251794187905507,1.147657465167912,5.993022162452369,0.9650777422665551,0.937325705115126,775.2674948156795
0,0.0,0.08695402405652151,0.0759998451930155,0.7422185416724472,5.966551958374453,0.39080958662716886,0.9762740825991012,758.4967309745949
0,0.3133578611416386,0.30285710506148944,0.5595778926765763,1.0682513557232909,2.7789876679759153,0.8294348136892098,0.9372722907854398,668.8111072811705
0,0.2767043787271858,0.3577459849007405,-4.064940840973825,0.8263118214957754,1.0496618431166231,0.9515628704595307,0.9578635383163012,996.9536445752773
0,0.10734560893452776,0.18956882219359567,0.16355244974804836,1.3008922426750729,3.7279686147651154,0.12972526443708826,0.7945323087946796,899.1915292360776
0,0.0269424142413409,0.10250278934882487,0.10748383944070126,0.9969187799794597,5.964278899682132,0.7926618512577446,0.7742985065087572,881.3680770211403
0,0.2799507851598793,0.27611458330279914,0.8909866825605236,2.332869343001347,4.099306917971609,0.1273239625953651,0.6578142765194742,720.0631966728495
0,0.2697869067884897,0.14988443668400211,0.2828197588867154,0.8840483600949396,2.3445730184512428,0.2560710444728521,0.16232510440536863,696.0303419247891
0,0.2267944009257636,0.13065466597243677,0.5034282336310393,1.6967485556135875,4.151613290411593,0.953245124688036,0.20565444980423286,825.795145241057
0,0.24706232819995777,0.22811839912123485,0.07331179926901908,1.1877759490662143,5.968092880381231,0.7282281654896658,0.9544562167445608,911.723031008693
0,0.24525034003947935,0.15464633917422077,1.073304753469464,3.473362044151677,3.835694820427886,0.13044275267754224,0.302547649239939,689.2562537327079
0,0.0,0.04889416096044476,2.0248821116916225,1.756565615468708,3.4872207166067413,0.20750651808498288,0.17924490956548228,497.3547354185615
0,0.23820844160628535,0.17592395647995657,0.2638103287654866,0.7407152512623192,3.3893699133075845,0.34581677077165474,0.3642549493315229,679.8351687080765
0,0.2112376807049128,0.1763701067494705,0.2549981630205355,4.422588043714761,5.8880218674091775,0.8857720441571193,0.46381198714325794,1061.6495852318228
0,0.39445863684696064,0.06832917520739877,2.446820261115309,0.7494865546562517,2.1911670434482793,0.3964714782352777,0.47894761937079366,326.9518427969266
0,0.395136973203252,0.3082945649878072,-9.714312396816858,0.500628380840904,0.726827309628356,0.48185869211905324,0.10092001569553344,839.725324363036
0,0.29858660601978654,0.32360659415741144,-5.966182970099437,0.6880465184095144,0.8621567742257903,0.5027857649776462,0.937918221654283,947.6553806188556
0,0.22145827652468772,0.32509994279783583,-2.8602012982261065,0.8989114075088005,1.1958210705184644,0.11734067174626012,0.9626913164417686,1040.8738869974188
0,0.12723363519836853,0.1041347519142207,0.10438298825685027,2.188811518922326,5.831275321101296,0.9442651310347565,0.563662267488046,1107.873022156675
0,0.16013790367264558,0.21555329360804767,0.37743210976987235,5.804867558079341,5.550000893733458,0.9866781721993706,0.9268011086990235,914.5852392078267
0,0.13665215232115993,0.33963229838331427,0.5433458350949034,0.7936000707435653,5.06467036986501,0.11498917663467084,0.11920026400637679,601.4455414930893
0,0.22452956642673333,0.200652008415805,-1.4170920273672367,1.0297000692823168,1.4871047684126313,0.14098894033045867,0.3360771929965499,1005.7250168616843
0,0.0,0.46330749730063314,0.019102028661362482,0.5849394925300939,1.7628045908708128,0.13309324331525496,0.504648429934436,525.4863559883614
0,0.050370823899858495,0.13477449565210947,0.9012011123370867,1.455712979289925,5.642979410685924,0.1685293863866104,0.49218394008372934,680.6810220217083
0,0.27630736019287716,0.306951114304635,0.17757231532142218,1.705157372484972,5.806647485169414,0.7017083039422889,0.5200565305348366,903.4355649656712
0,0.3958514951210043,0.2271246604641511,-0.031231795738218934,2.504136041575549,3.032662215228364,0.34171952127287397,0.803886990183801,1072.7478486695318
0,0.13572968162543306,0.1329694568637367,1.009614001878792,5.686256429241023,4.943311050130681,0.37832300447706646,0.8489030822588819,715.2310548076673
0,0.3915208618312177,0.2526921901265848,-3.6001018921154726,0.8527237617265238,1.110305426771975,0.10406862472163714,0.7870863688418287,1025.339411912772
