,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,aprimeSpeed,lamSpeed,kSpeed,Boundary Separation Accuracy,aprimeAcc,lamAcc,kAcc,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.6056189287124859,0.8279035255191464,1.0714779051333119,0.4085513217047046,0.19794044103707067,1.261245195110013,1.3500000036046687,0.9380077359334381,0.2901902457968989,3.7055959310418225,0.2668655026496468,0.27080971513712426,520.5735217912564
0,2.314229035153081,1.0619518050910866,1.089999945499678,0.4237318479888107,0.2633568253005018,3.7937019115316057,1.0030102251469688,1.9395946786346179,1.2782378962395942,4.451359724359363,0.3508921541122431,0.5076154628880023,191.29381306222948
0,1.091398361944565,1.0105947628880851,1.0362354981938866,0.5181819434755115,0.25193812964283707,2.9081661774862355,2.22722935309095,0.8144277349790412,0.3692471652186528,2.9429892530921897,0.17529315192832534,0.10848698914797456,209.24132455416873
0,1.4750636076296244,0.7617431099874562,1.25999994988733,0.7502863559351602,0.21606070619347256,0.9632765222060666,3.812459767673972,1.6351490163442883,2.0,2.6308492517304485,0.3554086597417612,0.7809378450590473,719.7540269085857
0,1.4274048268322652,0.8226509962620332,1.0067879812779819,0.40503504745597496,0.29536070572923045,4.102280464031789,1.809882818624839,0.7869996424545314,0.45583787183979163,3.428933182496951,0.2757173941687033,0.1773664495637206,201.1756586411076
0,0.8383461312289635,0.8290351085477169,2.7077707056418125,0.6767748712194126,0.3859748122444395,3.2257731657986124,2.822540415647354,1.009894952426287,0.4340048992462792,2.9440407081367774,0.1004112171724118,0.18856640291093324,449.4037814702359
0,0.4162348944381993,0.8841508981014998,1.0097080138104984,0.3628320968883725,0.3018259282195819,1.6598656464008266,1.0877270927507108,0.659592476040011,0.2355186042896812,2.6966949933681224,0.11938491712134597,0.30831165292492985,345.8483097586118
0,1.6438566439751596,1.3976964740069133,1.0028850937705864,0.37959236078472075,0.24042673038593884,1.6931525645192151,3.9721402159298647,0.7713950589686165,0.4913685691647295,2.9187634104570317,0.36885201582310645,0.13929284352978633,-92.12881792481224
0,1.7403761831533444,1.0876737243777233,1.0395226839682223,0.5216133131921543,0.35021731703093795,3.44034658111013,2.8077215875007986,1.1147601768196385,0.5756877914500409,2.995483792476331,0.39990169672118825,0.107354442418513,179.42398863117967
0,0.5334633950936913,0.37173171810727323,1.067330830420932,0.6573355131294393,0.1949732337482818,1.9251694268981372,1.0547932158292652,0.8557870679027939,0.5483861505402653,4.312292276899007,0.2925966342524913,0.3445837736348437,857.681470409705
0,0.9468010749135956,0.3464760734276271,1.126248496415331,0.32124116039551764,0.18449475100397705,0.033845788677093314,2.2664976872196996,1.199536442850444,0.5527800686448472,3.2983983711527505,0.4221816615208501,0.15084573130050855,929.7897112767666
0,0.723937371087594,0.6959030811638224,1.0399999494892087,0.47101756763091424,0.3582111335083969,3.072086687889121,2.2977987725944398,1.12913367242722,0.49232402834873956,4.391447200161992,0.15352350344806565,0.14261134951771975,668.8125305304599
0,1.0930383712391896,0.6982840643840946,1.8983253910836335,0.7280346134362762,0.479298474486892,4.810286613787501,2.187421356009274,1.2616034254959962,0.39862751433072874,2.2018872681173525,0.15466152688531215,0.2572188882930095,714.3110406553735
0,0.46410755634157486,0.5480587535071281,1.1999999390472047,0.7882227774461903,0.39683117202759516,4.265477369021215,1.3579131584777737,1.018420809381703,0.2963462073461652,3.4969433724772485,0.2788227502753735,0.37015909561223204,999.0503158677512
0,0.5978739735656319,0.4078745559476496,1.1228342064691754,0.5956848734920818,0.41424570240470254,4.456037773177037,1.279424713242897,1.046356293183467,0.40822570750110915,2.879007621070473,0.10376180474402319,0.25934853000175934,822.7730436087382
0,1.1590676330226481,0.8661485935841495,2.2781803028050964,0.598195149411216,0.3186013703260918,1.9586980824532134,2.0300001101358762,1.1385199067048406,0.111650231322317,4.5734072549469325,0.18939033398887228,0.45422237162681384,632.746887337974
0,1.3592465649928571,0.7553329679758196,1.4996323338379365,0.7605697326183873,0.3266925952314499,4.834757275288677,3.40530700896035,1.202281808501587,0.3232654303248623,3.146583260665083,0.23146477779423646,0.13924903390839588,631.8520915548482
0,0.98074853904307,0.5519725040329061,1.9055012730037375,0.5001084457202741,0.25507688571171816,2.188343920290874,1.189612081235068,0.8678022653159182,0.2847704821902792,3.0446380580127803,0.2138085892788768,0.3578184334330258,524.9367449777661
0,0.9420289280343203,0.6881566477501422,1.1276105610264227,0.6076194808716002,0.23216937925787856,2.16408905823474,2.0170692987593557,0.8928940250885801,0.5032485356798697,3.963585897274928,0.28954750085348896,0.10586595837528101,578.5544196392941
0,0.45270365825917164,0.42233560547110993,1.323249216181543,0.9477580362226682,0.6673596043868057,3.8291036096709257,1.4999999502724675,1.0948630347486188,1.9286337694269644,3.641521308099352,0.14345902767737734,0.21800119905185728,1296.769292260232
0,1.902429978707114,1.0140392258067734,1.0059477886317318,0.3290020472434627,0.19917650954226812,1.4798289380524698,2.3270273046892584,1.0170268124071014,0.4891033159391604,3.296678537812236,0.28557432964959795,0.10346091862851975,122.0775674518236
0,1.5232257940996692,0.910441486071182,1.05232460817097,0.5511214746373995,0.31452967493606776,4.227504662428355,3.0160644903573886,0.993395871331098,0.5412488375362243,2.261630296753547,0.30995564971743583,0.10423190964630086,341.70198471721267
0,0.8410011613315536,0.6381318054556241,1.8885782990875177,0.650845002119508,0.3534495217802872,2.439334598294687,2.451146092182543,1.0101185906403831,0.26401139372337107,1.5170195799250636,0.16837932162953784,0.29934728607464484,762.3654121784278
0,0.929046318945399,0.6024373222251995,1.3893579102327005,0.6466175067985788,0.37308514811177995,3.2055631774234823,1.7271468826524465,1.3637684947620086,0.6382655624229401,2.4070505095140566,0.3634411313557118,0.4076172745461135,879.6732660962703
0,0.7870861627955836,0.8735878281758978,1.352557852309391,0.6921372593054639,0.4954324142805103,4.960869456613878,2.6785729168246055,1.0702460802789615,0.5581274990179936,4.608065931160436,0.20116754140663917,0.11952740372132903,657.8538736895431
0,1.9023733091451727,1.1310286788276867,1.0004947883891386,0.4138030125885388,0.24411873826858543,2.6477096260021495,2.330669560649132,0.1602960882393446,1.139083604644042,0.21103415733016506,0.4326196548552769,0.462664946763002,197.4102647368004
0,0.622416584157959,0.7298814747153005,2.094887407007255,0.3192172590449647,0.15263437447293912,1.9738067076420782,2.6124777680538553,0.950082450971287,0.7278913755502786,4.753218232303946,0.2237270515026502,0.17375942849449083,226.93919860766553
0,1.4238233125396433,0.9611867683461793,1.0199999303334817,0.4077349491746473,0.17640786574508072,1.588365504293501,3.7457409119790954,0.9239314032676942,0.5307085605823922,4.058004438962462,0.39430113878847695,0.10715563207828532,120.25703278006777
0,1.1852043355267763,1.2567483559785388,1.0119648993593418,0.3017013421102437,0.24177939251991665,2.6615981127857067,3.299888695945094,0.765128000720398,0.5171604051152753,4.869625317127383,0.25116259565301213,0.10763642019553549,-194.01289478434254
0,0.7385146506142125,0.5078305594358475,1.1749999437961212,0.6632969793373467,0.5408555076817656,2.9336006525343206,2.4500000015196286,1.2002239904160423,0.6678872373759187,2.314688276943323,0.38463749963390126,0.3302560498905938,1013.6375071069875
0,1.0949262907942636,1.2561055933721743,1.020377289873744,0.4980192582257277,0.26009238107617694,1.7543835669142414,1.3632913841366676,0.6548830311474358,0.19998580466261962,1.4894430460648,0.2363138387488221,0.3385691616742111,233.8626964570765
0,1.2938882100224265,1.0817811985006134,1.4066174378158283,0.8304199119063573,0.3517275811081847,4.65309309499251,2.6142963058363584,1.1635911991494572,0.453769295096341,2.9309184799880095,0.27389448379688935,0.12592236239715104,539.3109434987651
0,1.663120417321741,1.0976461623410665,1.0442995765299559,0.3183834332461224,1.1871051808577138,0.06831795898549704,2.7714568748547794,0.9693365452580451,0.5101353089218106,3.272714925493089,0.3620804683262578,0.14818926759532708,287.9428431246321
0,0.3343365408748435,1.1385607350111118,1.0714844463428315,0.3765634991479654,0.2875480332391162,5.0,3.6778852783293066,1.0678294132992732,0.5195675937498002,3.8678946190096917,0.1128376747826923,0.11572249184300654,208.60095969400567
0,1.0288878478806014,1.272871051887683,1.0461255189646057,0.32253457257566875,0.1558657812085171,2.37947931274047,3.1060182470353004,0.6919040117070936,0.3058210404446454,2.3273981069637326,0.24095106439106156,0.11179331718895791,-133.63271989609547
0,1.2993772689570562,0.7568265757461887,1.0089556419422325,0.22595587249302362,0.1626005699036548,1.9640506026056734,3.961996002835598,0.886714234209727,0.47727786644839953,2.750634957992601,0.3521691646753081,0.10756663280746442,59.17662824674709
0,0.7626356677725421,1.1810259396778882,1.3701200743921378,0.6350324144994131,0.3737061592445857,2.260618893720526,1.1538178600274591,1.0285164540860898,0.3444608876416645,2.7212749393696494,0.17591387280976672,0.33389234204305673,579.6141893457122
0,1.1738781963237503,1.2223617221023146,1.0058181863220454,0.3365229865505022,0.17706503498642057,2.720561313872477,2.5074722293806557,0.8502660575888966,0.47050593188371,3.019420799099701,0.2360943388172404,0.10689463227447832,-118.04610487503464
0,1.4896015455092817,1.7230147120326547,1.0054378276575746,0.31496125575505585,0.24205942305284034,2.5613117573101363,1.5885785264979924,0.19473033857774724,0.8951159873660289,0.21471420516171502,0.24406842405063184,0.4461129812969925,-107.23378484380808
0,0.6320495770866127,0.592584658976878,3.0899999823447897,0.37728453751057117,0.29016864585908253,1.315784948187045,2.15089503140856,1.2448053736109153,1.9025683563042362,1.6063573343035298,0.12921988982914018,0.18353179115277435,651.0330313461359
0,1.8681457153339531,1.0227187890610323,1.1050974473805084,0.46118250185277376,0.30669226118358256,3.361941972536019,1.0353019383825215,1.1840147098974025,1.2009849900736331,4.434717867652601,0.27523263809920856,0.5033796016238866,300.1534445621444
0,1.3793302895993156,0.9114579050184553,1.0061080478474644,0.26627093482384223,0.2746713501688929,1.2220480754796075,2.481711336572983,1.0753376829035501,0.4258952002881792,2.770829675101326,0.2919501265456691,0.10842120558291185,360.6317810217962
0,1.089517966358485,0.7402801401485072,1.0299999638494475,0.4473799903040268,0.346537787148934,2.5324369400746334,1.6488557676683655,0.8986982871980703,0.47933601143899063,4.643733884624133,0.2940724728404096,0.2007194633333766,470.47461068786185
0,0.5764106251176526,0.5208499915332465,1.0887230528483727,0.5659096377947701,0.4417879325616546,4.453849531104118,1.9400000501020618,1.105626358631201,0.6419911636322851,4.3546759751902835,0.21604075258584277,0.12019480895945239,880.9087259910749
