,Drift Rate Speed,Drift Rate Accuracy,BSpeed,BAcc,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,1.4357247580394592,1.7875293742198042,0.6334969107175072,0.8639192792089445,0.3484956353678117,0.5406022932382468,0.23444556406934786,0.2641788328319939,-862.7632764911915
0,1.0697771751923424,1.8955951612876638,0.58399932690352,0.5929487786690242,0.5037104856278346,0.4973145232500511,0.23942596722200943,0.30262200818716506,-1835.7854235709501
0,0.32425348056240555,0.4411506205380453,0.5049203861869596,0.6069989541026937,0.14795879710412252,0.26502065074669257,0.17680198417923088,0.1775676166226,132.57634351635758
0,2.148658980339632,2.5952374975151318,0.5576777858434445,0.5433381973511309,0.8888442144208191,0.4312698311222898,0.28145687398471686,0.3064056777329739,-3753.257329928454
0,0.50103202866263,0.68665251081093,0.545484912831502,0.7044350048791426,0.4380564468313308,0.7441162849274257,0.17272379817055,0.17786318816606816,-176.1435552018685
0,1.9239965733296316,2.4256480192385244,0.5461681831807255,0.6287768504566986,0.47141043630680945,1.0942769626566082,0.24178028548900027,0.2747586082025603,-1726.0375912995426
0,1.630385606339304,2.028875810218328,0.503497310824347,0.5087441656731038,0.5523450984995075,0.27518567611253797,0.2797337993420578,0.3152787198124005,-2633.742255006244
0,1.762829868683176,1.9155162885708727,0.5215624762232682,0.6867762328282581,0.6791350270007523,0.21784629557515725,0.24506728955349966,0.2757605819317394,-1723.5025564909192
0,1.7289146998075204,2.155888526677934,0.6188201177597428,0.7063312542444766,0.6973492005863084,1.0260164053194405,0.2710852283765909,0.29160436087386277,-1337.3749218700777
0,1.0941695753451859,1.7744455907282843,0.5857185546432047,0.5578802728975121,0.6451113370073642,0.3402015264301945,0.21851288228110832,0.2716937346483639,-1773.8270079207116
0,0.22918047798233543,0.31123411684534386,0.5017502433282757,0.5164658946157763,0.14302685760840328,0.16049820768606526,0.1743882167971123,0.1738136444061789,-130.56028735725874
0,0.8743308886529237,1.2895835170951602,0.5208035679422567,0.8327611837413271,0.22030033044950015,0.40009853370043924,0.21134330498559334,0.25063664061656715,11.008308903693496
0,0.44868940693160564,1.0962461046427354,0.5664795661756528,0.6699393438200678,0.24581353260285943,0.3252303653055708,0.1755202071559307,0.21567979321029412,100.10086303455662
0,0.048381319031588266,0.5806482131821813,0.5026096810774412,0.5064152313299495,0.29895768544141355,0.0933001567549745,0.15457152245332395,0.1711904836018473,-198.84331693670742
0,1.4284802955812337,1.5312338933527965,0.5645757155291053,0.515724224681672,0.3394121549593019,0.17992453984528822,0.3219558691183877,0.35357840849827893,-868.9430771526632
