,Drift Rate,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.22367890265901805,-2.0143645474209126,-6.1285178467082835,0.8907592630544228,0.854585651703926,0.9776929175198754,1005.8584933491827
0,0.2513559644268257,-0.1641476735269952,-0.43040980637765164,2.045114325903026,0.8804366839448097,0.9244633067806224,1072.5800887803048
0,0.007708552623853445,-5.245935316742191,-6.6151866219184985,0.5963871909189762,0.11053623991327743,0.477197429450338,469.80435860704716
0,0.14827356022907462,-6.457544300328005,-7.821612738795274,0.6840253094141309,0.2010306630617678,0.916172203814132,847.5553813352542
0,0.16845256915156812,-0.45680146404575434,-0.7088135349419731,1.8624922158436321,0.9764070361900608,0.9736789395680094,1175.2978357004722
0,0.18038559519310818,1.818829615262695,-0.8667526355959106,1.7913851624916481,0.8324760743784153,0.9601516447251248,906.9983371861995
0,0.2609431023611403,3.4000779337114375,0.5660219371443461,2.6591219360814007,0.15302703913684368,0.8874775262863956,573.9639456603911
0,0.30488025896438997,4.067257658629161,0.702728587946058,3.325301395193968,0.4603229905198031,0.2106482437057312,547.2692448675436
0,0.006664688243464621,-2.0490885569857396,-7.629129604070068,0.6441705604634311,0.24453633053775053,0.12593392893612315,590.8241129124665
0,0.09039518931995968,-4.224358135100753,-5.024295050785432,0.8243121089903496,0.21000449000803,0.16476537586229473,929.1386956893814
0,0.5802794049671451,-3.195724367979053,-10.381395582574877,0.7261462692598859,0.9971553969820395,0.9928654457383665,850.9848068055237
0,0.15790786606652266,2.986556882861623,-4.7635514040219045,1.0403276811642503,0.383937752138841,0.9662259485893365,799.6262354593813
0,0.29058570768039443,1.846520102253583,0.5271416414246858,2.7135664685045855,0.53458489870149,0.8584640358185979,661.7160741567434
0,0.21446111060961004,0.9454021795794624,0.08711928153737715,4.080591041592332,0.5538856765777107,0.8038129422964808,915.8700035791743
0,0.2501309343810537,-1.8135806069301987,-5.657211431259511,0.8834055549726862,0.19794185543686788,0.9978449812778751,928.0793522248738
0,0.09488277413823606,2.3099705059730637,0.10934120146921154,5.939744900480674,0.28931086569346226,0.997087675071457,862.2963082079933
0,0.2656444127220921,0.9679709120455046,0.7440630314386967,2.559797829218618,0.11707165797104363,0.9846086332406769,719.9394607876718
0,0.1643357207638493,2.545574089746361,0.2350925080546357,2.261262688208346,0.13916101154537852,0.10243181294547443,675.2963310516632
0,0.16987074986570572,0.8582119271594344,0.4534880889444653,3.323778711745324,0.4099461703781837,0.49554262345219224,824.9904991164109
0,0.23114023161376318,1.6501203209508095,0.07240160969695036,5.966948105200265,0.1537624479421485,0.9742586527557313,892.783408049803
0,0.2170929129573653,0.7554521655110538,1.361146482791959,2.646274822464885,0.1336260296229979,0.754750636409503,673.6018465423268
0,0.00624174687093734,1.7192530309101421,2.0081497526196457,1.7574262562056544,0.17931453649015028,0.4921367967301405,492.3687316504182
0,0.1919862565753658,4.0577901090833395,0.2195732611458464,2.925066581471693,0.17064321924461978,0.6722777612851403,664.1563104498448
0,0.19467448945643662,0.3559908216018065,0.23452049495305777,5.790993740392715,0.6519143390898376,0.6201994239096933,1050.92940358946
0,0.14985559830568287,8.084255818849405,2.4462578824678216,3.250346296280904,0.32491163831365305,0.3083627541129058,307.5310747489579
0,0.35572447573696653,-3.5481372096354846,-14.84807894168823,0.6107178152459443,0.46154826892682893,0.10544025397304557,822.2453292326089
0,0.3035596148851504,-2.8354024816577463,-6.302904710422713,0.8452941273383772,0.5073467054181946,0.9506540982250076,938.0920977275068
0,0.4102772215826475,-8.075480412817507,-13.254616709620057,0.6543099042415985,0.12160923225307946,0.9538491015357415,1038.9011620624676
0,0.17545842951685642,-1.7445428115629873,-3.4877461756432036,1.1565760899773116,0.950229547564212,0.8030347245191074,1158.4638176059455
0,0.21451780979731716,-1.4794542987930974,-1.1899624290693624,1.382075859144032,0.654414647895579,0.9515159448206254,1093.1326829288998
0,0.26204723181856243,5.120509318159172,0.2543078671881323,2.2522541913513763,0.1336768312769835,0.8494793633306637,619.5416368301387
0,0.3528342301704233,-8.043474489165055,-13.885198561263387,0.6338006466767534,0.16695753953275438,0.5985781728039807,998.3037076549214
0,0.48914774372451497,-1.5938110853440077,-13.410893155526441,0.5538724343020105,0.11269715516276574,0.7695399515422995,540.268739080706
0,0.09871628595411147,1.9959671514890682,0.6891525005264909,2.759745151392626,0.10091009801044354,0.952266733560674,668.6664046645852
0,0.29138148149487253,0.9798917162817485,0.16360646264774317,5.420646040483202,0.11479244226975122,0.5867260135670866,897.909092180337
0,0.5049156321306643,-3.3422356776875786,-4.440000739641853,1.0259356856535984,0.9673056848523853,0.9685206814770353,1078.0985053559702
0,0.14216726856811243,0.848243625717909,1.2320914528361682,5.4672592775966224,0.18771001609196514,0.9572092823393978,703.6600466940675
0,0.4303437312285632,-8.470717828485856,-14.41185682625887,0.6419868728838485,0.14505778624487953,0.9951709675833076,1013.588800495337
