,Drift Rate Speed,Drift Rate Accuracy,BSpeed,BAcc,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.7447876750245944,0.8832567288199363,0.6164846420857432,0.907978205327721,0.31147541577121146,0.0,0.3279611853681508,0.3858027465205785,500.9096004816787
0,2.671842710680454,0.9798261794098179,0.6854982720328748,1.2579221475377729,0.5384615390447797,0.0,0.437080801504772,0.4042522892269367,259.11110746429574
0,1.2308748470899296,1.0775535469953739,0.7031176494230045,0.8102756918066092,0.25312801581025446,0.00018986836593359868,0.22520160614252988,0.33370447049938307,239.44291832650367
0,1.5060839444388436,0.7088221807050266,0.783915933362703,5.980012173353405,0.03334238620188846,1.174285708845786,0.41262423778578816,0.26511421027961524,631.1964115957807
0,1.7892996432669626,1.0146138041657387,0.7340054121460895,0.8724028059792239,0.5595655120931053,0.034836152130351294,0.3414078860817473,0.3781218286227117,227.4922029809876
0,1.016319555716955,0.9351570024524078,0.6863552716077885,0.9395673033436136,0.0002478185679106737,0.002377181331988165,0.40349329477736834,0.48336357889676385,467.82403602078824
0,0.6090302410125528,0.8991114389909067,0.6593776905097508,0.6868559416531745,0.41059691237865104,0.010613378253957029,0.1897353578964046,0.383362560748976,340.26095202753584
0,1.7865567852596422,1.586373972133436,0.7145783294085342,0.7923115630063777,0.62076958984699,6.908942146632846e-05,0.4045879660761387,0.5201113293845354,-81.20264316752902
0,1.9086415286816907,1.1833967193409787,0.8386267807817358,1.0049648440115733,0.4199999360012281,0.0,0.446175790852654,0.4536922653270521,178.2544123865871
0,0.767890847885166,0.460066504762934,0.6806635808317538,0.9454882193020442,0.0,0.003146861273975636,0.3735500584415393,0.3745216820501993,832.2903398723923
0,0.9953372462051115,0.3236068985100924,0.6191650286438806,1.2236470890798374,0.0124990453149855,0.05412218500301531,0.426092596968629,0.42455239536043365,911.0997303218745
0,0.8433383151990409,0.772229121180288,0.7437963559130933,1.0732117934573662,0.324322888998707,0.01515152741905321,0.21210346199140373,0.4004846877820252,686.8831999673952
0,1.3652762315344504,0.715930917865152,0.7624014681740392,1.3558559060517448,0.0038369045477429334,0.08677419973647349,0.40992310859592324,0.3747155376417383,735.5166213791135
0,0.5182194830231361,0.5880109880391486,0.8238394421019333,1.0189848397260288,0.007017519808172456,0.0,0.3784382456319814,0.44859694932968047,991.4167987856356
0,0.9707008582660679,0.4469561545600014,0.6378821441593794,1.0837933435417026,0.0012189196442933259,0.03290588560854202,0.29466640197901106,0.3001357695629373,891.7249693670509
