,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,1.0809534420219538,1.3289750843739068,6.3435117610262965,2.2521159898917604,1.249274837285006,0.24887718710711865,0.28931301774571483,242.1460413878175
0,0.24986970750994222,0.623326600767845,8.101294373669223,2.6477693384496623,2.437571069733002,0.22127612957183423,0.22187327440527777,447.93880626209113
0,1.582658067508766,1.669987089376918,7.4249050151424125,3.3682363408645815,1.1167492116446263,0.2279690551336595,0.35335560877963423,-34.01441153629522
0,0.22628813868858036,1.0634545268419817,10.273514661330772,1.6263460773905571,1.1733898352497727,0.15514585460890895,0.22216996797768596,277.8677438330831
0,0.8536395343591086,1.5463500303727646,6.173115250983321,4.1524633353020235,1.162482614244138,0.196716497240482,0.3009505406129801,118.43211126548061
0,1.6246801689360242,1.3450302354868977,8.860955384780551,3.174324023895258,1.8714509792582275,0.31399538659252546,0.38172967227580534,34.00374063929558
0,0.9561773245542277,1.7769048820539817,6.208455813888889,5.071705841931926,1.4305408857302162,0.18724446296720365,0.2885695795256374,45.176066955794845
0,1.4181243766125475,2.1438898336522207,7.396951358639873,5.829005601079544,2.867358390211471,0.18298966602373273,0.24314725369491436,-98.54814782735914
0,1.2207220009396473,1.5915383043471,8.285826511880272,2.737981605254774,0.9775073112620603,0.33755426853220316,0.33016350086294133,7.936659413774258
0,0.39132727204760753,1.0524927934906465,7.879872725545572,2.2540450299803614,2.2481416865796406,0.1430458242567822,0.2636305069856132,365.6905874797861
0,1.0392558378945524,1.3170375521249065,4.153288144337941,1.9644544729395805,1.549624851959143,0.15368360379796997,0.2609433582344056,387.952225890578
0,1.4977353048825726,1.262947109373804,8.066041922738124,3.466689809663322,1.390425811640845,0.2870517493243359,0.32513396898546154,92.21881176169657
0,0.8729672029174491,1.3988877471186463,6.209188635537716,2.6216693155763107,1.001790186008047,0.21702420418162283,0.24351785433931417,50.93272205250809
0,1.1412336452030254,1.3717291374597067,8.3294253984593,3.0630623575723877,1.9156841565875067,0.17250422590148784,0.1903151735844515,167.48771126429884
0,0.7043477625572372,1.2418225920272974,6.881014968555004,4.327704708454387,1.176387170793483,0.1882367555063303,0.21173662683405625,128.55103068042865
0,1.32589158793321,2.0219804363209284,7.683872360647089,2.452813004553336,1.1870984539445977,0.2064774879740226,0.28056585730414335,-105.61143431542672
0,1.0496824375632388,0.8021008153378086,7.393449663032834,2.808974934292957,0.7630043622259324,0.2657540311230864,0.3539225491694405,129.95127483703195
0,1.9081384920734104,1.8844622868477099,5.311772511270275,1.9244165169338254,0.7537920655785131,0.28604666506049153,0.3463110199969293,-148.07652685778214
0,2.187700729405734,1.5628460811017024,5.448551185780256,2.898570596995708,1.1007504964194554,0.2407479051980952,0.2650300422614482,11.816104212578516
0,0.17306328795575038,0.7065105367900334,6.158608796382828,4.2361870462109446,1.1855418797165447,0.20710861079857878,0.274417474788096,302.81200993617074
