,Drift Rate,Boundary Separation,Self-excitation,Non-decision Time,BIC
0,2.498900477785176,0.764593948616711,-1.6358464553734178,0.1620960956448323,-284.88390851070744
1,0.5192462851201828,0.9676404567417819,-0.7769008664313352,0.5060495642231885,3121.9926326213713
2,1.4632031704024964,0.5838165524295551,-0.4072842835620688,0.15901112376017013,206.5282531259072
3,1.3362343338781024,1.6403022464033372,-0.376579803441736,0.4474212667823801,2318.9864325985686
4,0.06692459279682861,2.834044138093163,0.7798795018468787,0.027509613417355694,3451.579864486172
5,2.293166280436968,1.2284393739145856,0.25186793520224765,0.7031356348669646,138.69901160603467
6,0.8698089995311497,1.63606010348929,0.19516242206526604,0.3965453835190345,2889.4974782649324
7,3.088851064238178,0.6248177500982732,-4.214840180134971,0.7256124068718447,-790.3034617146548
8,1.8487052342607528,0.9234242248407137,-0.28545142570882465,0.34425380346659806,507.92210166564973
9,0.782205982234827,0.6155829120582865,-2.2109129050456486,0.8865498991120301,1494.8323037781015
10,1.6028863832420859,0.919679526010534,-0.3013861691760121,0.28904982909697535,848.784188788493
11,1.7598082165313853,0.5492667931363084,-3.020502309541432,0.5944472918093135,77.40335748929357
12,2.484129891859211,0.528732827740009,-3.2854358177419525,0.2972756868297388,-754.4869400870106
13,0.009885749393634867,0.6749926562649218,-1.5957043665394097,0.5937177438155352,2279.8596251689673
14,1.7841128719893344,0.8544586778371152,-1.5365704028716372,0.41054454295644716,823.3415225144288
15,0.14159509670685813,1.0444029232708367,0.24204341694491546,0.6797124543072026,3118.362730511259
16,1.6484585243084944,1.1238373394813825,-0.1718191904797591,0.28388423026619103,1050.608691521169
17,1.0236892852445685,0.5818607017417183,-0.25651997348738936,0.6779901400554393,617.0604852452267
18,2.200545150147998,1.16572427738366,0.34502544891166903,0.4825009752146376,165.2319727518628
19,1.8797642861675816,1.1214586653291851,-1.5782875893570816,0.5774419790888445,1387.1958857444802
20,0.857147297415307,1.6402383973854557,0.2448850984974067,0.3334639781570005,2859.3370726871194
21,0.8685538211292211,1.0463995054692692,-0.8079921298995538,0.5867944402481016,2659.7388302015033
22,2.5662800072483067,0.4486962647479955,-3.775975119482452,0.377259413455742,-1129.346916754152
23,2.352467226328439,0.551311565844915,-4.102070651752184,0.3259302715463936,-381.8760462954854
24,2.634705809830756,0.43442041329626724,-3.5631657612531455,0.4866256867073822,-1256.201225710587
25,0.9210206805653618,1.3000335329595978,-0.1490919810577939,0.7165281838652288,2670.384969039764
26,0.10590207180070348,2.9664302505459776,0.7748372475826132,0.17840894515571104,3231.2224547315136
27,2.558220621108013,1.2938495501481275,-0.43083562389995533,0.5425374919390139,198.51777763295053
28,2.7254011393657436,1.0841103034313995,-0.5592554828067676,0.5975816544755247,-195.0892590663345
