,Drift Rate,Self-excitation,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.8568943232566513,-0.5335929454374804,0.5113603648217451,0.8315736595918319,0.3398925832967021,0.3972583821622822,498.415341915541
0,1.309755746927981,1.0037632225238478,0.5046290100282009,2.1116980256095794,0.4411780105160086,0.21233570949681857,338.1705004237005
0,1.2597122542234678,2.1530679820630647,0.7649946181475862,1.5608504229767997,0.2237245254833915,0.19304096025188244,220.8202059979473
0,1.152935536598043,0.4021209234049995,0.7734469176617371,5.900557593003063,0.413425978718187,0.4625821156499631,688.710126235678
0,1.3458999061908374,2.5081840594365348,0.6926590593529363,1.5379806971148369,0.34495978783408093,0.3189388170521952,237.96904420317824
0,0.9809279152645751,1.456273285491596,0.812337594600911,1.333886046794042,0.3702366881249105,0.40180889449756985,462.8978888811769
0,0.8728075169450976,3.3611403013255705,0.7005286967814208,1.1574062891629078,0.1838661480382054,0.3245783093816083,342.5609652956398
0,1.9621295478462948,2.7636436548944268,0.691579249969541,1.7000736433312602,0.41691153194276653,0.41679898102012525,-100.85454144135808
0,1.7236174269720763,1.798098921624811,0.800897065783567,3.2832088840468607,0.45913031183574143,0.13495470803090787,157.63598290355998
0,0.5579560982766383,1.385908061724667,0.7666101947275639,1.3109348967574774,0.3505808158435144,0.30534065139906746,820.8442665411428
0,0.4609633038355118,0.8392674812077473,0.6065236787319539,1.6510436265128678,0.42019344181918544,0.2890754299457617,922.8726453703487
0,0.8197265190699898,1.076771725154577,0.6954723524169366,1.4255906497695796,0.22260087379856835,0.33775659366258703,692.9166282399368
0,0.9678016235109027,1.0888123665249267,0.788612997725981,2.6574314584946785,0.40871070785338803,0.10373173011387365,740.3615620407485
0,0.5723237179272748,1.2962124345514545,1.0102391270900575,1.427144999632187,0.3469703332479128,0.3552268356192647,978.9911978582118
0,0.5927039348210865,1.3648569398936143,0.871945479167429,1.671355665741062,0.17487851708690516,0.21895949731665032,869.7547449749366
