,Drift Rate Speed,Drift Rate Accuracy,BSpeed,BAcc,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.27497953368125505,0.10148804767630469,1.3952819299464922,5.440977608501391,0.063635063260137,0.21648624562119284,0.7806236283336833,0.9686922605112573,910.2186337147538
0,0.30991700750314327,0.20080681688471969,3.2234599963400363,4.589753112470942,0.1991643204937026,0.21618372012980233,0.7814892642068021,0.7497303077202336,986.7714699393932
0,0.0,0.035784333859722954,0.8489378857802419,1.090585239377389,0.0,0.05614972442322104,0.10201069990536699,0.3844022221469974,480.95902246430455
0,0.09805932909492912,0.08590396089354366,1.5473744556192148,2.4388901604903914,0.08945686585600628,0.19629356885457347,0.1043110245043305,0.42021669798344186,828.261078699209
0,0.16627896776138468,0.13189195542333781,2.6367030224074894,3.540811490373574,0.009535443145969876,0.043661189542742763,0.733803726928826,0.700020083228338,1169.16240852577
0,0.234709950654913,0.1421630106670557,1.2792680425005551,5.498284025506113,0.19780219276292602,0.21468579959486192,0.7707314995675181,0.987639176235472,833.1246352784655
0,0.20276435604670257,0.2549884989576445,1.0265335654523344,2.0831542681778226,0.39748418469203933,0.1451611605532421,0.3139264492616978,0.9590007940301337,576.5755915905222
0,0.2403440913826093,0.2570783674784139,0.7575541668027703,2.2998926722163353,0.08695651498011374,0.2692310646766766,0.6992068685087672,0.3778041729226844,548.5610529104273
0,0.0,0.01596277859013326,0.9778561835685579,1.2080856042768322,0.17977547266638516,0.0,0.11675369728810886,0.10846397209484815,632.6443466987766
0,0.0,0.10198343473215542,1.6316120376072212,2.013184405776777,0.0371870889467185,0.1010452934591172,0.10143200489200876,0.10348000269989044,929.8042184035253
0,0.6651744852161909,0.2070155429109098,1.3423061965576935,4.646836500886633,0.3018896515677135,0.16557929543009398,0.9591344582956349,0.5563092196196127,769.062090721671
0,0.0,0.07588816992821257,0.726340962731141,5.962583509141148,0.0,0.14128934861134448,0.3959500086920934,0.9950384127617332,732.6098626252463
