,V1Speed,V2Speed,V3Speed,V4Speed,V5Speed,V6Speed,V1Acc,V2Acc,V3Acc,V4Acc,V5Acc,V6Acc,Boundary Separation Speed,aprimeSpeed,lamSpeed,kSpeed,Boundary Separation Accuracy,aprimeAcc,lamAcc,kAcc,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Participant
0,2.6634162740932603,1.8839270642792234,0.7115962177890163,2.2263719939335305,2.4012817843833574,3.1309060927691945,4.0188381075346395,2.0869714058682542,1.7653094815162242,2.8011329418157107,2.640748082098999,2.336461269260703,1.0509122370719894,0.4858827522462549,0.06685252047881773,1.0516258602631299,1.100198999279817,0.24195504160984727,0.21050016211429312,0.14401276848142963,0.3174705005762163,0.3649900861241418,-981.9524633061147,1
0,2.502121828163547,1.404195881508983,1.096623805764133,1.766134688233429,2.515384631910666,2.041922585221889,2.914231646294234,2.0394727418802185,1.6229802295087576,2.1019452774624248,1.735737119853872,1.9395570365880492,1.01038068039276,0.4270848819332391,0.1854051882012634,1.9311035561263934,1.275930743636416,0.8050585003410499,0.311062933734103,3.979534856352595,0.2684119876919412,0.29437273262150526,-329.2271172262849,3
0,3.440030826059523,2.193016973174359,1.1815523274463642,2.8823983454075224,3.309489014251117,3.322755130974243,3.187649675609415,2.661095559185864,1.6725277219853867,2.2508025009283386,2.070529429692129,2.4887010058346655,1.364001843663217,0.3487698845202649,0.014542299827963734,0.4521952340976747,1.3836346949421312,0.5907509431905552,0.10230647227641398,0.8687424414272036,0.31034727808541257,0.2989068787141324,-1273.9962901964343,4
0,3.9630168130718495,2.6967559730257653,1.5741724407060347,2.748524434725194,3.3270980379100825,2.880514092168332,3.5161693610825604,2.479402276648614,2.5524081293281897,2.9941136774624297,2.1070775477927217,2.3701633889492597,1.1298664984070683,0.32892769476541917,0.1372686417811366,1.769952997321718,1.1499999775234064,0.5716122597616125,0.2606855044265128,2.816683347202281,0.28103622643819626,0.3567565768783776,-1393.7094276256662,5
0,1.6029015934430089,1.350207298508243,0.1947100118174041,0.7966547755787423,0.4963171079129247,0.5991185583493199,3.2813313061803733,2.0781715741174476,1.2989441422884587,1.797735475612313,2.03749540970133,2.32174222599407,1.0185379136209558,0.3581291566281263,0.2734234952241964,4.293795107166436,1.1503738197915079,0.5873597166677073,0.20753512899762983,2.0998360012422452,0.14731283562773456,0.3233610265894382,-493.90282489387766,6
0,0.3542941718403153,0.007787867119644455,0.0013094678107096538,1.3207109964638193,1.7792694640198932,1.2105343169401712,2.1874652444303333,1.3165550640404247,0.6663606773852264,0.9127183262206566,1.1824755855469615,1.5198997985730363,1.0009248349036552,0.33890902293458086,0.27358529471440746,2.9451388008582926,1.1182197543389336,0.5910173153251032,0.30360219151466017,4.03515724799558,0.13305143836396083,0.20199001615808243,-114.30982113720276,7
0,0.5378181149802245,0.02511099149667568,0.0,0.45757218128596233,0.3345002929525855,0.20696407523473473,1.6065435485201147,0.7977277894305689,0.3790193503795763,0.8732219738531171,1.0641751953677916,1.1358066842816579,1.0599999739240413,0.3887594740662582,0.348688121513187,3.298000351986022,1.6752755288921917,0.922982965083564,0.5884010835864889,4.753206565328285,0.10593956361345797,0.10387245539075568,1020.3031453339865,8
0,3.570671025323975,2.143360086622033,0.6615019331826746,2.136745381884322,2.619480861793612,2.6959475615408066,2.3311612189926327,1.4043838897556582,1.2188078008196412,1.759404582993949,1.6006117420158015,1.843371544094748,1.0695959348498123,0.36756650540960556,0.04352410275571006,0.6704797909187681,1.978162253075666,0.8554085548235449,0.3789815309825205,4.507823270128649,0.36911068168651284,0.17683681032163534,-665.8264258461268,9
0,2.0061331886173006,1.169565633676461,0.733932109388721,1.8323716966950108,1.7778342822186732,2.2034044360420992,3.7370916652433923,2.0348945685632156,1.6494871506983635,2.1471769944254846,1.5637361029365933,2.119136211347471,1.0458860853909124,0.39920510124894637,0.15133898100928556,1.7110112582132866,1.2168394972742749,0.6679387182745301,0.24878958276883367,3.423404894308428,0.22800252955747957,0.2706941425751298,-1632.7471847875322,10
0,3.5231277651224557,1.110943332995085,0.8330611891367745,1.1767608641662304,1.9831379805814986,1.7474893629429373,4.187271438546377,2.078196470262882,1.5521266099651756,2.1377742077934028,2.217291588014538,2.38664483160991,1.2947397580050368,0.25479750383164557,0.046928457061561124,0.4584128284979325,1.0827849936517573,0.546295232684089,0.17192592184763533,1.3536439368365516,0.3234545497798485,0.3491122931586992,-1789.4528762910634,11
0,1.8209388224480505,0.9751698617787855,0.3407521599859015,1.0935771168508435,1.1364173178912187,1.1874469648617387,2.4755714722794266,1.2023890093669012,0.8467383200781075,1.5299212093328176,1.4898658112767773,1.4242853703491445,1.165788723989526,0.38197105038151413,0.3192996300999265,3.479798110680487,1.2027944632697367,0.4824314126946088,0.5764410100861361,0.19339096939871678,0.1676868515983272,0.2940815338315226,276.0166071719666,12
0,1.8347566787479141,1.0149250184592364,0.3103901207635831,1.1221555222531334,1.4817328131162262,1.657916641688601,1.8438346777182117,1.5380626871705108,0.8770830609491687,1.4299718297140684,1.3668344601282487,1.4753973405481808,1.0228474975476702,0.4323645750292482,0.21391795890194631,2.48994193915514,1.0303960086669792,0.7789404378631031,0.2588731053523069,4.91068529738167,0.26008223385221035,0.31989123542866604,385.35587144304395,13
0,3.2992686447186754,1.9759356541185729,1.2345070580588346,1.570074126511773,1.3256140249929809,1.4756437654785632,2.189903530890238,1.5443529695888831,1.1298727424815969,1.473395901982459,1.1192892687165656,1.190473028056279,1.008944798974427,0.4309784686573403,0.24656940042455033,3.4057418471895162,2.193339943883553,1.0249721812478498,0.4468198507054327,4.6168483849019255,0.2577948640261668,0.10659490904586982,-98.35409160714426,14
0,2.0069156919147537,1.3719812531084823,0.7627841513791299,1.461433743627935,1.2545679125842968,1.524208483292307,2.572559467000049,1.9156887968143967,1.1785356511622738,1.8292345448157126,1.730945974397187,2.080236483635804,1.0099999201524157,0.3320592159536459,0.2576336878170563,2.818069618835697,1.1395896663671923,0.851074495455639,0.3193211598402854,2.7875307152601163,0.2565901271813798,0.3702592711211431,-470.96220668603405,15
0,1.3681631877792408,0.9133901469662593,0.6103143822453014,0.8403634966058005,0.7291251408305008,0.6159398874912774,2.097785268277938,1.714964596792044,1.2308927008374333,1.6786984850794,1.7050535875005988,1.9882934695121706,1.0040347560386418,0.5335369723494519,0.28961122468359,3.6022051930454406,1.2879702843709753,0.8050079155935828,0.21606840169499708,2.285162321441531,0.16891404051071773,0.323818341918773,469.66775865842,16
0,1.9441535250032849,2.0305290492344743,1.5071229874377612,1.798707474306417,1.7890335059980982,1.757032831762742,2.8564091760490875,2.0877336268798596,1.67292181278604,2.1075369278527285,1.9606536008803357,1.97408293970628,1.149199971698627,0.5339979316585783,0.2398749322588076,3.075404088697505,1.770639550570216,0.8579386455969823,0.3008220771126814,2.1772130369981446,0.24448470998066407,0.2903731282010086,-952.9540053667405,17
