,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,1.105833798661244,1.3123991414572733,2.629035989737685,0.7729064359197451,1.1596046919922274,0.25581779543036004,0.31826018108826787,277.8894324512117
0,0.2970809228701433,0.6187148860836414,2.6160381909500847,0.7374759403280278,1.5084703269930209,0.2809103266790504,0.37074442560814225,530.5380627440572
0,1.5820838953452248,1.7045693578949923,4.006694509020745,0.6590594085952692,1.4366920170134203,0.2516236055409168,0.32510125979150495,-29.140903942846258
0,0.20487683637473464,1.1595506881896596,2.467343051735879,0.50517866448505,1.8114679235498343,0.21470242829526626,0.14973124846049374,263.13442342888163
0,0.8829978230832561,1.5445359999482626,4.632036952692164,0.8614502578863883,1.2893888169142405,0.2198179892084392,0.291077177308829,127.47032841861311
0,1.6890252554843606,1.335356197570593,3.5453547039333753,0.836379887918314,1.605721786532182,0.3373875069377145,0.43581033008245224,81.68586654065683
0,0.9632113405913245,1.75569519163204,5.600876366539589,1.2426839623262578,1.6259989327238327,0.19113171133926937,0.2732370463553894,47.43309366982502
0,1.452900026573777,2.1731048669785653,6.30049079555666,1.2962213385727979,3.433100614977025,0.26335251134600896,0.23841371052529226,-98.1716854080353
0,1.2523272386364086,1.6234836618467243,3.3298222279885232,0.574424552032236,1.088322957796,0.353430198562218,0.3213472991267141,22.614702822242712
0,0.5238901229893171,1.031222911827523,2.1024960941864994,0.5910892811453525,1.598864088418993,0.2453323612613983,0.3655220373993179,408.79308339537295
0,1.1617963021385593,1.3230228345418718,2.244164658921928,0.8850670598370587,1.7402791757341518,0.22869538793197725,0.24468093347710784,388.18054527051055
0,1.4060113686831759,1.2942546636534555,4.115281197282033,0.7658542683020753,1.5717243967775905,0.3060308714045164,0.3283016696444049,123.29125050655725
0,0.9336149357753468,1.7197311331970992,5.102675996504093,0.8433699323755901,0.9608022117299941,0.22235975253632345,0.28372219220869715,97.48565205351233
0,1.1880141345821973,1.3856405518278248,3.190726429600302,0.590962617183302,2.0675205310026454,0.251009930287042,0.1868268234363914,188.17581250245223
0,0.7948844944739769,1.248483736642143,4.455045441718701,0.661803837064221,1.307720886823533,0.23331571735506546,0.20271562356167655,123.6477338925609
0,1.4064435782139233,2.1492335559248277,2.5684199794231155,0.5451525537714752,1.2858865408496485,0.2501156889407621,0.276315688802607,-102.59915074498451
0,1.120058638696679,0.8045143955807311,2.744121915139329,0.5456235696985967,0.7546990075007227,0.27518846557764504,0.35711546270294936,148.47642003377587
0,1.9108432656986818,1.960885548985742,3.8475880519461714,0.6890787212072045,1.0504046315854674,0.2891376545998857,0.3196433247051932,-145.63610580135247
0,2.0562906175591253,1.6366173521256575,3.323691360503917,0.7369459097311339,1.3540212105372011,0.27689914914319497,0.2381109275764685,14.067796137513618
0,0.22280344400873336,0.6929659208280824,4.760910123306718,0.9505053162928121,1.2393431263184294,0.21743274955298236,0.27974781468336596,313.63128136522664
