,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,aprimeSpeed,lamSpeed,kSpeed,Boundary Separation Accuracy,aprimeAcc,lamAcc,kAcc,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.3366875596504162,0.084231503632064,1.6425555422080893,1.226913663176897,0.47382406720864223,0.896098767643535,3.8783297441118902,1.9715204600421155,1.3312084251548888,0.028944518636681682,0.8187370901799603,0.9815394518882127,1027.750065768115
0,0.2862123130389884,0.16441991804055522,3.882328416199163,1.9810147652596903,1.4536919314463816,0.36807073361097764,3.9843512421536214,1.9464457790876488,1.8255618624718155,0.16345713741579404,0.8901757550391337,0.9888783490197381,1067.4745445328515
0,0.0,0.039534814118286646,1.097356813824597,0.7374561281274546,0.4749911782750488,0.0,1.3586946430623785,1.0184627379356748,0.016087570788605943,3.1455164759973275,0.14426806315244323,0.4373910156429013,501.0686391308652
0,0.11193811575920076,0.059828098888784265,1.4952499514038342,1.3440189797327182,1.4673442205574594,4.047828988648799,3.0461818972732724,1.4356774220271993,1.7808877710369408,0.7940593014567225,0.11633707511717223,0.4310095920921257,853.7535475393242
0,0.2048479893482929,0.10971111533287763,3.772693018057805,1.9100851508221466,0.9360984084795073,0.04301696342141776,3.9200005951789834,2.0,1.37250917646662,0.014324361063262462,0.9772932457402281,0.961069702515898,1206.0346876375852
0,0.16397373293579304,0.09900919749956338,1.8799328451121193,0.9039861752084387,0.6764357834134235,2.7451001228622958,3.990000033108088,1.9903280433184463,1.453499675028656,0.01567314906262331,0.6266193388187706,0.9574877228470354,936.9040368585327
0,0.1396349868104183,0.2607254770862495,1.0669292873908123,0.4680249285886168,0.7696238573445415,1.1534850574215614,2.4427721796356274,1.3809620412249541,1.862936244674342,2.053022431269333,0.33328575547998024,0.8117894738399389,601.3649391173693
0,0.22385571543909374,0.2569246606803415,1.8670451111831408,0.6654604546219699,0.26015890944573367,1.3494846517619863,3.4199999193481094,0.8692812414772981,1.6765855067895363,0.7005854084584843,0.5044281932817642,0.3146910817540459,571.3532268391322
0,0.05793413868849573,0.034191383090514726,1.08883364672169,0.7371193013231189,0.38016036746168436,1.0687643590061313,1.0013166020387594,1.5651923861467842,0.871150410441685,3.329160110471261,0.11351481003923136,0.11301930477524968,610.6462033750936
0,0.008393468405635929,0.17226601972468636,1.2361366524738275,1.5238640762299234,0.30626388029611795,0.3352677480173698,1.3127668279271707,1.9798895954329685,0.27456865651917817,4.145038467005468,0.17549077284859782,0.12327483033556136,945.4740383195264
0,0.7336225368257581,0.2037732614886698,1.659763540892687,0.36694874237969244,1.3881707256509213,1.0655101177992803,3.9872029191576095,1.9710593807051848,1.426106604495485,0.012532518150988103,0.9225153196567049,0.9735213440874694,828.3175795728083
0,0.006222233422798223,0.054607084680118365,1.564414768328935,0.7128167479760075,0.48613348944366847,4.977022512459352,3.9900000088729657,1.9968001655969827,0.1646035536820125,0.0027147077296467382,0.112851217125429,0.9546779967046076,894.0133520192699
0,0.25348220384804465,0.249826048414874,1.4699276884336903,0.5762251299452947,1.5056805613579687,1.1259748118993274,3.3122676788220144,1.2328658349684616,1.6592564436363348,0.763741116517471,0.6539454811422709,0.7407717358714254,689.594226366346
