,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,aprimeSpeed,lamSpeed,kSpeed,Boundary Separation Accuracy,aprimeAcc,lamAcc,kAcc,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.7928947375630137,1.2677249507608002,1.3699999523648523,0.42480310313645653,0.33283338573674975,3.055004486724864,1.0658856783143753,0.6209348607585234,1.111373555549549,0.0005936646288349371,0.12076330735842922,0.3577793806635677,255.40035767360598
0,0.22165021719750866,0.5702374820392115,1.0699999500384916,0.33563773440735684,0.34858691629207067,4.191658954472774,1.2436226590285304,0.554342595381664,0.7930972982842797,0.4399143280046223,0.19832150158993417,0.4244985993721069,447.30285877946795
0,1.240762651148679,1.473537050057958,1.0060537696544185,0.40461494757400596,0.1939895526138603,2.002770318121774,1.009717549017951,0.597711296148689,0.33327708636081166,3.1552220916988674,0.19687708610259375,0.3239195713548344,-10.299958668967093
0,0.2110450266004391,0.967278613917653,3.9145130483564676,0.40051624075624404,0.025079520917092424,4.680808430099971,1.4445668376106489,0.8341514530899323,0.48508003951334866,4.980889952429895,0.2136722967920665,0.11825149949035885,211.5094466764087
0,0.7346271557246125,1.2794315372142886,1.020000018647781,0.3391355793648688,0.3279145465458398,2.1174552843574275,1.0543496525658644,0.573531861197948,0.23227655085088786,1.7385593834462523,0.14969814407749377,0.28447853652753746,139.18485255157657
0,1.2302950788807416,1.269270909273467,1.0056876796120613,0.33630654941190663,0.28582098846858095,4.645863866161019,1.0358859244642087,0.5720776731983594,0.5357118901462761,1.8545171307795636,0.27622826323188626,0.4557629112752841,19.907407522874166
0,0.814406968749358,1.4452234620456657,1.1060337164445904,0.3910182844146962,0.2983806523655712,1.9574917893482826,1.3247609978020087,0.5368281037156051,0.2800195800564248,2.5892055985655515,0.15654170888066749,0.23872102879927742,60.83641448813093
0,1.1203114456690928,1.6574907799592933,1.6826175541187762,0.02028369233694811,0.33762865132504455,0.9343808685460369,2.1799999085843154,0.021811958683299312,0.3172821852639081,0.7419889814837416,0.19212263973712762,0.2635328310995699,-99.2989955931914
0,1.0238233563636612,1.4178174365286254,1.0261341624850584,0.07104547420660144,0.30439309805026304,0.9219101489661364,1.0330929743773891,0.6948353785395947,0.22032911935175592,4.936449620982539,0.30820896748594373,0.2926556564662743,16.45268008605047
0,0.2973338554126581,1.00955536526303,1.0299999288041795,0.2527665029308617,0.33209857377926233,2.221139753458348,1.6550498007110612,0.5612993639827912,0.6289474814971459,0.7651972011309301,0.1517356653842717,0.361484204990583,365.7975375909736
0,1.025104969777316,1.0947517324161629,1.0116116948021634,0.520872348771838,0.4251342118622392,3.7696585630170083,1.657454952420469,0.8517157728199918,0.4927374481461545,3.2874080824931107,0.15190300318517425,0.1721450977618184,393.57414676661375
0,1.1329093827560353,1.0713237125709874,1.123553546824183,0.3722982802463184,0.26198807422170967,2.7308578463298945,1.16301518276956,0.6161038207042385,0.2753157866135617,1.4127532441086852,0.22319995796933284,0.332661354309056,115.91332766683003
0,0.7715955157184613,1.320441322763371,1.0002848337504813,0.365909769796954,0.2901304520140483,2.3365945734762454,1.0578912679805539,0.4474152725052247,1.848920293988075,0.0015461808964141177,0.15990708729769798,0.29028514524122245,66.59488953139676
0,0.9468341363895428,1.1195718920192093,1.0199999532110022,0.3744666026271255,0.2646554436490934,2.6241449543356623,1.2035711495313648,0.7039058182420496,0.44373249101418905,3.8140397543454214,0.16191024052140712,0.2082028611846849,193.05205706449573
0,0.6378078400080378,1.063515192609771,1.1343193401590141,0.43081160820454656,0.14832875929038325,1.1844517103226289,1.0064362919461785,0.5588658783953728,0.3303402795869189,4.864200241688267,0.17614850873518678,0.18323736756455195,145.65960771685275
0,1.2166774514045058,1.8531927958795493,1.0295614762747491,0.10876854137485314,0.31685942443266624,0.5395642296762881,1.0767923745783887,0.7763240991261928,0.27843560686007884,4.947062514583094,0.21869830949074132,0.2679877684317962,-88.92824857656886
0,0.8317883976259366,0.6041063515435656,1.0068669347662647,0.3532499740348991,0.24862745666749309,3.506169022695958,1.8244705051656376,0.5699700444356901,0.32517082143860443,4.530889912497184,0.1775067180624761,0.1406977204514872,114.10733133148376
0,1.602090250091866,1.8747657432936013,1.036133474926432,0.4554414387780663,0.16177857561975673,1.8402642154980484,1.0258596873219958,0.6230448666010233,0.019807598419466554,0.4242280033701902,0.23071247371044407,0.34099744479105243,-121.24851979665591
0,1.9073287998479138,1.2308622126904794,1.0268900734068394,0.4858713735517926,0.15309555042012524,0.9088087279361068,3.9956043120331883,0.7214209185763766,0.20225850814593546,1.4650740676824108,0.2473240864959278,0.10011351350369924,42.9621731497046
0,0.09891958333688144,0.5713981251056399,1.0613411386039127,0.40621424818539964,0.29748977053947523,2.323361955332106,1.2142750947213488,0.5710868390234738,0.28511185167513253,2.0672481487610255,0.1478397046088354,0.21308348157601525,328.5767809543721
