,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,3.799307944945147,2.3849003092284544,2.10124198113946,0.5086550548360771,0.7190821266232823,0.33815456860777326,0.3460001498708286,-202.55029827706414,5,4
0,3.373761572126677,2.4302684399567576,5.305148384294181,0.5163174981665404,1.1030607706484807,0.32567702134310994,0.31937336778746206,-198.50072100252333,6,4
0,4.298619326744937,3.8222547245139604,3.758555586362209,0.5077649907766086,2.5024783949888096,0.325644989201441,0.24172626369463107,-293.14688133673775,1,5
0,4.025037843766876,2.8377820177109867,8.16801277658681,0.6951155962797504,3.3504654481439413,0.34854990570428623,0.31667617884513927,-225.2660722583076,2,5
0,2.364142500318262,3.3641383803956675,6.955143907446641,0.6935621291871472,2.3716848419314704,0.3307898442600937,0.36507571474755895,-187.96280518271107,3,5
0,4.807822117759383,3.4800719819991808,5.426552924964233,0.9024742323428212,2.0959484521860396,0.3364851272829047,0.34725915858771705,-269.8554387502079,4,5
0,4.68515443025197,2.748751535028692,5.079032472372516,0.5095134977315037,1.3313977454287265,0.37396791274211916,0.423451888780183,-224.29187268451585,5,5
0,3.5784224284961597,2.905065540422038,6.837592229697065,0.9080289420759788,2.796860238012842,0.301246737080006,0.3252518030820284,-197.9413483197991,6,5
0,2.550722638604571,3.0561250681706005,7.124534420605492,0.8703242344326427,1.0509910454907185,0.25402613667236484,0.35122229577222647,-194.41341426640554,1,6
0,1.3739450848709804,2.515146804137579,7.567406952156146,1.5401830837606385,1.2659735156602623,0.17649319919722395,0.3955920747864724,-80.19924121418848,2,6
0,0.5089121920483002,1.5893355388663175,6.11678486702885,1.0838181812732164,0.906162725168365,0.1813187560590656,0.411711154873837,25.388702609915754,3,6
0,0.9990029255295327,2.786843882477157,5.666792554716183,0.9340165430240233,5.155029406598393,0.2067088618776466,0.1961696456706909,-40.29278205397423,4,6
0,1.0143275066642314,2.463637743434917,4.509767692641651,0.6195002777692422,1.106071907491312,0.2768549127443821,0.36322713091016556,-45.38780179123452,5,6
0,0.6830721243769345,2.659314411192244,6.295930975324814,1.9605472856301858,1.8619254837670787,0.1033044154882371,0.3054994162133058,-39.37319062633126,6,6
0,0.23085940023020363,2.209573133651385,8.116735509578733,2.285593413114145,5.997190834281754,0.10229469450052242,0.11473549871279026,-22.255425156341794,1,7
0,0.0,1.3805628318323064,8.23685334880556,0.9711489808722127,5.960191128065192,0.2143241451963971,0.135284453518769,5.413417893163331,2,7
0,0.0,0.7121626711954523,7.324031899909231,2.0342634059124527,5.982044860530715,0.10545619830532954,0.1142740672780076,72.57592003964302,3,7
0,1.8631368281582044,1.6938099442968273,3.6207592164406974,0.6292318535608108,1.3037085804208488,0.24177506663087123,0.2546781048494096,-10.125898373159515,4,7
0,2.470097967100057,1.5584041393843502,5.5632460298867095,0.8917950547580284,1.2914195967154711,0.22799190631965394,0.29976062586369057,-43.90841495467322,5,7
0,1.978017575915985,1.9357331645752736,4.657526517606292,0.7106733606895412,1.0045076100866828,0.24699013130981207,0.31961301166448053,-56.44515384502501,6,7
0,0.7261976776907761,2.1149436329107196,2.48135681643358,0.766121781375841,1.5893070613789444,0.16292635507241598,0.3155675856809844,83.23308820214835,1,8
0,0.21682254702752674,0.9221293259790587,2.5382033087567577,0.7496078687706564,2.4825221766488172,0.16587909410387724,0.18975105809257364,221.4324476939715,2,8
0,0.0,0.39059253918339504,2.56524984851487,0.7666037708481643,2.4328717517085963,0.17583040351277146,0.11780093940089215,275.4655761008429,3,8
0,0.5940248717181235,1.070936275968681,1.4715481337105296,0.6673292812956562,1.680532165344132,0.18971664896627255,0.18756655926600807,245.91337571275574,4,8
0,0.49411410698339586,1.342947087347363,1.6722242275527415,0.6440395188991075,2.2345624385667286,0.1920985006452558,0.10454067538593265,189.22517369654759,5,8
0,0.39974241274579503,1.2741260359422573,1.245796591433579,0.5949719963502678,1.7499174717963042,0.22774617162881028,0.10840527522639809,205.0285695742782,6,8
0,4.242268925296804,2.8572787692153616,4.227678570131432,0.512880709525378,1.2260205398412798,0.3818540859812386,0.3641419347110241,-257.3222765695281,1,9
0,2.0775725792941304,2.001018755008855,2.670412420324311,0.5041000665789004,1.6640529699460154,0.38466433913761705,0.29851313524533324,-20.87874661653698,2,9
0,0.8514043970616951,1.4061207136805915,3.266172035275372,0.5074894234269962,1.2877625697826156,0.39534328614578906,0.35946127901878133,50.61114402097054,3,9
0,3.3452109854413923,2.115646804905392,-0.42431373153430546,0.5056698913497679,0.72334171385201,0.38334344963979405,0.4232335463441223,-117.09825624485424,4,9
0,3.1455418006400797,1.9546344472809476,3.4758509535970754,0.5156839191287137,3.299424364599669,0.39093048105807604,0.13986176653115368,-86.98720992465803,5,9
0,3.4940769161790133,2.4690127423796384,3.003781129410186,0.5050593307064792,1.2894638485284606,0.4088271559917708,0.3661878815057641,-157.43330319819353,6,9
0,2.7570137163000434,4.267202465794011,5.2142450717719,0.5913596950046047,1.1927429202662632,0.2993359573109025,0.33383256999587296,-547.3621790021964,1,10
0,1.507888586489389,3.0293618780808123,5.6742527278264205,0.7311691993978147,1.2076163218440072,0.27247844532198107,0.3428831867898346,-168.41223682056443,2,10
0,0.6597312043380146,1.9533396578051379,5.149113484686072,0.5811964947370609,1.021460855311353,0.28927615993274475,0.3513066039796341,-69.39014696888736,3,10
0,2.2179670737256303,2.4811732226995282,3.203032349633001,0.6165602398922863,1.01691088253648,0.27113044935784986,0.3341195181249339,-220.40898690404867,4,10
0,2.636289485568046,2.44466234637122,3.157272749762894,0.6462171265664036,1.4334780686332353,0.27577908300343296,0.29072914627539476,-231.78917927590808,5,10
0,2.5146217977059178,2.848389814472128,2.9647253270099174,0.5793365011522549,1.1201547786157366,0.2868916078982192,0.33855750689649744,-294.4851309660354,6,10
0,3.7289289755433037,4.463139832951383,11.369610513246984,0.8406755897916227,3.735401126040288,0.3338823337124621,0.2971334789361593,-632.5824789473143,1,11
0,1.1667094664049347,2.4821352886829047,6.7587308060839195,0.5989446187217449,0.861603993435593,0.3470969202124239,0.3943128242531294,-251.44311425778807,2,11
0,0.7751924614713261,1.5961922203894732,5.756875889023636,0.5336545183369066,1.2255488443776312,0.33725052146078355,0.3490464265465827,-67.1406201382764,3,11
0,1.5790427923437924,2.572197157877755,5.34175282231452,0.5913100401562845,1.7390118226966613,0.3413648747246627,0.3182498794216104,-215.519004338575,4,11
0,2.1567328553478893,2.7837032167939406,6.33065733529799,0.6648818055661665,4.022921874854166,0.3310605007406485,0.24127217680646584,-293.97294375799504,5,11
0,2.473189675359579,2.3552011456296293,3.3901090534893865,0.5577999655856551,0.8709435316098504,0.354208357046465,0.37571455358547146,-285.2448334266785,6,11
0,2.2847369274559495,2.3655499331809446,4.764519450799825,1.3401719323185852,1.230178645831728,0.20001137152693604,0.2868138238883581,-197.80430679938723,1,12
0,1.5398474091781984,1.2496127397607446,3.00532338571093,0.577014320538646,1.0097014734707197,0.32834430554359284,0.32044931628235884,53.54368444252363,2,12
0,0.46311314164858214,0.8282783944131354,2.8069319243400304,0.5879892157773949,1.0112019414304032,0.28703508434312247,0.29266385176751547,234.83228735291655,3,12
0,1.5345359960403366,1.6478291115216854,3.7834553218965623,1.464955661860218,1.553999466654124,0.17862830567028892,0.24953812450378587,129.42769424070667,4,12
0,1.4445234293056657,1.7791744834783527,3.6900962713114662,1.317062747027285,1.481560253301148,0.1717363502188446,0.27790056129814866,98.79094370447308,5,12
0,1.806170115124785,1.5955117247214041,3.3666660247683793,0.9850256022968251,2.601136138436348,0.2509246731413754,0.11322164819309011,90.06899304954385,6,12
0,1.9910258603045563,2.1056911191008867,2.921368676920544,0.6503534799579938,1.367712333332113,0.31409491048489036,0.28412035894833654,-84.50217801643214,1,13
0,1.4501218208504028,1.6340654524903286,2.5479020638057803,0.5896928294963613,0.9993964985405803,0.34775739678917705,0.389306976448069,13.878659436038475,2,13
0,0.5066086236244938,0.891311901400938,3.037325969907188,0.6097440895438182,1.2364106337079335,0.34532468736383093,0.3160847070208728,252.96350896844808,3,13
0,1.409907146894423,1.645622016840481,2.159787089705448,0.6038564354056666,1.2528498271245434,0.33425431362207814,0.3194981011190269,91.73528219717647,4,13
0,1.911301389714492,1.6014722860843458,2.271493338154873,0.6626666404699897,1.205590403187998,0.3339241326372083,0.34671281785905267,45.328998424816774,5,13
0,1.4787000593822008,1.5201665245897917,2.685913731466427,0.9855602768822096,1.1080181820461168,0.26011906814427477,0.33580264283168665,103.14136342243293,6,13
0,3.2828472907788795,2.568037763629127,2.919435978808713,0.7549441825508829,1.8472826368086896,0.28967651085451446,0.2222810811916246,-308.73015335749756,1,14
0,2.167016834916444,1.7672275219455773,2.5369956501242146,0.6116798490177211,1.27276777721121,0.3234843104402193,0.32493261831172093,-24.88435564532724,2,14
0,1.4624339687925947,1.367950067800861,2.495029415879168,0.5373967993114235,2.2368854801984854,0.3576846379844877,0.15440510144906788,160.55235105576378,3,14
0,2.0976029903785594,2.4749849216571502,-4.561253217073575,0.5091172210242174,0.6554087832611541,0.37246525621063586,0.47641727221601105,-99.96807085945761,4,14
0,1.7035667489034207,1.5033613765737386,1.3764907271239657,0.6817735959604887,2.2393731820506457,0.30631226905685793,0.10848131104507186,196.30567658061503,5,14
0,2.137943965836544,1.8088917144314047,-2.317030770957759,0.5099878605203512,0.8070588815060074,0.3465847724263452,0.4313783368464822,46.77328530916923,6,14
0,2.376002296637136,2.368419157571445,1.7997393205291408,0.5525565050085075,1.2142858109993537,0.3370251446402124,0.340411075645888,-193.76896745306456,1,15
0,1.7663274504876858,2.1368598625594837,3.03502870364256,0.7459912121032839,1.934539163355605,0.30518893316317697,0.32126186381765576,-28.721301337390003,2,15
0,0.8542707428440881,1.2269432373842215,2.6875335548846917,0.5718677259365061,1.5252055144744578,0.32157780109725165,0.3572819074533905,174.79504650857655,3,15
0,2.0283144742529364,2.1119273541966113,1.611516263216262,0.5374157736149279,1.231234484063894,0.3524183906884929,0.4193734509524524,-111.04233869822639,4,15
0,1.6824590948858846,1.8745684881936322,1.986072779563636,0.6410184853697389,1.5237345628532046,0.3180085888322306,0.34744361568917925,26.891565464891162,5,15
0,2.042683971717695,2.1093922856263734,1.7915282169384898,0.5838175076500542,0.9933396778452441,0.3421263440824356,0.4323152633891937,-117.73805187706385,6,15
0,1.5153023087718123,2.744771606613083,4.565732025711708,0.7366550458085452,1.1302409999312224,0.26185964931184297,0.3768028267374154,-75.33524454273321,1,16
0,1.1495311950155256,1.8286902724057539,2.86530573265987,0.8156223454406621,1.100501855945479,0.22652289856976426,0.3810781342625087,105.4285704475588,2,16
0,0.7019029809481998,1.2680006460438409,3.1754774621106887,0.8533151790006963,1.2626191441163703,0.21101952184824452,0.365581037938272,277.69069857291254,3,16
0,1.1516995524335096,1.991402697236352,3.6831839335943024,0.9114993873884796,1.6631935514543186,0.22336646144425598,0.3481466461377048,68.76920953875111,4,16
0,0.8595521515969786,1.8610418272041576,2.461254828127972,0.743358818076326,1.3562954203093538,0.2384760962955087,0.3343838828371567,162.71525060644865,5,16
0,0.9984160501549335,1.9836528171810937,3.1308762063754467,0.9881549479641061,1.2168951178020362,0.20434952289464375,0.35541088592049025,136.75342309485737,6,16
0,2.9301505058859543,2.742779418174254,4.228558104409531,1.0742435082486037,2.5018893490556606,0.28963659860533036,0.27659112018484044,-305.9839986604953,1,17
0,2.650105703411679,2.4071716163442605,2.8194309962382547,0.8361700887677954,1.550657277835469,0.3168268809742507,0.34118654180058416,-199.807679305116,2,17
0,1.7722574873782253,1.927016554545504,3.4673122686053435,0.7016700015282278,1.4214799121199242,0.32946280222235225,0.384051843101622,-9.806328787549688,3,17
0,2.2368936861461073,2.5774848620444697,2.6126465576071847,0.8143131825829695,1.9488316347501706,0.3140495030402118,0.3225502511058391,-144.9873708190909,4,17
0,2.5320026097228356,2.2787662631547487,2.8996662318105875,0.808798382396748,1.5701607265246869,0.3381739574841544,0.36967753405993115,-151.98621049967642,5,17
0,2.2785872686006106,2.2109240629227966,3.378235222185469,1.311869200309116,2.72405628585188,0.24788963275220938,0.25332921295628835,-62.220667529958654,6,17
