,Drift Rate,Self-excitation,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.12845572032273725,0.17423529580292915,1.2945280241947035,5.9937525772944,0.8338038018711131,0.9881576209261942,915.8494328039062
0,0.26795404753184604,0.2436843748196891,3.5447382635270728,5.795992422282636,0.5947304893571589,0.9259263648267342,999.6714637558428
0,0.008317687998646829,-3.1353368744069976,0.666451781784895,0.7125773932708737,0.11911071091670256,0.4668124229670485,468.9502351855141
0,0.09438599543227036,0.5040911218672899,1.746384004546865,2.966376306293374,0.1419924906120842,0.4307951445383288,825.5390696362051
0,0.15240360831389593,0.12206964300087371,3.091106307999604,4.517797504653017,0.5627268124706994,0.21860960098829446,1160.385050189167
0,0.1523096745436108,0.16314158476850077,1.0437636240192458,5.9736288081041975,0.8407049082844072,0.9924770245898005,840.317638998793
0,0.25438790764160674,0.6463201653878469,0.79295998572336,3.152503306396241,0.3741594471973426,0.7553951085805115,577.754230799939
0,0.3057927188309347,0.7876749901092387,0.7819460897636508,3.686405260666914,0.6721641364657343,0.26841949937987486,544.1856818410322
0,0.010442099865609311,-5.508896497190331,0.540065233204333,0.7138663669739338,0.21034026293116548,0.1398345012217811,593.5061381153356
0,0.06936530019197923,-0.06270591761591798,1.539074851321438,1.813007735195005,0.12039642853622612,0.11074152600000858,921.587475668604
0,0.27503499799445724,0.19764650411791657,1.0898254500450517,5.942609891961697,0.9604827839153174,0.745811714450507,784.2408709796528
0,0.07965354769813851,0.0748748688717594,0.748266466806597,5.898076883882609,0.38695507477020963,0.9540859329550753,755.2855437663726
0,0.29835646275714445,0.5299381947003939,1.0979515604106798,2.7501954260166297,0.8199607796029312,0.8040378554405301,663.127058254602
0,0.21150195532623506,0.12351907218764716,1.6499135296034024,4.686348694275952,0.9841940662893812,0.46361280079478434,946.4507209442378
0,0.17826135500215948,0.1912180792542131,1.2891766307887829,4.199391548605407,0.14863458775155558,0.5618641725552131,894.7691581860059
0,0.09785858879635335,0.10875769741869379,0.9418202324793028,5.9405762042678365,0.7534858296730199,0.9218536592372528,875.7914957316972
0,0.27552823306597907,0.9039638718140318,2.2830199040825003,5.862320671717754,0.10368003482190763,0.32935048087112195,714.327290161745
0,0.1688939010780554,0.17521399459848724,0.9040714552147517,2.1043523949091645,0.27698148825996627,0.18106735145722397,691.0364272733968
0,0.170175613592766,0.5045218362414032,1.947400195891634,3.8354701773141406,0.894771492031742,0.2507893268299949,823.6866021412125
0,0.2680573561814866,-0.5742580559227318,1.081441498820304,2.2475474080151328,0.6647193555125164,0.822844113866986,972.3827800722755
0,0.20303345033437614,0.9217998958148442,2.8913305292409324,2.1888833131247445,0.11910412882001192,0.7452673828336168,681.5919857035162
0,0.014514596301785837,2.035560007368937,1.8108762696669514,2.314322279452811,0.2490091247910109,0.39017945366910745,492.1075880874483
0,0.19058323542158764,0.2058545261993245,0.7869855713118037,2.785830582676584,0.31160178699477054,0.7775913698277552,674.6774397980864
0,0.1898712498138761,0.24284455463421742,3.8544607087683636,5.646839292955326,0.9892395399474008,0.696961414431237,1057.8836680291554
0,0.17500554348259265,2.8751921524930095,0.8048879238175122,5.799394134932813,0.38454664788980164,0.20342572952270938,322.6402472131429
0,0.3276020161448373,-9.437063958914095,0.5008787127566472,0.7345563450352035,0.4958253949841028,0.11991316001448965,834.6317495169757
0,0.18620463864115044,0.2742398619345315,1.4974034975954353,5.676053514974885,0.4663451021463692,0.366247716288374,883.2272434519622
0,0.20441386835542008,0.1764473047867294,1.427411489106076,5.993973668662728,0.12591556398654036,0.9674296513103677,975.1922455064853
0,0.11042784975634111,0.10657912184708826,2.1327153583884066,5.860606620009257,0.9816737193235372,0.796851732081082,1102.2392313611783
0,0.21999105403889382,-1.5188907569782848,1.3494420760453723,1.318437437521439,0.992448937027673,0.9293861024777517,1089.2614077504068
0,0.29282136128496955,0.4811660428501683,0.774004311842873,3.684155919839916,0.1257416925939483,0.4344163636879542,598.9736487258524
0,0.1934580098608542,-0.9439786159447842,1.0737604852029952,1.6925865634144,0.127848253923793,0.3326887030907413,1001.4791046908043
0,0.3861555330982468,-0.0735438328588138,0.5793617855895756,1.6252908519432356,0.13885703574291902,0.6294841926473228,529.5435194765189
0,0.10349046014484241,0.874922175158968,1.3701988531076126,4.79617313644016,0.19029858196787552,0.6110485610592942,675.6486976247998
0,0.30160080202038636,0.17188459346895257,1.4760572933156473,5.676454425318397,0.8681123884702109,0.631814198914135,897.3588345597663
0,0.2802523604947014,0.028998075007951457,2.45628756697165,3.579253482508026,0.38057571274394614,0.47114250319524986,1072.303213246288
0,0.13373837157660598,0.9898470348119245,5.399563882039701,4.854855556056904,0.3655388790576598,0.8250406669742475,710.2173157869701
0,0.27640307166350775,-4.240120589577762,0.8050517225790186,1.0502069062281962,0.10837296405875846,0.8126755451181218,1019.5790265545988
