,Drift Rate,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,1.1734448255982097,0.638884633634194,0.8054231121828115,0.24660127662044934,0.3451118088234283,298.36279829271876
0,0.45997102755343655,0.5892464551144383,0.8618406649495217,0.27285061837144914,0.43067767847601895,579.0037805941897
0,1.5632418225138267,0.5578165862440878,0.7534478807280258,0.24535201254153594,0.3624966881827426,11.334692460397111
0,0.851964030147866,0.5,0.8975714138677504,0.21386227653850276,0.23508536555556736,294.40476196912675
0,1.1524787666811016,0.5661909462224135,0.6470978708592705,0.23731229544977034,0.34612544600360023,156.38862562671906
0,1.4479559977062852,0.6247736293397191,0.8571203484269658,0.32677538580299736,0.47616583508185856,141.95567282826607
0,1.2851981793557627,0.5837849033271869,0.7090302503804691,0.2400952066076924,0.29249035078050034,140.33133165966615
0,1.6200935662344078,0.6095527291276132,0.6197667955269369,0.293882953691296,0.3835985748351148,-41.440413084594056
0,1.3937997159210713,0.5262043193072105,0.7107339189927276,0.345708348597167,0.3521292774985014,41.9820549686181
0,0.8359995581079952,0.5460971049024079,0.8795992927229529,0.2372339509549357,0.4725163189789636,429.1279956702463
0,1.2263783655592604,0.7122858189369421,1.0300024039385034,0.2231901456247662,0.2741380436907002,424.9545026579712
0,1.2259557558434733,0.5866508498634895,0.7312831025416663,0.2914018792194565,0.3921157484851406,168.61413169126692
0,1.2812917397463244,0.5710176392015788,0.5972180677598027,0.2376499055295429,0.30191801153292064,60.682468863038395
0,1.156574675247191,0.5380929272383127,0.8034742536267945,0.2444486347676797,0.3130736840519685,223.9614669260138
0,1.01479015625196,0.5341513813177873,0.6428130867792556,0.23842149029648813,0.2516672697898851,156.8230427769895
0,1.8326156660907467,0.537082077167249,0.8125788790865487,0.24550581254949722,0.3053066233998536,-77.02473965285434
0,0.945189662182871,0.5172620095909917,0.5886759995975969,0.26807161514923206,0.3642474078192458,98.43837909887193
0,1.8663540716770002,0.5904620975047024,0.680073806220095,0.2729047822544257,0.3404122053365075,-129.73911787364872
0,1.639577560451844,0.5909678683523358,0.745214044807039,0.27186100266099983,0.30424702621708977,29.634191212178127
0,0.5067443483533834,0.5633019996363737,0.6513099348451834,0.24220052391049185,0.31154875922193914,354.60054947865797
