,Drift Rate Speed,Drift Rate Accuracy,BSpeed,BAcc,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,1.9622679731185466,1.9301980187057897,0.5579506314668425,0.6629947145099084,0.2264196875504838,0.10475148573147247,0.2581123099018312,0.3319614925136072,-47.63773509548922,6,7
0,0.5866231227408722,1.9974052248519831,0.9761993365346473,0.8712591634726885,1.0909090912587154,0.0,0.12066446509853024,0.4072973400180817,63.12747635248432,1,8
0,0.14482777524867313,0.9114579716049895,0.7911245261848392,1.1539327914037765,0.6081079553557618,0.2990656116993387,0.13364722415507518,0.3244426277799086,219.39887209093945,2,8
0,0.0,0.3984294803216983,0.8672914801629011,1.0405213049245239,0.8085114186196559,0.21535141183469952,0.1671791464545333,0.27982705934651836,267.7368726109178,3,8
0,0.5367003950434768,1.0171233748168205,0.7138110059236152,1.2372137478905718,0.41032538465345997,0.19178081422819135,0.17625838977824948,0.22154456946892837,243.75579829701456,4,8
0,0.4251824327523943,1.2903165759157185,0.9636871000088575,1.5950885338932004,1.17642272030619,0.35416665800740915,0.1548277971726233,0.1097499937128179,172.86349837527604,5,8
0,0.3578487242897869,1.2357475543519696,0.6174627917928363,1.421500302584366,0.25999978577183125,0.23921568528583673,0.2298740506449264,0.11424951991480398,209.98440347571514,6,8
0,4.149879594760241,2.5573790814200237,0.5038720022911183,0.7019262818976211,0.820108377105859,0.0017490833708015733,0.3842881707581348,0.4018345355763829,-250.56203202421443,1,9
0,2.0463036465625346,1.7375803869811515,0.5072126604601297,0.8587375903240746,0.4883693375072136,0.0,0.38968506346204723,0.3864741924332641,-14.779487578312335,2,9
0,0.85197077835119,1.2760913310930264,0.5006072616685526,0.7330629901344847,0.6923076885665115,0.0,0.3944171918021571,0.4184149225147676,43.68550817898621,3,9
0,3.294896945811289,2.101526579533199,0.501142216144804,0.743552246790304,0.0,0.0,0.38384892857846453,0.42395851369632975,-111.99965442943807,4,9
0,3.032705184172093,1.7064727165914915,0.5361449458050288,1.1710783935818987,0.42244271460482075,0.3546099295232081,0.3880335881753153,0.24700952742960036,-63.17076771590471,5,9
0,3.113535071628197,2.4708534297065508,0.5084043734789452,0.8115869637161692,0.518518489665481,0.0,0.3961927797966506,0.41699390136440206,-152.33237417122496,6,9
0,2.8106979156019354,4.013761840807948,0.5194217802389014,0.685449503619318,0.3000235905471875,0.043224408198752506,0.29531879587662074,0.3665983871737271,-536.4870055814939,1,10
0,1.471808463486542,2.3136666168265227,0.6575468587273878,0.7364316436721579,0.8099373021013705,0.001939481698690404,0.27420070939109226,0.3573504234834205,-224.012746918808,2,10
0,0.6226702659087406,1.9160198663846015,0.5090993327408548,0.6121013208155466,0.2876927486130194,0.08333818580066454,0.2890714632214339,0.38924330963771986,-56.04551506013161,3,10
0,2.205753162778589,2.4767638102392304,0.5556097734730884,0.722029154116417,0.17391303755507379,0.0,0.2703087784640599,0.35093720117846916,-211.32179043223726,4,10
0,2.3784358146498485,2.1958476845313855,0.701273069931267,0.8364446488130977,0.9078412764171544,0.00271553789942125,0.2608509851358947,0.33932660728597075,-229.1418058536208,5,10
0,2.61534869635994,2.6072744214469963,0.5595843179694152,0.9898101193895056,0.14893680489236485,0.6631324367404645,0.2895919880038883,0.3217915134806614,-288.93496667816163,6,10
0,3.372375257592725,4.061878154923096,0.5907699344849897,0.6225922960172476,1.1724145446055856,0.2285631317722515,0.335359533610603,0.3792724202835839,-641.0363069277626,1,11
0,1.108073941996603,2.4352782690952095,0.506151485399879,0.5830048688526451,0.45280545319087345,0.2564102494176518,0.3416875184075874,0.40109381879864137,-243.81348576411045,2,11
0,0.771251664865338,1.3841718967436405,0.5117950731966294,0.6308668506182941,0.6666666824784147,0.16981138737713083,0.33128600885750226,0.38169342817877117,-62.066728034161684,3,11
0,1.5150945288748807,2.479724497664241,0.5337775625255259,0.8652524896960134,0.47619047200747827,0.36363635917403264,0.3465775427788361,0.35658382625585716,-190.6210663917675,4,11
0,2.052053506182962,2.6657251200907988,0.5784631579534867,0.8604244120046461,0.6499937797325269,0.5636363600660965,0.33397754119120715,0.38323184009346906,-307.4689200661817,5,11
0,2.4158875131329562,2.445206268868551,0.5178297751624341,0.6757548937561766,0.3230837737833123,0.12162021477640161,0.35536379258677553,0.39838838257465914,-280.5292232582732,6,11
0,1.9969210198325613,2.4848292162783467,1.0177585024993223,0.7337501398337913,1.2666666660147574,0.0,0.2091905896095672,0.3162415453848607,-211.26880615889834,1,12
0,1.5010130781637712,1.260879081377466,0.5554408961089278,0.6799083140568256,0.34883720925007855,0.0,0.32981841353191277,0.3620777806893336,57.401271384516775,2,12
0,0.4285454655313933,0.8493533067958993,0.6030992952214167,0.6907623586681556,0.5249999995308183,0.0,0.28671205027562546,0.33866138601899576,220.14764483712725,3,12
0,1.5083851144758258,1.5415213413395032,0.8342484565547931,0.7719183263708268,0.18246129007164974,0.07027096493928471,0.19243346746712986,0.3131866085742587,167.87774624885222,4,12
0,1.2358689360681832,1.6620680198771691,1.2950872675495444,0.7813287390860104,1.724137930067892,0.0,0.16543426678771966,0.334133694471099,40.624223345550135,5,12
0,1.6948321394301311,1.4516503279364323,0.8481034154560398,0.9121089020477857,0.6584282869040803,0.14570512386765344,0.25491074428220983,0.2650425955941942,100.25136303363908,6,12
0,1.8560838485927824,1.8809698387626281,0.6305334726039703,0.7781422582876854,0.5315263764137672,1.2388327619196163e-05,0.3145426624710692,0.35711179147527417,-85.72762349055796,1,13
0,1.4375557316499918,1.6739821890267492,0.5485420599390605,0.7788039528134617,0.171184090552231,0.1125276886689612,0.3438828538557781,0.4044670625340282,20.596183684383682,2,13
0,0.501984480008325,0.8264603394057704,0.5447415923474624,0.7473597901492539,0.19999999965687726,0.0,0.34522593503440324,0.36326368640160545,268.13705716002335,3,13
0,1.4320903485720442,1.6098328082039233,0.571160955382167,0.8433835057400065,0.139064003588246,0.0020308326587725745,0.33264444949232486,0.3605734035663318,97.46807073216577,4,13
0,1.8538663525627692,1.576651099915601,0.6382980232632571,0.8150916356725548,0.32758620724188064,0.0,0.3383218167032068,0.3922140112287784,46.71757677215658,5,13
0,1.4811077710618359,1.4422124323588954,0.6761547803556271,0.7406628686177879,0.00022441346680257546,0.0009285508448508839,0.3036117063949061,0.37979264500021603,108.23868959071535,6,13
0,3.0061356543811995,2.025582798678138,0.7573802377027525,0.8564249252358449,0.9417175271933171,0.0027808196401561958,0.2800737592485356,0.3288750610043849,-294.37791860825934,1,14
0,2.0338474358615373,1.665211217492496,0.6782319694909478,0.7957670094272848,0.7001317972142845,0.0,0.3193551033477795,0.3845263720766335,-28.191500600242414,2,14
0,1.394689882865033,1.131721441842161,0.6192698183458701,0.9026141602109444,0.5230780856415054,0.06493440364358352,0.3340572620582254,0.3307812488597096,169.6340876133201,3,14
0,2.4565065737434915,2.0626421020561354,0.6500137747423932,0.862287841177722,0.5666666643647409,0.0,0.3725843481087122,0.44328739929009364,-50.916881240867106,4,14
0,1.621824836829798,1.46200670685632,0.7974791952882144,1.531677350723596,0.6338062284521795,0.22897195952399022,0.2978414215204915,0.16116047956786106,195.16141692172596,5,14
0,2.054776365671836,1.645110669255019,0.5724563318994209,1.0591152639134105,0.13625445623305638,0.00013759432470472705,0.3466217563447255,0.38904051369911175,51.82071891130548,6,14
0,2.3161844331442127,2.3764044920946956,0.5620561564940965,1.027025228889685,0.3731341651959648,0.23118523095322194,0.3337092585811038,0.3529961258217349,-193.77025969855958,1,15
0,1.6641190637689536,2.0277938011307235,0.7253636030811307,0.872147305583917,0.6486486386235538,0.0,0.30633923250193396,0.42360454148794935,-25.919099837824305,2,15
0,0.749419911393701,1.1594278205880064,0.7046960597225477,0.8882147681570172,1.041949266186378,0.142857133770931,0.31075325733836645,0.43220387269386645,138.77278796687824,3,15
0,1.634870701364918,2.195242454175376,0.7824553181693339,0.995387069000732,1.399940019089493,0.10714289819568897,0.3267259705377691,0.44341328084342724,-133.7529932465016,4,15
0,1.6030096334796962,1.8972497039644087,0.6876841343269605,0.9976423674325892,0.6353427269629999,0.0018267120214825574,0.31283112198144725,0.4035368791076143,8.263998555519677,5,15
0,1.9975015071074336,2.195893605782344,0.714623980136628,0.816321812685683,0.8611111069241177,0.0,0.33613136336928784,0.45393524963519893,-137.35916922879443,6,15
0,1.488634873536422,1.9682922242163001,0.6088917665294948,0.7381774760865931,0.31236564278839163,6.956579049610667e-05,0.2676232968390209,0.3823848445208642,-120.00192858780028,1,16
0,1.0777345835930086,1.823901188266478,0.7479929769119071,0.7409205580432481,0.4434959057754631,0.0,0.22812276081012545,0.42303005350724304,101.87541757050771,2,16
0,0.6213217023763931,1.2440722533422872,0.8502961583354152,0.821188738230091,0.688519400231601,0.1041666643744507,0.19702613998055052,0.391099435624987,261.6404675990872,3,16
0,1.0609017237906513,1.949816666987032,0.7969655269943868,0.8275577008156688,0.6551724133020823,0.032585946356068186,0.22026670472679588,0.41622304633575463,64.74350236350378,4,16
0,0.8027357162245827,1.8920447830285991,0.8153204971255491,0.8816488042207005,0.6197198450957818,0.0,0.21979717728177023,0.38313832011656523,147.1810018436715,5,16
0,0.9821007141297101,1.9676071715899235,0.7108827476572894,0.7735063133347277,0.10362679214920041,0.0,0.21124971655263725,0.39543071011876296,157.46530931756647,6,16
0,2.4628324088764564,3.024108389828977,0.616763026375696,1.0145929144221775,0.0016878399076243333,0.10238047149356388,0.32089849030238904,0.3692165514858615,-300.3401856114307,1,17
0,2.473550911846031,2.4029165373134145,0.813833149414982,0.9273069534486001,0.826087084036321,0.13339370821566687,0.3117461940090962,0.4067674394524172,-204.24210207613842,2,17
0,1.7419586038218715,1.6889585968660958,0.5723035978922426,0.7040001254283639,0.14541048276602475,8.10709075882432e-05,0.3316057715846237,0.4647498372379819,7.393101818647644,3,17
0,2.097834685356255,2.6178061264991515,0.7506488256827791,1.0763473104511156,0.515151508923169,0.21706187843705405,0.3172236796432784,0.4104994331592699,-139.68811356090004,4,17
0,2.344213209429422,2.208976103632416,0.8244530903368297,0.952634911999593,0.79999999179267,0.22499952027431172,0.3204161631017491,0.4148077629690029,-147.62519978765778,5,17
0,2.099490091538611,2.2048300902988993,1.0942472321910688,1.3747786305860283,0.9444443988611205,0.49999995065981373,0.24128704680535035,0.30925426110746784,-55.43651979943555,6,17
