,Drift Rate,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,1.700547016663522,8.620191022778148,7.040689384848071,2.1492974752541705,0.17879498814209605,0.2323805101611413,1,-1130.7756773565934
0,1.437404164929802,10.0,10.0,1.7295814871934434,0.19259494784088999,0.25128915813475994,2,-2259.415772263829
0,0.24677932728560092,8.419139746298947,8.462251413012307,1.58611495512729,0.10420160690569175,0.14707269599956685,3,-423.0174511325156
0,2.608486163144931,10.0,10.0,0.7782209665140734,0.28124460014801633,0.30096864215442254,4,-3837.331720218155
0,0.4388229902856485,10.0,9.036314580359237,2.0000747564552044,0.10886257920947906,0.134080244904561,5,-278.07212213444717
0,2.2972997361038887,10.0,10.0,0.8718451734716481,0.2458163250127307,0.2795459062001426,6,-1789.0298717250594
0,1.85710168337437,10.0,9.937734901373991,0.8934214789345356,0.26468996978794185,0.2923688760285039,7,-2829.309700633219
0,1.838164001148915,9.901055281072193,3.205259924734851,0.7780494756149023,0.2488722002916246,0.27803544504872907,8,-1981.0452926748985
0,2.086087777576351,10.0,10.0,1.5610099213006006,0.2420989209252642,0.2730933621920179,9,-1402.6733088695062
0,1.4749959369778496,10.0,9.450035709540836,1.0705479696181333,0.21601020883106936,0.2548564280473949,10,-2049.228973330723
0,0.1337739830401592,8.142342261919387,8.342313677772985,1.167805263743638,0.1204727043667117,0.1315361030946483,11,-473.071808758971
0,1.1091620629205738,9.585540642610473,3.671616249083167,1.1483610689846282,0.19708345531946536,0.23830053126894774,12,-243.5681962196014
0,0.6520169327854237,9.235842326811332,8.389310076142953,2.2885020020528963,0.10689669359673365,0.1557935869969806,13,-456.8033609452341
0,0.3631278667786122,9.510021459866818,3.2267193426026117,0.538493944726798,0.17361292522036081,0.17182335402397403,14,-294.0871458050952
0,1.4069819658946339,9.96635739813785,9.583573753190882,2.4264746828900368,0.24840669877640997,0.2589339246658094,15,-1514.0441220130895
0,0.3753909115202795,8.41888631320835,5.517487634398049,0.8403587302944255,0.1765102915263435,0.1815027355299617,16,199.67254934464597
0,0.6167328389038631,10.0,9.971679479242312,1.15403261471514,0.13950816348206985,0.16417521408439312,17,-1495.5621862697622
0,0.7398652624548512,8.070914383268175,4.900004773066696,1.1927794324297527,0.10212648214586623,0.16989650982436538,18,471.10208639797486
0,2.702014733743553,7.783550287957703,8.712910194671935,2.291244059635426,0.3335416216818258,0.35707332738497904,19,-2724.824828543141
0,0.48200968273874983,10.0,10.0,2.364708609690723,0.1099419262525958,0.14121195621596033,20,-1284.545349711111
0,0.14385295715120677,9.911254291465506,7.942369960458933,0.8661371589568279,0.14951705711339325,0.14144556726587815,21,-652.6577749640262
0,0.4748983597000649,8.02487640402633,5.751275565668931,1.9680532833560176,0.1083169772619908,0.11445129814999816,22,683.0476954531402
0,0.14740403156648263,9.486022301327882,3.611549716204747,0.5230737532246783,0.16560111978587744,0.1740020180637456,23,-800.3896618528595
0,0.27399070232321887,10.0,7.890583411850805,2.109334952200126,0.10027164772901825,0.14224025728329454,24,-85.01527651579454
0,0.7146604407348907,8.469295219929416,2.3209585202479044,0.9742454273189947,0.10729402079325084,0.18457197612537923,25,478.499328428497
0,0.7613263039090575,10.0,8.538330773425825,1.033773998319826,0.17550231875978423,0.17413310190069986,26,-708.7043928977739
0,1.4489260870256562,10.0,5.038970157200031,0.9428105882335855,0.17387572774133558,0.2201583319425171,27,-743.5429937074767
0,0.09673096670157184,10.0,10.0,1.079638576153915,0.17858762349439927,0.20141856952567627,28,-977.3767675519915
0,0.4229923418444508,9.87998573278601,7.510022276624202,1.6111826182969953,0.10439273075589961,0.15580162486524096,29,-44.981741998535576
0,0.11050981986739959,8.743680164198116,6.951163423351727,1.7672891127954404,0.10441730182314102,0.10805680288310615,30,221.7348963123557
0,0.15836945539041913,8.181569058429618,7.175424451437953,0.7544673893064116,0.16159726572616445,0.1579943179783314,31,-152.89129940647257
0,0.3231687645365039,8.199522750745482,6.302487416107657,0.7315222156428818,0.16340077458378022,0.16768439132608476,32,-48.14641438479914
0,0.10998872255586102,8.795899271284568,6.996843399330601,1.7898650199211872,0.10892635186370175,0.10547155202070319,33,221.74030006405445
0,0.3580207273279676,10.0,3.827703362092746,1.9594706748416342,0.10785523598193547,0.11244906621789652,34,522.8722185036268
