,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,2.5870890876530117,1.6985218595025877,6.809545736348814,3.6005025313503123,1.504496379963038,0.30073994083051714,0.2635621119391808,1,-202.33768092292553
0,2.3045013698300334,1.1612712279327146,6.22671650026139,3.885811191144068,3.8617803448869727,0.11890145440179906,0.10967427699696686,2,-40.332819707908506
0,3.424510545672918,1.6203319944709,6.68385725302118,3.4387601175986213,1.6426050648478476,0.22218680665602525,0.18795783359200774,3,-266.9746232613394
0,0.877603904603614,0.6056731787606391,7.061478159642845,3.7497655480877135,1.1317322255589555,0.21917727861772596,0.261282949019587,4,185.02878502560108
0,2.096428359551818,2.052993052222114,7.156704318301013,2.2154040023920616,1.2040729635634988,0.19262373175819986,0.27141939513150304,5,-306.7928895421362
0,1.4508317171711576,1.017832706395986,6.0069622239896825,3.7249005536771174,1.1177748045114004,0.2168017756030966,0.28568202922239083,6,30.160500165757945
0,1.6264751097794823,1.5409549073741993,6.110126194073663,4.243288806628773,1.247397047033877,0.2079223096741903,0.2174000123537309,7,-100.77169764518132
0,1.4331463934607984,1.3630974707412156,4.495217176927324,1.6891537792214963,1.6368587577543372,0.1274056374450206,0.2201388021458428,8,230.30032205022786
0,1.4910158015265849,1.406869913053498,6.387866249516205,2.5999921832669988,1.6184384084657126,0.16584951574329232,0.21726059587476015,9,67.06749859365175
0,0.5454975236020366,1.1779721975426787,8.546965640715634,-1.7702628403179153,0.7669333923090766,0.18007727052801908,0.24055884014816203,10,241.69372615938093
0,1.3012972799222862,1.0294703473147522,5.923959229615624,4.109615645057619,1.1693214338284807,0.18780719648418603,0.19491758180635688,11,59.18365110948229
0,0.579332880564707,1.202972581126307,7.3884585876236715,1.8665074495400906,1.7696511618871362,0.1605549633176097,0.3310962917837321,12,288.6643457664043
0,1.2212035226345916,1.2517537790793873,4.764238763655679,3.258168593264496,1.0511825986531362,0.17815050395206855,0.2837745541738749,13,127.72154599115808
0,1.9030537570046924,1.374431467341913,6.162472260088902,2.668819687022784,1.3514814613206427,0.2957379154754189,0.4514572263300449,14,-3.927468830371275
0,1.54072143787674,1.5606981350336462,4.496600406412313,4.9944415101130755,1.7333625307279634,0.13977553527979703,0.23172198653055548,15,-48.606439561664665
0,2.279399314392995,2.012964847234596,5.039357897845292,4.75737250194542,1.2802755159289179,0.2464488331368303,0.3241100290693563,16,-273.8019255535455
0,3.0430170190646737,1.73983597759915,5.2167761487096485,1.840941747195209,0.754084602718764,0.28072042847960627,0.338607837017178,17,-363.29710235500806
0,0.8407340447820089,0.5777111565732305,7.751401572346111,1.9562946571520101,1.3025332377006174,0.31910008944726787,0.36819235567312414,18,451.27886103025446
0,2.548398275744617,1.6139469163111457,5.8411868377624065,3.563475270954015,1.2226182591528092,0.2174522756680637,0.33783942953831125,19,-238.0621329387384
0,1.8408353484899262,1.2144461036837961,3.8804283252797664,1.355716774223674,1.04129700542352,0.22532009420569388,0.2911941109711912,20,157.0266650713657
