,Drift Rate,x,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,0.49197270445997776,8.192224504238641,1.2299605234756426,7.998258905024595,0.23958564960610834,0.15356421612714144,1,61.39945049771089
0,1.9794837121549966,5.165065683172317,0.6855370531259748,1.11818410142868,0.34449597104993146,0.34382683109923384,2,-208.3540564485251
0,0.0,3.3529029763862868,1.780332981369011,4.372660295640581,0.10108855727446892,0.25174605939372124,3,571.916119090596
0,4.178624026616468,9.982307175487788,4.836944679139626,6.33898577244407,0.22656265278519444,0.22546281033393384,4,-204.0927256664695
0,1.9968383703700727,6.7298624386537345,3.181082136375375,4.830193476893914,0.13725590667258425,0.16277615921198713,5,-90.9077963146753
0,1.6949200174714776,7.20929223490873,1.31897306221697,7.948752440816436,0.244033605790076,0.13514120282684838,6,-214.7223374298617
0,1.4721221268542724,10.0,4.914971251597707,0.9910164847432998,0.1013111307616626,0.38662072150908344,7,-428.8976806855672
0,1.6567560373781485,5.5946170246589455,1.7228517790813425,1.165252856575616,0.15810552182613108,0.2599327881585599,8,-130.1582691832532
0,1.1133806762724314,6.836319691503977,4.374647753303128,3.8660057068949287,0.10062250641141857,0.16696226655969687,9,74.59691829516373
0,0.11093613768259873,4.909273747867869,0.680518075188405,2.638169339056666,0.15288759190523904,0.1039017915565359,10,275.64713914770596
0,3.408534207386447,7.645174241318422,7.728215220543684,3.28663761727316,0.1958296129045114,0.31549337920826404,11,-95.79215972166975
0,2.6096646687404665,7.631563292224983,0.8168076438528886,4.975341352887825,0.3145625790850278,0.1776348306723558,12,-686.7613077826155
0,3.6354478453655488,9.896933167246498,1.6219127767057744,1.8116209499503872,0.2780521989423387,0.27513696040548175,13,-661.1557870486164
0,1.8247916330044833,5.591732740183868,0.7289464714486624,0.986313034262261,0.23132297922361472,0.29363039603236424,14,-384.1955450227533
0,0.23431465924546202,6.641877204764599,1.5667262755977083,7.337596819510193,0.22252387689287378,0.11991318647452609,15,420.7184186140578
0,3.4116687732933517,7.347416230007763,0.8861637859263714,0.893014003657639,0.3349322975036899,0.3535133875367228,16,-476.7636213935949
0,0.7110971989063484,5.716651868801618,1.09025169951651,3.6360370508179853,0.13224796001452127,0.104229571317002,17,352.5095520175848
0,3.1983002238871894,9.506977155696905,1.1439314772814297,1.5968338861917113,0.2567769161073645,0.24536693069135812,18,-1034.2601499460359
0,2.049779823833226,5.75778918578593,0.6891066749037158,0.7207121063980071,0.26575464210948346,0.28890291859245054,19,-340.79735060275186
0,2.0219667819068277,10.0,3.167909835286502,2.2978720727366486,0.1442214145308789,0.2203331750959872,20,-921.4101660414741
0,0.8490482524171061,10.0,0.850623801250491,6.639960716259773,0.20683749757745623,0.14099732961414163,21,-380.00497875093777
0,0.6673201219375425,8.409433430804905,2.648887992204714,7.970379269011103,0.10348555021872513,0.12625874223219502,22,45.86082444531104
0,3.675842638618445,10.0,3.4311428737214196,1.610334527418389,0.21687443831035141,0.34403910442953056,23,-257.81315797935974
0,2.2235678818178792,10.0,0.8589777875550131,0.586678852893848,0.21485101380270377,0.3070570405123,24,-1150.293413745229
0,2.591610652403797,10.0,1.1799679264655025,0.9833425795985749,0.24561742199754566,0.31246147723062,25,-902.7158186568703
0,1.0352909296630677,10.0,2.4864773319347346,1.0514362385019296,0.10791860442927825,0.28002045977027856,26,-572.2175483353758
0,4.0851000561553965,8.102650959221675,6.338604486870674,7.416908724708628,0.1413734527068518,0.14976317455067878,27,-245.11683292661328
0,2.9244039702743656,9.928729077642862,0.9074537885468037,0.6379068652510456,0.24532270662433014,0.2910038675217598,28,-946.751998437251
0,2.9488148119425475,10.0,1.35907650351853,0.5261989205320581,0.22459416422529888,0.3177998747289851,29,-979.5957463883523
0,3.0741075418271797,7.080652595067915,0.7147285173238553,0.8690667398683476,0.31245845143471584,0.31646238169192303,30,-807.2630234274602
0,2.271509334568415,9.630200584205806,2.93216512806265,1.3912209594725509,0.1704774026608224,0.27899290626146883,31,-322.0611217214182
0,2.471547219220806,10.0,0.9395008945990604,1.1772745642152893,0.24092089845795372,0.27796268938842705,32,-1310.1863131115724
