,Drift Rate,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,0.8988086022901894,0.556424382883504,0.8350502430945872,0.32116758513476473,0.4041765930323009,1,410.3673947225715
0,1.8969344125759457,0.5852753085064847,1.030593159269526,0.4226759653256126,0.5116721956017293,2,-55.6431169910699
0,1.3561915770846218,0.6716511075940456,0.7268144243855416,0.21461400789748997,0.3455022522026041,3,176.29889901605037
0,1.739654747273483,0.8061826262879072,3.873297256773616,0.4193075983211384,0.49623570335704614,4,235.36564226050874
0,1.2466371258410045,0.61060921157648,0.9177607759613413,0.3322704802808142,0.35668205292716293,5,276.67313960012746
0,1.158370675195435,0.5556059389009801,0.8841377329288492,0.42598151923957767,0.5094167696030507,6,303.3774620490386
0,0.7882060536488731,0.5887105322203453,0.6986267434245458,0.1751110713870963,0.3717002940803422,7,367.45232733948814
0,1.897985498012724,0.5920738571752898,0.7542036141838215,0.4103155459053581,0.5365186011149592,8,-98.36270462348733
0,1.6181145379395736,0.6891168179238839,0.9437678416940046,0.45246419252703834,0.49796041232826116,9,100.3657226091389
0,0.5881627810525689,0.6799352841075718,0.8761021084697233,0.363559181826526,0.38709593241454787,10,720.3364014043526
0,0.5727539595524095,0.6002307575529098,1.0410660467466462,0.4282211299422814,0.4553420579770787,11,695.4839649808463
0,0.9259220924075953,0.6702613396209665,0.9572601220839585,0.212713087686493,0.46505340077181745,12,566.9207218107326
0,1.0998057983454288,0.7387671741210858,1.1152728116449069,0.3966854888328166,0.4626148474504815,13,503.20653603170103
0,0.6109603762397007,0.7685542326066596,0.9171630656219306,0.38330233855478196,0.4611047068198216,14,795.3962181885043
0,0.6337422019473445,0.6167499507502293,1.0469703828961656,0.28485577058656286,0.27439258156450685,15,747.9788468247139
0,1.1526914393424377,0.6623112632254522,1.1148961188617348,0.39117429262913167,0.4756575460807212,16,477.44657643662816
0,1.1849401465504037,0.7520273906639184,1.0397072915634344,0.36517717677330525,0.374255184851079,17,498.042030619686
0,0.8186102627180402,0.5755090011528399,0.8702012405670999,0.37774975422980944,0.4111603342565256,18,464.47060713044664
0,0.8997935142436919,0.6948582016634816,0.9578724691327529,0.33876883981824935,0.2736325354228241,19,560.4178305551407
0,0.523218269461234,1.040180316370977,1.2272118500143565,0.16994560965671324,0.235745292736931,20,1020.6629301285326
0,1.5903889523599566,0.5356939874680544,0.9062782737323721,0.32802296361106004,0.4162653332785331,21,36.12291571233371
0,1.4519842551142974,0.6926202908202478,1.0448058816807098,0.3536566695888908,0.4484042905101827,22,293.5131658215503
0,0.8363002942764719,0.7175307710044122,0.9192046714396805,0.35149272409100263,0.48339723456708317,23,647.9452009491639
0,0.8572303911543684,0.7770330683068539,1.214920391365477,0.46451334852270326,0.5349171189895988,24,664.5273604023653
0,1.0421842356224047,0.8838273418188772,0.8935052295152835,0.2801095611400755,0.4790644058035045,25,593.9628279848573
0,1.4256884097760962,0.5978257551429695,1.0826415242368392,0.4778543080096554,0.511903649088369,26,231.02496297199093
0,0.9758638717538195,0.5,0.9974816099478911,0.3386086366486174,0.5726581581101832,27,262.4743395764427
0,1.468587406928635,0.5329284695828835,0.7911083375654339,0.4465542350731572,0.5505650551704273,28,73.04813752633095
0,1.7676245065336234,0.5616899563110697,0.7217124584980217,0.3120893893317632,0.48727965212948576,29,-115.47355177986447
0,0.7303385012763361,0.8082398187049433,1.0177558818395684,0.48448117688529196,0.7369688954745697,30,777.305798571277
0,1.2857109452106577,0.6307856852074183,0.7138370613093248,0.2951842421676549,0.413414758450034,31,214.02708781634547
0,1.4362803741586954,0.8976708459485107,1.0545195407094976,0.3637697412801523,0.39288973496107166,32,427.42127558116465
0,1.5278003615889353,0.6494880227745988,0.9735188775100282,0.3543215046185402,0.4678367245249694,33,214.62612469042944
0,1.0821800443340737,0.5970386072480027,0.8492931436968678,0.17246442037770532,0.5221748220262967,34,348.23034469987067
0,1.5537408928562948,0.5,0.7225371561429167,0.3059738407394975,0.340156847652468,35,-89.34044852861783
0,1.2633873621929217,0.5,0.7628088866411713,0.4075457457521642,0.5362638362481061,36,48.12989015921629
0,1.1985208635435334,0.7682747621517472,0.9715854051616982,0.29296199635127734,0.37243417074500024,37,486.6471407407354
0,1.7149473638964854,0.5232745422739916,0.7651574909842338,0.282278890059947,0.41807392870306975,38,-96.85350155084564
0,1.8350122709157195,0.6152038649156856,0.8224298751702818,0.28579678160307875,0.46828262930039444,39,-58.60030702257816
0,0.8384703647702038,0.6374847262708759,1.4046004774180463,0.3415692569628259,0.449007446033867,40,469.52872553117055
0,1.4981399003140095,0.6858484641531033,1.0387955607822674,0.31063147144932557,0.5373235372370312,41,240.6268968427491
0,1.2821061178118016,0.5810303861410849,1.0392719132641988,0.32875608254506317,0.3662263969601095,42,280.4960490974023
0,1.0222633166242552,0.6601857668356944,0.8845857691557644,0.34726406947279975,0.39014982929338127,43,436.24765243961724
0,0.7285040523758712,0.7066539846773487,1.0367084028319775,0.31763934240253455,0.42026749706978894,44,794.2077714480008
0,1.5367976146028148,0.6124223662844678,0.8751408587099392,0.37938326974415626,0.3910617030171232,45,152.42998024998107
0,1.2629313906541502,0.688492460256561,0.8507962243492132,0.36833874540566197,0.4124263970791948,46,346.8036404939305
0,1.2976591370725477,0.6949332706485218,1.412068582869104,0.2950822855027295,0.5094932227851766,47,411.72170849532074
