,Drift Rate,x,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,1.6965132538924885,8.03477687363052,1.9428614957421058,3.370230364358624,0.17569854037526944,0.20472460518431146,1,-1110.7979540395022
0,1.461272056498766,10.0,1.3065298961695886,1.8012853304365986,0.2167272788054167,0.2509357397237551,2,-2273.016678920674
0,0.2514459433634403,8.392825295901234,1.5309293156186898,2.3392197969287474,0.10780849908515072,0.10587124034832701,3,-454.2852104584269
0,2.52799749654568,10.0,0.7734970699172825,1.223168822272319,0.289200004137484,0.2651128332870213,4,-3824.7425198027113
0,0.42899136592700765,10.0,1.966011069810028,3.4268289484363907,0.10186964995918535,0.10186665157953195,5,-294.7569584749194
0,2.352721973650839,10.0,0.9865578684689305,0.8590677559527955,0.24879475762087566,0.27685226232807314,6,-1791.7619803144757
0,1.83156691336043,10.0,0.7292119161543837,1.3306105617913837,0.2790298195294791,0.2688071507946784,7,-2905.543259138658
0,1.8391300522452965,5.168203537573794,0.5415792330419693,0.8914675465653739,0.2422611221388209,0.2718582085837276,8,-1774.8405270009025
0,2.133754920716858,10.0,1.1123700859904218,1.4298519991496024,0.2766778306197467,0.2870234744869058,9,-1409.76068608287
0,1.3956820855513143,10.0,1.6361186466776783,1.0707726177987062,0.17189289569499405,0.25324091011274713,10,-2061.5811595528376
0,0.17697986028638413,8.111130607777586,1.0519925227153077,1.2517894451215104,0.13066471900069138,0.12499257743890829,11,-473.5026031510181
0,1.0862208966494216,4.846898703594844,0.7129372904530382,1.326300956660472,0.19270995145941322,0.23487430114253144,12,58.12065829767809
0,0.6634337173446325,9.148376022803628,2.1936404057010157,4.550773031536601,0.10539559879063182,0.10889158720220787,13,-472.3612598085414
0,0.3235435861263339,6.62339043881284,0.5037600739477441,0.646354984012091,0.17733210196011157,0.1758328396860429,14,-272.8128197009478
0,1.3645177342715544,9.593302467684564,2.175084427891346,1.7323824389654097,0.24127233316677166,0.28509415744486727,15,-1517.0978812931082
0,0.3521058500561495,6.463319861659628,0.727851620230406,0.9123066972615712,0.17980088056675064,0.18192633027375682,16,241.3421981231843
0,0.62553605516787,10.0,0.7920363247380187,1.8732395398177433,0.16003887053305993,0.12270594780175526,17,-1535.7386160009946
0,0.6978248591531978,5.956944898888373,0.6839337496094808,2.1826557999200964,0.14006419720233226,0.10740360192702647,18,406.46448430060195
0,2.8808853789220286,9.705031058132665,7.861656426890576,3.855840628968326,0.252724524580956,0.32651444707632715,19,-2728.970678836533
0,0.48724337952053176,10.0,1.9381980535441112,3.295399759743575,0.12807084613145275,0.11651944296593686,20,-1288.264469043846
0,0.12456227317324542,8.025217502283429,0.6058161759298675,0.9764172215822078,0.1654610901864248,0.13001631459798058,21,-637.5365846957772
0,0.46308678844740087,6.617703563078024,1.2406338021385985,2.5559950105122056,0.1312366746271144,0.10590584019772864,22,721.5763707918593
0,0.08241477288493576,7.944300232779463,0.5053448621142018,0.8635981508656321,0.16518993250324615,0.14846063139637927,23,-770.9113451592439
0,0.23918032127906252,9.63447674640217,1.9107724131593198,4.733078575824546,0.10858596045941099,0.10504581813494512,24,-100.02298789279148
0,0.559352032654569,4.371669032440175,0.5086093429807397,2.267790843170765,0.15595899812815028,0.10331457672672628,25,364.50039490721576
0,0.7233515366050964,10.0,0.9221746376739235,2.451885456284873,0.1858853686950087,0.11001488780798524,26,-724.8026998194974
0,1.3666507297503179,9.92100157491921,0.9714622756374784,6.391763076539696,0.1702950643886198,0.10858519465369298,27,-662.1773108981157
0,0.0991051250401837,10.0,1.1144637889747497,1.0291842532171587,0.17548305947996495,0.20362649495707602,28,-977.4937726718783
0,0.43438334840832227,8.29659432001135,0.8114729867898083,2.9298654036450555,0.15280667088380628,0.10317407989184485,29,-54.96588082483431
0,0.10811169722325903,7.752793358546284,1.5494998999441565,2.001552493399709,0.10356318364444372,0.1066482247089604,30,241.35641543293215
0,0.16794299642833307,8.119491657616132,0.7346982217853126,0.8152572881502826,0.16067072352194606,0.15651392115585333,31,-151.23944683543957
0,0.33292227299550287,6.718187334930555,0.6147317004320145,0.7568208328881028,0.17442362722616916,0.16697486783581278,32,-42.613215477514196
0,0.10812033725849296,7.750302525148528,1.5339825855072067,2.0113258503833613,0.10261464934769193,0.10379479586383017,33,241.3482716449778
0,0.34512894283306733,4.1274480677503265,0.5424867985557977,2.220008402105383,0.18254696683803018,0.10917498858365965,34,580.7450694062504
