,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC,Frequency
0,1.8117331422530152,1.5911266867173317,3.3201744434525056,0.976277666104691,2.35585906015425,0.2547686277124083,0.1395867991567521,13,90.11164839130046,6
0,2.012443940882991,2.0798936219214736,2.9676211549877762,0.647871862456145,1.341221937015018,0.31423384735275783,0.28689927232339146,14,-84.3303881189693,1
0,1.449079960065469,1.6337236165731317,2.543287713491404,0.5727017858614416,0.9828455731004682,0.349768590487956,0.38421915198711515,14,13.96421372741073,2
0,0.5000418335690336,0.8769843386952804,2.8686260375088435,0.5752158507793825,1.1863827075560365,0.3438825060273384,0.3117964751202656,14,252.90913421731312,3
0,1.4141857840936294,1.6293464827417115,2.074319376578292,0.5905260640377672,1.181834126058849,0.3316212628789833,0.32195029040531953,14,91.75625392852199,4
0,1.8932482366979166,1.5980675700997125,2.2067366402971476,0.6401913325002457,1.1892827957667391,0.33474587970216463,0.3454364508140775,14,45.374903013817125,5
0,1.4272154593389468,1.4815632406779606,2.066618435822114,0.8461928463405597,0.989218464225956,0.2878581071919921,0.3497698893136507,14,102.27650772414626,6
0,3.4467412054942264,2.5182794237161903,2.888005723078886,0.7748676328590851,1.7366343429572018,0.28139044681754355,0.233194263906436,15,-308.8825759911608,1
0,2.165183191893642,1.766678555849752,2.5338726408028376,0.6062369970057189,1.2644207797549987,0.32214175905787895,0.3262112481152555,15,-24.851418330485068,2
0,1.4638248097985407,1.3510452251620064,2.4396849330635204,0.5264563478929811,1.9808557927076587,0.355540914520342,0.1814203924330206,15,160.2098775605353,3
0,2.0995501818785747,2.258299755308718,-3.7499439414832647,0.5107239201729215,0.6488254727105143,0.37189645736365917,0.4709965914674944,15,-99.387866017547,4
0,1.699460349902695,1.5122319672772015,1.4023698834054632,0.6706723770362122,2.2110395011467414,0.3092482284310448,0.11602085373534621,15,196.54125813770887,5
0,2.1431463527397896,1.7763894246723473,-1.9471014738735144,0.5022100031348469,0.8180141242522869,0.3478012479759366,0.4341780033292747,15,46.96465856452627,6
0,2.4239634489852495,2.3486873710322187,1.9844059213957526,0.5610339606825954,1.2227046897814446,0.3314049012010595,0.3440078592073893,16,-193.84595849354963,1
0,1.7786720935122862,2.1344995456789504,3.0627968915622876,0.7467883482313034,1.8504751972775826,0.3044454775816554,0.33052253291436084,16,-28.69040043971259,2
0,0.8520132249225538,1.2397309117738189,2.728408005882208,0.5686870786488352,1.4910765584564913,0.32546651454821807,0.3669833077467954,16,174.96825909476178,3
0,2.0347639898860255,2.1256231850118494,1.8633663644035745,0.5384110723263009,1.285335591108983,0.3563862020191134,0.41672128757546695,16,-110.9646229224449,4
0,1.683028053843502,1.8690627904108583,1.9644718865730864,0.6355748826132941,1.5062208669394423,0.3132203775776386,0.3496365996169626,16,27.007820271423398,5
0,2.049267079606818,2.1191026561508295,2.0168354133302353,0.5812306965311267,1.0140122580001258,0.3417490206355739,0.43359295189070574,16,-117.68719289188714,6
0,1.470289715175606,2.4201193047014695,3.3953956501041316,0.6652608090880827,1.4870705588200965,0.2616079571391089,0.30942365472647637,17,-136.50633746669104,1
0,1.1478799365890462,1.8624468070717624,2.8010786272154964,0.7513857055999278,1.1196305800958695,0.2322252675399064,0.3822817193339102,17,105.70242035216776,2
0,0.7047016080076527,1.2295564329513728,2.869232280598751,0.8120344162979864,1.1504564696168136,0.21419931588529662,0.3644029449699504,17,277.2735028042923,3
0,1.1505075188526257,1.9982310013129823,3.686916567796114,0.9083539192626588,1.5809455996723591,0.22959093287113175,0.35926614236209453,17,68.79224794801466,4
0,0.8565269170195182,1.846526785826325,2.358929265571937,0.727421029397878,1.3135391672866303,0.23239005299075155,0.33178906048923695,17,162.72078741573222,5
0,1.0052656158188134,1.9795360778088351,3.195646641942795,0.9984456167485747,1.2640378542678383,0.20744258843449687,0.34566785885371676,17,136.95356227619928,6
0,3.1119945219493905,2.8287295951117546,4.437506808783233,1.173340542343087,2.618758977120447,0.2793740569625,0.27921087173333914,18,-305.6996070747395,1
0,2.6084328771401015,2.4518845344535816,2.905353050035556,0.8186629956365885,1.6019490779123404,0.3135016934628406,0.34976852131976194,18,-199.57509533007604,2
0,1.770973227395866,1.9263193334765105,3.463801279458338,0.6991682213967825,1.4179697834292888,0.32283472655651513,0.3868376027955085,18,-9.776266494996037,3
0,2.1804175728515456,2.769945883720685,3.4781148166199385,0.9001487906894412,4.4234810726434155,0.30596776613670307,0.19268422860160245,18,-142.38471335642805,4
0,2.4942291789789652,2.336883350078434,3.121003585242705,0.7901327920638663,1.7553193281941253,0.3376306214874445,0.35467518541744303,18,-151.44474127758758,5
0,2.267347859289781,2.203018722294381,3.3147820471447416,1.2883422717971436,2.7749372177681044,0.24330382838932302,0.24657635767904412,18,-62.07621195402849,6
