,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,0.7831420651876242,0.9854226464664481,1.5484572397041458,0.5611796590531788,1.0844456529605813,0.33673932851255023,0.3697065563350406,1,414.19529420913994
0,2.7387246398302802,1.5910644723520118,1.8897508649348052,0.656282457858016,1.4057588794441518,0.439944859169784,0.4656695435820031,2,-86.79345685961373
0,1.2526185534307717,1.644544909829029,4.265826190595091,1.0016479366355622,1.3447939989142612,0.2153635763971346,0.3162177679571213,3,116.7624709950432
0,1.5506311416099305,3.4119918314586255,-0.04518470052822467,0.73523037737723,7.894588836956803,0.4284388769043026,0.12658770674961684,4,220.17678836218272
0,1.8827850004515798,1.134215073209083,2.6848638849503095,0.7568027144563274,1.5437718146307513,0.3496172756668958,0.3113247903958152,5,213.66188353918588
0,1.4060845807620965,1.0693487380526046,1.6263790193247596,0.5800880694041588,1.1943359147001558,0.43152771663540807,0.4444112499656406,6,301.2153857072223
0,0.6240720139957636,1.0830686428022522,3.579090685118795,0.7357527229985137,1.3085869946653208,0.1709957559582308,0.30132895498878215,7,343.8857720446613
0,1.9353561497166178,2.199482859209524,4.101391367314071,0.7693530370290276,1.4371343500032507,0.41056344448160587,0.4927300476318057,8,-133.34571062183116
0,2.0358818012178994,1.8470617885807203,2.3585583611546848,0.8966589690488505,3.42437521806239,0.45852990842394564,0.20903839803679763,9,80.2181232929536
0,0.7439129583180206,0.5179726954462255,2.0068613247272307,0.8243864138203669,1.4188748862632972,0.3405998030562406,0.3165733085279193,10,717.7333997149667
0,0.9863416033224541,0.4376549723863364,0.9854632206876446,0.6341747369264783,1.2507342778029935,0.4288037260938989,0.43427467554651317,11,682.838706343518
0,0.9025955561324167,0.9794094434312823,1.4120566921488253,0.7117270325188829,1.322917254478087,0.22791793134050803,0.40869393109238766,12,564.5455866981648
0,1.5499378991586559,0.9772132591153398,1.5810415920682641,0.8795715619462445,2.071580764586487,0.40296360052471325,0.31746864367544986,13,468.4255040215976
0,0.546395533804811,0.7681715864897557,2.0536077797855814,1.0661659812891937,1.7422510602885715,0.3465497143551952,0.3498624241016959,14,791.930540753248
0,0.7849551757060909,0.5643675097740123,1.9670940703232367,0.9502129324236219,1.8078038964907432,0.17213116442638998,0.22487289435175412,15,712.3500356722336
0,1.4554643837261105,1.0578148553048072,1.3348009777994256,0.7027562329336834,1.7957279004574804,0.40324503414058516,0.344338371086079,16,472.84154957869157
0,1.540833446708496,0.995838167229318,0.6872579866804676,0.7877668410298266,1.164403495984474,0.3711042095524141,0.3343673878353459,17,494.7029105144458
0,1.227345573926327,0.6844701294966034,1.8889826559061589,0.6120407902810499,1.2106846438799614,0.38238408066844476,0.3626668728594171,18,447.11438254112
0,1.0724751558454635,1.019673075814582,2.7305298794384463,0.875655613229338,2.0703834796807703,0.33502582406845255,0.21617384797397365,19,494.7404136221394
0,0.535213147911516,0.5206990465882008,1.3697156703902043,1.5671727807993738,2.4075759006048814,0.11867843893917263,0.10351972758369654,20,987.9747559170257
0,2.381409244592117,1.3445206297553571,1.8322464176436337,0.5736417091680459,1.1515210959413205,0.3397714238782331,0.38494992913472303,21,5.371115947022332
0,1.9493813022493578,1.2719144214212266,1.8729465894239528,0.8504875307922148,1.6688033032633567,0.3590262967032447,0.361008505877873,22,258.89293666472526
0,1.030370431689121,0.8278379208403708,1.8773709866290624,0.8319410064457706,1.6083024941929214,0.35520361975441417,0.36951182728147947,23,638.7052529277843
0,1.1069505915105071,0.7404302730887868,1.467965641978382,0.9288433276042309,2.4918070745064895,0.46603009123885214,0.3544810425541427,24,632.0892969670258
0,1.0120676532075605,1.385361836318446,2.6993740019793773,1.6001169586323751,1.653306836195628,0.26805867510883363,0.4050143673221187,25,532.0833995770336
0,2.256737149753391,1.2502588112187762,1.7381230270180166,0.6814483363465684,1.7379853013189255,0.48555783299191596,0.4253918981611856,26,181.02402183462354
0,0.9280771980804365,1.1335978247760552,2.474819779635054,0.5069497093339548,2.429073098189412,0.3374822765242549,0.4410643308950176,27,213.39666566249267
