,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,1.504861833268879,1.8865242061399068,0.5766374451926921,0.6566809438111763,0.23684956350000186,0.30095269013047293,1,-450.0084948369137
0,1.1135443838155406,1.915085273738779,0.5028264746415626,0.5279802031331711,0.23377211274122844,0.3091604981969245,2,-1237.0853798862381
0,0.32811497780229887,0.4601083309733773,0.5,0.5609538420422545,0.1656248626789415,0.16842994933022754,3,512.8286957437688
0,2.4473438412214725,2.6547033572134673,0.5,0.506536135809794,0.2874582322580096,0.30186400592796514,4,-3393.8863635278412
0,0.51693736690328,0.7640965055809787,0.5,0.5749153338527968,0.1681906560632826,0.16237073829433984,5,176.2784321512579
0,2.0515656527008903,2.415123758586565,0.5058805366181963,0.5046594862578919,0.24396937029619808,0.2773872075168995,6,-1411.3215758171962
0,1.7808043840629872,2.1009078750675,0.5,0.5,0.271556654900717,0.3154703698358362,7,-2180.7315883318993
0,1.9092319298584366,1.8298000642746959,0.5,0.6713204500801377,0.2413168590969022,0.26404670139979225,8,-1516.940015879237
0,1.7069166343468074,2.1592347906736595,0.5261470296798931,0.5703321095647598,0.270609934352669,0.29505212067838277,9,-950.6236888276725
0,1.4120921502836608,1.7444734379714442,0.5,0.5145532221004605,0.2417232204135168,0.27007421834497114,10,-1317.7460550257674
0,0.23288613311197953,0.31494642495537534,0.5,0.5104114588937476,0.16343823421964782,0.16298624774700865,11,107.59186507596378
0,0.9135075476866694,1.3705417174047525,0.5,0.7574083223110154,0.21776734676716636,0.24300210475332235,12,317.16394345146557
0,0.45190471912533875,1.1253384056101665,0.5338495650622758,0.5926578634482916,0.1668993633343272,0.21166384259852417,13,525.293629682508
0,0.08754086720172402,0.5910844433642687,0.5,0.5,0.16256703172072223,0.17729740298076718,14,-144.97239540527383
0,1.3862798400112404,1.5650953960042853,0.5217933511973122,0.5,0.3235464868538494,0.35625601144890306,15,-573.967548240319
0,0.15508871249147352,0.6654124496521797,0.5039563441733088,0.5651079384414489,0.17353554932047816,0.190161560034257,16,542.2350671691847
0,0.7779493945390273,0.8750585845317237,0.5,0.5049765464103444,0.1679291329540057,0.17008253724211442,17,-683.7564797156117
0,0.4497687261915107,1.1921500290127953,0.5,0.7016379789915408,0.15201256860500928,0.16970706046717787,18,718.9592380749651
0,2.2941589309903097,2.635195769373336,0.6203385256362216,0.6992209835158321,0.4023357408261019,0.3950591676531904,19,-2079.5605413880357
0,0.4642875019410071,0.7688736270288785,0.5,0.5532648323258624,0.17360453734863684,0.18335114580698242,20,12.103205566591662
0,0.29229520526331104,0.19300015775079785,0.5,0.5,0.16733589500014717,0.16519134774303212,21,-317.1829922002198
0,0.4785098512600766,0.9541517170831705,0.5295333876913465,0.6671722424287474,0.18587439832580582,0.18144646920861424,22,1179.8366295665662
0,0.0,0.24875605644879326,0.5,0.5,0.1500723934685229,0.1721653953048679,23,-426.83172089788883
0,0.22413809921855335,0.7081134859402437,0.5,0.6043301860905651,0.17216496931029907,0.1891313714659884,24,327.98625184553873
0,0.2180907772604034,0.9483299037272088,0.5,0.7973242528778335,0.15728297979543132,0.1729335505132808,25,528.114162256455
0,0.9025015298174327,0.9875554046163406,0.5,0.5408117667076597,0.1903845754932077,0.17746139599762084,26,-268.37363869640205
0,1.192021583175217,1.7194247322448513,0.5,0.6287471888712727,0.17069470749279375,0.23183907345019317,27,-433.8596520800896
0,0.2011183858980501,0.12268287974135905,0.5,0.5,0.18765863792958143,0.21633047524065718,28,-282.22471445114104
0,0.44495117447062515,0.8002809411680932,0.5,0.5580450407345795,0.16474029052444916,0.21814407738139002,29,236.33258507538548
0,0.19816983275046987,0.22935758906924675,0.5027477165159969,0.5671956536991306,0.1712156143532319,0.1705806322373325,30,495.7676525483285
0,0.2957970365973632,0.2617822313279045,0.5,0.5,0.17410827623024988,0.1752239803132855,31,-32.456629913135714
0,0.49804908394151454,0.3282593302200828,0.5,0.5,0.17139580066559595,0.18174775890751688,32,48.886669268808525
0,0.19817519615934368,0.22933837832617468,0.5027603639945821,0.5672066930140952,0.1785609402401918,0.17457157213577862,33,495.76764921431527
0,0.10640905401485956,0.7197345598527554,0.5,0.7966908360659914,0.18733804496320156,0.18585990048661144,34,779.0496121530521
