,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,0.27391887642153917,0.11394305675589801,0.21006913296246135,1.456197723651115,7.8564704656061135,0.6747690211976699,0.9588133890120437,1,902.5375720597316
0,0.3742908031405489,0.22753091221101596,0.2920782986369443,4.278791777553471,7.872266968406279,0.7204642553556744,0.4716560298927,2,999.8516690966236
0,0.0,0.041673047821300394,-2.8195020021419013,0.6781401268739584,0.7384616768435937,0.10305710978789628,0.4473257187349726,3,473.35961148546966
0,0.09452101665395089,0.08725167964998803,0.5179908202882763,1.6953849874517979,3.4761324593694045,0.10966302852238363,0.21963087538124265,4,834.404867343657
0,0.168307098724538,0.13389227335701992,0.059737698481639054,2.7839128497708856,3.534013304482009,0.7022196649859103,0.8769195999052737,5,1164.632339124922
0,0.23780226500196558,0.15237201868424188,0.1969733460291229,1.1675580436165363,7.890302758994791,0.7931763430176216,0.8184483066959494,6,832.7577403955667
0,0.199660178287969,0.24776566811276465,0.6016035826453626,0.7864795861183809,3.6710529749804754,0.3834375588940222,0.4092123619627941,7,581.3695970692792
0,0.2399773627547046,0.3082789901523999,0.7262769564447813,0.7420628025453673,3.673057498928769,0.6966997441047382,0.15667108828058884,8,545.3540241753424
0,0.0,0.03522879523793482,-7.271096045350553,0.5126481515454588,0.6487623984249122,0.1969379691533117,0.12412637341977556,9,602.754620146198
0,0.001759320894192025,0.12366923005772035,-0.37907528868572204,1.381308812759038,1.5712504969800483,0.11143930416497311,0.10844967184503829,10,930.5135869744014
0,0.6883214766833571,0.21712677850492348,0.21933810182285216,1.1781547540577844,7.323459199982528,0.9693891694876484,0.1955551302555803,11,774.935469983067
0,0.0,0.12959407932222106,-1.1909189432052028,0.664901145026032,1.7406148100930308,0.39704069231513833,0.8644438562006266,12,808.197024746565
0,0.31261869405062187,0.3006858881526568,0.6094420875178517,1.2025169672382896,4.066475044760069,0.755779198147828,0.38617963458278104,13,671.1934195054945
0,0.21235208786797824,0.20937017462654262,0.120676014499545,1.6595212471256713,4.56410791961503,0.7889951290971642,0.6749238201832508,14,957.549007097133
0,0.10132907166840209,0.18424297113203178,0.1349239103147393,1.2312384916146484,3.581293859673781,0.1141015727087547,0.5947338113165932,15,900.8431549765918
0,0.02852795287984857,0.11318767617619135,-0.31606910083931017,0.9489208762148635,2.492785470819637,0.7589024676314592,0.9748026399177421,16,933.0344018726528
0,0.26626240289994013,0.2574914149411662,0.833985566756798,2.110824339076465,5.521842079508718,0.11707912676717974,0.2424160356149092,17,724.6569996646641
0,0.27335695318956293,0.14252082439541705,0.03868826903176231,0.9290406334496963,1.9100297525704586,0.24234814507805374,0.10920615290906588,18,700.7643063462501
0,0.21681724409084,0.12646691313398828,0.4202763659165966,1.654734377353011,3.0985609381325188,0.9047838488657387,0.5099174018197448,19,826.347659998013
0,0.254069045846326,0.24019124312838866,0.10736887990813355,1.307646829307009,7.944393797670928,0.6620783631114567,0.9040010543900494,20,896.4964760855178
0,0.23645661722601624,0.16013688015385497,0.9795643341163514,3.1168711166248038,2.5972781626037706,0.1272070256132446,0.608472748144889,21,694.1275546629396
0,0.0,0.03707286448218036,1.8122799274449113,1.9766171734911322,2.8595511633182995,0.12382949079295724,0.17040055308542035,22,497.0907505623608
0,0.24168521245875843,0.17582557474323865,0.30179536165636656,0.8102400350805206,3.6090379652761344,0.3075844484648398,0.45720504890665603,23,683.4492055880863
0,0.2038064393417907,0.1792297269568878,0.2538749823842958,4.296027138273923,6.666924554468559,0.8202339466175047,0.1329551748587816,24,1061.3406897848784
0,0.3894665461566252,0.041366952719053475,2.147952702418764,0.7231234946970662,4.082666813528046,0.38188684976523046,0.11852048698999834,25,323.5368318290927
0,0.3876645632462522,0.3026768598044228,-9.085490503249884,0.5045446705826411,0.7399793027392234,0.4859721401719711,0.10729666969861062,26,829.270518150417
0,0.23591261037827418,0.1739877808070258,0.2249816151313401,1.4494906398543819,4.313195848272488,0.49660455474675375,0.7356621137999506,27,889.3411722723257
0,0.21804375222076577,0.3189746261052744,-2.6763800216471605,0.9011957875619667,1.2157837424861264,0.10699418337986683,0.9524704025341169,28,1041.2945559599755
0,0.12022499886217279,0.10653980608803701,-0.07628518044405776,1.9276337674190316,3.236205036404943,0.8040293849672162,0.7724374140992774,29,1134.4651645327804
0,0.1605769044722448,0.22125311593616512,0.4435659873956157,7.793725363099268,7.2269024803986035,0.9733905972992156,0.8506889204612911,30,896.4697215299669
0,0.12673809705078193,0.3326931171203454,0.5123618570174916,0.7681856760025156,4.477250212720763,0.11550037305392502,0.22737243285766645,31,602.0077724259771
0,0.22065251629333937,0.21516362190753383,-1.7879006649001339,0.95785239754577,1.3746722729027403,0.10025112566560446,0.2637825632432234,32,1005.4893470687872
