,Drift Rate,x,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC,Frequency
0,3.296724434237398,8.849158909631099,0.6386698915292897,3.81813148653836,0.3405391199452206,0.3221132684843977,6,-226.82347766380775,2
0,2.8734256471926325,6.4593725656431795,0.6350126270439405,1.6842450608811075,0.3428065881554224,0.3845264335886103,6,-190.04258709509818,3
0,3.9646124679004364,6.071499747875291,0.7386645405744812,4.570939229985014,0.34416610734068875,0.26287374196272845,6,-270.01012128903784,4
0,3.269785287414238,5.665325559045104,0.5077151790324863,2.102331189517952,0.3612711550445456,0.3808158113448018,6,-216.8419882271011,5
0,3.064473352975241,6.210205556302903,0.7939781218467585,2.161661326112555,0.3083099276041435,0.34979970675924427,6,-201.54910098608696,6
0,2.833187198739151,6.497946100774902,0.7510082167859586,0.9786433808868109,0.26077589641515053,0.35647414781306885,7,-199.42781075362782,1
0,1.8925290859554196,7.426305732591668,1.5671728939873,1.0288220961407957,0.17836765750494143,0.40297121536911445,7,-78.02667321426725,2
0,1.067605000960412,5.941133409079351,0.9875700407382806,0.8522064000109579,0.1919525430672227,0.4153381185420165,7,29.020421372160044,3
0,1.8239288828909364,4.83415185965275,0.7611306974102514,1.6268859894138208,0.22069737575111809,0.31638338964886115,7,-25.526421403457825,4
0,1.7512133043070157,3.6040537374655153,0.5579908308850192,0.8036515009976504,0.2886868335448201,0.3896230173735004,7,-36.750537467740706,5
0,1.6659915341509643,5.356835216466745,1.1916083838235627,1.0150446230969608,0.16420629581734658,0.34949447791404187,7,-21.380107671863684,6
0,1.1000073995728936,8.099976965601956,2.3339672517040695,4.015427786951251,0.10936469794128756,0.13945920186910105,8,-2.960626497291315,1
0,0.655566961068044,7.524220310067448,0.7294598569387643,3.142857514844885,0.23243374318919918,0.17120761207140117,8,18.930237136102726,2
0,0.12537785593932982,7.877405146782897,2.246873663292002,7.677116303709699,0.10671687289670562,0.10349353848690218,8,76.10056473763362,3
0,1.7415866546836807,3.5799244430349098,0.600729611426138,1.290429170633125,0.2424586924985337,0.2528169090658121,8,-14.967792585226704,4
0,1.886318003093556,5.7478501374991335,0.8296080422018846,1.3604577244969187,0.22950307044851748,0.2990879797224286,8,-44.07584032515202,5
0,1.9485145772990276,4.603906976926403,0.6907551073075053,0.9963834924929516,0.24574569326075524,0.3119630103420419,8,-61.48529900490645,6
0,1.4661713611427911,2.3541298310405723,0.7755158364307135,1.1613482249690428,0.16991833340794105,0.3545850162956704,9,97.47965488786375,1
0,0.695650258942372,2.3848522403738412,0.707349002669138,2.006227231537425,0.16346243755132844,0.22047550933761279,9,223.2964210382878,2
0,0.2759990258820297,2.416215150370149,0.7346977517695308,1.8292860111364337,0.17895829902000177,0.19868538333531932,9,273.87134555315083,3
0,0.9320788576290423,1.4184936748868313,0.6421294971494702,1.5920040617230544,0.19351467237303988,0.18691924108778768,9,244.180222613557,4
0,1.0929324789071944,1.7708719771211388,0.6143596536136471,2.1846332737744323,0.20155082495428173,0.10743882822363343,9,193.578732353016,5
0,1.0614853175954022,1.372790794072359,0.5969049444115755,1.7350743819217547,0.2247014223832493,0.10816639832748176,9,210.09106800982764,6
0,3.3054917808350956,4.367837952287594,0.5037447062297242,1.5517679362797803,0.38786517946643584,0.3408216257185887,10,-254.256211324897,1
0,2.021360144428953,2.6778436990534247,0.5071857647377431,1.6509760911916094,0.3866486465150073,0.2992736750943418,10,-24.540801176579233,2
0,1.2359969160359976,3.2650886072045977,0.5030206139515649,1.2410176306127432,0.39638267418764367,0.3590330561018529,10,48.91618307490291,3
0,2.4324980290363003,0.7169584812201842,0.500054321904924,0.8405815426718659,0.3711995169893071,0.4170061821381248,10,-113.43428568678043,4
0,2.3311687707061335,3.828692008572832,0.5101795635078292,4.617424424529897,0.38733591591216615,0.10379390093458546,10,-84.14470726689078,5
0,2.7836429431219423,3.3026779396472343,0.5032221491843814,1.4147443527382642,0.3957533288665023,0.36323102040477356,10,-158.80069937495156,6
0,3.2981442262428713,4.71797400497686,0.6018166779561862,0.738198721789677,0.29700491847574434,0.36276289000029555,11,-540.2522474338972,1
0,2.1313292757767126,5.75220525301554,0.7740652844471021,0.9541372843225484,0.271656384125125,0.35500716945952415,11,-150.55644889066923,2
0,1.3098435623343858,5.250903131729166,0.5875749973500937,0.947450584952231,0.281758250372476,0.35421671928450826,11,-51.903207945390534,3
0,2.3832112029509895,3.490707326864232,0.6238149790414367,1.0851442593026879,0.27398362386857833,0.3250145472242173,11,-224.90084099912931,4
0,2.5642826199047732,3.27124755851794,0.6456643817685421,1.553359053036599,0.27520844117569854,0.28354758484124887,11,-237.32585810834593,5
0,2.670636509394507,2.5193456638613596,0.5707051705587598,1.00838493785968,0.28351253005218097,0.3353681350676869,11,-300.4533365990754,6
0,3.9288663100289116,8.772174907020872,0.794181358904475,1.285520318912392,0.33115050931761136,0.34081741142033284,12,-639.95226693661,1
0,1.770080955156484,6.990432528436651,0.6111904708968479,0.7808911739414328,0.3457322222514414,0.3994659237790559,12,-237.6179680005912,2
0,1.2431786099400162,5.751816050895254,0.5364331989907405,1.1602864059292406,0.3335418003468948,0.3448378717929994,12,-64.19780312246743,3
0,2.0750584889093378,5.209644561831829,0.5901623533026754,1.5313278254413203,0.34396396023423825,0.31094500302604633,12,-209.4781591801676,4
0,2.4496142097389866,4.226937831376737,0.6004630324785216,1.0699166630148342,0.3375521483442958,0.3702880682751302,12,-305.13381122616283,5
0,2.4027428542353815,3.349654481570113,0.5345447340066873,0.873584594311418,0.35646159356200346,0.3787387189357053,12,-290.9632039178488,6
0,2.3476357028934123,4.636000800526509,1.231686186466745,1.140603804990708,0.21130527653767534,0.2922725426945423,13,-203.87757816693886,1
0,1.358694528207859,3.1202049439755877,0.5603123162355086,1.0272620143813533,0.329868772041106,0.3299763653302389,13,49.19231014604098,2
0,0.6922496153800519,2.778214555231485,0.585407624435438,0.9589716371558392,0.2848684289115289,0.3033923517242124,13,231.999531876223,3
0,1.5835964531640827,3.631914778774556,1.3303296702263494,1.5670891207953614,0.18261088895223848,0.23064324434693279,13,123.87010192172687,4
0,1.5646075219629678,3.793027180224064,1.352651702145585,1.4595544975239818,0.1779612538706068,0.27850589738303055,13,94.6149979247003,5
0,1.6846831201009298,3.385930390475348,0.9541989429993389,2.673943098240253,0.2536032546595242,0.1149352013331636,13,85.24786549532693,6
0,2.0687359738759135,2.8772414262996735,0.6404483281646041,1.3242164850940346,0.316156077752409,0.2877884504378097,14,-89.89566770734353,1
0,1.5612231523197138,2.525387859106675,0.5704770864997237,0.974619158436401,0.34202561607452936,0.3815929505107998,14,8.864350692125356,2
0,0.7360230033781988,2.811011034443745,0.5897955377882562,1.1104660827002242,0.3446804024120279,0.3249988741614933,14,250.3055541821168,3
0,1.552116239782663,2.1269206472189124,0.6064205942059018,1.2165568411781136,0.33446540371391825,0.31904906433817415,14,86.85551126317435,4
0,1.7129083010161126,2.284826724635796,0.6492656954163278,1.2170795530412883,0.33743118767439917,0.3430338939755383,14,41.36568975377127,5
0,1.540131177126208,2.798878416313757,1.0229902135539573,1.0881236974852322,0.2595616495094508,0.33964383603476844,14,97.76230335278005,6
0,2.77340607249226,2.7445894514491576,0.686925746774163,2.0023357931468175,0.28140471375803405,0.20131145862475702,15,-308.5180573987368,1
0,1.9197906849040103,2.657786313580863,0.5970979955871467,1.3731007436865745,0.3296545575054721,0.3182934680229986,15,-28.241855098056476,2
0,1.3761549537026918,2.4018051676702696,0.5246603943494299,1.9587065778911632,0.35656647865024826,0.1872843162665,15,154.85034658435103,3
0,2.14249249627983,-3.2019430224725554,0.5323055169805593,0.6521700746723842,0.3764259546905494,0.4726739086422607,15,-103.97795182850606,4
0,1.5619667920203428,1.3520460659591347,0.6616376840760787,2.1502960139896174,0.30481531093851455,0.1277846045169902,15,191.96156973888236,5
0,1.9314507702812884,-1.8986335731912254,0.5011024050032264,0.8533097939042609,0.3441041970533282,0.4229768463722651,15,43.572049455952964,6
0,2.3765149780073007,1.8690320246685803,0.5695731418382199,1.209363224446164,0.33923218950665246,0.34590817122773565,16,-199.43298582645633,1
0,1.9669834561961637,3.0192037765084385,0.7592630056132941,1.761545641284246,0.3041747694819682,0.33414778852421945,16,-32.53476028164912,2
0,1.096861265184494,2.703052690772122,0.587862056340918,1.4736200920382547,0.32410577252599715,0.3569316550722822,16,171.9220317924959,3
0,2.0796767014880198,1.5342789849434646,0.529683069711822,1.1655355476167286,0.35959743503690683,0.4272550579870729,16,-116.60998813473944,4
0,1.796198380890632,1.9373098818864114,0.6325523309955088,1.4731107583396619,0.313816573038171,0.34920250004631853,16,21.995240387477708,5
0,2.0851639951399896,2.0137562458664724,0.5815283748391789,1.0449067529802085,0.34725398351447956,0.42806539682119926,16,-123.28066614775527,6
0,2.004089272379894,3.400464956744511,0.6824837480852115,1.2321112293141483,0.26386295695845075,0.3258356009455533,17,-128.58185935069918,1
0,1.4905992427883124,2.43256064392758,0.7570469542520697,0.9258274877207295,0.23511826204258618,0.4029816088258469,17,109.02453212357192,2
0,0.9779118327708558,3.3513071977588633,0.9429799958277489,1.3098993109128352,0.20784859839616526,0.34890359520723224,17,279.57482184508217,3
0,1.5464297185626348,3.6683560606593475,0.9244844516436976,1.459643433962261,0.22526946577177237,0.35334467898947153,17,76.04665861364651,4
0,1.3476752518095088,2.506775412716817,0.7636034974842203,1.1315852209859179,0.23388165290525587,0.3542822913250362,17,178.35535036116883,5
0,1.4388732623631209,3.2914546352849845,1.0523995187475923,1.0620715408557717,0.2014917087422064,0.3691105062308313,17,151.3385648537575,6
0,2.820885723940323,4.044188094582644,1.0096088236406602,2.0352389563115523,0.286916327267528,0.3036787066518875,18,-312.18512869300656,1
0,2.5400103464661132,3.033611891640159,0.8339212487669352,1.6609747437237314,0.31506842569928706,0.3475137644320964,18,-204.76338046185765,2
0,1.8512603246806456,3.419457924514938,0.6948535553795221,1.3848960252720426,0.3222431669240994,0.38869149980311046,18,-15.11772434444606,3
0,2.4110126991973666,2.7833674272663176,0.8368229783795007,1.5748926542743291,0.3159788174670798,0.3770607898495395,18,-149.20146585185861,4
0,2.3817069280797574,2.9198433846090857,0.7764474468249571,1.75689183268041,0.33944156945336423,0.3470067814611131,18,-156.9757708901551,5
0,2.2378701011751443,3.274932310273914,1.2742541908047698,2.5431587406277845,0.24236778219738248,0.2658603224138491,18,-67.82175842347988,6
