,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,0.28392387574877387,0.11392210242704566,0.5539004860918474,-1.2411227883839901,1.576177907636354,0.7697005464884024,0.9151986621443066,1,1000.308235617455
0,0.5023990824738397,0.34492501362130695,-4.7062044945513,-5.411664063209316,0.9016648364703426,0.9641537904269697,0.9213222216937329,2,1109.6026370270354
0,0.0,0.044382472103702185,-3.908832111441511,-5.075226146306749,0.6314902807692637,0.10669531827002565,0.45794623457793526,3,474.0974294843522
0,0.11532593051659752,0.11887967613401498,-1.758419736801314,-2.425857761251461,0.9860112444706868,0.11906406325256264,0.9154549656978622,4,849.831818871661
0,0.31356967056235796,0.28644257895694986,-6.382869770842077,-7.224271430911373,0.8258436860170768,0.955306547079305,0.9985883902585142,5,1199.9871382505235
0,0.2618318196226104,0.15305153524401338,1.9195502108154683,0.19306560812835516,7.50345586783291,0.10253569801549339,0.971121231759134,6,819.4269685840094
0,0.24674453618466236,0.25561187037238214,3.3050631171146128,0.5414470918437032,2.7216420250368363,0.15142395062013608,0.7634889097949923,7,579.4169017888552
0,0.3152357165897097,0.24937328021774366,3.129958883901016,0.025205342872979042,1.535160953781598,0.5855572265425704,0.6794764838315372,8,561.1297627755001
0,0.0,0.03454204424056163,-0.9011434872074299,-5.114207215911148,0.725480289486375,0.1760906208473874,0.10290360707008117,9,600.5068360265751
0,0.0024006023844760386,0.15449699723864782,-2.5349674178600363,-3.150144088595664,0.9530024611354833,0.15145833017724863,0.15672637154197294,10,933.4129102553352
0,0.6850058335103241,0.2232145569907187,1.884028678168149,0.2157008393161204,6.430417986080792,0.38807118101371774,0.7218713757222208,11,762.739199217657
0,0.008486518097313303,0.17651060287971085,2.9768581254717836,-3.1424677839130917,1.2266483787767197,0.34547356749819647,0.8980555049852954,12,799.2729425429125
0,0.25829036962707447,0.28997826994850956,1.6783886798133578,0.5246065807994437,2.8904733054083103,0.4169483299308918,0.7430423196636016,13,667.0768750780176
