,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,0.2969738918629878,0.9136311142013707,0.5,0.6817462961278988,0.2724565457274896,0.3108224343105191,1,539.9061392203976
0,2.0974651120252124,1.3987449511265717,0.560144851145393,0.5786837661697696,0.3423466082300699,0.3858788670841213,2,-188.25135466073885
0,0.0,0.0,0.8694639297278932,0.771482694834943,0.12354540787871582,0.5639915907211162,3,651.4106099833972
0,3.9755592195910308,6.0,0.7711256158420843,1.5502846082988813,0.3106439179932795,0.26242016286756426,4,-199.79522108317508
0,2.2176313998644837,2.3957254298473254,0.8009652399305984,0.822532289873297,0.21995152508243543,0.29817650674334467,5,-62.31140592220023
0,1.5145833983643477,1.8320477903428598,0.5917298411816134,0.8527056417972843,0.25072374642890444,0.2747659076570624,6,-30.659902110381843
0,1.465601575788697,4.536749138116559,0.5303463050347511,1.0570559204177639,0.23334121181376172,0.35527910032687393,7,-370.0599624434675
0,1.452465232900809,2.2408362960902766,0.7335262385310802,0.7241498782329785,0.164979259405029,0.2775313558559279,8,-3.7460943529729036
0,0.8878677070945141,1.585803058215545,0.7466879174506449,0.6563309848884185,0.15100254200874857,0.3147517901659077,9,232.23883323039615
0,0.0,0.4315250156842928,0.5354891922933949,0.6842504220300729,0.14462084077767412,0.2516527338631929,10,350.8539293305611
0,3.12955387547909,4.421137705970148,1.0363203766023443,1.2618657863274212,0.29400061933549687,0.3485714781890972,11,-68.73817611983566
0,2.4219535309561033,2.8842514514553064,0.5417382023548746,0.7268049036687354,0.3127921063702852,0.3215829438254967,12,-632.338109261117
0,4.128650602076683,3.064698959896158,0.7818802422972244,0.6500846058828607,0.2897614396977155,0.2972754954855523,13,-604.2663339191049
0,1.5624622369553904,3.338161663409543,0.5376459309193221,0.8400075341712507,0.23997337962021192,0.29325166889201393,14,-363.9624069202263
0,0.5137607470225335,0.12910642026739827,0.5,0.6888616919562517,0.3371535812261658,0.31379529731996625,15,760.8114372537657
0,2.920958231246346,6.0,0.6169814682552552,1.1231013072877996,0.3297754824743996,0.3242520756029888,16,-465.5490353896714
0,0.6394202838269277,1.9511074161382211,0.6082751614896549,0.8970629006151889,0.1489298655032376,0.22219619514615085,17,490.3788826392655
0,2.8373473771417066,4.152662192132899,0.560925646196721,0.8847564387607476,0.2613801855815722,0.24545230788883748,18,-936.2758255674883
0,1.7155712973443125,2.7841496559796446,0.5187151073764192,0.603002006703212,0.2678463386399435,0.28511945874259714,19,-317.91338344827875
0,1.7061992927942449,3.198071183097537,0.605113120479081,0.7200331732387796,0.19013947765645872,0.2735926692462061,20,-607.8483624887225
0,0.7178186668825924,2.5906619790565335,0.5,0.797181519243715,0.2152952222982793,0.2556702070793767,21,-223.29341703352657
0,0.4504189132609036,1.28201876432332,0.5568620696895245,0.615417119253564,0.18443122089022979,0.3237773758394228,22,573.4905722570908
0,3.271950005502394,6.0,0.855275596817548,0.9877054926121586,0.23583099836950716,0.3584618889277398,23,-195.40863249576282
0,2.0442174545162115,3.4766740042373563,0.5,0.5,0.21498673089339893,0.30962704533159535,24,-969.0520408911539
0,2.274032688713149,3.884500318831352,0.5662534315711147,0.6280506011914212,0.24901371885505102,0.3254899980898054,25,-746.4216419568388
0,1.0102728497116888,3.0137126583351845,0.5680954538927837,0.6432973349367387,0.14828818577037323,0.2913927280499728,26,-230.4369088459615
0,6.0,3.0718873752316163,2.0804415616545313,0.806704079910229,0.14054164667717062,0.2788326339872233,27,-239.49492896362344
0,2.5138968835368907,3.846353962864419,0.5306279838516742,0.5684079242839529,0.2421503981520755,0.28860751293352244,28,-878.3812384152066
0,3.133649111271221,3.5162763251405913,0.5,0.5,0.28655022010463943,0.300853057429621,29,-924.3056191286743
0,3.1809291262403763,2.924716771822293,0.5970256747777956,0.6338339431864936,0.3010756132779328,0.30517245602742304,30,-749.3419731850837
0,1.6076390662673896,3.9548167874911653,0.6435939689485279,0.7784574857100788,0.2097635886132126,0.29474652281360136,31,-245.79622107102514
0,2.019046216057772,4.84070062763217,0.5109739513120254,0.9054807714351605,0.24348195773276593,0.2672887310969329,32,-1174.5613364154767
