,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,0.2234597337431956,0.9569223888564449,8.290002213947954,1.353559343546312,7.991063329016203,0.22561433790288427,0.16540613925399794,1,35.013300817784454
0,2.1134934716155445,1.73763062978316,5.234750404998227,0.7064806353354385,1.1609483325544767,0.34369426271171066,0.33805765354599226,2,-204.14735898031188
0,0.0,0.0,3.3248428005306323,1.7579525784948227,6.6375749638902155,0.1034391138331156,0.1280764745998304,3,577.666483484061
0,3.7961867346957296,6.0,7.013152549876871,1.1884648791548464,5.671673190811163,0.31329716560744325,0.21872963720256,4,-203.20595565268633
0,2.117132487313646,2.091759169452424,4.321122974983504,1.156085448005339,1.2568850305631907,0.22686652840408317,0.28617122873519824,5,-91.39675146024987
0,1.5146874541920183,2.12785237587124,7.412289043924933,1.3923135875804387,7.696835057806657,0.23895690302713407,0.16719152476019405,6,-214.2437985864802
0,1.2777939129336922,4.247898691142977,8.897023943797828,1.656617619742062,3.8419301055465906,0.18765621228154006,0.3051801341386742,7,-462.8188971870573
0,1.400530902185904,2.105682564499751,6.0560285101448015,2.2690018205031013,1.325653413123197,0.1251701975481721,0.2568234049033646,8,-134.74778117159937
0,0.85919765358704,1.4756338288230335,6.7413317925884595,4.151699877236214,3.1848999663466087,0.102518201801504,0.19096109403054828,9,73.0725519807994
0,0.0,0.271448609303004,4.722960849833142,0.6632849775380665,2.2748782086879924,0.15340463838357543,0.12159382069873015,10,279.80786763718146
0,3.277701420884795,3.9673410915099137,7.988081520967114,6.974550829805104,5.648756947752313,0.21756128638405858,0.2732844036284014,11,-91.67115993373422
0,2.4479227911731973,2.9009347097993783,7.142572886492919,0.770799721538793,2.638356150101032,0.31737849463622814,0.24509638839908204,12,-684.2563418702443
0,4.006830501843977,3.174614945737208,9.661387411617719,2.365926746882595,1.3570309843728205,0.24541004430745378,0.29553140666814365,13,-659.968525451318
0,1.5827165743579998,3.2307897717069527,4.8093159774576995,0.6338179441780625,1.174868860960582,0.24110083758768813,0.29476286664464846,14,-413.03694621726265
0,0.4225115197695017,0.0685424283925628,6.646846557799384,1.6930306188942037,7.837969323375724,0.21472875772768762,0.10976888294248643,15,420.05260832579734
0,2.990751392044653,5.978866205974011,7.193393899409917,0.8306353985013173,1.9353926505887622,0.33595228645373165,0.32654318856953535,16,-490.49524433688646
0,0.5329108201818795,1.6854104777336978,5.701373733448408,1.0896389699239668,4.511706547889686,0.13415294075360745,0.10843921917640953,17,325.96541406144956
0,2.9316454029263657,3.9401000590354154,8.857880109066029,0.9078109595255346,1.7488220923578286,0.2645539330703919,0.24892096646322331,18,-1035.8403441980843
0,1.68536276231119,2.852946601679476,6.258778027642951,0.6867007445953286,0.9535768423899107,0.2651516018418778,0.27816953443487497,19,-348.8480582472977
0,1.670955533992894,3.135117447617314,10.0,2.463532799914305,3.3179930434789413,0.16325327859837224,0.2091096256880255,20,-956.6333409558405
0,0.48283570268598935,2.7395677251976056,10.0,1.0974998335272659,6.699151451397509,0.18709928254457192,0.17937209008781674,21,-421.19404922984245
0,0.358271868099785,1.3896513417452792,8.36170743671319,2.5846960925731812,7.994825180787846,0.10965828970710023,0.13254472242874427,22,-2.5772830509686884
0,3.371235509921817,6.0,10.0,3.256910219132671,6.0743190462672425,0.2119982700428616,0.2522998056767082,23,-257.3456114791524
0,1.9402415416666776,3.3158004585403047,10.0,0.8202636099573506,0.6016152688762992,0.2100525477179619,0.30286638763204843,24,-1164.105628598513
0,2.322036247684333,3.9147492101116814,10.0,1.1555241678009716,1.1007980645876336,0.24726485697295492,0.31023699076890376,25,-915.8251599784443
0,0.7503328259293127,2.912267695488546,10.0,2.448581174989762,2.060014178908019,0.1088690066526356,0.251713310596104,26,-632.633588058204
0,5.132391893268624,3.1634603251634767,7.518139132037488,7.513918520748323,2.5496571200848672,0.13644398638913802,0.23602375801656517,27,-247.69175821439472
0,2.500735819068752,3.944689266893178,9.739466070944976,0.8536063478783449,0.7068375284073944,0.2448112492883851,0.2925402881683257,28,-958.9730184121946
0,2.706442301389979,3.462794246119567,10.0,1.3246764239308453,0.550322276984001,0.2205068542478062,0.31601290172094976,29,-978.0976675069356
0,3.1354893841196114,2.986498997818311,6.791872966735924,0.7196999526471686,0.821294804377465,0.31493993454769553,0.3125087535666099,30,-801.8894012099423
0,1.7128881180925317,4.417892044126678,9.072163667262064,2.2075688557162207,4.282152090500457,0.18465865319225688,0.2094242837605409,31,-354.72124597172535
0,1.9689547994057963,4.61117269657462,10.0,0.9011568001562997,2.6261541831298674,0.24606721112774005,0.2397934755772091,32,-1378.4122806795358
