,Drift Rate,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,1.8908726562730258,0.5708088058371201,0.7485385040753629,0.34689990588959096,0.34821992483174313,1,-132.2023925329372
0,1.576292138720156,0.5,0.7491972535720083,0.34361530020502884,0.4022039599918137,2,40.97240811229703
0,1.9065271631192138,0.5623451108032128,0.7618323079021481,0.2661806043145058,0.2959227082440709,3,-145.18578609956975
0,0.7672789814525734,0.50494273831657,0.6428235961333425,0.2657748047330346,0.32119328803601555,4,211.43211242444906
0,2.4353709636762515,0.5823720461846738,0.9104085264321653,0.2261582596109616,0.2978487754477296,5,-298.0967871784362
0,1.2004754603364112,0.5539541679319975,0.6304386989006364,0.25253793134602665,0.3404068777968906,6,81.42706508999628
0,1.6611015941099636,0.5913640894833414,0.6898870964000007,0.2444518055846694,0.2595314817138918,7,-53.402691992681596
0,1.5347055925000073,0.6889499036769344,1.0992979282811064,0.2048438620997859,0.273802609535758,8,244.7786663412796
0,1.5020088096287223,0.5936476395514008,0.8461201898666191,0.22788497112460881,0.31793998681423874,9,113.40871498454541
0,1.0516737513358152,0.5,0.9559827587430556,0.19980758618314903,0.21127491332554138,10,246.15215862759405
0,1.2349148913434087,0.5752176199417298,0.6375612667095495,0.224547957087949,0.2516403480117379,11,96.29661737262384
0,1.0419692069342357,0.5669413134720416,0.9321934806354323,0.22566486453337764,0.4693928609166769,12,358.9685501427429
0,1.2956785235228476,0.6012695018276897,0.682917362878687,0.21194203172848303,0.3220122748805554,13,142.14425160681515
0,1.6031541419113002,0.6114076493098147,0.7888560540459225,0.3267643333971777,0.5290298917890289,14,48.35593737678498
0,1.7274201242492317,0.7746476183552182,0.7224203423686777,0.18950411461310235,0.29047792227937547,15,30.03507271753408
0,2.166027367898794,0.6398882450817004,0.6571203429333126,0.29108507705833137,0.37566148228412977,16,-241.6719865529532
0,2.2044980781173993,0.5,0.6863117379864102,0.2954614400328024,0.3445831219723223,17,-337.3723251351425
0,0.6637063522461437,0.5001333449330077,0.8783947684713976,0.3755523155570447,0.415809310850317,18,499.3071149124069
0,2.0165628484840945,0.5943897911892637,0.7775258040110444,0.24553951463495222,0.36916852126382926,19,-176.98911524594783
0,1.466068633828726,0.6484491336578337,0.8489158938465602,0.24391337716206235,0.3289659843017012,20,183.7427564251635
