,Drift Rate,x,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,0.1442054424882083,0.2088659158437142,1.4153279708854463,7.93960693778328,0.7828585881640708,0.8896344515654449,1,898.9068467512302
0,0.27683929673512847,0.26697977178378285,3.5334744094623165,7.313531478007289,0.7967368164437734,0.5216820078362147,2,996.687508130762
0,0.00918802561902636,-1.5044950458322601,0.7351113250221539,0.8321767338249169,0.10999535319191456,0.4320567371936401,3,468.8292744764064
0,0.09288865742075773,0.4786327182845888,1.6206051760280298,3.0368213530861032,0.10750633897402978,0.37092106239385236,4,830.2459446753727
0,0.1528822706632792,0.12287622178041724,3.0387301047874806,4.532217207290294,0.6161795107172572,0.30458452856558826,5,1160.5196543578481
0,0.16322202064366678,0.19862524575635254,1.0876022894020667,7.91111561698288,0.8066514063040593,0.9211566328186137,6,825.6427898558395
0,0.24310322354444294,0.6144539030362253,0.8293137710907783,3.4257271617536125,0.37159634159066196,0.5412835138298755,7,576.0392094425576
0,0.2963143455749886,0.7371356962079108,0.7514565661320001,3.8119293549733544,0.6904256728098166,0.12166843425848245,8,540.0097420629857
0,0.01180638242015812,-3.559607852590198,0.6072889757662878,0.809052269133169,0.18237351062693063,0.11574649201978826,9,598.9087001504777
0,0.07060668828035188,-0.8467199541962771,1.2728290259683583,1.3276557861391605,0.10561454146266819,0.12146251474859326,10,928.840209339487
0,0.2779175440740337,0.22641557063612341,1.0336275677206763,7.4661081139587875,0.9870680127050813,0.44387006222630243,11,782.7658298416821
0,0.08035507196949931,0.10504950232091183,0.6964019462202957,7.8518394966076706,0.39191567908905445,0.9956920116446841,12,734.75992605262
0,0.29766115267494464,0.5853792532301929,1.1744990376246154,4.214565725243668,0.75149808011394,0.2574248811444403,13,665.6671888774576
0,0.20943498466898822,0.12311725005167318,1.6061177508241617,4.755079555740428,0.8580542984825534,0.4566076638197855,14,951.4160212586778
0,0.17322157410961672,0.16604500662766541,1.3043876986754106,3.82903450959569,0.10974471212329473,0.6305404214310215,15,895.8522293577448
0,0.10107254176401977,0.1454217885398104,0.9927001786339993,7.983410684191852,0.7488906239566768,0.9611226722463059,16,871.5993453195448
0,0.255140535352966,0.7586077331575888,2.0715117966156376,3.884864461680065,0.10471587850610986,0.47805910026157655,17,719.6651680144666
0,0.16850016084081854,0.24763790127383434,0.9272843847631713,2.2771981573597273,0.23812114973863852,0.1387764021950445,18,696.0901585522902
0,0.16154929873785007,0.4572572782810713,1.667575015123619,3.576365919764874,0.8824078954128911,0.3606851943722027,19,821.8576511342743
0,0.2404904933021799,0.10574314600958369,1.28061142731945,7.994426574668248,0.6761568562705899,0.7531307519408379,20,892.0333849533288
0,0.19850588164431798,0.8762692147898552,2.7891875260105885,2.160023877263481,0.11819163864924381,0.6885400368596992,21,685.9492236097436
0,0.014256739255121472,1.8757908094592508,1.7956461144537808,3.3679980919454744,0.1831131407631646,0.12595844125771277,22,492.4383787956753
0,0.18701142575148394,0.20096160269766708,0.7608222715926263,2.839148089576085,0.3050873107913822,0.6659885497715955,23,678.6065805954897
0,0.19339221809613125,0.2626926419684368,4.219603490962792,6.8477975197817305,0.8905220011011694,0.29516008418813977,24,1057.244373262082
0,0.15024453873643107,2.2267699713198645,0.7094039563189782,3.839488466329908,0.3945569150114057,0.1704604409310369,25,320.89027167180706
0,0.3167953620536683,-8.082733303785403,0.5071560695934063,0.7748449575099245,0.49173023417565886,0.10209570226903658,26,825.4507844233685
0,0.18466023825752126,0.2691134009278922,1.4756068592657092,5.559028185970115,0.4577451938696164,0.3993851763679921,27,884.5238455151454
0,0.3709273641663359,-7.644799625491072,0.6602205015643734,0.80076849306906,0.11828777492792664,0.9756094754859617,28,1036.709323900048
0,0.11026379959917257,0.12772272209810082,2.205816285960251,7.429958201603016,0.9966818414789185,0.16343160636520315,29,1100.1122844636595
0,0.1895861217515538,0.43568166937045194,7.9045709206254005,6.499120616686308,0.9705362078432851,0.9578263933759923,30,891.1635303229211
0,0.29860247020571895,0.5199349263217126,0.7708562581877638,4.67512092016174,0.12239573753848088,0.1510367113654033,31,597.9556612935351
0,0.24734556563174226,-3.2549541976723426,0.8349845974228547,1.1007851578815662,0.11924466457556426,0.40744868905687404,32,998.7532489638529
0,0.36976810491472845,0.016524052940974136,0.613325218522712,1.7232299410054805,0.10184546649978282,0.5081844300692179,33,520.7310807296143
0,0.09936640455984626,0.8249081365908102,1.4218138131649596,6.071420944884227,0.100590738744195,0.22823207968084958,34,678.1826880475863
0,0.30150010931413157,0.18647140411551538,1.6553850698736463,6.189378338597628,0.785090344752272,0.45379240978889135,35,897.8846002806572
0,0.286057721234921,-0.08261154306626609,2.266187501942208,2.919106711493267,0.4668243626926833,0.6420477953007598,36,1073.1986047230382
0,0.12438017872326752,0.919166867302452,5.431394909010178,4.527504957914637,0.22543106437173044,0.7770690727084579,37,711.3553097464348
0,0.31813514604125226,-4.671379530246886,0.7789414149834388,1.0191678806929922,0.10709953348035645,0.9050372260850637,38,1014.9621238036968
