,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,2.7382015564500666,1.679887172428144,3.935284144318873,0.9585577266366743,1.347717936003157,0.32811333490517736,0.2918207552306932,1,-182.97273438972798
0,2.764381010782723,1.1988444000275984,3.470688034057423,0.7420426517015848,1.3886846623683153,0.3293214134818889,0.3286314779689262,2,-20.524836296349186
0,3.632785514498405,1.6014510211332806,3.648757631580746,1.0971283517212358,1.4715964704370283,0.24329504896512444,0.2151610769191879,3,-250.89579517674207
0,0.984998083367613,0.6002661202029337,4.049615454049219,0.6989236099749108,1.1513919835291864,0.24982976503653437,0.2649262036343805,4,198.52100042308996
0,2.5116697217177,2.184269559058256,2.681832139349456,0.677919452372473,1.3798770128834037,0.22621212028723148,0.254282601281549,5,-300.5533431928443
0,1.5750917500021968,0.9522352594067991,3.6314421423242016,0.7996671240385314,1.0403178401475852,0.2387070631099471,0.29617919051066105,6,46.66865525974192
0,1.7732440239183584,1.5156704922413187,4.5670061492281215,0.9467262898302753,1.3128413518768278,0.22756485250715924,0.21212657797758155,7,-96.98461163085045
0,1.685085504230786,1.3758833040803626,2.0807107699611023,0.8475550256067921,2.4188620397629426,0.19748814612151794,0.12282915520028131,8,217.70306741608863
0,1.8743462058010796,1.4205088335781246,2.8122433173294588,0.7802372155287247,1.8980445027660986,0.2219633247379415,0.1859578695925478,9,76.5354857577496
0,0.6842529198548712,1.1610996303389183,1.9863503884187361,0.5014855554597424,1.6156366491245362,0.19986985477207492,0.1314819863812714,10,225.7512812014317
0,1.3785531763686079,1.0289650740874654,4.291941431794655,0.8664369727486041,1.24881950088725,0.2108685670874516,0.1894044595315988,11,65.27277499850061
0,0.8267961344518412,1.2267169636832547,2.074564915820098,0.6437291823110733,1.745366880891356,0.22643703388393088,0.36183976166534415,12,342.1282520476779
0,1.2980714602395356,1.2574517163701575,3.7388715883619486,0.9203484391438277,1.1282467630508544,0.18569265845159955,0.27968688976239003,13,131.64947511472786
0,2.0722218828014034,1.352539067795432,3.0007429505038945,0.8445318154614316,1.3454990003499319,0.32226152724523155,0.4602238488719903,14,20.988419156698377
0,1.50271070330634,1.5688258560355646,4.716213647414782,1.6704593565268833,1.7667210135812574,0.14834496443095713,0.22140531858730855,15,-47.466809652337055
0,2.263536824878295,2.0014376646998877,5.241415634109667,1.1993168526231663,4.758681182642537,0.25703843641367496,0.11805700180608342,16,-274.42825496430737
0,3.1998506012310823,1.757324369085862,3.304449432297617,0.6656008204738657,0.9275759686604608,0.28889257513666267,0.31910780571082425,17,-361.06884538625684
0,0.8094361187906368,0.6037537596147691,3.2843028133032246,1.3690534973268838,3.399651532975862,0.1709207606757392,0.1694893225255898,18,542.954274025994
0,2.679541404315572,1.6510194107496654,4.197448220452695,0.8985569932557564,1.9143381948364273,0.23854783638112054,0.27511707870201646,19,-245.52791107280842
0,1.9987683551710236,1.2295798387131338,1.9905973097835628,0.8506488690882179,1.1662334064751008,0.23638685665420028,0.27997416015918325,20,168.76425803069685
