,Drift Rate,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC,Frequency
0,2.35964379589581,0.8192029260951711,0.7586758577530439,0.19289165288903487,0.30508162803120464,13,-156.07969090758488,1
0,1.32372102774042,0.5267333000105772,0.7223940166129781,0.3198499924748724,0.348935993370303,13,65.11888413857261,2
0,0.6918438299734068,0.5366693686248319,0.7242712487816265,0.2733744544205056,0.31900700226643175,13,248.86469092026306,3
0,1.4781793950152107,0.8113865939647651,0.7546920472934834,0.17912473293867626,0.3129045564837222,13,177.2914631575366,4
0,1.6386083160491798,0.5292526450397987,0.8163400584648512,0.32510745872255986,0.3288628246559698,13,97.09943253319747,5
0,1.541124494063212,0.6977796243128566,0.8951089423332453,0.24205717776681218,0.25242760013975973,13,141.6143423788285,6
0,1.9392343505171938,0.5926724448006657,0.812947454396232,0.30301214273030697,0.34145549127556074,14,-76.3480865761084,1
0,1.548663146727082,0.548752618568411,0.7664495908116054,0.3360289514979675,0.39139351173107656,14,25.729137334106973,2
0,0.6984284780988549,0.5348915304541119,0.7844561348065492,0.33948198197917107,0.3306526527736435,14,276.5253017933244,3
0,1.4918996188898428,0.5747438398376173,0.8475633323715895,0.32172690302603923,0.3637585571126647,14,96.58756918856177,4
0,1.6533717341547456,0.5997316343690329,0.8545722918557314,0.3257063193551687,0.3825819632349724,14,50.50252257649805,5
0,1.5526107020211393,0.632741702630873,0.7889640803561161,0.3076795204326962,0.36518848368845097,14,86.68409237602323,6
0,2.83368314162445,0.6598257605016874,0.8619529592078046,0.27529631952048667,0.3409882999289091,15,-306.3271772610413,1
0,1.7859931141186007,0.5604137042600806,0.8631074216698457,0.31447483157981837,0.36650079890538717,15,-15.983342062791024,2
0,1.1924749156954184,0.5104050312357201,0.8995733928843537,0.347660364138462,0.3237068322571964,15,175.24406552499576,3
0,2.1779622363426534,0.6112145979343308,0.9284223627121446,0.36739907278790584,0.4336196731697943,15,-116.8150894027514,4
0,1.5827558829882775,0.6459673704459283,1.522244743976701,0.2907051558514259,0.1214603099338582,15,221.00762651967767,5
0,1.7472900247213474,0.5780690005868747,1.0915132440752726,0.3399382458464783,0.38458883581025116,15,47.30315527933633,6
0,2.40814904144705,0.5683820753139639,1.016775693229509,0.32392852922763316,0.3478906871211045,16,-189.28991680293257,1
0,1.8645505208042488,0.6374776484072271,0.9095855591358988,0.29741829647385776,0.40915136347635706,16,1.5661892513290887,2
0,1.0348830957032429,0.5103804075746704,0.8043905163307101,0.3204177798630054,0.44122936952873437,16,195.5603651679135,3
0,2.085806277643603,0.5451807461977712,0.9721289038799802,0.3437237747137184,0.43626026841237125,16,-105.3710193826133,4
0,1.7810946338484512,0.607025586656372,1.0283603997132647,0.3005045590760679,0.38397414869932256,16,40.03460508982021,5
0,2.0701294217208788,0.5763357099314285,0.8393826327254716,0.33566844990876676,0.4419526784877207,16,-115.00578108493798,6
0,1.9476219634948786,0.5985428634067168,0.668970629466288,0.25405585619076937,0.3907744044984782,17,-116.50425460984465,1
0,1.4673567583433886,0.6565333313062324,0.7453011446524461,0.22688679417466878,0.41897327461111045,17,121.98461725688131,2
0,0.9876557096569359,0.6311405166269574,0.7966328446733506,0.22939908254025093,0.3732242879530342,17,300.9428451033687,3
0,1.4939627000521352,0.6757723664670306,0.788282287262698,0.21827367930129904,0.40730143423255394,17,118.58692172029154,4
0,1.3182342671672418,0.6427162747045118,0.8143351512678725,0.22424718385410297,0.3888836862129356,17,195.5680107569415,5
0,1.3873226750616856,0.7467967211878022,0.7490452766626322,0.1973226724753981,0.3876571117632633,17,178.51265274880083,6
0,3.1400132200968898,0.6251880958844439,1.1559590244798124,0.32122228831933686,0.33365901202329873,18,-329.03505604408133,1
0,2.5009745520420226,0.711259313779492,0.9593693158848542,0.3009863627957704,0.3998281958086522,18,-181.44334534168348,2
0,1.6747746034994015,0.5747774030378079,0.7396870205042753,0.32648618445435423,0.4504417666735995,18,2.526221706251647,3
0,2.4018508547500383,0.7524198560935805,0.9797720031500323,0.29562246075710896,0.4137570390900734,18,-127.29335521419773,4
0,2.3567036000300825,0.6866955300964189,0.9623732988150151,0.323352069963209,0.403703707802948,18,-136.2638687954655,5
0,2.3608243739951047,0.8837353137853939,1.3316177720328644,0.24152875347398878,0.2761455493860944,18,-12.4503855102658,6
