,Drift Rate,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,0.642313781381928,5.42701678105913,1.831025617018472,1.4488371235738127,0.10073231078446848,0.2755350863681849,219.97263616771804,2,8
0,0.2682678217070791,5.418776029613647,2.0743763240533055,1.6576102791665637,0.10020657506937458,0.18377500827098797,261.24196609918897,3,8
0,0.8932897198334402,5.364540564351148,1.2811056668765384,1.5952756989325438,0.10227731095247389,0.16332823955378595,235.43268613713929,4,8
0,1.0267079788241147,5.914238570659984,1.3532216624795899,1.8043834555656337,0.10015773455124255,0.10035445369838569,186.63082937147723,5,8
0,0.9707818539674843,5.715485165319719,0.9876898446055745,1.4874327978204107,0.13914556784080961,0.10180012116727194,210.33246454768798,6,8
0,3.029882023556477,10.0,3.379249352809569,1.282901501221898,0.3247638413167011,0.34446480649718736,-259.254818572697,1,9
0,1.9252599284703658,8.90482511408176,-5.133551265777456,0.6094979055169181,0.3788036633956669,0.4127241741298481,-33.530948081362084,2,9
0,1.1980897023402117,10.0,2.4596610378191075,1.107658076080165,0.3462942673621987,0.3576485524916352,30.434464158960225,3,9
0,2.7883301061103825,-0.024323249542616176,-9.898007403048945,0.5062914436793875,0.37650169158935465,0.4438001431608076,-123.14012925872463,4,9
0,2.104467993816981,9.7336906710885,3.028774108836621,3.2584284524228337,0.24497292851787844,0.10120291575983814,-75.82074876076877,5,9
0,3.0423386167661897,4.577090571960743,-9.305023962592431,0.5327696772864452,0.39485301482754376,0.43624926018842847,-169.2101796939859,6,9
0,3.1344288328989225,5.954192502864643,3.623994072758425,0.7629605718924619,0.2787441199382996,0.35280914165053723,-534.2161418907058,1,10
0,1.9860670630903163,6.986697581690942,3.5323648256384588,0.9985285167597442,0.25363732041876125,0.32952326380995656,-218.02023574449134,2,10
0,1.25472131673171,7.477390254010608,3.961483339055957,0.8386821362286172,0.2605960415750173,0.3515537675349927,-51.126813517772334,3,10
0,2.235894054060837,5.185139034478942,1.716301762763319,0.8618575523454628,0.24630669638120156,0.33328161729979067,-222.76575122093615,4,10
0,2.3444771114341294,6.70427609525527,2.706727102937633,1.482636220683152,0.2035569417567641,0.2669441463661431,-234.95546901744837,5,10
0,2.577307965500305,4.9183428634403015,1.05907856407076,0.8565258050071316,0.2521646334038086,0.3361175809290954,-295.3431090369902,6,10
0,3.5858469575108707,6.541834546066122,1.7907499027375606,0.6776551730280098,0.32884900079522106,0.36016921455375317,-636.3711578581942,1,11
0,1.6894692768248403,8.532631057095868,5.5447012901258805,0.8575331680417557,0.31541211263251145,0.37320237347622254,-228.0483103168641,2,11
0,1.20158529830948,10.0,4.92308249638129,1.1920334904185523,0.2848178835568573,0.3237071974119853,-71.75830098224748,3,11
0,1.804889545324141,8.306542308188723,4.154877683047155,1.3051598831525895,0.2803875371443573,0.30348478187292405,-176.51837359937178,4,11
