,Drift Rate,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Coherence,Participant
0,0.8787472226017193,1.386822795551882,1.5920457846149818,0.9916099749229916,0.3245273527801056,0.31076424684324555,369.19951089438945,5,10
0,1.5081798055706,1.8020226187705084,1.8982794274168473,1.0254996491929025,0.33612000399519176,0.312590480192178,158.27545429846697,10,10
0,0.0958982446958459,1.1532085931045668,0.834031258615789,1.7497968452508355,0.10155808627389856,0.10580768648721528,655.6070077774259,5,11
0,0.15124582895886488,1.177785358513458,0.9515129710488536,1.6653691082875155,0.1076260153012682,0.3169990291080959,561.7087665043362,10,11
0,0.08550332819095002,-0.9154621838729526,-0.5506395034091838,0.936809264268307,0.39584967242011737,0.6486914478581305,383.705489770622,5,12
0,0.01322069219018344,1.3282817660437745,1.3246478203596577,2.31894079404853,0.12163003894786606,0.479721429983186,507.0759357647383,10,12
0,0.41511537546413607,0.370825501221085,1.1259864867016358,1.162647170372669,0.3803649936336777,0.3611530583766933,406.5985982255772,5,13
0,1.1650810401738902,-5.422433114352622,-3.3641193093444084,0.6764017374824447,0.4267353134832995,0.411708570300966,378.6397220347101,10,13
0,0.009851974448612914,1.5216628995032688,0.8870853710848909,1.3184934330026898,0.10734523134430268,0.5318140281875889,636.8066911220724,5,14
0,0.047704158288712196,1.325947203874952,0.7138072896792946,1.1843527969904946,0.10599774329598954,0.5836416638406743,717.0828639044455,10,14
0,0.14957625228972216,0.46150275230477034,-0.29330070553001597,1.084388738326251,0.4645495122882506,0.7551366437459123,471.5132549049406,5,15
0,0.348782828668146,1.5792709243315834,1.2289627500218923,2.48758052350336,0.13235251743882603,0.5419689480175462,454.8104909213856,10,15
0,0.5297818453803269,1.7816080466254836,1.1899984907633168,2.59474217084982,0.12464266186272271,0.23236171492033958,550.4029963501202,5,16
0,0.7198901916827471,1.3343700079155365,0.7241181960903487,1.4147714942101794,0.3171210382775379,0.3022238688045581,486.00317134108633,10,16
0,0.04879613548135788,2.360325888469833,1.5608748310225984,1.7544298160477543,0.10328693402844319,0.25942950520020513,607.1156796200409,5,17
0,0.11953568288506788,2.3911216737137617,2.288286552987539,1.609916507338438,0.11999986923359224,0.3662075444960896,500.73777131586894,10,17
0,0.32901350994076156,6.592329157540967,3.3525716396313707,0.8032439221125309,0.20786993850530916,0.19254686626773038,148.89517625423534,5,18
0,0.957230659622105,7.337220981445242,2.7634427619547925,0.7363734315329142,0.24105167861840537,0.17771241325070603,43.73756110909426,10,18
0,0.6521803217353789,1.813837364115653,0.7490419915375397,1.3474326166748005,0.3492738639053309,0.4326091835741916,478.6480524451672,5,19
0,0.9863193696126629,1.9271731987233447,-0.21767144205338407,1.0659235936644564,0.3720660653302754,0.38570481465455364,377.9401025976044,10,19
0,0.9772413191730708,-2.3676524853578647,-4.56932110341807,0.6844194565781963,0.4166114637277273,0.49407539627852415,430.85147236290493,5,1
0,1.5124952078632115,-1.6732169430585195,-1.5436952607767693,0.8329139421280503,0.3686474028531378,0.5107468755492347,294.09365892305374,10,1
0,0.8507412311208619,-0.14197437725177314,-1.6127960142755,0.9168758299765472,0.3376538350561471,0.4696426559691467,417.5418994079302,5,20
0,1.5698508784149812,-3.9812502873215556,-6.050776977865264,0.6562650126280589,0.40240325109180247,0.4947984569808269,315.8871455262083,10,20
0,0.6293702779772841,1.8636151077018266,0.6978800411499283,1.641420333983473,0.20592264974452662,0.5306390255632373,490.139078249494,5,21
0,1.0059498508978864,1.7316838760302187,-0.1856530176613598,1.3141497188790012,0.25446009753150733,0.6161886206900763,430.6050963437303,10,21
0,0.07521748241919188,1.3090529545551306,-0.8264802665228637,0.9847758877121371,0.10251666445262181,0.19760588117836603,825.6361917694375,5,22
0,0.19222845461823782,1.2119046757180436,-0.19476049967895198,1.0278648031147566,0.11510987363741876,0.10796349881058087,945.8729943207096,10,22
0,0.4286426927939094,0.40885683889809926,-1.3150338123943102,0.7557141991466745,0.22963296444776782,0.336580574910181,537.2229947307466,5,23
0,0.7547798256765066,-3.7328761927984577,-7.642285467635471,0.5300685551575577,0.265530626704302,0.44198358170626917,492.4784695646406,10,23
0,0.6561884390283244,1.7097847040050003,0.9238567908755363,2.152568183104555,0.263328245522186,0.4810586488122357,453.41116919145213,5,25
0,1.394901017841436,1.8579203732241607,0.19843465634277938,2.0566171353626155,0.38182769112581505,0.49526632443239815,331.9319808819807,10,25
0,0.2675819987208518,1.3428827969907429,1.4796733027799103,2.6555270619066538,0.10689606587648293,0.2968382838138647,357.2395474825963,5,26
0,0.4274722514814821,1.1257507380712337,1.2680383258030394,2.1041016149485237,0.14135872715829295,0.46077785281473066,366.5944572864122,10,26
0,0.0,1.3983766659021204,1.2977314206802486,1.2178751653223694,0.10979012286081086,0.4018153154012756,592.4321974146037,5,27
0,0.1253100705598503,1.4289311033397154,0.9537610667418852,1.2066057593626152,0.10117099080122482,0.38688200278699525,612.1346413346807,10,27
0,0.8940244249631537,0.3564054351673587,0.25600097149779066,1.1096052918047015,0.3538043993804969,0.47116803554713305,415.62709197896334,5,29
0,1.2752901363845526,0.3556413662343533,-0.16729262690325336,0.9757266936185935,0.3680157219880733,0.49273645290310325,320.02965131329887,10,29
0,0.07591555582264206,5.2791707629223295,0.713863847702578,0.8713461071848734,0.12967421464739426,0.10801567997559902,714.5143157441321,5,2
0,0.1925642074407989,2.3611275652935,-2.5914406772217715,0.6516208166161253,0.10820264827191428,0.14213482228919455,1506.4514849256338,10,2
0,0.6412741771961941,-0.5182878053950082,-0.7273559849274198,0.9328681401785457,0.5171030245522442,0.4313613348201384,497.3011953747757,5,30
0,1.753396852062487,-7.521525451046845,-6.2076745527147885,0.5983390515781353,0.5446072607267001,0.5475947148930436,267.9388025617509,10,30
0,0.5981901773512199,-0.8005579274421706,-1.2371746341778227,0.7809171849492764,0.27833267269966994,0.3713406571387604,607.5463047021894,5,31
0,1.3364325254694498,0.13528918126836506,0.08899331860465381,0.914837778751858,0.28396591005590893,0.3435736078129752,284.4396357838783,10,31
0,0.7682361649218995,-4.24281618027406,-4.32455888643945,0.6983510815532665,0.5269871232232104,0.4990437218106451,477.5884786804661,5,32
0,1.4966498427903474,-6.6129420899128535,-9.55914913348942,0.5786156667622175,0.5358139759210124,0.48330873935402385,366.78135723776967,10,32
0,0.0,-0.24766514999997213,-3.1368526787646225,0.7818761814853716,0.13798194810486436,0.41750595741503227,436.6227780776714,5,33
0,0.0,-0.7441323268293015,-2.5036119402733386,0.8094835964514648,0.10281929591429062,0.41341263809925366,665.7842064358989,10,33
0,0.9320857928620817,3.5199700639996325,1.3766060343511357,1.873082874220593,0.2307661817300639,0.341616131250869,381.06246453267374,5,34
0,1.8973507987903273,3.9327122837371813,-0.6832009644475814,1.063625252815946,0.37371083176531317,0.47274672518028454,97.90950597228442,10,34
0,0.2056622164973609,0.9700311969331261,1.363982902918397,1.3804640352815638,0.2636411981761376,0.3956800736523942,581.710220377184,5,35
0,0.4291826064373473,0.5401481871198484,0.49030449955061517,1.0293316229134644,0.33640653708470236,0.4722179911781055,567.6442517957142,10,35
0,1.3622827735350822,2.1620281848354344,0.49310730129952896,1.05647551124426,0.31361124008108754,0.34783073336903547,249.94375567821382,5,36
0,2.477047322487658,3.3163481722234254,0.2772737298411787,0.9879175786191352,0.3339512438508492,0.3845392876212396,-89.86654571299103,10,36
0,0.6551502973235752,3.1581214269565967,-0.06460357384508435,1.0542151399245463,0.38345817236313084,0.36132394933576384,373.3683029847618,5,37
0,1.9416932523238606,4.321650333787913,0.8809639728340224,1.270438507633945,0.37131957072610167,0.37898686440138607,42.85917021832978,10,37
0,0.0,4.178334199595193,1.43581407107234,1.9723549697529847,0.10280777758242193,0.1977685884300669,520.9125348925294,5,38
0,0.15735787169530607,4.2457882200737815,1.6937439384607913,1.953972752826092,0.10440060257710165,0.26592460101999066,479.5596464055323,10,38
0,0.790582453650392,0.2985115307753927,-1.799323422726029,0.8660097875922692,0.4120857542380142,0.6727772076306986,439.1112451496257,5,39
0,1.3727436220572282,1.5295061425315704,0.1406448382467043,1.2066995438824475,0.3653455425831718,0.504719452110189,269.65648125964526,10,39
0,0.5872034846074909,6.965245224990814,1.6881878276365607,2.4009357702799816,0.10971016268383921,0.2521888701096726,337.57343642410353,5,3
0,1.369507147842879,8.866668912394053,1.6155798094045701,3.831907515622916,0.10538917818323701,0.1629809290585803,163.83254739577788,10,3
0,0.911646524736985,2.273095343205236,1.0825040157873056,0.9043189839986083,0.33334962742223717,0.36647071393760616,332.32789036631556,5,40
0,2.029332497483113,3.8077419961021053,2.879483357642592,1.2893974707883245,0.30314095708736444,0.31560631338083345,13.157678099439053,10,40
0,0.0,1.6953087708298118,1.208556619864178,1.5218098535948696,0.11291340575903636,0.3647750287031971,648.2029253131834,5,41
0,0.0,1.660537107852485,1.005837921902232,1.5405678442168864,0.10432801033830674,0.140359122030901,661.8862245123872,10,41
0,0.41913929229387037,1.9127851060520369,0.2620395139363465,1.077011074863531,0.2708149334379226,0.42928576856310724,517.0468777620921,5,42
0,0.9394554196881657,1.6624627578427742,-0.14231289046278767,0.9895152246329149,0.29131856105462606,0.39543027192685853,395.0751136659857,10,42
0,0.5005660430398777,2.7621579620756243,1.618607561214517,1.6539936685750827,0.1670469260970272,0.24391499060471655,518.1999920024142,5,43
0,0.9739710527138395,2.7686666129096125,0.7130393419425284,1.0716057995394221,0.2898074676225137,0.3709281572165372,334.4663999641608,10,43
0,0.3135539167946754,1.748217989561593,0.8902360669824001,1.130451659153048,0.26100667839260494,0.41337125217977005,576.3193368500592,5,44
0,0.516908826863931,2.449769173910844,0.913538503579185,1.084743533410791,0.33346386812036743,0.4352391241367693,493.07430908049184,10,44
0,0.8001446085514078,6.5011282690549415,-2.709308309399344,0.7394699586457625,0.28943196199997234,0.32546562810488283,260.5762843508064,5,45
0,1.5137280285486399,6.196992523049419,-1.2715140393400475,0.740343438373606,0.2907364609724161,0.33602976860415945,39.272009250051504,10,45
0,0.6033032180670874,0.6671081071975686,-1.0737068694097294,0.9574541229048124,0.2602849961987822,0.3488885944496901,517.5486752264976,5,46
0,1.452152834247487,0.74796011289245,-1.8851036999807826,0.8411445164322084,0.3030513887552651,0.40672315249125246,254.18409653092925,10,46
0,0.20358688017468582,-0.5642297819536863,-5.3846544581706395,0.613079666398967,0.10795220447983744,0.18121667857094476,892.1803748685796,5,47
0,0.39623559634344624,-2.327403419028493,-6.948592664842996,0.5789982482440936,0.1039078852856814,0.18562504594581386,818.5583861884602,10,47
0,0.26731401793356835,5.737564250763193,1.975233377706399,0.7491729004416987,0.12166989534108807,0.10207813941342403,1662.2083989374325,5,48
0,0.01425819925710936,3.357377246290212,0.37219265284363034,0.6464036454577755,0.10876759809457326,0.10886178233456445,1002.0871159543055,10,48
0,0.03171049405878854,1.913153359358146,0.925288444468052,1.896591247139889,0.10870755016272049,0.30293067931301776,448.23397082758714,5,49
0,0.09783244616105685,1.4942020627028847,0.4347753241534668,1.5486127993239966,0.10248789271012804,0.10139076681820808,533.9025233725314,10,49
0,0.6294530944965099,3.1807139217770715,0.4901503567607966,0.8462828083114196,0.1340364916218435,0.20293677317799186,350.807263302254,5,4
0,1.121581122462877,3.408692820740974,1.2157563094653154,0.9381159800106973,0.11392519714546978,0.19704919806349436,315.0142103064727,10,4
0,0.02622375893316374,3.4762818121230907,0.7373398908380522,1.3040548733408381,0.27141020635428154,0.28585958352473634,479.5746080230156,5,50
0,0.08319078061101891,3.092522819590668,0.49548636535609714,1.192552909945769,0.2121914992532764,0.30640190298631087,482.3836191401107,10,50
0,0.22706859137164112,2.604824729779851,0.9568025763345984,1.912714396689946,0.10501900789174984,0.37575492144259337,381.2413854429453,5,51
0,0.09958538802658189,2.3659125692883256,1.4580475711532224,1.708579007505865,0.10334059586521332,0.5207764381071975,390.88461837517673,10,51
0,0.20271808573794226,2.949097160099778,1.1591218601222688,2.233068408714532,0.10143697136750679,0.43672757239895865,555.2878910636166,5,52
0,0.5260793895904518,3.699379985951437,1.3370427963373397,2.77025826093631,0.10203115703885424,0.4213536954169026,507.46271058306985,10,52
0,0.3557236216465624,3.6191186901248518,0.475078978697824,0.7833735675371494,0.17975786071704108,0.356152747088109,336.5937079386248,5,53
0,0.7603394483619401,5.148537787088869,2.0402419686086453,1.1542329979303787,0.15017320392006883,0.24884285889131436,274.17735189014087,10,53
0,0.7490298418989169,-3.3962937058309266,-2.1473635159683093,0.6376223023446306,0.31650502197636127,0.37102529653047656,376.3120490443327,5,54
0,0.813163524580638,-0.37167496862692034,1.2652891710341967,0.884209956573951,0.20631505619502466,0.3233443773333393,393.73447583979714,10,54
0,0.3675711516047761,-3.0718497926256356,-2.8429414395141586,0.73930927308996,0.4483428124179849,0.25987847914352874,487.6719958146224,5,55
0,0.5278240763270347,0.886670158349961,0.9541231052904408,1.586351694125804,0.20390976128877675,0.12522097242057784,466.0744157513604,10,55
0,1.012599892037616,-0.7883944577854739,-5.591185883786131,0.5703829173139026,0.34342515246641,0.4083928218749924,287.61873603747375,5,56
0,1.887206099217097,3.3371438085673617,-4.721307934236498,0.6205384180783211,0.3458954798822155,0.36042489197333016,26.35814410967937,10,56
0,0.5159245677994101,0.9866813009752821,0.6673246724412898,1.5443602612360379,0.28500358277767873,0.33289484941254655,537.7374971346389,5,57
0,1.005261390544976,0.26756775463940463,-0.6265006016461631,1.1245550246259461,0.34768869558223336,0.5319157593880083,488.1605063822655,10,57
0,0.11235170506131838,-0.16474833228975172,-1.4178442424125377,0.7781711175575792,0.22836899879864114,0.11059726121491481,673.4835988225954,5,58
0,0.12507367876537998,0.5174321422777868,-0.3998682640147051,0.8935009538220426,0.16134612779152185,0.1188560618907003,714.1682137910948,10,58
0,0.535231022364324,1.701547373431452,-2.13288206926757,0.8005549324571284,0.34449405557567375,0.6785406438638523,487.3708506782544,5,59
0,0.8885029605864101,3.52368165712125,0.9236314288041061,2.453222030758878,0.13799050579769506,0.32035740078462105,416.1452042511133,10,59
0,0.39920591144145795,1.748383277271418,1.8873945494652398,1.6193571748006494,0.18554789381901876,0.28177390390323004,559.3263590391019,5,5
0,1.0134304149012383,0.2610735710288312,0.5231013163683986,0.9735034681958905,0.25586463970699425,0.3914415771644043,393.3389870402014,10,5
0,0.8649688881748863,2.1602722926935445,-0.4363963246930561,1.1029489437683022,0.25045937038148475,0.2972356371128701,414.66757193659083,5,60
0,1.395862087206619,0.0825692182236092,-5.206479862037452,0.6454862811372073,0.3442867775482209,0.4190617418348115,258.8474921748714,10,60
0,0.2160229884058841,3.582154702673439,1.3249554256405558,1.7640318834696642,0.13014347916742303,0.28291248523764073,435.2146556155135,5,6
0,0.4808471115450108,4.764161701486203,1.57692825041354,2.149230105376928,0.19208208903162155,0.16671322809744865,415.83043143040857,10,6
0,0.2190931250809089,-1.6893883831448608,-1.4521970008832603,0.8381300765351352,0.6161855019091989,0.4917543071377442,466.4284956508796,5,7
0,0.6980521947519263,-0.4193283031238359,-0.9307963285901444,0.9333273204089143,0.6444312741428913,0.46056415775791454,465.9556676073499,10,7
0,0.3851714328943268,0.48848214348218827,-0.05808330021410647,0.9494136237566297,0.2618400003558177,0.4843259882281804,512.5766865511696,5,8
0,0.7834948184697935,1.4911151487637986,0.5521892245284531,1.431319478908884,0.19287393354790083,0.17364442976578742,498.00216533825017,10,8
0,1.0095797620271747,8.954237196994441,-2.73422181608243,0.7502198059538219,0.29984638494645166,0.40474429978199367,151.71273033979944,5,9
0,1.8471179622301568,10.0,-1.9082484613817654,0.8188894237029705,0.2920026621925444,0.4236410135390142,-18.487926261466086,10,9
0,0.43455527678090267,1.1371920161918072,1.0689022525961729,2.560396448347932,0.18973415117208137,0.15100168387296603,422.3202627517582,5,25
0,1.0142840584830886,0.9375192848275231,0.6092164144167481,2.403915121157997,0.25741086878755737,0.23022245958596665,378.3503780011856,10,25
0,0.09467997258785812,1.5384470149234357,0.47157901492992066,1.336459635984181,0.10361979600218502,0.18264104712079082,743.0281388339073,5,59
0,0.16126597134166137,0.9090656856869778,-0.023724501118500444,1.1147803613847955,0.13336471437414604,0.26463442239355156,688.1895173001875,10,59
0,0.15258657302107298,-0.3824718586772758,0.25338952326407055,0.7592302630913972,0.10695380179554936,0.14621241055292938,865.0396653317632,5,60
0,0.1842490716815341,-1.1319207591620901,-0.037521803382691,0.7009943740942854,0.1630301721001403,0.15651386379624327,1035.524913942384,10,60
0,0.7237924598078378,3.3537613160694466,0.4383924727282597,1.0773700977008058,0.3165648694200853,0.43995250747293674,349.9242269919818,5,61
0,1.1907670134303547,3.8235830002552555,1.7281203468986315,1.5640250628747698,0.2290445642478236,0.37574083212219833,258.47157027120693,10,61
