,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.19194275208974515,0.7285537368341517,7.120698840841131,1.7417565299545026,7.272463719140681,0.1687840054512496,0.10195041663225868,107.3144318881923
0,1.9810838226636165,1.6521310842741672,4.601232716324113,0.7268252542169411,1.1666741161752574,0.33130591985447577,0.3216505436889415,-196.51991426046683
0,0.0,0.0,3.007559477317392,1.555155790225132,3.1110126833259377,0.10101705900493174,0.29836120849899095,588.072796263358
0,3.772831620831039,5.949375310697827,2.5032911765232355,0.8844845403938821,3.3697037537207786,0.30842342273925494,0.1564376451936536,-199.56398964377354
0,1.9711871480185181,1.980304046254352,3.7566492708356645,1.285155466375329,1.2914543773333058,0.1864981813821054,0.2626696616904968,-76.4254246383511
0,1.4137641251569333,1.697573610526665,5.58867461270945,1.1808448755261023,5.227544875819201,0.2205294137482574,0.10288352815753582,-167.26325026410083
0,1.2063144771575698,3.553354862082973,6.336940627159366,1.132719548351326,3.926304640315954,0.18008987072947547,0.2266692470412387,-422.874721651609
0,1.274107279533522,1.9791467157556846,4.852071337045745,1.8370289342904962,1.2400208961356967,0.10652531995277914,0.23698452462145653,-108.68416598172212
0,0.7443596781866332,1.4287575206562693,4.731579066005369,2.107669187563346,1.3943748170305876,0.10057841081478303,0.253235076295008,109.9270728917359
0,0.0,0.24709197435138866,4.519049847824029,0.7705604904274135,2.1494592373444057,0.1305158500213065,0.11354614641963684,293.9256283860209
0,2.626672649339111,3.54655339947525,5.061852972019379,4.2262136609461125,7.024585478677791,0.14931057211268145,0.12089617063098029,-81.95874863790044
0,2.3226140257525434,2.6573019164483607,4.590509948513043,0.6955623338683763,1.3035244276601583,0.3050411334131189,0.2789635201148771,-658.4519350302046
0,3.5532128276210133,2.6566794319122335,7.542664648683056,2.5624024786170185,1.41690849941476,0.200175336057335,0.25741878510537863,-634.0047424003744
0,1.4895718147694186,2.9599385541373104,4.698252962201175,0.7258603371881462,1.9034740692415846,0.2240963655691774,0.21272654647621642,-395.0904019968246
0,0.38069750730332735,0.03961891093231369,5.670147593285276,2.068849618448053,4.665489696526443,0.1553381320324283,0.10202891942233294,476.0939574173923
0,2.792648548876819,5.5068515454820774,4.796343750349936,0.8334128827928455,6.135372748297286,0.31456479282103733,0.11040553254809804,-475.2788312486301
0,0.4990059840760803,1.302879615292318,4.998521277047609,1.1971715714971891,2.822723231281668,0.10204490761535284,0.1045067833947877,365.05054235594105
0,2.6599965510805794,3.3637453108448483,6.74228376835428,1.0046554281403925,1.8929726495317043,0.23596206721395518,0.1972613200358858,-990.5330911536042
0,1.623678769746135,2.5685812525518874,5.21373036619425,0.7288420756006051,0.9162972753464609,0.25016006483257586,0.25909653271210903,-333.2881048796283
0,1.3597606833203324,2.6467660247138385,7.5405316369802,2.107387397471065,1.5175650263922718,0.12434854618871383,0.23308581449134336,-861.696398110732
0,0.32712953792557525,1.9098233731329741,9.72874829515326,1.9875333868158478,7.5356838447158125,0.11871576723636057,0.12357989110398371,-383.11488686593896
0,0.33153686685755535,1.1612018418609045,6.5514352993179426,1.7323116610573868,3.028497240848882,0.10075552341502803,0.17617472354923325,94.25715820105451
0,2.698159989626957,5.060492112549718,8.954004595381699,7.115079290153298,5.803269132706431,0.10063712535519609,0.2280394087566901,-240.79000445871526
0,1.6638873853199643,3.089412792776228,10.0,1.06861929074506,0.8588379357917222,0.19266256594298092,0.2816511261272199,-1134.1937469750305
0,1.9755625674753865,3.556955643698028,9.358260461380066,1.4813476076562075,2.628787377935772,0.2107233841906786,0.23185666049148507,-871.9111615703298
0,0.6571633729862233,2.3919045072329443,7.839895267352325,1.6079177516991172,1.2414814617576027,0.10118153272868774,0.2601163721647064,-545.2514240713758
0,5.0907584203394745,3.006773490910975,2.240750092354152,2.883421491800234,1.0229936588297326,0.1080022368385875,0.2598400568801185,-238.90021901125112
0,2.3271434867676373,3.6161540553394356,8.684438132013284,0.9123713835043619,0.9154504262232743,0.23339589136378275,0.2697891947127372,-937.4036651480501
0,2.378674504444575,3.045371832457938,9.260726771416554,1.3454944392017736,0.6333914484702596,0.21174545152100432,0.2992441341123243,-953.2361537448305
0,2.95072674779053,2.757754037186827,6.107685793282437,0.8414787411953877,0.9779414268968862,0.2947789116496355,0.2878702154287464,-782.3945894853172
0,1.4860553328251735,3.7438126801064304,6.744088707212695,1.6360109673839731,4.320590480304354,0.1676706803099134,0.13688015038040396,-335.0443182205117
0,1.7071574531807665,3.8219069072365404,9.345178952565421,1.0841467911014502,5.549418903634171,0.22033558266105563,0.1415812662645603,-1315.5978567988232
