,Drift Rate,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Coherence,Participant
0,0.0,-0.6814031865570876,-3.5698040907150115,0.7025463119979967,0.3747935853176598,0.9023811421348469,367.4355795482616,5,1
0,0.31250303857750295,0.7955506497668392,-2.018201943062505,0.8088785770902964,0.34841968182374444,0.7252155939610869,353.8149857529947,10,1
0,0.27435646596344254,5.546232573866612,0.6699937035545259,1.0820787040501831,0.27311198441721235,0.3619371492272119,390.7725359984334,5,2
0,0.669507904041526,5.827092196518552,0.3461948757798857,0.9824630896715796,0.30936316926216867,0.37225966046270137,316.8031675933663,10,2
0,0.6357952832501295,3.259825459927474,0.9104713750288145,2.050481946364836,0.1814406174692983,0.12621414332459185,498.9440457586745,5,3
0,1.0888489409179618,2.28241725837602,-1.8916513219246869,0.9395536904203321,0.36279702512823875,0.19519114144296662,404.029068650874,10,3
0,0.31904500656586615,4.204693931916541,-0.2072634001069976,0.906397605974758,0.16271120369394665,0.1669738282825199,393.750578466505,5,4
0,0.31157527337837987,4.40725508273311,0.6992426241706426,1.0689171331778504,0.10820852341737752,0.12042863924637348,504.20476019108077,10,4
0,0.45745628581010767,10.0,1.4804616189334228,1.5556301272955748,0.15639148733018154,0.2838138510362237,202.9259566497811,5,5
0,1.053508659548829,10.0,-0.7180983944838092,0.7964122782848508,0.22506981854170377,0.4452611596543357,163.21113857363596,10,5
0,0.0,2.4742679956733675,1.736327827216335,3.074974339540714,0.12792425861446544,0.2127932843396872,612.0955400010575,5,6
0,0.0,2.3013968515007894,1.646636221606792,3.3654424024225187,0.1466973420310328,0.15886539703879893,641.2205511883222,10,6
0,0.6356957312623143,-0.2711095160532658,-1.360831856804922,0.824564445373634,0.2940564162167727,0.39875343290000903,523.4154685341105,5,7
0,1.0293842022137814,-1.7601704468914614,-2.0529523858297276,0.7049061461358486,0.3585658311856022,0.4563090040656015,382.5248349519218,10,7
0,0.5421758676499615,2.2495980344056226,0.2188487296349035,1.13459086457725,0.291503058878601,0.4207816122146261,494.6520841890751,5,8
0,0.9408155066896142,1.6231793770910312,-1.8236471341306002,0.8915712880965896,0.33882216955715705,0.39513138722682195,427.4700585426038,10,8
0,0.12419046245451862,3.0744862363507477,1.9072423167935018,1.739250632698841,0.1124104030096793,0.19205443492946833,598.0766045530402,5,9
0,0.23344326425291745,3.0819853677598554,1.8386006625694031,1.5912019901430687,0.14166129350388834,0.25843059165201954,490.5637322162439,10,9
0,0.16420460317833538,2.0926421738782643,-3.3761857782618714,0.7847410558456906,0.1419689286826497,0.3548820470183057,540.452134456239,5,100
0,0.5592844320179264,4.5420017590047905,-0.043006400132022206,1.3031714854495893,0.10914941277093898,0.2851351667878649,403.9477579548661,10,100
0,0.14054728128708663,0.1413596587282695,-0.4050782918690754,1.0223667605512978,0.16081787984072893,0.7433247635594861,645.5339624235523,5,101
0,0.43242589775385404,0.1558415371934289,-0.3165026271103343,1.062351646189339,0.11263699370852209,0.712197208787966,532.6762086081668,10,101
0,0.8539981127091814,5.858264380107773,1.1223904319215774,2.19461318605023,0.2059299722148098,0.12639206309017703,310.45016139757576,5,102
0,1.9463911289553235,5.560422080773553,-1.432929526184634,1.1216250787574604,0.30679023551385254,0.4273229442445341,89.24150552247542,10,102
0,0.21336149661225295,3.935845938557828,1.0998894761169202,2.200390446242285,0.10109769041033978,0.101275419397167,516.9148941597781,5,103
0,0.1446402827757467,4.280647988057864,1.600427571073779,2.2887947935443256,0.10591646504101787,0.39611768902567235,461.14354163895416,10,103
0,0.11185797771441396,-0.363848066255979,-0.7958257514159726,0.9085135251470344,0.10826548755246285,0.156547709711304,885.8338039222182,5,104
0,0.17240258425987012,-0.44952694315420033,-1.6372030990319346,0.815764904778856,0.11012415745916948,0.13614282211313744,615.1939466519711,10,104
0,0.0,-0.2920262228833667,0.31425300155458924,1.073570189698644,0.10872503179146237,0.10665291901758334,660.3508178585024,5,105
0,0.2115789676942339,0.2661167943219106,0.4773444194737489,1.1121119324748845,0.3423873569322296,0.10909309998381694,752.817375374207,10,105
0,0.4027125205981989,2.7983399510199005,-1.986550220128821,0.7687675003330408,0.29312140725869806,0.312591530345645,459.02375752507487,5,106
0,1.245268419937627,2.6303998932679273,0.16379770590599194,0.9909417038115063,0.2749490090363587,0.317426037980841,260.5254169564397,10,106
0,0.2876820806335617,5.962404138775654,1.1966700871127252,1.3793301441281085,0.10165349609621632,0.10860301449658061,696.7073066508469,5,107
0,0.6085482680800818,4.322083867160195,-0.3876135644126191,0.8400194705989308,0.10482466733005685,0.2844862940901199,514.7529817216921,10,107
0,0.44748218256777456,-1.3747214407645176,-1.9072590798703435,0.7127346899603055,0.3286011774561325,0.37478124120505163,519.4482536818007,5,108
0,0.8696894812606526,1.165679236371652,1.2688818178115404,1.253903112525406,0.10572135674668087,0.2864720176854776,626.2207561416409,10,108
0,0.08566074155689045,3.5909514777065636,1.1863413240624314,1.496058005832789,0.17151684109637794,0.31173892017151494,516.3315905703873,5,109
0,0.27470285724373644,4.155273997455296,1.5234971811108793,1.6172567996463645,0.16962356603779744,0.28071703459437164,543.9373843728828,10,109
0,0.7072340361237256,3.9968671985536397,0.8448811291750594,1.3201455688188668,0.3203266693222664,0.3756429438518325,388.88309740615233,5,10
0,1.572076556780023,3.837178789674765,-1.3995284182915886,0.8874422578430128,0.40723419075940187,0.42562712792210994,147.52125331689206,10,10
0,0.07605363363095541,1.0411067379062613,0.6357382450934935,0.8670967521770803,0.10140187064424355,0.10435223490573625,1237.8761478611048,5,11
0,0.1767338699137874,-0.5221230300137397,-1.9542333634644413,0.7018745763125529,0.15917564730937556,0.11239455577178237,791.4311553523514,10,11
0,0.08999913539790265,2.679308487554882,3.8378854609202073,1.0673796325579987,0.17288395823086772,0.102064081058935,627.3476652548384,5,12
0,0.18477084262922155,3.1455006058250277,5.494282661070046,1.42437202550532,0.10755598062685584,0.10302555620570619,492.47065572681976,10,12
0,0.07531322849415273,0.9281337169691005,2.0947325346691525,1.2666796662197441,0.5032039806666109,0.35699084642316525,566.5234526299859,5,13
0,0.03166712832806104,0.2755131018539365,2.0867136520729637,1.0079940345341374,0.5223256385578984,0.45278905135810976,525.5375741300517,10,13
0,1.0742003701418696,8.7176537661403,3.1771326464790537,2.029981564031097,0.27289198067566633,0.37541005177091447,131.61961571823647,5,14
