,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Coherence,Participant
0,0.7086067573089359,1.0899567240844719,1.1210392628791852,1.3768252878143497,0.9310493913371554,0.32035654519969625,0.3492399987067236,370.1923304111433,5,10
0,1.5697034721834193,1.4524497683454534,1.9658621052479104,2.026074580175522,1.0649602558002091,0.33350448580224457,0.3094831013544077,163.57175297679143,10,10
0,0.058227750386420606,0.1432578418124374,1.1348855976380114,0.8098681664823714,1.728372241264418,0.10584428618028408,0.10919138924974264,660.3703208289137,5,11
0,0.1881223695396962,0.10570351242426965,1.1940002300211332,0.9470898266442301,1.6880709304966954,0.1079904339681243,0.293454836398418,566.4217016026416,10,11
0,0.0,0.3076166893306567,1.0551845185175468,1.1501852990729013,1.7738165014907445,0.20215596990151824,0.4231877236927636,383.6246122304302,5,12
0,0.0,0.3614753770302048,1.2920661733963938,1.3097919197210588,2.2767161248872623,0.11565244715145723,0.5156643697974901,503.93462156663105,10,12
0,0.2647576001908283,0.5991663763885652,0.22445010280388014,0.9712095480158359,1.1170726737139347,0.3863324776521997,0.3828778670564786,408.0798574212768,5,13
0,0.7334325975231464,1.4086821568775445,-0.8310328556066017,-0.49308688328122174,0.9603997143449741,0.3650577927470444,0.3638297712151676,375.87925382797954,10,13
0,0.029785529987235458,0.0,1.5206047358971135,0.8873447972717015,1.3150982923050125,0.1034170477765029,0.5314476575153365,642.0469676809147,5,14
0,0.00934505628882315,0.08080052917617693,1.3562538185409732,0.6702743103479372,1.193733437438036,0.10121585191594967,0.5504836042178672,722.1097867457341,10,14
0,0.14371374002553516,0.15788810876286188,1.5880989755321235,1.097436589352561,2.3845647183066054,0.17445259098709387,0.4668363774226438,474.3500944521208,5,15
0,0.3646066304302567,0.31907511998787147,1.5561917253906854,1.2955789417689216,2.4456603845178932,0.13159527597052734,0.6076853199001729,459.7119581165583,10,15
0,0.4117683442104576,0.6395002144789451,1.7705385889717868,1.168973988947966,2.649590386388652,0.10318508083587768,0.22797072840529486,552.9935505841767,5,16
0,0.5012946128255857,0.949281863189545,1.1874027688268454,0.42151073943494677,1.3462521867121668,0.3071170474898892,0.31813627075382384,484.09824846332987,10,16
0,0.0,0.13423355533894157,2.296966842355345,1.4852698486523854,1.7095506562829592,0.10210988189391584,0.24277107154888372,611.8604832537479,5,17
0,0.0419887442346389,0.2004122910900981,2.583858763318096,2.3829380435467415,1.8010781312645254,0.10519473108330751,0.33488517475198376,503.88159133737236,10,17
0,0.30592000250541324,0.34302441232079567,6.6881831567017365,3.4392532050760867,0.8187561099054141,0.2067589697350669,0.19994356163553556,154.26161194339517,5,18
0,0.6547632698761782,1.1418571303518081,7.582005347022246,2.7234256501656593,0.7453968679153999,0.24019300521969428,0.17786045044987364,46.469190692881554,10,18
0,0.6920518592371306,0.6642083051483408,2.0698222723727944,1.1694730362788437,1.8369604001677184,0.24019222612042646,0.3153566136427931,481.5474660001333,5,19
0,1.0017817641793283,0.959568349595306,1.4458679642657115,-0.712215773511731,0.9727101736663286,0.3791618854017188,0.3908478419016064,383.41100400076584,10,19
0,0.8265433343407548,1.3172324336195562,-4.220368879258337,-7.638608612210633,0.6074495624448555,0.41214058025343514,0.5158594815125559,430.7609505669315,5,1
0,1.1591716794018725,3.0218275661510803,-0.11187306200082815,-3.9011355386961797,0.9551916926122073,0.33262022706565997,0.5055271936917203,285.1765042200123,10,1
0,0.9596319873676752,0.9350588673426788,-3.2920019724010348,-5.509464812995843,0.6726101802759272,0.384828582530115,0.47406439925551164,418.3663232902666,5,20
