,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.7371961707207374,0.9017001051794886,5.20019006122536,-0.810924140233732,0.8152950389952887,0.3108355143517246,0.4026064773361494,495.79735497623483
0,2.7044899488928946,1.2380442482933804,4.841062952160236,-3.963095545518222,0.7861851064213443,0.4305322328277711,0.5026067001926293,232.01055414362423
0,1.191751851949265,1.136770137080171,5.113114771042937,1.6971695326386227,1.1955060102724908,0.2096472084161527,0.25881079298332366,214.47082917095688
0,1.7490872091850587,0.9793194788230686,3.450490655039933,0.39472123959395367,4.501667273429335,0.1031866903406225,0.6883130623042898,699.4417937169046
0,1.811186107472817,1.091254297624703,6.435842629351879,2.233952695338574,1.3702373457533032,0.3110378251589944,0.32220083617616757,204.05099955868062
0,1.1265547111668055,1.1579141186963895,-2.3326790879666026,-5.970906557814758,0.5884995402319633,0.4101104919170089,0.5477792555877053,452.5658683915361
0,0.528081245266134,1.0641285764271482,6.180184388999657,3.335605239589716,1.222531228364224,0.14998980966449033,0.31486967268087895,333.21486263810493
0,1.8452686249877708,1.945843523958231,7.040127274838577,2.6900341513422066,1.613917816431615,0.35572072678493316,0.4253607227541524,-99.64317496591181
0,2.096883286135231,1.5675342624802315,5.0818695056731515,1.7494826653308475,2.3116658485415553,0.3531367270554473,0.26717468286709606,154.82437310292153
0,0.7288496892372786,0.44542158539563836,2.478874828636321,0.09105015508629484,0.9333232237182081,0.3315561265339339,0.3697197379351347,825.7320007868691
0,1.045144340371073,0.31770506464707127,4.435195691839739,0.22805669054404476,1.227516091270016,0.359974541496058,0.41047898451321696,912.5068934958474
0,0.8612223721119102,0.7825437590957787,3.940948134583477,-0.23317002601469702,0.9730685906508478,0.215829239371238,0.46351625178446615,672.8342134457839
0,1.5152539721739848,0.6719750811084245,2.280213969400849,-0.05557694565184604,1.2110528009614856,0.3529986953412596,0.4052332278455839,719.0381040363982
0,0.5267536575444076,0.5709242093102472,1.6649437646775365,0.6062704066191483,1.1323871027585284,0.3187861394210092,0.4262295111021278,983.1932332305025
0,0.686984576005869,0.5129448179920271,3.5926793056172523,0.9497510949998245,1.4074464715749015,0.16054924776823515,0.2410318030973761,820.6288760675587
0,1.6340999071386524,0.8748400469658852,4.272672733313592,0.7131034067238651,1.4707915829693419,0.3234086800939846,0.37351163002368487,599.3534175994289
0,1.5346102604160679,0.9322034380751543,1.629322575621406,-2.0837329593917913,0.8510669023044439,0.37571156622006496,0.3977799806434947,645.8041747047548
0,1.3421547378186578,0.5966890196122399,5.449444886799686,1.0578122595787498,1.0454712212436488,0.34863027245975003,0.3942925892303487,500.47941608516777
0,1.1297065512852877,0.8463822566067143,4.166260701789539,1.7604860257282144,1.3810611936343484,0.2839226097435996,0.26532446832230966,584.1030713236984
0,0.4954455422873476,0.4062616742139707,1.4274410424591173,0.6139002292035254,1.7556590843860156,0.10682101453241521,0.11510843025877787,1280.2527977279412
0,2.3283521106991865,1.2851172694314874,5.321931997909306,-2.943319749550419,0.7070830801096246,0.3341682772619815,0.4304028022339447,106.79202267532611
0,1.9860862346733859,1.203990493761855,4.732105794034984,1.5370270996672009,1.74933355702571,0.29929692607699443,0.32681566565762743,324.45882586257017
0,1.125611289635074,0.6798720665379961,3.484205715608548,0.6918500385654471,1.1674262639004405,0.3312123463379735,0.4135761982980002,740.9613839888375
0,1.2481384486394187,0.5600014019799362,3.7278127373214978,0.8230897060750104,2.1982557118030006,0.3500282734016565,0.27121333080963694,849.6990278936307
