,Participant,Drift Rate,Boundary Separation Speed,Boundary Separation Accuracy,Self-excitation,Non-decision Time,BIC
0,1,0.8929872569113964,0.5994190165754891,1.2070230847967132,1.6187925387486903,0.31911234663459337,411.8309473381229
0,2,1.952389083185525,0.6627457557746541,1.7901586722004175,2.0807280146814437,0.4213528490074785,-70.61445453505301
0,3,1.3411282217280465,1.142460962329824,2.404873992822358,4.176379169022066,0.18313424715669874,125.05975336461026
0,4,1.648367377502807,0.8276032062737042,5.362674229844373,0.35073392255213104,0.40600915538195653,225.75131141961091
0,5,1.332386617773316,0.7812862676130874,1.4774436149994763,2.5393164718937644,0.32284871947877825,233.59898035769226
0,6,1.2039938129068128,0.6251787257618551,1.368288617481733,1.8196520140655499,0.4178655547362614,293.88790064858074
0,7,0.8686666941332083,0.7794892104447406,2.254333527586679,3.678935330371023,0.1685525167399931,343.44277872729845
0,8,1.96967053677672,0.8703585988174938,2.2059412523667152,3.9041430437360654,0.3919375094513705,-137.92055321707863
0,9,1.8271182520605527,1.157575642732863,1.9302500560781501,2.4410069790994795,0.3888823009025548,78.30343966589733
0,10,0.5869528505550876,0.8154797748429949,1.1923964243082552,1.5802757826027685,0.3388621354903223,711.8922338946518
0,11,0.5820082327278462,0.6472920749633926,1.3297415812420876,1.0092192412301644,0.40901328749189303,687.5284328738622
0,12,0.9298040372106381,0.7831817169942279,2.0547801855512673,1.669119888105097,0.20906257649728338,568.1916023046008
0,13,1.1621234582038429,0.9232384960010669,1.810026065698925,1.5209387554549012,0.37745791105392645,482.81166688174943
0,14,0.6349945417754057,1.0073966826092144,1.5573018724096719,1.7923193330874758,0.34820293328832563,780.6514810734452
0,15,0.6210080586162582,1.0057309761997058,2.105127974152399,1.9260280184697027,0.14465439888799686,716.4728142343247
0,16,1.1681565851235327,0.7366212489478676,1.6653917252821264,1.2511743496450811,0.3863563793809779,470.0074576139315
0,17,1.1808320248473823,0.767152469823662,1.1012505848503933,0.3427608974886647,0.36262691918645107,496.1902414847049
0,18,0.8604755221844137,0.6626532637640845,1.272243080744416,2.022236517659514,0.3701615724809615,451.8571737101109
0,19,1.0091556208738879,1.3113476497838046,2.006767737307407,2.82443031566304,0.22629434737370357,511.05968748772557
0,20,0.5131339353911782,1.4973496686165633,2.17449469995797,1.2284940219279992,0.10357144656873823,982.0601880039401
0,21,1.6048954566121194,0.594871145347295,1.533809503640292,2.1311777398623204,0.3203041681494023,28.5453270699704
0,22,1.4737486467250414,0.8847542393607961,1.9324041544409267,1.9074498975719885,0.328539012712653,269.45782893177136
0,23,0.8895941120105733,0.855297572652383,1.6707207427613784,1.827279983377245,0.34220266005385425,630.3912639561421
0,24,0.8725675915385088,0.9460643876689803,1.9734881280230874,1.3025500355660682,0.44549943207874604,635.8699177122971
0,25,1.146403971001256,1.8733150971162118,3.0616828401975864,2.6643201736865376,0.1993817210143593,532.6419950950481
0,26,1.4750961119540316,0.6977224955877954,1.5825981137642828,1.646614455893597,0.4666998962165233,209.9581137449952
0,27,1.03266349443744,0.5013813618436984,2.9776184530285015,2.3187299893561217,0.33443789048813277,201.51772434750674
0,28,1.5788112222628714,0.618248025481722,1.5149273534192798,2.6317661188705497,0.43848599685169276,61.90626563511348
0,29,1.8871438654599553,0.6897572548198454,2.428890352935876,3.937197009836799,0.31532714518054167,-181.01733297173485
0,30,0.8015294612465729,1.1032432482354202,2.741233866536923,1.7753639604549305,0.44372775880075793,752.0222987747054
0,31,1.3024976870738674,0.8726543333669969,1.6725652905867205,3.3626347558100678,0.2770974420228205,204.0951917490302
0,32,1.4825971726902312,1.328029025012472,1.7054110363624506,1.765335904621063,0.30872057041807754,410.2758826924384
0,33,1.5548573530668637,0.7657736789364531,1.8323937148514116,2.028895623715988,0.342399417848711,198.73907773379545
0,34,1.1094291326508183,0.7687218781696625,3.2279798541272875,2.544820179649907,0.166842573636373,352.15008936298005
0,35,1.5769977765279732,0.5407448114719013,1.1919082639419316,3.633117446795866,0.30075486437416166,-118.42868013680604
0,36,1.3295771158109826,0.500993296256881,1.6693489925542195,3.02551228390589,0.4037311494246347,6.94365209010661
0,37,1.2100264530124547,1.001154838568557,1.6518319775291799,1.8578276958047986,0.2713954785208213,470.54299090212044
0,38,1.7282704652407823,0.6540825140481399,2.227089574746718,4.006557421082848,0.28228228926902404,-162.1538279075781
0,39,1.8473977353854871,0.7700388126472033,2.4681429704934126,3.3506846454576524,0.28528089961244024,-92.32198167485888
0,40,0.8055260145164889,0.6741040926152753,2.0136534748680757,0.7707386842693587,0.34098000965727115,463.08883129388323
0,41,1.556761672518733,0.8228797160199148,2.36819427435406,1.7847036419304412,0.30725676563790516,223.61416044099883
0,42,1.32218777779575,0.6255020032692675,1.4090907845552794,1.4418874642235668,0.32428163120901354,271.1236338337264
0,43,1.1225286074151,0.9363218425388107,1.6521592337354263,2.742711166058164,0.32488772550200057,387.1600831566886
0,44,0.7839347713957177,0.8596108360469468,1.908150578560062,1.7091868622113418,0.29994211705529494,768.8256887872691
0,45,1.6371227660219017,0.7871079565550057,1.3112191220980516,2.2209122643747756,0.346410378375388,141.18068128306356
0,46,1.3228827653072224,0.941454673358824,1.4705632765909198,2.5034253948387857,0.3386241864151772,322.25262402652476
0,47,1.2824788899251869,0.7612016395386765,2.8053070326097,1.1624852126444187,0.28886017537385983,390.9267825396197
