,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,1.2253402085904337,1.7713193985793139,6.179989814935459,1.5921469148222922,2.1548327980523063,0.14824420198988825,0.20775568653029847,-1000.7892999733713
0,0.7646267765145999,1.4632935154613216,10.0,3.684681535035668,7.1772069626481105,0.10918858236213624,0.11566649701847792,-2195.786657548378
0,0.1572714444152682,0.2379932403137865,7.899082923049744,1.383968207466828,1.990869323871764,0.10066708864726431,0.10056487083868026,-321.64828767798787
0,2.2230747213604296,2.3188714589576604,9.488931214859472,0.9587888505679185,1.1521148731647433,0.2620545049447933,0.2620502645271686,-3769.332236788335
0,0.2737333358665426,0.4478853154631587,7.824485891405411,1.3861822491776188,2.015514230482331,0.1009591680117034,0.10036118446298437,-181.50020718726995
0,1.7356531825146948,2.229892628459534,10.0,1.3578398255940236,1.184910325112785,0.20459015139791847,0.24654939860723007,-1720.978500213987
0,1.3761955833592547,1.642559380563157,10.0,1.448232761949774,2.301848064577287,0.2118412481577197,0.20968422479654686,-2862.00042357266
0,1.7933870285326234,1.7739090725642221,4.76971941193428,0.536370719788239,1.0351944462315874,0.24914975885924734,0.24702333699567286,-1787.7773692799792
0,1.5323351876873958,1.907902214841874,9.681155308590917,2.169921157585165,3.9549281954783946,0.19962786679225136,0.17495932188359187,-1324.0256147726614
0,0.9027626385602746,1.3303670323531005,10.0,2.4400909899497654,4.879458563087381,0.13264989663966503,0.11188056182958356,-1988.3061603627345
0,0.05501725645371636,0.149109176330531,7.742739501465193,1.27262082454352,1.4119305273370926,0.10149858175944187,0.1018680097430229,-447.74008446121223
0,0.8649585073338684,1.1781738428964141,4.20891449810037,0.6936827417184621,1.3794366311493933,0.194146686356944,0.20577243814421903,97.7717111332847
0,0.2801492214531786,0.809826632925889,7.504524035308993,1.5911085843691923,2.8244575351262,0.10053361907846631,0.10271776540166433,-339.9584965394472
0,0.03916810973612892,0.527803610176221,5.4925778264405265,0.5016010591594933,0.6728238129326134,0.16468499272861775,0.16396274411589007,-281.5553274416323
0,1.0580970779373775,1.1993639818788826,8.767390212072554,3.734350227227586,2.345278402988744,0.16602675126741956,0.23494387599608524,-1395.3913338128489
0,0.09265485328571893,0.5172011401683181,6.121873600717726,0.7605403450070898,1.0638940286693388,0.1661366379777225,0.15701289511152616,239.72867147670874
0,0.41777218492594304,0.4621127099853567,9.994763645461232,1.5015118256880475,2.1232510157455997,0.10266587035852714,0.10101009889700308,-1437.0390190813916
0,0.394962607911921,0.898012380083971,4.691135027391489,0.6553470452220602,1.5978243776346486,0.13924329884366243,0.10685208497800641,454.27947554431887
0,2.211041873014517,2.537879150492382,6.98315128026589,5.063121695123292,2.241358615505386,0.19962762910691995,0.32129105083042153,-2598.3761073238093
0,0.2818073667378475,0.4554204096828791,9.379553309310596,2.0534595626599312,2.9517726118332632,0.1003377118864392,0.10037023413578161,-1158.009936043132
0,0.2204955547984118,0.008876322661891542,7.661292609877787,0.7276684641876972,1.151476990499651,0.14400228751116995,0.10590356298390896,-633.5230640915943
0,0.2955941035112094,0.5653079828350873,5.566248897841966,1.2218661028070836,1.9150417309780856,0.11041775849897784,0.10074700071248505,814.2702739600226
0,0.0,0.13634719113368104,7.087132797456422,0.5007959832103976,0.9159898969788611,0.16368703255330097,0.12740156408625497,-804.944605860262
0,0.08080138611909263,0.3431150436064755,7.273850002806693,1.3480953624259384,2.3877064517293762,0.10044470829426005,0.10082607999012705,-6.935238177956286
0,0.19548800710909184,0.7094815773085895,3.499451199723022,0.5004527213903796,1.7465749845593104,0.1555794018924423,0.10148712389960174,363.46687703535076
0,0.5630159042756886,0.5867016885028071,9.443774474236644,1.2634742531507843,2.2600995592269113,0.14708459521300582,0.10330478267174359,-671.1298039244867
0,1.128612400669405,1.413497995438773,6.1840960640974645,0.7257112162249237,1.3344810812969374,0.16938811682761623,0.1868491931431811,-598.9661443165784
0,0.12833221539672743,0.0,10.0,2.1696135183884926,2.419329402240472,0.10524014660855291,0.11842675658401663,-1016.4287183025176
0,0.30170430449818036,0.4446508640082288,7.094388827170859,0.899377442872273,2.151219382133316,0.1317988719527402,0.10098527413023889,-16.471869078255487
0,0.11119649760317146,0.10623315091349518,6.507816793550832,1.2665867776228983,1.5442041920898824,0.10027700813986984,0.10079607614915287,285.02193440330103
0,0.15218456184195603,0.015549612030617603,8.034684325148046,1.2033397572321798,1.2629799669666855,0.10762191983083857,0.1004920631412049,-129.30176917987944
0,0.39734455939283037,0.12658270063169608,7.171864273776099,0.822245155155719,1.0887683515408737,0.14377454199913764,0.12121295416457484,-36.9935691326004
0,0.11118334176723754,0.10575080120332125,6.519933585769691,1.2748401314017843,1.5439934489503804,0.10071287727081696,0.100105421578912,284.86994190796247
0,0.09216304201006158,0.4737213716123013,3.6511559117867676,0.5681464010047512,1.893023799072108,0.17421534384179543,0.1079961419950895,619.0251164475691
