,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC
0,2.5693061817928697,1.7016109801293609,6.610025621245406,3.5864411867661703,1.4442086774547036,0.3014629964454668,0.27276429784315237,1,-202.1782787758466
0,2.752034308286137,1.200746992333747,7.0202478561740875,3.224925016639559,1.3452100157918316,0.29006080848578203,0.32788540291973944,2,-35.11205553839742
0,3.4000431609148833,1.6336403415140333,6.432900298668097,3.4781980098024587,1.5974245223518326,0.22156440955375167,0.19729954472894967,3,-266.58960850423455
0,0.8675812181519929,0.6080608298504012,6.914754932196442,3.8063078928217284,1.1429114290158955,0.21476786641497786,0.26216365231111105,4,184.82672232699215
0,2.130100188933323,2.0805051146423277,7.225145899268288,2.1191801372130348,1.213513573638148,0.19348589439157726,0.26330822121488867,5,-307.00754234425943
0,1.4322430466808427,1.002183711326666,6.0129783024066015,3.74263309423732,1.1236085108210925,0.21649873558077032,0.2852044816767752,6,30.029361014797637
0,1.6338589515398518,1.530139788786158,5.856387784249004,4.101942805745703,1.1819060266554824,0.2099504670904206,0.22212821975599778,7,-100.50603018339771
0,1.4464462820260628,1.3586856760424488,4.388895869154071,1.6332125818080825,1.5796438465962082,0.13023960351798036,0.22720031272398972,8,230.07968781113024
0,1.4974961204270703,1.4097779076395096,6.494579961636078,2.606612512911095,1.6084084955784173,0.16942709619995888,0.22015599080939374,9,67.10948055203141
0,0.3948814446076126,1.1705501501423377,9.537226075633278,1.670772624879505,1.4436295843904614,0.12061309726564706,0.1560073275754883,10,234.46692064611813
0,1.2975974958234413,1.0322303834381992,6.020205846667661,4.19483398759269,1.2033790608027304,0.18533786136790498,0.19223124700996502,11,59.07301165072126
0,0.5726010313114891,1.2157256448934015,7.500942941891849,1.926879518883422,1.8689583169855273,0.15614409402199075,0.3197066640182037,12,288.5565178894574
0,1.204307314938221,1.2679044930409393,4.838249322752328,3.4349826707916855,1.101830533591551,0.17130775897657163,0.28005690054409216,13,127.61177623103535
0,1.9060041152704517,1.373695629378256,6.1611588251356935,2.654951249472122,1.3423354873209692,0.2965977781498331,0.4528875701751824,14,-3.9235103488479908
0,1.5447326992732247,1.5562554635741512,4.400439683179952,4.929457926382985,1.6960688228396252,0.1395152178866918,0.2321859010195383,15,-48.68396822873533
0,2.28893731258852,2.0164585246099818,5.279318982539939,4.797306847681153,1.3215193721704366,0.24767499702443457,0.3202422139992803,16,-273.9214027812609
0,3.093373935713543,1.7319093859418682,5.076227247766355,1.04425113404082,0.7002697650994474,0.28971612057426455,0.34101576900190445,17,-364.00501262134003
0,0.6926517245844246,0.5919807754464163,6.417160462446264,2.6748178853946944,3.2098240337735837,0.14644621927705598,0.11494307617327737,18,441.98159862821353
0,2.545591763548016,1.6100670391423197,5.484644064083776,3.515232715167506,1.1938670269430807,0.21458775381635697,0.3409675696107285,19,-237.96725944177774
0,1.8459652511776616,1.2099497575381244,3.8297312750208854,1.2702953983379268,1.0246687026445254,0.22773324766248393,0.2923883106553119,20,157.05878438650223
