,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.228092682364875,0.8984761133648265,0.7078457707252332,0.8637563614364527,0.9080444493026603,0.6140734692847292,0.2473202494232376,0.31484911086249967,-17.63392829696913
0,2.1301111653991334,1.4900396849356348,0.5237983938896275,0.612592349477013,0.08233961407601104,0.17566972473314751,0.35799530896628307,0.3889360400153573,-194.5207168408991
0,0.0,0.0,1.2801714921852532,2.1688875655549658,0.7075473497580268,1.673469350973988,0.10914083541102987,0.2984658534128952,485.8269692667047
0,2.9433920387159596,5.627247651883351,0.9576195418002358,3.142936815701603,2.047619041760407,3.485712140879169,0.3098476703477548,0.1668401489092214,-207.30029995726966
0,1.9893927580066315,1.9239877881477723,0.9054594801312744,1.0327136034994404,0.7692307681877419,1.1492702363622784,0.22712166762385638,0.28682461029669304,-97.21233663375136
0,1.447346541661484,1.742325677946642,0.738855518666281,1.1895901583061361,0.8329052411796137,1.021562662186712,0.25636956799378335,0.26060658888707045,-215.65538393193322
0,1.372377693812413,4.632618894852141,0.6196286309210284,0.9573205212616713,0.5861374370010992,0.24633264763406884,0.2385042457727316,0.3722799386195298,-495.46957552673535
0,1.4047931104839722,2.1885183931825063,0.8664338286130855,0.7479931932720456,0.5586646447284103,0.2995790111869534,0.17128220170965125,0.2887078655621946,-113.6913219056687
0,0.8420419183612857,1.4541787818721277,0.9585370933437192,0.8590949761016486,0.6217931960129046,0.7898320175399285,0.16434206177894606,0.3037203748043918,109.30090229948826
0,0.0,0.37761102879896913,0.5714477569493968,0.8709412280124116,0.36509371509205335,0.4417397720370006,0.1569246828793731,0.2263217477987331,283.0464582820565
0,2.7817031195804627,3.785492597485104,1.3228149766797057,1.0102334980656615,1.4499999950457965,0.551294537896179,0.2953248984381254,0.3839700686621224,-79.84025245227636
0,2.254620086513991,2.768994974157057,0.6273714913196052,0.8653444505006548,0.8603072224529028,0.727272748271759,0.3104686200827498,0.3127389479402458,-704.6359742736237
0,3.5735020730978206,2.8171060984171263,0.832019963280813,0.7768643737702431,1.1612903187465806,1.4447446987226593,0.2886479336247263,0.3013523471068409,-661.1838729728805
0,1.5201309717166331,3.3344665437147882,0.5517246016223014,0.9172581676039395,0.29813373492488715,0.46703293469882734,0.24689810103081805,0.29807585412444215,-408.5122867269565
0,0.4917773992286354,0.112923390987822,0.5596786678054837,1.0078088924300244,0.5010324416833383,0.6256098076776102,0.3390424494097697,0.24101660755219945,511.1404593638721
0,2.932442099763403,5.443613101997756,0.5704766266059362,1.9750173023629398,0.12550559777202275,3.3990152056163656,0.33694665166352633,0.27372651013299965,-472.347547793188
0,0.5658398185636724,1.6494099131859576,0.6944573329402921,1.2153186184700222,0.36665934438374115,0.9644207436675958,0.14266334332777442,0.19287589046294024,348.2292409336992
0,2.7669633538320193,3.48813949261808,0.6591826240462554,0.8668800281094658,0.8990932765490648,1.2601163438480472,0.26844561644850096,0.2660273360589937,-1037.912981958863
0,1.7073546508711768,2.5439870764614825,0.5261448070429577,0.7729145949831371,0.3124652723674988,1.1666666593026511,0.2783195991665625,0.2769376165630814,-354.2081717712745
0,1.4920903994981556,3.115991699436952,0.8511439595845487,0.717618840794124,1.401882646123855,0.5038508649931472,0.19598679546668984,0.284462984548215,-978.7278350606721
0,0.6470360215677917,2.11992675258954,0.5084490970774769,1.150752194211523,0.47049935203205434,1.545076270958612,0.21459531107525237,0.23637490598131694,-378.83893743149963
0,0.4081680265780583,1.287076089708321,0.7632476492303186,0.7328964780802658,0.6902239129628609,0.5318615303020184,0.1533555569461184,0.3262700383253401,125.18189339200228
0,2.5289792320831066,6.0,1.3020214599919528,1.4293521174120993,2.969696989723794,2.96684501665982,0.23953895134868441,0.34591330057120795,-265.40848446338964
0,1.799123569976239,3.1396468334002527,0.604806968320695,0.5194956733436285,1.1951979922943732,0.7231425411839706,0.2109839516078209,0.3074719930582721,-1190.7827085873832
0,2.019478276394858,3.7896714734703374,0.7198901079455244,0.5568668746435206,1.1811387219318275,0.17379061126684514,0.2436493633770705,0.33701657752591196,-907.1939091602593
0,0.8230304724630897,2.717127320974204,0.7448941916880303,0.7269599238346349,0.9730686216188902,0.9303642939649144,0.14601045050057715,0.29831215577290604,-545.0617795676663
0,6.0,2.4875655651222326,2.8658630935353147,1.094594518695895,2.1052597134426088,1.82352940535817,0.1213431261872458,0.26692492237798554,-249.1626533657698
0,2.37879311900457,3.844933455225772,0.5832164003473211,0.5253955938362505,0.6979526339804035,0.3536524001941663,0.24477183777525807,0.29911709224160626,-932.639997571574
0,3.003524118775942,3.365923403820551,0.5080274657343335,0.5134399425065865,0.4996411416069595,0.6207353502050714,0.2838198475982668,0.3019906928509748,-946.7299086156972
0,2.958884297028896,2.8576273879484293,0.6063311209734947,0.6527294356818436,0.7828753182743823,0.6082470748102312,0.31899415758099137,0.31945091978126017,-797.651118015356
0,1.6609633375937647,3.724609500255781,0.72703863995162,0.813699965534231,0.45564482873951295,0.617952732377083,0.21653521596881786,0.29051937933212646,-297.6033934230624
0,1.8421186719654443,4.101540605557462,0.6147882579197456,0.8963665136849001,0.9739276993530981,1.7142857113016245,0.24548238072663098,0.2886171465603044,-1382.3329235427918
