,Drift Rate,x,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.8894839348301935,1.0791417274518635,0.5945135801742314,0.989116013396484,0.318640808161034,0.3691516839874921,416.40766601160425
0,1.9340642289154388,2.0036577162085267,0.6540583237344544,1.6763627436287316,0.4211908497439397,0.43510234187349506,-64.82211677253488
0,1.3574593769728307,3.9100231380598425,1.1060149571008102,1.4511192769925505,0.18378788668039447,0.27791642569343716,126.05941840741883
0,1.6580245061444436,0.4192143673807085,0.8216111512733977,7.218774469391254,0.4104877963795127,0.10234588348023854,227.03350656216747
0,1.3207993253269075,2.541602780075075,0.7618379186917599,1.70536863628331,0.32682196873741765,0.2756915296047558,235.8945719687395
0,1.2076753968363807,1.8907719965318848,0.6204430387018265,1.5143739732237451,0.4186803806392967,0.3828580500076264,299.6608119933783
0,0.8526344379340439,3.3903435294197477,0.7801069674055725,1.3752373506097038,0.1677702201489608,0.27246005090127956,345.30015918768805
0,1.963436374803403,3.747565149866755,0.8598462500919277,1.6522535367564615,0.39072079676203164,0.4445329009887006,-133.67601603008757
0,1.8658612730111859,2.2765547725254356,0.9789330603212063,4.298935378869915,0.4249179889593554,0.10995452621341634,74.63864640479792
0,0.5952689353306272,1.9832038877103044,0.8563637380358178,1.5612997851878134,0.34081304133606033,0.26103669162583887,713.0966879610907
0,0.6021240957632026,1.586367798560977,0.6694165374765753,2.1766387682396826,0.4104160771584558,0.23263826396193288,689.8559672606584
0,0.9258362167385774,1.2612397141504317,0.7585732297351107,1.2741427443577198,0.20723149375963207,0.3998463597847874,564.4458484301131
0,1.168445129259833,1.6202436802533804,0.9421990835906833,2.9355632617679728,0.37495647673297067,0.15903836948719718,483.0660419954093
0,0.6365051864371885,1.825725251879339,1.0118672754303635,1.6750810670937648,0.3474348357772643,0.3180357341119737,786.7492287905704
0,0.6427503266734034,1.686971381082843,0.6977277144110747,1.903306361984482,0.28299027499588464,0.15615228898083622,732.4346325688747
0,1.1670897046613222,1.3308884383654678,0.745015311477927,1.8714011851480734,0.38161846319649295,0.33654457952363503,475.625814001579
0,1.1926939183167715,1.165077242858003,0.883064962905344,1.4374698632833818,0.3462909453514387,0.2782471483355983,503.7715665899059
0,0.8458565902211617,2.034628257759754,0.6362042508712138,1.3989615200112357,0.3693441631649441,0.3346448815780365,456.9872174113921
0,1.0139935805446338,2.6729168566333423,0.9228636355387043,2.378446678506105,0.3218193439950092,0.16020512817219007,494.08905456807
0,0.5173524994198089,1.2857193142939873,1.5548657331310798,2.238184121037922,0.10251059810349095,0.10817784375341521,987.9479532936324
0,1.6022132218566358,2.0308610172027124,0.5951876698536531,1.3751357063700747,0.3198286648902543,0.3509567472039047,33.41085814861096
0,1.4970367421186193,2.0212626563988247,0.9427194670300567,2.0253557518769756,0.3232492838530793,0.32368299633596964,275.9293713541774
0,0.9065225307910945,1.998622921207219,0.922144690091232,2.3787200342312667,0.3351581727511129,0.2050315934530728,637.4079025456247
0,0.8780399873909316,1.3418448640127747,0.9538136624846958,2.0525786520833784,0.4496203763224451,0.4327247409066921,640.8696477149085
0,1.1394244856579125,2.656732347601785,1.986985210992997,3.3450200499202216,0.19513961916148997,0.15532968922439383,539.3190956595486
0,1.490752217764597,1.7885117085031192,0.6926769345776989,2.1705406200125124,0.4676817261796088,0.357168502195336,210.9129293433643
0,1.0502324801539977,2.3317468064425886,0.5002568263193035,2.4235927239185484,0.33425625675107495,0.41977660200435696,206.05932918390602
0,1.5840828313786226,2.6594627003487155,0.6152974371059221,1.4229634753836233,0.43827595059276453,0.4612791249805551,67.57816111215469
0,1.8722096095530514,3.8522743889146738,0.7279183757047791,1.539557636679148,0.3103109062440109,0.41112902209023816,-184.29256896045064
0,0.7544629465556292,1.8350772441031493,1.1216777256504846,3.499717224588081,0.435619609179261,0.3108465038045658,757.6772047762221
0,1.3005818792200687,3.088580598237161,0.8551710724308976,1.1586401843113383,0.2736388006196399,0.3593792845861815,204.3240835811523
0,1.4849863125055782,1.7484672640939487,1.2889849455759141,1.94737051869307,0.31932745090699505,0.25268051713752965,415.47025825461424
0,1.545460173061016,1.9337065377388556,0.7619270722468965,1.5919848500679215,0.3419252079394751,0.3835450792265668,204.7097832840152
0,1.084331617125812,2.053494412869616,0.7201290856985443,1.1952379894940321,0.1641698380784929,0.4733886226314544,340.08105267861026
0,1.5609967772348499,3.6929346029347188,0.5454898559759345,1.20104860802621,0.29949455145409837,0.3005745231448961,-112.35685464915242
0,1.3272834809426686,2.982552060100305,0.5011807059704103,1.5148357241862955,0.4038652896391211,0.42786317175369676,12.57505626720355
0,1.2004298890920546,1.7353595189736655,0.9685341921416861,1.5337852717163192,0.27607527521816544,0.2852499325030878,476.78956522240856
