,Unnamed: 0,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Coherence,Participant
0,0,0.7165946866056457,1.072889066199914,0.8424898458560363,0.7901760051395951,0.3292552866072944,0.3684991086994566,366.7121552032754,5,10
1,0,1.5611872555008297,1.4620053268766973,0.8468625504924226,0.8180659460460098,0.3470239804148216,0.3259212414090511,164.8923058970568,10,10
2,0,0.0504470093083016,0.1576302834273626,1.1709757205082625,1.2783870036973737,0.1251076761740428,0.1021926729210359,674.1501214499407,5,11
3,0,0.1950260014195636,0.1111879021217685,1.1527069088817974,1.1282797201928785,0.1128615280375692,0.4591158366681501,577.0989852825758,10,11
4,0,0.0,0.3762263329143384,1.149902383175294,1.0775102292289125,0.3396828561588128,0.6124061737984476,380.2352568213732,5,12
5,0,0.0,0.3066594821570994,1.117756246462719,1.072985330512137,0.3763628007805388,0.7908513269364773,509.397673881998,10,12
6,0,0.268664236357838,0.5827423340450061,1.097105306265355,0.9102107723677132,0.3827319143056288,0.4356868133269453,402.0770810944819,5,13
7,0,0.7114142887366829,1.3604714391901438,1.1813540954886943,1.053173272994974,0.3036498749330832,0.3582153508901476,370.9359914301526,10,13
8,0,0.0392842023361964,0.0,0.9454731990745704,1.10661374138234,0.1291273747371422,0.5208232845662502,645.9240983824847,5,14
9,0,0.0202664206249163,0.086025006905617,0.9178156167726106,1.0815005344825257,0.1299806333020129,0.5579141317424453,723.5281662339956,10,14
10,0,0.149288961047085,0.1525727587324537,1.0158627310539146,1.138490837494902,0.472743974753851,0.8328336718991874,470.6174422827792,5,15
11,0,0.3534876841169986,0.3074251278915637,1.0600704762128657,1.2240644060699508,0.3968570932149315,0.7324990640140621,471.7425881818831,10,15
12,0,0.3574763044298544,0.6234456261277341,1.1063272334767675,1.1921207914399252,0.2652400207090112,0.5573434769735442,574.8702215756825,5,16
13,0,0.4780762105074177,0.9736568984949104,0.99462726000516,1.2515147065359602,0.3705179593285803,0.327407659610661,481.0778923681548,10,16
14,0,0.0,0.1231591978397605,0.8371707539439404,1.0309563118561964,0.2506899128087781,0.3571976921812481,626.430319374167,5,17
15,0,0.0459592884480514,0.1874243972576764,0.8198045003821595,0.8543055859824192,0.2411808239152045,0.4610571896013045,525.733467256233,10,17
16,0,0.3279585084525793,0.3607055186690737,0.5477473841155921,0.619656127079433,0.1902007083195333,0.208554920857324,181.9518360074728,5,18
17,0,0.7730326059738855,1.1610106344616948,0.5008226615138733,0.6351292799233145,0.2427871477633577,0.1793016683634664,62.88678287390431,10,18
18,0,0.5899369195994952,0.6464682487621122,0.8967048172184294,1.0994178283015426,0.4095360690038419,0.4850576364857623,486.5239579277039,5,19
19,0,0.9939517037074364,0.951339400530756,0.8032244029193526,1.1695962498357797,0.4033508925273856,0.3508615785305285,378.44629534367147,10,19
20,0,0.7359996055556784,0.9919486591288414,0.8522123042392047,1.19422800255033,0.3834482760759409,0.4062158850311116,428.0468977221615,5,1
