,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,1.4279197835495085,1.8138235368563127,0.6454967619130061,0.8618509702712598,0.36512368824877783,0.5365908535995083,0.23183950495260863,0.2604035630706203,-862.7005567128106
0,1.0355520229346287,1.9542416783383723,0.565107313103907,0.6058999604087867,0.4673682802491492,0.5126681998285978,0.2322027826540372,0.30311312978787674,-1836.550349740287
0,0.32920975693195853,0.4615627046831845,0.5066327232428822,0.6084576864396292,0.1484183382301998,0.26479702201134137,0.1720250285652405,0.17333605494203297,132.39694021696914
0,2.3056889140212613,2.5201413796874306,0.5512757850498149,0.5217849278138793,0.8647689252789388,0.40507206456450495,0.283130149697744,0.30701578841214305,-3757.3974882266825
0,0.3991690969205144,0.6755040972060775,0.5320311637503372,0.707320172151316,0.42305149302292366,0.7440520684646743,0.17275397279703264,0.1753420228806491,-175.6028734741779
0,1.8969863785813148,2.2747233045446764,0.5587107049838318,0.6165377034607271,0.48525705900939586,1.074630021943544,0.2481295300745976,0.2783946335086876,-1726.2110877377072
0,1.5868056917591804,2.154077702414687,0.5125178574848999,0.5094474632351318,0.7892695791457633,0.24415590526932318,0.27057181026692795,0.31585911314812837,-2614.4522014435456
0,1.745582081051574,1.8776954416293954,0.5054339283643086,0.6882503905660089,0.45114310627755416,0.21787127317529298,0.24687453642559243,0.2780297851559715,-1728.9729628537536
0,1.8213268867854175,2.0444551240204607,0.6300884840354395,0.7239527653315547,0.7341204993064081,1.0662927866072998,0.2712725705720574,0.29496648342747317,-1337.9076932517992
0,1.1998635819624874,1.9072011602232575,0.6650169120134093,0.5627254299694093,1.0386305262231084,0.34873428359852454,0.21925149567711327,0.2760060538782159,-1801.451749514125
0,0.24260240540788436,0.2973041830929417,0.5024657206532055,0.5186628942330351,0.14289692267268994,0.16112299624949533,0.17028566716413268,0.1754601665157307,-130.58620945993238
0,0.8824318467053702,1.2877523304557967,0.5233974838568645,0.8345204987024943,0.22007367935038835,0.3998901373800581,0.2174386627507035,0.25452575762182367,11.019561905108766
0,0.44310920306533896,1.11149822930261,0.5618502668713488,0.6696666547026466,0.24578852288423603,0.3242450187329362,0.171568085469741,0.21013411410168975,100.26201258899945
0,0.02437655469291622,0.5596250237640432,0.5035671596674614,0.5097243256421464,0.2983268649241595,0.08919797305291555,0.1533438859977806,0.1726174913585285,-198.64764436632026
0,1.332292644207147,1.363166412149237,0.6045372386149301,0.6979430460421883,0.39052016584474325,0.5428175340755232,0.30287202270000446,0.2977175295376979,-891.8531789601057
0,0.1243483027721295,0.6421563122537792,0.5246164482190103,0.6170189594377784,0.19088540441960755,0.2849737620487023,0.17868487496452584,0.19434836137929307,339.6750080077046
0,0.5893680970451816,0.6966848332069269,0.5074787889796135,0.6752432134503348,0.540317281984465,1.1301602182046713,0.1722676253889699,0.17235420019423253,-1509.2145628592214
0,0.41547479728743486,1.123555461429783,0.5176616616781762,0.8200374451115571,0.21500663991986668,0.5310970612471726,0.1534784310930688,0.17513765431117068,355.4204180886626
0,2.171771265975171,2.6747988726602525,0.8070579324372793,0.8478695640284934,0.6810512322167406,0.8743864433263038,0.37133784998557023,0.3963339055180618,-2594.2020262066508
0,0.4099853438634433,0.6311847613336088,0.6387841304052149,0.7347372287545015,0.8794244974173735,1.0131834734472116,0.17881608485086803,0.18676687451901275,-841.4843618523125
0,0.26149575540397096,0.1271698114302735,0.5020574047597384,0.5373563784980395,0.3301810465085191,0.45817649555400797,0.1627564656243829,0.16519736631873966,-537.2792220008592
0,0.369549392109489,0.8729891093186959,0.6753645563775748,0.7501206149713986,0.6991965461307195,0.41537304337536085,0.1712508456722482,0.19286280432897718,706.6358364535657
0,0.017444970304623553,0.2076959804014189,0.5049166537781544,0.50939362544021,0.2704214124208837,0.19860260908987315,0.15302830984861904,0.17528506103249047,-526.7915910230245
0,0.18222461685648028,0.6319984621819899,0.524268659431697,0.7010170499989421,0.40797313656546885,0.5180085002443569,0.18147609977253526,0.19484664879732544,26.959225117488145
0,0.18012736141523655,0.7942972463904079,0.5022307634409708,1.0461749162303104,0.16517670147316577,0.5904599718780976,0.1449869786904584,0.15029162432237259,401.8073981851892
0,0.7119172894157977,0.8472388986361183,0.5162866737965119,0.6560818387679968,0.5224112937085157,0.6967291043027881,0.1935077994629203,0.17243314800628834,-539.4094518721912
0,1.0401974059812273,1.5299786312285877,0.5700752083420668,0.7270187626399967,0.6173138269844678,0.6481160491690061,0.1769099262269216,0.2337555189891457,-691.9600567034925
0,0.1252072677340168,0.10026473580247197,0.6270757501128932,0.5501799570767476,1.0575749651855428,0.7877260216431976,0.1860008382632578,0.2245579432382403,-841.2851201782096
0,0.4204128603945416,0.6886414539605443,0.5063490946729035,0.7121469748534528,0.23758922611768085,0.42935243747528595,0.17423494202903284,0.1759656947844767,65.184016624724
0,0.20159716065892397,0.23522127582045993,0.5821922896679088,0.6334860142889469,0.523994738995605,0.30459181263809754,0.17328045721095708,0.17937676967903388,328.57163118842277
0,0.2744524213607704,0.21605393473549528,0.5002738200858441,0.5065818454098658,0.1587438416212632,0.18026661613285655,0.1712239069198705,0.17806703492271508,-65.58783324998882
0,0.4515272875345211,0.3013258222922168,0.5093509297994796,0.509389930485936,0.2966043306659647,0.16517943443702254,0.17496665654789467,0.1806594469551437,-33.00915022528346
0,0.15684977550008894,0.2104923641052203,0.6116968994380578,0.6363529335354661,0.5609802630727887,0.30769230562998345,0.16493918934507334,0.1736340792299505,327.7966924846454
0,0.08250817534115376,0.6079437691666948,0.5085223592812551,1.0601864413997824,0.2214086357557489,0.6459322054958752,0.18747219063260484,0.17065010785710322,537.705263126978
