,Vspeed,Vacc,Boundary Separation,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,1.5734569529598665,1.3789261492435025,1.2121312698622475,1.1199999890768464,0.0,0.20606978438105306,0.1932185516903171,227.38313061814333,5,14
0,2.196596828435777,1.405557279033083,0.7996883959636804,0.34984389844329833,0.0006432902835025686,0.3185294696448018,0.45055484290913234,89.3812931667901,6,14
0,2.507270647370562,2.1695391865578464,0.76926689797429,0.6476634027233952,0.00137094737625576,0.3041924057118218,0.39754980370951765,-176.72189565528907,1,15
0,1.7109377573302336,1.9172843742734487,0.8062764679534868,0.7719298169411123,0.0,0.29174331632253847,0.43624141812903205,-27.940107328564167,2,15
0,0.7632399937930273,1.142201514369461,0.7979155508613239,1.2359772173582282,0.041801552116337,0.3077481225517352,0.45144220814600533,135.5167666206151,3,15
0,1.5982084448954996,2.1600945152358757,0.9162539585406116,1.6739134185248834,0.010665719112316627,0.300960201704323,0.4569329366930647,-136.78846826154933,4,15
0,1.7104295856818181,1.6825675769649284,0.8475429746412142,0.8405470121961973,0.0006309985618238034,0.29185238938186314,0.420587722321628,21.072482407111934,5,15
0,1.9971837029379143,2.149783196761672,0.7711688369744931,0.9803915346852395,0.0,0.3202011065489883,0.4699637036907463,-141.26241162321446,6,15
0,1.536852823209515,1.7824752455007,0.6879105979515368,0.39784744778152614,0.00038957478346257624,0.25439028419572135,0.39365115354119984,-116.63174416552114,1,16
0,1.0777379219742897,1.8239278139198136,0.741188688007684,0.4434956502541995,0.0,0.22181048573005357,0.42281930689249914,96.1716351061186,2,16
0,0.6265218923264058,1.2405658096732446,0.8699310806760021,0.7000000176165185,0.15417261521105013,0.19310463183392862,0.38006242649454536,256.0744089957727,3,16
0,1.0682507419501908,1.923722460324915,0.8074029130754528,0.6716282903777022,0.009803937749743268,0.22913007448355077,0.41794702445585885,59.11468141174669,4,16
0,0.8176071048317478,1.82936392200662,0.8348803867719758,0.6428571410465517,0.0,0.21458311792209067,0.3902343491611795,142.17967765100224,5,16
0,0.9965689193720454,1.9219126328986724,0.7363983679823456,0.12562900148880526,0.0,0.21817147447229956,0.4044044239716865,152.3549134565922,6,16
0,3.2104837176527665,2.9059867113788758,0.8778682355538945,1.219999990727753,0.0,0.3057647342246047,0.38341321080007257,-260.68914399120825,1,17
0,2.4833641361082406,2.3940802532576653,0.8233947612806372,0.8571428574236102,0.0007197988368661198,0.3103293260816723,0.42358127077973096,-209.00036523093127,2,17
0,1.7944860724493281,1.602175435256072,0.6463701619859195,0.2156492893454911,1.1514570132042934e-05,0.3235868723391996,0.47467383051524853,8.956881310668052,3,17
0,2.1052395380610074,2.480658791941256,0.8625365476540681,0.6774193482522547,0.0,0.29124827418057797,0.44161325475080293,-140.2738874589866,4,17
0,2.3208146316591733,2.1554354070403257,0.8886128226561962,0.9230761918045699,0.16101656103222345,0.3140820227117037,0.4230271633741727,-151.2553955225244,5,17
0,2.1512919151970413,2.116559195671725,1.2454405246568414,1.119047646725327,0.38462560807695323,0.2257114226121188,0.31655894239693605,-56.90573901101906,6,17
