,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,2.95231739966076,3.5898957656702284,0.5004169779031691,0.5631184654331696,0.0,0.59259259693027,0.35358417489344784,0.3737768252362229,-258.84818339132636,1,1
0,2.3889684499917507,2.307330904770767,0.5080598940707879,0.5930174377088938,0.48648650561333395,0.09090102052872791,0.3787331956089618,0.37394575718338113,-131.60174110021666,2,1
0,0.8933948280848755,1.7632819996179787,0.5479192480731898,0.5305861599917253,0.2894737775092527,0.06818180005819498,0.3458437234476307,0.39607298542434666,-13.165774244354274,3,1
0,2.413256702487786,2.912349487358041,0.5070465633018273,0.5062704373621014,0.0001945348624681209,0.09259423111868137,0.3442194483712661,0.39563502406689044,-160.88542842242526,4,1
0,3.1200744238698728,2.5605323203125137,0.5529817744500942,0.6102014328366225,0.02660759516290681,0.3466666715080651,0.3561010838389732,0.3646379965300506,-164.14951917910724,5,1
0,3.4877053045448174,2.9071791004988725,0.5553679466409385,0.5972783268816149,0.152425412149487,0.012623908282111329,0.34043215081381006,0.36687844752863535,-213.87359205055202,6,1
0,2.7657518355727855,3.2464636045855566,0.5201198810813317,0.8219448116085778,0.23368922017992227,0.32499910985867786,0.3236914704425245,0.40769495548590273,-183.74551090690204,1,3
0,1.7542397190414825,2.15142773404184,0.504471532647317,0.8663610758400536,0.03448527205322184,0.08333325130857404,0.3311364249201386,0.3637571786692854,-29.65044075324277,2,3
0,1.5943442305536484,1.6586024121787424,0.518702534124623,0.7619164402457418,0.017091593149670223,0.11029411016541912,0.32122966375599304,0.41910895642303253,28.177997715775,3,3
0,1.766712856309058,2.1098944506548962,0.9134679055805092,1.889675424756951,1.0739968771690362,0.8709677411692592,0.2620837626626474,0.10126896204090563,-1.9069765782783819,4,3
0,2.925746169421901,1.8633172759730547,0.7390005998230305,0.9396137401766238,0.5789473624447902,0.058814715239563116,0.29133543413174584,0.34203536809969637,-42.88113298089824,5,3
0,2.593606189401894,2.2781253187835984,0.701828621070576,1.0308697827977866,0.6499998562687729,0.1195652161109141,0.32331014442912076,0.3386735529836266,-63.48507041762451,6,3
0,4.028082755678046,3.385574614194781,0.5101652593244603,0.6895667413473308,0.9570612201939337,0.06359280819618185,0.32247818166736164,0.32890457123755584,-298.4533448924989,1,4
0,2.3687748795267893,3.069297868033384,0.5079519931037981,0.8065938565765987,0.7499997179518622,0.6842105174885535,0.32114535752996054,0.3471843593612245,-221.57203499470188,2,4
0,1.5560438401560759,1.9831634467540342,0.507924431037742,0.8357108071612291,0.5500000046291932,0.6833277805158411,0.3238069130919361,0.3233195351282061,-93.14573802137816,3,4
0,3.557275898777355,2.9704523394920246,0.5348822932833324,0.766225610263815,0.8888889167455234,0.11459926015228408,0.3425468774184491,0.33046284893584377,-231.81205452789834,4,4
0,3.8995084188425952,2.3128294445222797,0.5007863510256501,0.7023320778265032,0.15999201844412642,0.42102685123309763,0.3357216422539715,0.34812266311528484,-198.2558024717468,5,4
0,3.3831677802174642,2.2603499836380085,0.5078720069868567,0.599188380817954,0.5714285649909062,0.030497854241073773,0.3273064789226009,0.3572383893062445,-189.21917695737025,6,4
0,4.43213946828313,3.903828051412819,0.502551553078594,1.0149189905066,0.38095999820442794,0.13888888476652494,0.32604253537158656,0.3497263637044147,-287.78431448023105,1,5
0,3.601542337425025,2.282684287796889,0.6520369887717644,0.7955625398706565,1.410699501217785,0.8285714231656898,0.33255788564291844,0.40161313184253766,-216.21621769319245,2,5
0,2.2044133029547934,2.8617333035969734,0.6016084480149725,0.8810584779350186,0.9285714356705498,0.9933143324247967,0.33426331718004443,0.42888503386675014,-188.7284859600514,3,5
0,5.158024599820146,3.1941508995872017,0.69997551199938,0.795544010552379,0.17388147981710386,0.294125591049705,0.3473054605596734,0.4158929849210784,-263.0741080206987,4,5
0,4.429467317375621,2.564359647304076,0.5004517701707187,0.6426620953065081,1.1231592461623976,0.0,0.37331258055802696,0.472463376746756,-220.65126355339987,5,5
0,2.7176003839260927,2.530910907108177,1.0753657932346798,0.6757511804774338,3.2785760411893765,0.1803279143378745,0.2816268898599347,0.4374283302354374,-208.40972405915784,6,5
0,1.9785530940087381,3.0196893041915507,0.8358065711647231,0.6004325052047572,2.086956520213192,0.11111132283209965,0.240264969750275,0.3792832529124955,-205.45385813027474,1,6
0,1.2150584612608413,2.2897581362761312,0.7419796108278693,0.6019940174171451,1.0952381038048422,0.060000192798595045,0.21690527045853147,0.4210325292233129,-80.68504206923893,2,6
0,0.50474230255607,1.5859527708455992,0.7630562748171676,0.5695372388984579,0.9024390182764308,0.0,0.19280266180177819,0.434378409060037,22.69138231985454,3,6
0,0.8940559540681774,2.404278682408341,0.765913376494257,0.8804004540451896,1.0047951545376816,0.40625002112269154,0.20680305119361791,0.3702951346420947,-41.65410521161151,4,6
0,0.9572476578769658,2.3220859466790067,0.5794310116046131,0.6304314938137252,0.5281973251634728,0.0,0.2763983075658237,0.4087970473991494,-42.27251911326948,5,6
0,0.861721018031919,2.5063725286423306,0.7753163405921143,0.793727245724348,0.6180551617266203,0.39393939178804516,0.16700729513966694,0.3526128622102012,-31.41930024162162,6,6
0,0.47738475997102137,2.239517242669495,0.7350900722534116,0.7113996869363275,0.7777776910034565,0.3076922988395449,0.16499150488886805,0.2777643569862268,-18.08224739933258,1,7
0,0.0,1.3577976482580176,0.5366490893506919,0.8059948650638453,0.44444275659481236,0.8928570494270563,0.24927230323020078,0.29867565687558056,-4.06840089541992,2,7
0,0.0,0.6846948672777917,0.9976902600273815,1.124964992017254,1.6046509412453682,0.9893616936998554,0.14568324782743242,0.18287311373614584,68.98023243466886,3,7
0,1.816881881541288,1.6264261013137185,0.55227016247393,0.68218009099912,0.2317073362111377,0.0,0.24909437666368578,0.3198464844187779,3.071957362010579,4,7
0,2.2231738543564106,1.3908961373673718,0.7446314793829565,0.6440374383371672,1.0042564839287833,0.1641790995286891,0.22698692255520136,0.349659227764885,-39.805117652065775,5,7
0,1.954687481447536,1.9339386140544201,0.5562401207826361,0.6224796418927966,0.2386363598328558,0.044432121703285386,0.25135755290359263,0.34393684766757493,-47.829125876604834,6,7
0,0.583761577353699,1.954228043806686,0.9867103741691345,0.859621595402946,1.1219512136484988,0.0,0.12695094974031196,0.40420068770394657,63.16670512481335,1,8
0,0.14575961194087655,0.9037701785540888,0.8061413070480873,1.1712956569976627,0.6363636846484314,0.31560441464999556,0.1410342989271065,0.3173883398445976,218.86211350317575,2,8
0,0.0,0.40275818234207794,0.9263131228796162,1.049331899066519,0.8749999959099956,0.22049840185832933,0.1455700826954251,0.28974161231066436,267.1467546202979,3,8
0,0.5414161588664581,1.0241239171572316,0.7365665413651602,1.2343972904969673,0.44642861954815716,0.18236307939896865,0.17435538750269036,0.22551836372809309,243.7864392942982,4,8
0,0.4095175687431181,1.2905347551881454,0.903317394499488,1.5962706742805537,1.0681818137463202,0.3541642563678026,0.1560881824565436,0.1040464430662219,172.80968823088085,5,8
0,0.3562705546681267,1.2303395583148224,0.611607805362957,1.446723679708279,0.26315788585742134,0.25000001593995413,0.22084271914254217,0.10038004628248992,209.89472439890906,6,8
0,3.969828331329085,2.555014840950152,0.5004156119506558,0.7228687744987119,0.8487783929327053,0.0027964450000126373,0.38228881097282785,0.3927857247417401,-250.29630485526576,1,9
0,2.0465324780640852,1.7376457340985911,0.5014156513629406,0.8560046257198604,0.4883720843513552,0.0,0.382171531342095,0.38303135212884676,-14.779487110496717,2,9
0,0.8415976322972014,1.276048384491262,0.541930840910001,0.7308690010400141,0.7948134666910751,0.0,0.38275184041932964,0.4156031751810685,44.15598141018209,3,9
0,3.2948891438590913,2.101523770116686,0.5047097250673866,0.7482463489603446,0.0,0.0,0.3859335756152614,0.4237035843042008,-111.99965442863424,4,9
0,3.182022093973174,1.7169908291511549,0.5077254049509614,1.1746716873627006,0.3019457789767724,0.3414634121922058,0.3962822452742728,0.2439631630489124,-63.35034225052194,5,9
0,3.1163111799212233,2.3845857279516043,0.5051712411220035,0.782644124557331,0.5151516700371983,0.0,0.3918137764674121,0.4165422867029854,-152.58097855652846,6,9
0,2.7578165651075084,4.105758308321704,0.5146495116503984,0.6899922365982372,0.2219345330319118,0.0004235147265030381,0.29952948007307184,0.3602551064696613,-536.7980199107024,1,10
0,1.3768475935898208,2.2887943431381372,0.6565787908324827,0.7237612757394318,0.8313383798811464,0.0017356327830704687,0.2756132215499522,0.3518385414793338,-224.85487035602918,2,10
0,0.651871747167295,1.8680231006592423,0.5026299559441347,0.6081011703632386,0.2647010872883633,0.07736990269555588,0.28870016205930266,0.38343166094343795,-55.92367632137674,3,10
0,2.199587722570068,2.4868660751494573,0.5440518316188347,0.7332020320641988,0.1569294138639601,0.004344764316425609,0.2704801042801716,0.35181989367187233,-211.02684337318993,4,10
0,2.3795944061960865,2.2954525154405063,0.6944089908359992,0.8890291927830214,0.906486068844325,0.0011892582233909987,0.2616123080693048,0.33648324731891194,-228.81415815637317,5,10
0,2.5784973098718136,2.6232648608367994,0.5305887532676019,0.9131728587528634,0.08695664590201094,0.5202109063096014,0.28098550247123116,0.3326204229115344,-289.43802727752495,6,10
0,3.398669590674122,4.069680080689018,0.6081657321560456,0.6372963799453906,1.22221965218341,0.28571427092575435,0.33721187549574083,0.3722620711539181,-641.0121700840647,1,11
0,1.1080950072266902,2.4562923325488697,0.5072037280782613,0.5995619210122494,0.4528246111386985,0.2820512799072278,0.3430281583810465,0.4074102313961865,-243.83573937393726,2,11
0,0.771582952415009,1.3854886497682461,0.5111374539184999,0.6301880608096418,0.6666610435143226,0.16666666403813224,0.3398890165275703,0.381646126209479,-62.071939069077956,3,11
0,1.5059093664834862,2.4579727078351836,0.5341916161815422,0.8590219793529243,0.48633988004074247,0.3529411747236466,0.34497769018357427,0.3537492487556718,-190.74549810363692,4,11
0,2.028331662802507,2.6437327647795748,0.5626516369482997,0.8571531490602451,0.6296300130994243,0.5500002077030719,0.3376418954186361,0.38728771436335707,-307.3764867860651,5,11
0,2.394957834478632,2.4022926499364727,0.5245200843587883,0.715626693943711,0.3731343022416938,0.20984688081472933,0.35275729930782107,0.38941092593256227,-281.12310665184316,6,11
0,1.9833033771749002,2.452947890915438,1.0057835610840704,0.7200618475942103,1.248498971986986,0.0,0.20424603442238648,0.31659452531724397,-211.23356987376187,1,12
0,1.5032772970823365,1.260921734491451,0.550490704760546,0.6739332354242542,0.34523809800231037,0.0,0.32118477653070915,0.36338717661697495,57.396628192782245,2,12
0,0.43068167027581494,0.8489264150731468,0.6173392874336386,0.6989520529813813,0.5428606558060389,0.0,0.28161513879323347,0.33497483200942185,220.22321123033242,3,12
0,1.4186568820293297,1.5246606189814758,0.837633421254683,0.7682964126924339,0.18738508715537794,0.04737264082226833,0.1946705245922304,0.31452354335981536,168.00571209241363,4,12
0,1.229024445431834,1.6619102230717648,1.287989358070972,0.7864345579357974,1.7076923036270766,0.0,0.1651924421037147,0.3349429103179309,40.612247322716264,5,12
0,1.6614914521391133,1.4673155084066036,0.8325660097869558,0.9461539390050399,0.6413042238355828,0.1685393270869166,0.2523225821645283,0.2579984354316204,100.26336939866248,6,12
0,1.9189665150020723,1.8752094060787825,0.6554521136680735,0.776079579883314,0.581864630501622,0.0010139780443605417,0.3115073988972584,0.35278139794150976,-85.61317952400142,1,13
0,1.4242435074534117,1.6612081774567469,0.5442681078361833,0.7716199250662044,0.1708620277716324,0.10940899524796666,0.3430387468412789,0.40792163164306483,20.58114457152223,2,13
0,0.4993123833620615,0.836356033583676,0.549676647799581,0.7569384476540639,0.19999999757309722,0.0058118876560483606,0.34076442516518884,0.365350632848329,268.3209101340597,3,13
0,1.4052049274986536,1.5903172839431035,0.5758372047859459,0.8488483087230518,0.13882677420657652,0.00047561403714380113,0.33979179029431816,0.3628329883758226,97.38657357390326,4,13
0,1.8532853623008614,1.576966670894771,0.6370276282957228,0.8129527228929772,0.3275862189128376,0.0,0.3355010569913104,0.39380717388007586,46.71757605719161,5,13
0,1.4203361313531409,1.5048598812845324,0.6658579865191552,0.7668709122477053,0.0005457921012961275,0.0006017515498284443,0.30233475577473345,0.3715767918494822,108.52109308646979,6,13
0,3.025522122515456,2.000331781925615,0.7299185978656513,0.8410363432634118,0.7698489997104381,0.002817480068040501,0.28014500491547734,0.320375838323656,-294.26543568244165,1,14
0,2.033931958830022,1.6651978375148544,0.6749064985198334,0.7915772013375765,0.7000055672434137,0.0,0.3141676319674922,0.3803235773601517,-28.191498473939227,2,14
0,1.4094380874215833,1.1261095238342307,0.5732059160597763,0.9076063332312365,0.44117646315253184,0.07581069604786561,0.3423827640967861,0.3351100769663424,169.51654513555815,3,14
0,2.460351811532102,2.0626550349016184,0.6586689635224386,0.867454009429947,0.5618119748944546,0.0,0.3761877338037065,0.44190910211153284,-50.90966275043073,4,14
0,1.5931103803267876,1.457515430934299,0.7794053223971253,1.5350891197319347,0.6057769343106469,0.21374046914933698,0.29292839457368347,0.15182829089113242,194.89085513926807,5,14
0,2.073441527612106,1.618002339035277,0.5823895644205078,1.0275447211420174,0.1464116229507365,2.9693452028952506e-05,0.34615393273350514,0.3927006424606499,51.750292724441934,6,14
0,2.341160354918098,2.327572879120079,0.5755880621245477,1.009466163335052,0.39534847339330603,0.23077015726927075,0.33382659639788015,0.3579699565790482,-193.73293338518602,1,15
0,1.6642574909919294,2.027986850320399,0.7248830307647312,0.8707580329323883,0.6486486277996834,0.0,0.3062490243000583,0.4234547925432507,-25.9190984140007,2,15
0,0.7492405153874417,1.1601876002676543,0.7009870382855683,0.8880073226080958,1.041671788315984,0.14285713468924707,0.3173215942179115,0.4398855304817002,138.77283836389716,3,15
0,1.6543948563311297,2.1494624894179157,0.7966612283923706,1.0522245661574945,1.416666741398823,0.2374997533002205,0.32417259280399646,0.4303213398587705,-133.67031994261583,4,15
0,1.6083918494822105,1.8982697827970405,0.683543029358721,0.9931610314463657,0.635121584977214,1.0422958543587768e-05,0.31142971010137865,0.40292276722938114,8.254397656569324,5,15
0,1.9404001154312196,2.247188452574274,0.6858228354449504,0.8311293609623247,0.7931034418816733,0.0,0.3361253264645918,0.4502264303846103,-137.06614577827685,6,15
0,1.535799854475136,2.0464464708293018,0.5995721389818467,0.7694717911796465,0.29815216900961694,0.0014131233868635018,0.2601526535407127,0.3720945730332871,-119.62792192223603,1,16
0,1.0777330142817356,1.823913142346828,0.7489925982145285,0.748211786589208,0.4434970037924382,0.0,0.22010315182493806,0.428946937104388,101.8754175655028,2,16
0,0.6263900156763482,1.2279853644578789,0.8130052925281578,0.8501286062183213,0.6333330956352466,0.15053756097204088,0.20767132853128883,0.387815232381685,261.90591875213534,3,16
0,1.069053506962334,1.9449601431373345,0.8054564025875357,0.8154430755863157,0.6715229182522083,0.011363634185583565,0.22799123468186194,0.41784229696032305,64.74977957356842,4,16
0,0.8036242402818247,1.89194787805988,0.813597695959172,0.8881816421538766,0.6172552462518656,0.0,0.2111439836480843,0.3828814545613666,147.18558683704478,5,16
0,0.9788768297409173,1.9676779796509576,0.7109102832335386,0.7780784463329944,0.10924734296454923,0.0,0.2142267691209443,0.3978234813605929,157.48046698065448,6,16
0,2.346248471844458,3.2924914004726555,0.5939630639510152,1.1208244484192735,0.00576316171880964,0.12760714810925022,0.32830874471384275,0.35662067183762763,-299.65810695686685,1,17
0,2.4242631870351734,2.4368046741235068,0.794736528179388,0.9487390299711432,0.7968688299286157,0.1532848136425378,0.31144063975184166,0.40172398857657365,-204.08674360919878,2,17
0,1.7145306967656275,1.6920920539910962,0.5644397867785401,0.7030566601400228,0.1365287044481581,8.14027622062206e-05,0.3307604137813831,0.46551483624511225,7.416143168480588,3,17
0,2.0896984485760215,2.5981564090388107,0.7413696639296345,1.0182401433765804,0.4890195965566086,0.15151512679202495,0.31351036658884635,0.42857051622888864,-139.67195410241789,4,17
0,2.331223873616922,2.268415797792462,0.7502338465317309,1.0529152064019796,0.6666634355615372,0.3560546687972309,0.3351289673493108,0.4092853108139589,-147.18484799888648,5,17
0,2.073814131186635,2.1891343620084798,1.0784036504477532,1.4018309786811938,0.9152542385687197,0.5196076728797239,0.24180724056734532,0.2943572508602932,-55.27151374978275,6,17
