,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.20712918464336055,0.9127420867406839,10.0,5.481857428481545,2.1531927569479348,0.20392153608621438,0.23846029112076522,-81.53285151277986
0,2.123087569890295,1.463983385719018,4.22622005602796,3.2097197054401874,0.6708823279012446,0.3458409364512558,0.38511896477665175,-200.50185568106048
0,0.0,0.0,2.6900545432770575,3.550530684030707,1.6256800867573,0.10828321011612257,0.5289953251186558,571.0852909339856
0,3.74426165268072,5.840920624425962,9.83234158389863,4.1502156359121285,1.987387101542327,0.29541044580436643,0.29599463746635635,-201.44154322222377
0,2.099977412712338,2.2621899179264267,4.236513626321383,3.799989655330584,1.138831963063029,0.22887869125909782,0.3068753761372728,-91.73604186054712
0,1.5288025672641343,2.100879759400628,9.97551610402591,6.138810170019405,7.359810424878647,0.11195887644348096,0.11242731606786577,-235.93751525081532
0,1.2430265013145219,4.431969055036624,9.985483122618847,7.289952713957986,4.133166236131018,0.11399711635494697,0.27866657781460363,-472.92954506578843
0,1.3935781158860074,2.1793386654341695,6.051020181888827,5.083948757040299,1.658672219859922,0.16698442507589217,0.2175367455699816,-135.94621438798256
0,0.8451803390781222,1.4847235932997729,6.5219085771350125,6.818879813275447,3.8105476197409462,0.10596855861005339,0.17075684729281765,73.14630536999215
0,0.007733568481893633,0.34379207441515597,8.035684228331666,3.681574006535676,1.2741329166505646,0.11213849474516058,0.19559072102051084,264.9903626288689
0,3.2669853534542366,4.059812414260347,8.167378913143024,6.841960484448036,7.890188967050703,0.2014093686067815,0.20783461877753828,-92.14544570205412
0,2.4223825168695874,2.8626055678746485,8.515781185468597,2.912728061524941,0.8591789257402347,0.31200149103290614,0.32658004201496205,-692.9473524157154
0,4.001792553337246,3.01048008270566,6.526842155716863,8.784308330167516,1.0239245262476047,0.29952069702896844,0.3051447238477596,-660.2346133733142
0,1.5360535071083776,3.2577508407071054,6.433165327480621,1.2012251215378837,0.7745132521519897,0.23865958111115382,0.3157183177277644,-412.92113962988253
0,0.4182920827470034,0.07762402958820114,9.846563375292389,5.4323744067853665,4.853567028612234,0.17186258067618732,0.10512072370341347,348.38166097584076
0,2.976630113569964,6.0,8.041821198523884,2.100620708115131,0.9923679725315742,0.3283285591299493,0.3586472515875747,-488.1614407617418
0,0.5069339670002743,1.8479557769197839,6.0581043781501736,2.660816814080177,1.2222241165254801,0.12169674558491056,0.22780225137262328,313.13676267197695
0,2.9582905239924413,3.8128786727106507,9.709517038457209,6.8715449942053075,1.1259899765814207,0.25826916674768086,0.2656076700709122,-1037.045747976807
0,1.694805388964732,2.8502029729778524,6.157146274581756,4.3775990672912375,0.6941976262012095,0.2626932191181755,0.29170281282560345,-348.4417268218071
0,1.681444456623736,3.336193377628735,10.0,8.740335356341765,2.227588530734817,0.1785728213533712,0.23126821252191865,-962.2795686806351
0,0.4513459394386053,2.542981750821496,10.0,5.856625391761458,1.3344434381094166,0.16533276542950953,0.26556017275553806,-408.70187498420336
0,0.3558749931508475,1.3341201353155219,9.04150751439965,6.9216005140791115,3.0035755557464006,0.10496182469448462,0.20908258787514988,-14.739406228334062
0,3.3636888687494,6.0,10.0,9.074017009034172,2.9079837616263826,0.22792728126014933,0.3142480242881056,-258.4703345623242
0,1.9088168982003402,3.5512933785020846,10.0,10.0,0.8093702340356219,0.21364417732456337,0.2962496278873928,-1158.3444796049496
0,2.337155644917296,4.188316820000247,10.0,9.212347999134606,1.1716076020906816,0.24449408936734435,0.310270790967834,-916.606868390757
0,0.7590271681113266,2.8979022359196884,10.0,9.719566576365331,2.4978535489459572,0.10162407256080491,0.231830085919852,-631.9598829180214
0,5.930083525075383,3.1716951682856735,4.967588545956757,9.79538474883432,6.1207979640187125,0.10830715436073274,0.18769069550996487,-251.47655976065016
0,2.44814161322798,4.105319027493213,8.594118660927258,10.0,0.7695675175636216,0.246463015036457,0.29185207629094967,-955.0370086168505
0,2.556585915807478,3.448859592667638,10.0,10.0,1.2132563525858644,0.22603955640825446,0.268338165099499,-936.0710455125658
0,3.180872551342197,2.9041016568333777,7.342111587200947,5.995608881369344,0.7699337556412593,0.3181442564943666,0.319123014805374,-800.2292890286359
0,1.7124338456115045,4.378841250522928,9.493543390023696,7.640318704288916,2.3521576560660598,0.1858944977226053,0.241523581469817,-356.3679767395971
0,2.026308775720801,4.32691980777981,10.0,5.948813118060173,0.9611324970733639,0.24938958411397893,0.2883658783964646,-1370.0822511566714
