,Vspeed,Vacc,Boundary Separation,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,1.5375484466066915,1.8191915294167507,0.6803658688306036,0.40973718006485993,0.35025717488846864,0.2362842690907953,0.30442902055239734,-777.0697756515115
0,0.9752693901080498,1.890661420812941,0.6106495838211434,0.5342278611200559,0.5342020140671142,0.21250937996531993,0.30860609206815537,-1825.6211071987916
0,0.3296798945714494,0.42682238438638764,0.556194053167109,0.20545140626017866,0.20784381210361147,0.1624815910563785,0.17248878077008922,190.28568103492623
0,2.1383877538908145,2.8735118078176622,0.5561504830062884,0.8446796325186239,0.41714725458654023,0.28058320636809125,0.30415178879599825,-3748.8708405038883
0,0.46974825726032465,0.6578588883772545,0.6427420745368124,0.5775253235890068,0.6488965907113977,0.15503600385267563,0.17343910936048879,-144.13135696259965
0,2.0878159581715305,2.300797940879846,0.5891193609683198,0.5408131371111993,0.9757799513488161,0.24421999122315952,0.2740820180962509,-1730.6978046873614
0,1.5164168657871577,2.180627736274043,0.5122904816064668,0.8233983720028729,0.281803354516362,0.27643544198108555,0.3116542347744214,-2632.4426299588094
0,1.8238018538152847,1.672457141367925,0.5864886660410686,0.8087001485529326,0.024699142596935397,0.24360946063336447,0.2785743978547251,-1639.5691242036849
0,1.7472826476466068,1.959350778272102,0.6743141611373762,0.8121604067473478,0.9573648719741454,0.27454886571225773,0.29575700127234894,-1330.5205985803314
0,1.0311370111298774,1.7155545938023267,0.6330733965827245,0.9769697728311809,0.4468085006611236,0.2195947373312333,0.25341904724495873,-1809.4186111240745
0,0.22857339223782747,0.3086339561365854,0.5021995659768286,0.14280720879547792,0.14862788758001244,0.17272658491877868,0.17188234771665767,-136.47436613212741
0,0.8584494143706114,1.2400893825962074,0.7064879984491355,0.781170349862395,0.15960889846526394,0.19867343194183562,0.25461067046487107,209.41898178860265
0,0.4515562913161273,1.0322765765486264,0.609290625594558,0.29344797108697285,0.259761893063126,0.17324118310165015,0.2106877294987599,144.8124359496583
0,0.07600361468754402,0.5831781946496748,0.5097443208260768,0.298847904785823,0.09409781194173283,0.15165502757770566,0.17166521195600876,-205.6265586458768
0,1.3598472488660984,1.39440146830963,0.6438341223888311,0.4436266747547992,0.3285353868990233,0.30392930400964113,0.2925152825216999,-886.6056905289975
0,0.13799481162904215,0.6221451379408727,0.5656991242972396,0.24034066870538884,0.20504145421010733,0.1740940630213056,0.19319666983594652,371.76513021186355
0,0.5683735227094608,0.8059797580696948,0.6041866083251404,1.0883503016002796,0.7804701488978774,0.16450624835642308,0.17516031355919776,-1428.25668097707
0,0.4307897454147156,1.0135612203511917,0.6926936139706394,0.41518814301288876,0.3490218576979145,0.11573253680875778,0.17198577899377704,596.347572793102
0,2.1479100602999726,2.6881993261196078,0.8267853741524092,0.7097706700635962,0.8355482489102801,0.3780836427316976,0.39660756203185005,-2598.6560717649477
0,0.4593716129785621,0.6363789324408895,0.6827622303918921,0.9799784227206265,0.9191263638422793,0.1757730332801145,0.18407922191587334,-807.7076037549172
0,0.24416198447496296,0.12899828511332334,0.5082323569698426,0.33031202941068094,0.40887143140005744,0.16010572014329238,0.17199755413027223,-543.0389909882975
0,0.39915780703372566,0.8357425844620664,0.7352372932696942,0.7789920330345833,0.39744234145853846,0.1665238363154128,0.19254767046429877,705.5571259268293
0,0.012496669408144534,0.21050759035682187,0.5081778230037242,0.27020095885020123,0.19832675827513513,0.15261672334227838,0.17826855966752553,-534.3896371870319
0,0.17939864232416047,0.6033006590350443,0.6591397375046228,0.5850566002892164,0.45488781168246883,0.15586375394230406,0.1961850647591104,69.43819979936765
0,0.23235966684046083,0.7959722213671219,0.6647353192581007,0.33516422270670376,0.06353562900296184,0.1021610689784046,0.19014316970068917,748.9796467643189
0,0.826162207799622,0.924543417311888,0.5566896027343864,0.5969141139362713,0.2555691576173422,0.1934216504230858,0.1724618890433498,-544.3097388426936
0,1.1491412152861358,1.6046493140153697,0.6134453583856665,0.6888428267626716,0.34118507244995633,0.17915531275984875,0.2487299453747876,-662.1356941697805
0,0.15745419462651133,0.035857796164834976,0.5861867059015893,0.961393510101642,0.854596802629362,0.18496841950038445,0.22973608509780719,-837.6302819679222
0,0.395730872614934,0.7209003763759565,0.5628054478175897,0.31544008832681647,0.2705962948340972,0.16000526840784401,0.2115906982425675,121.07366748485407
0,0.16558770715849125,0.21411619698771567,0.6246993727439145,0.5751446279715409,0.30159751654623634,0.16587574187999604,0.17621945450942206,321.6549453305762
0,0.2771456651467079,0.21616024919246257,0.5069959113660509,0.15870124122792406,0.1797337287192915,0.17115281981383906,0.17482555106179792,-72.49706867310441
0,0.4479558133237589,0.29573250888052716,0.5073853199232801,0.29669249010797105,0.1652704172495083,0.17455902382821337,0.1809099956729759,-40.018034973283676
0,0.1371723530411068,0.19474673940937348,0.6203397153465036,0.5782978844153771,0.3063433091727003,0.16804271967826162,0.17971631054124387,321.51053233909795
0,0.11046119827915524,0.6021664553384327,0.7959651080187502,0.7001200609052018,0.2777794313612525,0.11461105467821264,0.1975885578685992,831.6458066458165
