,Drift Rate Speed,Drift Rate Accuracy,Self-excitation,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,1.0533805759247394,1.3050580365730158,2.8441690881387487,0.9297567810876992,1.3568408165005352,0.21178742760303482,0.2739532029911324,306.32254717456703
0,0.26656551696303143,0.6015971570228811,3.0973966852614327,1.0609767094150984,3.4494471447649904,0.19366102891588372,0.15239944884130063,575.7733456966613
0,1.5095704308900328,1.614191170500754,3.868789749212913,0.7513823809759193,1.6191431252217083,0.2291256299522143,0.287029205543535,-16.17834217789838
0,0.15135657353645626,1.1220733551562865,2.2597021988670734,0.5003822629362369,1.725395187057134,0.1864110285224168,0.13221189701057584,244.5146199834149
0,0.8394442352641259,1.4717137732910452,4.508453187492896,1.0693832528533078,1.4299005666821372,0.16424936009771623,0.2669363197006659,145.45860074480987
0,1.6159523700294365,1.2749612574557154,3.203747640893191,0.8530394097143956,1.6107456444541537,0.3215862796420827,0.4081964214712356,95.80716788752791
0,0.8971795553780133,1.6232710282222271,5.233052199653909,1.3124057082727534,2.2367287973361245,0.17071244270531094,0.2066393738565494,55.3666839735768
0,1.3320163549150297,1.9722055193231454,5.322897043493185,1.3033500574544634,2.162742047073534,0.23591974021918954,0.25994256711294506,-89.76403062973696
0,1.1957165679095496,1.5906873602271194,3.234943309915671,0.6066211681711651,1.1818209745566381,0.34263877529149744,0.3001034319702321,31.11209250718621
0,0.4766834529556552,1.0358097101159214,2.1340300986094443,0.6306825404776397,1.6715327163252112,0.22132355122766295,0.3558969324943048,427.1836104982404
0,1.0551645948689163,1.2844922947440773,2.2453229859666735,0.9190584089170719,2.4740000229337764,0.191624019915208,0.11863093760929888,408.8175097163578
0,1.353969821404056,1.2394739655579001,4.089031221555938,0.8930732741282341,1.848521301970787,0.2775740904947564,0.28180393763530953,135.2573455181062
0,0.8145411770774031,1.6082689635636773,4.985903016519181,1.0520068198235322,1.091892015557658,0.18126399649195313,0.2562093440434792,24.779102252582526
0,1.1279003181658351,1.3222095976084058,3.31544200804717,0.8352760703397939,2.5507682581167943,0.19129118291262903,0.12438576853292943,227.53676746285333
0,0.7466632472972741,1.228293160510027,4.383383129726679,0.8709727685643753,1.5921351046641536,0.1836217386546662,0.16181420681189473,149.12841333053234
0,1.359769369486686,2.1256223699252197,2.5084202392192605,0.6047461610195013,1.3318658319087189,0.2348264397957574,0.2544768609147012,-89.88189108227684
0,1.046744957558462,0.7644507157202476,3.238004642346346,0.6313548390490209,0.8597178019661493,0.2521605177640186,0.33253915966132175,68.86832910945114
0,1.836272744753223,1.8764471075030456,3.6738499982336994,0.7702431788001443,1.1035448113192357,0.2631283493260728,0.2969556012770297,-139.78101385209644
0,2.0108217000364252,1.607807267573071,3.292440539385851,0.8256406027181455,1.4784858077525205,0.25464211385026103,0.20974075118973673,10.648469197953482
0,0.08360780322195861,0.623604233002264,4.8683052589754965,1.6368165606435539,1.7138696786816592,0.10253993884037088,0.21034137080719034,339.91328243693874
