,Drift Rate,x,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Coherence,Participant
0,0.0,1.3671194420398396,0.8803521650557711,2.9960133883040205,0.34161242617056686,0.43615655310099655,367.2190561351326,5,1
0,0.3043100909255782,1.4100160939293498,0.8714405885530687,3.266717608581278,0.3352103659985301,0.2266011888504444,350.46961872241326,10,1
0,0.2997389605249643,1.7224264905059077,0.5703486064931917,2.3126695082768487,0.33195422913806794,0.11892246117336308,378.2765692278315,5,2
0,0.7350220585928289,1.7762728566976007,0.5723719875280953,1.7798562851371673,0.3470664904986517,0.23208965016494043,313.3323836583072,10,2
0,0.6476106988516981,0.8852477527055594,0.7992544855829484,2.0189997852532704,0.35879548291086355,0.1252362003428158,499.51907065008197,5,3
0,1.0185832667670935,0.3408252981422773,0.6856041683442653,1.5364950789952188,0.3979525895807325,0.11669998305665014,395.4115186455431,10,3
0,0.3056061467124265,0.5868569640547918,0.6027520651217402,1.0306432337504763,0.18405189076183842,0.14114028317476318,400.52131388658705,5,4
0,0.30424241438403127,1.1899401821744555,0.6925236739564795,1.1837587016617221,0.12344546144034768,0.10275801224593922,516.9495922197539,10,4
0,0.4489168510542901,1.5163876815964203,0.5844001290833436,1.3710572954305422,0.15825803685019496,0.34554054805743917,292.80621500625506,5,5
0,1.0151796509384243,2.0064531989853296,0.5058803959275964,1.2672745804619985,0.2352003101044931,0.38615626722606167,209.86299078280732,10,5
0,0.0,1.9986677480629547,2.3811574465868723,4.348692068747651,0.12470868869228158,0.1364596152932661,613.3552502506732,5,6
0,0.0,1.8644878190321093,2.597318396251989,4.221476408205104,0.1515393104455363,0.11548412759787952,641.7917426194605,10,6
0,0.619224769921292,0.7202042446869245,0.9524865835688181,1.2143360112801624,0.2600456600467686,0.3240907627468626,524.8191794761653,5,7
0,1.0042801537817814,-0.7132490446137576,0.7636350605758953,0.8106417359598836,0.3508090993748588,0.42811524475382795,382.83949313023254,10,7
0,0.5373131991541075,0.5703001283683955,0.7962749530245605,1.2727436876875582,0.3560891116558693,0.37198830510442954,493.9109766221348,5,8
0,0.8969942699363306,-0.1232683426469336,0.7023860665360697,1.1689863665728817,0.3711971028922263,0.356095800713942,426.8959778886163,10,8
0,0.1168056925490707,2.0150333105327407,1.0245160380327514,1.8097318034967098,0.22705898737217173,0.1800990920966296,599.6715563963477,5,9
0,0.24507567439516265,2.170307197715365,1.0128520358259188,2.255081518699308,0.21223833884593607,0.17106571164745443,488.3206075233626,10,9
0,0.13790611728304517,1.001967967775701,0.6715802854694548,2.5162316833777068,0.16856219565370284,0.10848378763401373,523.3147179245539,5,100
0,0.5777022294596739,0.9295118906990641,0.615671885341702,2.417997946471116,0.18538741171554812,0.16516150634201787,389.2535685631299,10,100
0,0.12394655767362932,1.1344342540425507,1.2900150006662585,3.093043935482886,0.10934526131328981,0.21743855402840678,642.634181070364,5,101
0,0.42470422511632083,0.8546184096511497,1.2747054597350802,1.7156069041204223,0.10692215017007173,0.5338740599267353,532.6312617516645,10,101
0,0.8535268238973197,1.2032903081543653,0.706284597181309,2.255958084337147,0.28600217615585727,0.12202891055534859,334.75764282568394,5,102
0,1.7638542403466488,0.4429405521256328,0.6082527501535591,1.7878908979180719,0.3344412239963604,0.3045783776234822,95.87411825245852,10,102
0,0.2335650006827376,1.1675621332912316,0.7486863120113854,2.3377755936910884,0.2863781780883216,0.10350375967720038,516.084383127268,5,103
0,0.14822410563163313,1.5924923824669583,0.7628966266041783,3.430285302552472,0.2577031503605323,0.13431953780635647,467.82943234708523,10,103
0,0.11109102137087609,-0.7250573108475469,0.8755501417179725,0.9040270932723398,0.10376375420984446,0.13972326729455775,885.9291812853744,5,104
0,0.1765004991523014,-1.8446346776221678,0.7120421000712773,0.7971133322465094,0.13820194451184104,0.12286578585148733,616.2353568597393,10,104
0,0.0,0.0687842418596755,1.1588305067621523,1.0236755124634422,0.10535997781150513,0.11232155423244122,661.2864666695733,5,105
0,0.21217644708795286,0.9225516708958549,1.5939540211200227,1.14003570196149,0.23418803013122563,0.10269789174480731,751.3258882041243,10,105
0,0.39203346206994977,1.1075252723019782,0.633988083030431,1.352031839881274,0.31679719996898315,0.2018880558674918,456.9533353098965,5,106
0,1.2424557004158265,0.942409876137226,0.750597251635758,1.1892167866508911,0.3076784092126013,0.28893834466835194,259.78239486822787,10,106
0,0.26915462255308786,0.8380993929815169,0.6251207836512296,1.0907596736361085,0.13872440685350362,0.1958719369901888,734.6188577952014,5,107
0,0.5884974260898,0.29172512372581183,0.603772022098128,0.9090308441575581,0.10811493107309633,0.27761170668662466,528.7749025649746,10,107
0,0.42579523292486726,0.6583925570011773,0.8975504999635429,1.0037237814294078,0.29112907274055455,0.33883651212676213,520.8218755724644,5,108
0,0.8769967001860215,1.1698237524267128,1.291643355928616,1.130194754015713,0.10317309350505094,0.3111415054805754,624.5730365754815,10,108
0,0.11655100728004439,1.6069413110322497,0.750232866253028,2.6065235557517177,0.29524411505579345,0.1085316043440322,512.882155850145,5,109
0,0.3114555574715081,1.689019892225801,0.744240314655586,1.819744893907901,0.2687478928221705,0.26797809402413836,548.4966115187905,10,109
0,0.7761057192437733,1.4311479643364406,0.7336208878624495,2.231417247858632,0.39516128922831645,0.1812736277444308,384.4578867041131,5,10
0,1.5253015613678678,-0.0008629779233506154,0.6066537495265543,1.0681308216386722,0.42795586670341407,0.40850784559122255,151.48428213554467,10,10
0,0.07845431367713203,1.0320268571766775,0.8957357764380531,0.8805954308441684,0.10799129472993652,0.10326530597712591,1238.5456071456424,5,11
0,0.1808674436704822,-2.200881526250224,0.622579384357401,0.6874349982709371,0.16493059225939455,0.1266734075865394,792.6887112768393,10,11
0,0.0944835441929546,3.1237190670814705,1.1817968302184663,0.9817279979655997,0.15474716575320313,0.10682866333489471,630.2943081232512,5,12
0,0.19973126532648514,3.1715276725293537,1.3779573746136196,0.7916741854545424,0.1038009459288074,0.15489899310905197,501.05022795584927,10,12
0,0.051111648790012475,1.5388117543213307,2.7010383739743635,0.9737736061317217,0.1753073530082812,0.41244532303981857,561.9376201366078,5,13
0,0.02222711543322785,1.5588696739305152,1.8031111515407137,0.8747777916609492,0.36500062274095846,0.47997169077732105,519.2240638123968,10,13
0,1.0482391628678067,3.426095552278906,0.6067515011928717,3.012299813749091,0.3546178802096997,0.2838417825294222,142.44372410316126,5,14
0,2.142527449876201,2.374911664901725,0.7024806805144594,1.7304232142635825,0.3332664445948629,0.39364774405033753,36.18595700990653,10,14
0,0.1185958685292408,1.268812092474199,0.8656903991236877,1.2098990814474329,0.10701078913013612,0.11373845949082328,745.7477560848693,5,15
0,0.028728902248908186,1.3635394322813912,0.8720014711031538,1.133063115738894,0.10576377008110532,0.13213036018180163,825.657454713212,10,15
0,0.5643485694188116,1.1016328930147115,0.5649792779338623,1.4497787990163435,0.31292670767725517,0.4167496926014576,359.06525479323955,5,16
0,1.0907103156721243,1.424404185223802,0.6531495996606114,1.394732266677468,0.2638401601839974,0.43291119086096425,239.03152165400473,10,16
0,0.4111311879400785,1.304809771999434,0.5840959066667075,3.929325290298093,0.20490758231342315,0.35968010832591213,421.03390506691557,5,17
0,0.6283908718259497,1.0667243528164017,0.5559995648276059,3.163525889452772,0.23260089852319238,0.2036518766836567,425.9064034194789,10,17
0,0.7290113670077847,1.271641628252978,0.972419970923053,1.5597611853525515,0.22210245951838464,0.165979841772871,426.19675546693753,5,18
0,1.2608309015652706,1.5872253133348109,0.9252762925191842,1.5217277152018531,0.26175478291542054,0.2614054204502151,267.81170734216965,10,18
0,0.5117874529558238,0.7759961182430115,0.9368647722549381,1.4952167297079466,0.37248959415017324,0.3075610309776336,444.27478545627133,5,19
0,0.8658921098637559,1.0876572035357337,1.143684276513433,1.6761301376672635,0.31241832167903816,0.35592704546551024,508.67559524758553,10,19
0,0.35995627091881416,1.7748935552459824,0.5816569309177204,1.996403957347896,0.2944193523146139,0.11447226999101895,557.8951140153529,5,20
0,0.7812548836524394,1.8683541738915828,0.5474336418373382,2.0266862677364936,0.3164207435180738,0.10767353989136108,362.1832881448555,10,20
0,0.32210724844482447,0.7726057681906704,0.6533415736302195,1.2539497101105543,0.3440217745028885,0.6312974771730235,225.9308792572939,5,21
0,0.7669202142412619,0.8591217661584948,0.6101985119971509,1.983723466491373,0.3939423484993414,0.6123576696435061,200.0759020165503,10,21
0,0.5179740714255707,-0.4984721573784393,0.7729284902391567,0.9151510718159503,0.17264863116455514,0.34532174960683,500.89017176678493,5,22
0,0.9718714222493615,0.6979971996950456,0.8762803218154827,1.1246108521940004,0.10652488933105059,0.3339301289240115,473.09754184457927,10,22
0,0.3647213196414662,1.2048923327499048,0.6778629858148522,2.4170186544093752,0.3371038572309605,0.1187754185981057,478.7168292041599,5,23
0,0.9377473845909735,1.6454480142037193,1.143000738003206,2.0304405016584397,0.19327697868626104,0.36587304123089287,378.21395701335194,10,23
0,0.05133807528729402,1.4903599760058739,0.7138726214239939,4.959810576465543,0.3405281141746636,0.12346446436276126,462.26879590848944,5,24
0,0.6523615888680641,1.5587889148302179,0.6794115248508183,5.46944495847418,0.3792966734727871,0.10600741952020099,390.18479806750327,10,24
0,0.1646401580314238,1.3411909436185867,0.8498396893767377,1.6382584941209095,0.11480205767700602,0.10374254680457645,687.2150985438954,5,25
0,0.3278437758873719,1.028505486132545,0.8132236540383984,1.277319233935022,0.10258177333496354,0.27154912455332175,495.596635873378,10,25
0,1.0117717111390785,2.323429968655291,0.7933445920455839,0.9849853781939819,0.3414724537529128,0.26445005967044866,227.83075121310756,5,26
0,1.9443873790788355,-2.331002512757921,0.577515476989924,0.5167085911108806,0.3840293020773761,0.41076465887034547,-23.358791921451044,10,26
0,0.4714110942384759,0.5945204520475752,0.6157817775659127,1.499811455878326,0.3650625064729345,0.32821383749371624,258.7850622816127,5,27
0,1.0859863571922397,0.7099265419004244,0.6977402441546499,1.4111111918420827,0.3323186523942976,0.40298545991699797,224.3246023797851,10,27
0,0.0857891656022715,1.1398148512313953,0.9365429075991472,1.3709575044282252,0.10053943677380728,0.10883026441592292,738.0857257920168,5,28
0,0.011892034437029617,1.340003166752311,1.0625526495029254,1.6210447838998072,0.10462622783374675,0.11534453763142855,946.8755377166964,10,28
0,0.18217549584805387,1.624798772990368,0.7504994661121285,1.5059362154173304,0.2885252208738479,0.32019754072415973,459.6411789349301,5,29
0,0.7802216597063923,1.80376776538856,0.6877797998075326,2.300949135923729,0.3075159443375035,0.1855561968495335,366.88215758240136,10,29
0,0.16000298192555992,1.5084575392966615,1.3339808474347574,3.515100360644305,0.1733235982385724,0.15253529743861843,631.1695461443185,5,30
0,0.3724361699602609,1.0324768641292281,1.102626075375205,1.5463274077962414,0.25349322070140473,0.49989424018996437,566.3327409457002,10,30
0,1.0584643278566825,1.6271656182849892,0.8027498260653174,1.5594865826829296,0.3947950698020137,0.3338781753062682,314.7908639342934,5,31
0,2.731547072716264,1.7886266722557216,0.9141733234429683,2.4737721329913613,0.4042093030736144,0.2718575448547474,-98.31759845166226,10,31
0,0.17119836409352382,0.02406101277623369,0.6884410813826838,1.3224956338468554,0.10195828413890495,0.10185553017718452,1120.7313092646882,5,32
0,0.1715249228194693,0.8778937573956171,0.7254631797572428,2.1798872782613987,0.10298180788567468,0.1077264705202362,838.1665229756325,10,32
0,0.9808905991900915,0.9059636644187474,1.523314873870984,1.443439852644084,0.3063401893310978,0.46526742116878417,435.33580399948374,5,33
0,1.5967895441014932,0.9541519290951808,2.398694420343817,1.4679468443721864,0.12254673006806582,0.4322159442651831,281.60613571098725,10,33
0,0.26077561700225144,1.3554488302949417,0.9103178066367974,2.6340257696685336,0.10713604486520595,0.10276373607984585,454.2858415089111,5,34
0,0.2533607043607362,1.7764153022369775,0.7388254508120506,2.771042479411207,0.1831091325374184,0.21041662432897879,580.0554840568296,10,34
0,0.9336078804336697,1.0194524205272386,0.7706504133588918,1.606766159641737,0.3614465531909198,0.35358525748348424,384.7804675593221,5,35
0,1.8415956020297988,1.0098203837200286,0.7608967428131601,1.6632301159564116,0.38083299766527556,0.37459881659367694,105.61074725219504,10,35
0,0.29027385850336807,0.7592700975818008,0.6876722741630878,0.9037309235206865,0.10037327040861044,0.11524365538817405,893.8075060716012,5,36
0,0.2985374709673098,1.5988832835404434,0.8269370005583125,0.9306803653033255,0.10737428433315399,0.10165087206036993,605.0429653332135,10,36
0,0.04924510332163012,-4.5908828851711565,0.5980298323932267,0.558298051625751,0.10706548783657394,0.10896090103320233,2286.382181152309,5,37
0,0.04185236949612328,-6.865803281637597,0.5357222220492845,0.5040551949583043,0.10272873184247061,0.1064100116020929,2841.491248739425,10,37
0,0.11203536335421589,2.04459393925825,2.920658322125969,2.3034623277518884,0.1259524368119458,0.10351217739958996,616.2265185546195,5,38
0,0.3172799267434448,1.8979609626335792,1.4407757091887143,2.270155282129677,0.3605443434012242,0.10474920936324172,578.4459275030213,10,38
0,0.07827363785235912,1.4513549370139065,1.0863747335155818,4.027116530376134,0.12915910632174743,0.13541397283129553,693.7191226911815,5,39
0,0.01914731890876598,1.460070084702203,1.0513180421592603,2.9441296710228126,0.10384317120147674,0.25601583410048884,622.3355367689592,10,39
0,0.0,2.4250444533763447,0.8482323600190993,1.4582989027565287,0.1441664463907198,0.12088789817261086,574.7218968676943,5,40
0,0.476250617909728,2.1400357921602673,0.9083847898264574,1.3104849135017318,0.1010160898159626,0.10197675248930893,576.5917406772495,10,40
0,0.5293562965385816,2.0144132495052935,0.5818468726077959,1.2737832718805095,0.14839038253671066,0.3324855411961225,259.0994836267487,5,41
0,1.0861645516124214,2.174901321132886,0.6847813674740322,1.3802000848600406,0.10821659426046776,0.33807551630262533,190.55420054035764,10,41
0,0.6544293456971723,1.5292085042472099,1.0219097633315481,1.484812884060398,0.3227033410152963,0.24337020560672196,461.1266498199382,5,42
0,1.4703266558472712,1.433700146914136,0.9416603456783004,1.1015788650715863,0.3454874779335343,0.3700295660623778,187.08936840767618,10,42
0,0.5704749560673559,1.2267166931111582,0.8758460287522563,1.4864971865708485,0.3343324850782555,0.2821313014368327,477.26836040741495,5,43
0,1.1185305107008898,0.5811822330032286,0.7300285271679283,1.0146681136881002,0.38149398990655126,0.4037116062086048,299.01364226627675,10,43
0,0.2070574587825092,1.6127407368478264,1.3635278807316698,6.602370246432676,0.41939270399113665,0.14796855125074726,395.23795108140524,5,44
0,0.15412793741868977,1.4977881979811505,1.4728856804877237,6.174317049755254,0.41236234958916407,0.11601285058463401,430.98131673088966,10,44
0,0.8090371423307148,1.3352719769869357,0.5176568235429131,0.8920663729726055,0.30317954016037807,0.42709773106504456,210.09371688916062,5,45
0,1.711377686994216,2.360105031826217,0.5071712837874416,1.1206450586371153,0.30914240502753054,0.3714032954861345,-14.15512012187014,10,45
0,0.8296152120369201,1.144200494170471,0.5739729463298722,1.6159533851315402,0.3942274502391138,0.35380572204223526,294.6202399467894,5,46
0,1.6313664496576394,-2.429797405020376,0.5195747026776005,0.8474252007904561,0.359090293895711,0.440129476147483,146.0158557796161,10,46
0,0.358227791571081,1.2245769429056295,0.560656667372899,2.1881491501900983,0.16640332549613307,0.21699518550825386,359.3473064553273,5,47
0,0.3194828293464787,1.072740662305219,0.5046830866512004,1.702910830495103,0.24836688489921244,0.242261852970036,321.7839877625653,10,47
0,0.266474637373035,1.8839571387480099,1.4715927189771216,2.826477310394341,0.10281312527806458,0.4257842420163307,636.8015802742907,5,48
0,0.44587580811723054,1.7875948050511128,1.3194878655152187,2.980307030698322,0.11121124405163602,0.374321385192532,547.7230669189205,10,48
0,0.3941737445064451,1.3016801055557234,1.1420531806789773,4.990030217554503,0.1398716433397449,0.19248248352047587,706.3568783472035,5,49
0,0.8587355465925074,1.140239196490259,1.0872103953619519,4.086732824645346,0.13684544113547276,0.2559571521922056,567.2847210483121,10,49
0,0.2355724255775995,1.5373993241978867,0.9175583813379182,5.52109475579292,0.10346113066396784,0.1097684732516549,535.4722383180062,5,50
0,0.0524745289091077,1.2163097252810326,0.7148287172246466,2.9752743816813294,0.17240178584461469,0.1934564721558386,304.4885689557508,10,50
0,0.3632559138357913,1.4393085831572385,0.7259634006985491,2.6794279904024667,0.40337960979421345,0.242771178507738,418.0262332657021,5,51
0,0.6753811893936243,0.7064841729888836,0.7355070196329714,1.6541121591190104,0.3657470786990572,0.4294053667788784,392.9887266349736,10,51
0,0.958428786685705,0.6440784844845331,0.5023050127606368,1.1202604846852702,0.3404302684873395,0.3709948604886604,219.61005928172574,5,52
0,1.7133521139878076,1.5532803914685465,0.5281877796414447,1.2901539860654583,0.33347668619932735,0.3447785748318141,25.403035197500195,10,52
0,0.22627635097363769,1.9749346581586669,1.4279205670612085,1.6184965096008046,0.23490455638931262,0.10360879509113002,573.4226383210217,5,53
0,0.46868975990170764,1.0472141739105263,0.784799122858268,1.1383248349602226,0.4064735622824315,0.10194479218630009,579.1157998786355,10,53
0,0.020519207049767958,1.3705574484087684,0.7920305148351945,1.1029187616353209,0.12234368761883568,0.10252019318376127,687.6489591454226,5,54
0,0.16498379607344463,1.2924438356601304,0.8431870436945514,1.1075239466876519,0.10600600141029726,0.15390080229707093,525.4743674777576,10,54
0,0.39968585619445557,1.032074263706623,1.1998969529373933,3.3429819877866573,0.33807463693200157,0.10468265907562868,549.8720745756538,5,55
