,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Collapse Speed,Collapse Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.2856692486119235,0.09969420019709842,1.3293795227334377,5.397170640527133,0.04839533032556969,0.21298699420322564,0.8855640694327109,0.8257343671040016,910.9990289093006
0,0.30705368549292444,0.20453950194529094,3.754867395242326,4.480827268067858,0.2602196847732968,0.21636441626612246,0.38877961284060714,0.9160803993434323,985.1743396346262
0,0.0,0.03963210656408447,0.8182552153980867,0.9965925323268023,0.0,0.012373227509434552,0.10984613730655807,0.4181286177900446,482.41856340597747
0,0.10141670179039675,0.08715219995232129,1.5651768449031915,2.27950709396854,0.10769232018117511,0.17922530066304257,0.13335834975155325,0.5319296342723818,826.1116859983438
0,0.1676209524993589,0.13284159207303323,2.7625086349734818,3.336005094163518,0.02170979182614804,0.02520025057210848,0.6035985521108695,0.9360395525457661,1169.1745629462748
0,0.2419278724410291,0.15208797033458685,1.1303505681441064,5.962519547423533,0.1634357373134862,0.23928534658007272,0.8299209837358688,0.9768482055571115,829.7850063388078
0,0.21591009154459398,0.2522976879443386,0.9095999793975524,2.0063983615710006,0.3571428635138335,0.13500359032949993,0.3001317313368894,0.9304036096496531,577.5925645386593
0,0.2520686475395243,0.27407966725706717,0.8481815910803406,2.1524259711024873,0.22859266627492786,0.24615384277974417,0.6629729149395478,0.5961813503749746,556.7072460275679
0,0.0,0.017097779315834047,0.9082056071245046,1.232109093536712,0.17754612598434444,0.0,0.14059744975359095,0.1409873356388519,631.380944335051
0,0.0,0.10730086819146432,1.7651680541435528,2.3410867577718313,0.09706174303674062,0.1760874325541393,0.12322391245365621,0.13727818844641804,911.775175275113
0,0.7070040775419182,0.21923316901256923,1.4046034232087994,4.681397304656609,0.3624999764529939,0.17015354304158725,0.9455005879948692,0.8651842195270284,767.6934401891873
0,0.0,0.0822351677871324,0.7213686022488095,7.848502030290695,0.013259352978870662,0.22765151184552695,0.30812809539691177,0.65921423940784,733.4719112121567
0,0.29057160826068135,0.27530934320949163,1.2390210406871063,2.0233854360570307,0.27115653013103874,0.11111110862399591,0.752165964877833,0.9799671366996261,670.1592075471541
0,0.19727474630592431,0.19929298268635554,3.054580055020107,4.395349273588125,0.6055780851121358,0.10244411402890108,0.35264604166014335,0.48277447108276217,904.4846670780114
0,0.10269071847089854,0.18486076662484674,1.540650415001385,3.561048917461763,0.3265575672315678,0.09944833472437835,0.13542568377454928,0.6904986488094245,876.0172961498922
0,0.004389339892370645,0.1011369265254241,1.4602090876637948,6.0999730566957595,0.5272727466125557,0.1709739851583128,0.699887323195431,0.9206646511168578,849.1610858605329
0,0.2593690273774449,0.2395772484669827,1.930667497203682,2.1911912218105023,0.3526289933332174,0.26579121180540116,0.19933914226723154,0.9632985984528011,713.9384201443011
0,0.2652536350706294,0.14319219059719548,1.0126281500659764,2.078644629818396,0.2880138199890024,0.06739559343288354,0.2609492491014755,0.15334675232448808,682.1226121434656
0,0.2187185601534697,0.12331482300977811,1.3840107315095476,2.237736718938682,0.008046074704543651,0.10490884586590841,0.9686887293678013,0.7270558819087851,835.0384548499677
0,0.24475273731833772,0.23260569887381805,1.3949982241669963,7.793498129005287,0.22380952621217806,0.24210504860039722,0.7201220567021119,0.716000373901156,866.995494782821
