,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Coherence,Participant
0,0.0,0.0003423382704078067,-0.6046386842197461,-3.2901683775799455,0.7113015251911516,0.3688514727577382,0.9201464534888714,372.78784867782497,5,1
0,0.3237116162234961,0.28031197771291,1.8490762871922872,-0.2585766152588581,1.0150075407192238,0.29028428186382965,0.688106012252533,360.39395574093135,10,1
0,0.2582665888353979,0.27894156047805335,5.325998042414551,0.8928428618552856,1.1476696187734063,0.250195376160372,0.36942579840406775,396.9048962785571,5,2
0,1.1044171324838519,0.5425697573849568,5.301428897154735,0.46007777210483125,0.9971236797879479,0.2980357033715142,0.37668326985218453,316.65588522146527,10,2
0,0.42991434759821257,0.7292622603938222,3.115130291835627,0.49043321972901216,1.5889861968257524,0.24616759045563585,0.17403593998279132,502.5041605128629,5,3
0,1.2384747688308786,0.9995008493200541,2.4576988002016495,-1.6330599534091375,0.9579729362080354,0.3710757474090297,0.17511868005339049,408.4882330953912,10,3
0,0.09038504823837216,0.41553471220541033,4.156735673976477,0.17368470237795644,0.9679191872402875,0.14695592113190903,0.1629260092844369,396.9614160168825,5,4
0,0.11320268465721384,0.4057381795821217,4.332719546244079,0.48286641104325306,1.0083786221097695,0.1173079047754293,0.15044601628179538,508.91089595315304,10,4
0,0.5453740923113638,0.6216487158322629,10.0,-9.17822584647187,0.5188230612335345,0.2785972125651229,0.48671686221928945,240.632270078979,5,5
0,0.15698529724997312,1.337036609183577,10.0,-1.451889967777478,0.7773975599667251,0.22135698188463532,0.44010489302737965,153.64295125397794,10,5
0,0.0,0.0,2.4903975396971747,1.781696772044179,3.2611789408902254,0.10005326830716071,0.20604144672063684,617.0692714185612,5,6
0,0.0,0.055002144857652834,2.249925906333888,1.6783172854285695,3.541792892984338,0.10755828254532968,0.14982610691048626,645.1388774457275,10,6
0,0.5341608736246596,0.7522960608990023,-0.8514189003446005,-2.1458379881796867,0.7745011273427265,0.2844098618696767,0.3928129166735706,527.06471028361,5,7
0,0.9114991639856947,1.268000082266651,-2.927269241972376,-3.989998193772551,0.6365247525773352,0.3733669600826188,0.4685291443889371,385.26216118539816,10,7
0,0.339466378112296,0.6647488493219506,2.2313862882080566,0.12598130019373802,1.164626377942466,0.2793068348573459,0.3770496620986747,496.47244280899594,5,8
0,1.0767650372554425,0.9171925422666175,0.623393628251944,-3.386760008585453,0.7637772153089641,0.36650387453520017,0.4113498504906572,431.2408564705956,10,8
0,0.20632710303968685,0.07275015568386546,3.218064487034558,1.892899185952309,1.6390299939948183,0.15395816615676955,0.22164761544064965,603.488047909853,5,9
0,0.0318453524761909,0.37117638212323867,3.010901494626559,1.862686125878878,1.6365249298922016,0.12608515819713223,0.2593519716019143,492.0749731748405,10,9
0,0.0,0.4618096223309112,-0.19155559658283094,-8.3643936292412,0.6027792567726444,0.18511539068406208,0.35603336592019935,538.8910036526082,5,100
0,0.3569224690184254,0.7494404280814129,3.8542937897274263,-1.5867622883827293,0.9806906848218744,0.13173935094199896,0.33078016900231627,408.394338797798,10,100
0,0.04316564853236578,0.2858432824481214,-0.5042516047007177,-1.137362750941942,0.9194469884074912,0.18760982608764437,0.7833112278069123,649.4444570831396,5,101
0,0.3149771403385186,0.6290005908364887,0.2905733379177029,-0.47936082205345887,1.0748324627806163,0.1349755207601605,0.6827181312317933,534.322648092073,10,101
0,0.539446096202889,0.9701412065324821,5.561123413212168,0.9719649978332263,1.9745464711642358,0.20886790705028752,0.1632718441764317,311.8869398828007,5,102
0,2.1164059664487906,1.6283658692854865,6.017796939862198,-0.1630062327844086,1.3289450281327486,0.2920334033829796,0.3854094132747609,92.79647198262909,10,102
0,0.10025878794253423,0.33683628877804594,1.7266728018250603,-3.2719032085437147,0.7735822628373157,0.2836804821134249,0.2836900160419368,542.998715439038,5,103
0,0.024346421150382658,0.19850144910038603,4.421109523043062,1.5300860972268857,2.419321452472192,0.10805578440312241,0.32434271516086266,465.1249683802067,10,103
0,0.06668198839636387,0.17179183983156074,-1.0140780376209735,-1.559318692041525,0.8302632954019034,0.10573837447535978,0.13760599427587555,890.9342657501578,5,104
0,0.2288469676460845,0.1383824427743447,-1.6811125884964795,-3.164232135675773,0.7168441521878264,0.1465362266265694,0.14265164478531128,621.9189105670222,10,104
0,0.0,0.0,-0.24445520044915767,0.3831973734325697,1.0851812013605526,0.10659541168339787,0.11481014630601494,666.0351168433334,5,105
0,0.3382137864365279,0.09020483799589278,0.47660129317004285,0.7322466794714033,1.1849074024511115,0.3458098186979499,0.10409156729829411,755.5410605214051,10,105
0,0.23599037248859744,0.3971117505467321,3.3250032892127823,-1.1681633649164325,0.8398439760484813,0.2937155012540993,0.3054996483173225,461.8100382203668,5,106
