,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,1.9026152041164774,1.9622312082699824,9.930732485934401,2.3704679490498797,0.583608638962215,1.6255408513227074,0.3851499611874131,0.2855941100744228,-25.03288207594285,2,9
0,0.9163133557008645,1.331969291339236,10.0,2.4859147073661942,0.7289287681565568,1.0623928545522294,0.3866258846886857,0.37784028707565465,42.81768926369862,3,9
0,3.2843187949294697,2.184045761782588,0.0915014112493996,-1.866292286411434,0.5059272460950917,0.6515572241375076,0.38174066298803067,0.43144707009507444,-112.29282917315342,4,9
0,3.1748988047452076,1.959637036588673,3.6698878044522742,3.5385163892387204,0.5238385682338116,3.658224267754875,0.39297140240888334,0.11036168125669166,-81.91434096258274,5,9
0,3.2653947802137413,2.4401880165801026,5.706123100831826,2.610944511688213,0.5064557207493521,1.123769508897979,0.40681507027960406,0.3855457368047731,-153.788177481905,6,9
0,2.7142127422877866,4.2818606914508885,4.992144671589447,4.990499116212803,0.570706939248276,1.0865666998448877,0.29702164618527616,0.3410626821529709,-541.8612135321545,1,10
0,1.468665873950809,2.7706536090960965,9.126421684369037,3.859263245068789,1.2352420771152648,1.4219647392404338,0.25066843005700007,0.2966389764847286,-232.40297379179995,2,10
0,0.6140629714458354,1.959629631855917,7.852882708304281,4.853592621299275,0.7538779525179993,1.0047916498648455,0.27437501625668254,0.35939997325424516,-65.36571381617597,3,10
0,2.2048794067613335,2.5053450875453733,4.193159011576852,3.172658279701021,0.646604062440848,1.0214013936901525,0.2771986089464592,0.3351587306885462,-215.23455710420882,4,10
0,2.678397766140071,2.4836617820194884,10.0,2.931277286580298,6.939124434858982,1.3946147767657693,0.11050005509348099,0.29473018377599197,-232.4032782737069,5,10
0,2.578426572111976,2.7836758059737017,1.5235139334315249,2.9909312669578045,0.5585787679968983,1.0917677840369433,0.28273313496037816,0.33358544970913917,-289.47385367564596,6,10
0,3.578801864560773,4.051747116192553,9.39091358789846,4.561768511739961,0.7182021885195011,0.8162571005997195,0.3334671289490199,0.36600874897439495,-636.3449471153682,1,11
0,1.146320543627167,2.511892436295474,9.528474351698828,5.9103658456736,0.7606991221238224,0.8373131578510447,0.33593231943356805,0.3967049336905263,-248.8858221925487,2,11
0,0.8182925138133023,1.5873689523014891,10.0,5.399721461786369,0.6841951852032846,1.1818705070586613,0.33441906565537116,0.3471476929840297,-72.65528029903989,3,11
0,1.545156706319604,2.5855251394348655,7.640972203987218,5.122920595737671,0.681803052854002,1.5852251678353757,0.3443888398861419,0.3259064795287856,-210.3074637041684,4,11
0,2.2013487344446427,2.771300227013275,9.201294120519702,1.6724471289543512,0.8200740118393512,0.8146414183543955,0.3336236382096126,0.39581737277194806,-305.2084738631579,5,11
0,2.4273370309394595,2.4075269404390727,7.674554995652182,3.03294102129405,0.74688241801167,0.8786761170296913,0.34498908645462345,0.37908155123911125,-281.44803768618937,6,11
0,2.291272368470197,2.4067388529803964,9.928154565682426,2.8975092489734173,7.935297007580887,0.9432212790200136,0.11524470197410835,0.3082339644839617,-223.36446688015,1,12
0,1.328750618304007,1.2492963383525493,9.825227709476714,2.79934742354778,2.306357332007721,0.9804648056736389,0.24029180952053952,0.3286924741849131,53.23112820159068,2,12
0,0.35319669340854554,0.8320019232945247,9.506129984585815,1.1162586959674536,3.2379986871521256,0.7792566709902373,0.17582772008548142,0.3260750855546666,213.3510756851897,3,12
0,1.471478691757946,1.6023556968549817,4.84126904650174,2.865235449318079,2.025324322038458,1.2331842296467963,0.14388769197209061,0.26181161789604157,123.96339418174227,4,12
0,1.5912380321885442,1.6475325063425745,9.419378576051015,1.4484020864115277,7.983162393494433,0.9423214487507106,0.11024569214468088,0.31196596422537143,33.49868830611959,5,12
0,1.8756496968357839,1.591231826954353,8.041898629658368,2.7777827978958354,7.246312964259022,1.7321075457093609,0.10379178849508724,0.18757240774399686,72.35510261404265,6,12
0,1.996039031736138,2.0745479722065587,7.0746227825017725,2.6105817595200556,0.905419001514483,1.2518482894161918,0.31295375340385995,0.29110729234265276,-89.00056652209682,1,13
0,1.4340517633575416,1.6509941852845234,7.139246477206887,1.5743635194470484,0.8676124232267775,0.8786328926650437,0.3389192627941538,0.3957402628543931,8.093202285597556,2,13
0,0.341142337959077,0.8871973193182101,8.29928160197035,2.7807260329078773,2.1562832283350972,1.1614133960776352,0.24251613183625836,0.3239564890439995,246.37617432171248,3,13
0,1.4697623189414537,1.6210955548228885,7.114116042904658,-0.18678409078035493,1.1740026384237048,0.8283931145754018,0.3000107461458379,0.37743287596159725,76.66349840211325,4,13
0,1.96269344128729,1.5648570365283705,6.16931333171645,0.8612907099727191,1.0584371230366671,0.9022402994644203,0.3188838495597004,0.38384679348079265,40.093083397511805,5,13
0,1.5425956972670654,1.5130149704420905,3.2053213804599645,2.254662068020561,1.1662409462396424,1.0491968815836765,0.23573264165151475,0.3378305190742401,107.51174722857365,6,13
0,3.3294886780862054,2.5985054157719825,8.319237591023827,2.9022263808647963,1.9703673007880949,1.8589560084996086,0.2332405108879183,0.2206749210978734,-296.4353627155792,1,14
0,2.2131789611846737,1.7462179126800206,7.306538299517289,2.3129105297528274,1.1359886550363791,1.1910745704877868,0.29880305738664065,0.33330137282801375,-26.257624243972494,2,14
0,1.4732085480227073,1.3531508638946554,7.376605342091626,2.4347740101833484,1.027514556301758,2.0519640266674193,0.31023931619712375,0.17306936942439838,159.6670802942223,3,14
0,2.093645923907698,2.9226533627848794,4.071723121559322,-9.790621155465502,1.1473870006412348,0.5461314830215969,0.31426105507924396,0.4991310327173343,-105.25836343632236,4,14
0,1.681323667592295,1.4854208558534803,8.629197909326164,1.1677431307284716,6.300168648688517,2.0670318480808363,0.15311298773119358,0.10677026791319105,184.42509892120268,5,14
0,2.0573407885392574,2.3739021339363178,4.913535530944678,-10.0,0.7312930493346061,0.5698270469337432,0.3434550395485322,0.4754852908989736,31.634279214722536,6,14
0,2.4130606915411827,2.404701086525496,7.898866991508063,0.4836442423935412,1.0001294524988946,0.9701983483241352,0.3118933779432564,0.36406133114832995,-196.73804146080522,1,15
0,1.8954563297941924,2.1260575105869646,9.730574480608377,2.6118532366983223,7.978098780788286,1.7190052473220825,0.15313925614680918,0.333220435017288,-49.79513591537841,2,15
0,0.8123054081354275,1.2098850228947173,10.0,2.30382354939726,2.1158842036683474,1.252058761196865,0.2604056953611052,0.39816945176953367,137.09747661090495,3,15
0,1.9291985368811402,2.1417914692974516,7.4355276678548385,1.2573006427747442,0.8373994672536833,1.1510892955533412,0.34469735773924287,0.42482294589963204,-111.41981615840845,4,15
0,1.72085668689514,1.86656853741518,10.0,1.3207389429390077,7.46715097658149,1.2919796794061558,0.16865544151740763,0.36563717419415653,0.4510027691516214,5,15
0,2.306705943551906,2.6209108789425333,9.92192681434035,-6.6516787647162925,2.8643368240631193,0.5636231401729721,0.2614750629477529,0.48544237271425894,-150.6067847500027,6,15
0,1.4177400736255983,2.459088360846933,6.905729614286078,3.2601265382899225,1.0311662127405228,1.4644825399726344,0.2422355160621364,0.3023634277038254,-136.31656789641164,1,16
0,1.0038420411931581,1.8289154615789238,5.597427461975856,0.27255863302273936,1.5255752680968313,0.7630679284098405,0.1740396015218182,0.4275924805439367,102.9566606547529,2,16
0,0.6012594298042107,1.237871951276461,5.5149464924034675,2.194812949121466,1.9932493072098145,1.0455998638328552,0.12942086713139295,0.377812140538728,264.6597431150404,3,16
0,1.0211774512186649,1.985040631074271,7.574356174091893,2.7134803541391457,4.150243691948813,1.2799402071567085,0.10387178489240906,0.37199416953833747,52.76453029430081,4,16
0,0.8134561043435763,1.968912743468849,6.553426194798296,-2.0222648784945734,2.851992150900524,0.7281953085862343,0.1174474219761617,0.4096783522809856,136.00666768637709,5,16
0,0.9944638765557886,1.9485090058209575,4.326285079564469,2.116568531616118,1.2267615888075207,1.0354577072376272,0.1956468812723503,0.36302213822896107,137.26711025561795,6,16
0,2.890451648401099,3.191056756328467,5.206987920066459,-0.3163855980746688,1.2346425606501277,1.026128149290563,0.270485268882869,0.36300118227772404,-314.2298782667661,1,17
0,2.777298613161682,2.469133783873565,9.840514567087592,2.31201864732728,6.639324174575498,1.3745125954799553,0.19593316805071248,0.36236325381864615,-210.09221915643803,2,17
0,1.8235236501296004,1.914526429098551,6.531255224658349,3.2464802834778372,1.069555636296136,1.3865399134380598,0.30112816586653374,0.38992424435757744,-11.019405635753088,3,17
0,2.129099930863356,2.6556435831687564,4.268532684020107,2.5938360476954365,0.9611993323223347,1.932027517879031,0.30662632558296266,0.3385290620787822,-141.30783367545826,4,17
0,2.4669170781053626,2.2919604154312645,3.7312143263771484,2.731368545528439,0.8362475116516297,1.5455471976079576,0.33403100884628223,0.36841447678634087,-147.23693845423549,5,17
0,2.3104372728476883,2.2564546509820698,7.020689493918173,2.4762094385157023,7.163476518789571,1.9199646641170416,0.10489251048961168,0.29689237836063437,-66.60982517749227,6,17
