,Drift Rate,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,3.205389787019963,0.5623243125926205,0.5009746614827613,0.34521264029399135,0.3746339981082101,-273.49827750515976,1,1
0,2.3518485448076762,0.5,0.6365761791081004,0.36915114645697705,0.35742401571977145,-137.55489802655245,2,1
0,1.3444652752476938,0.5024733299530284,0.5391673414960962,0.3488988720117079,0.3827294538811329,-16.346181082062113,3,1
0,2.5343391430462505,0.5331772060598708,0.5,0.3350435540438056,0.3898045581297367,-176.73133065167517,4,1
0,2.7001344009533996,0.5623184194971188,0.5894279879271804,0.34789690541373597,0.35866957456202225,-173.59968750673136,5,1
0,3.0976006675612924,0.5436850928620818,0.6443703585032381,0.34106775060710937,0.35175628609521314,-230.7291223534735,6,1
0,2.9937367841691396,0.5559749492675669,0.7910640993804033,0.31202327266675384,0.3909063950439605,-187.46761055858775,1,3
0,1.9053328973299624,0.523264360401722,0.8392591723613688,0.31767765734450876,0.35006511208398594,-31.42395668215837,2,3
0,1.5884050091771182,0.5432474254570735,0.7658485751302929,0.3110147666749721,0.395898155275202,23.147422842662955,3,3
0,2.1628249974488973,0.679849738382939,1.4692779981183257,0.27234041198788983,0.1011094498705698,30.904140381696706,4,3
0,2.183269211738361,0.5844688220156368,1.004707956141598,0.29721233175879713,0.33635244171755324,-45.83880603629201,5,3
0,2.4245589175551427,0.5700896444629336,1.1130806197460215,0.3335678667216199,0.3089427065305578,-72.2376598935517,6,3
0,3.830674923246543,0.5,0.7740423897518821,0.31740532724121395,0.3107222308323974,-309.81018662577503,1,4
0,2.9505315881635257,0.5,0.692076852014895,0.31940192895559016,0.34391270081529823,-220.2305107659683,2,4
0,1.9491623214173706,0.5,0.6481129483973933,0.32404887772025226,0.33823719445470657,-90.52463204517855,3,4
0,3.223246242213245,0.5,0.8447121513554734,0.33621287190983534,0.31745536119658524,-237.9365394682984,4,4
0,2.865877439863627,0.5,0.702284900117738,0.3231762154778104,0.3400317496708434,-206.17079144512456,5,4
0,2.6118871794045777,0.5,0.6591367369366339,0.3111227448359212,0.339637616056897,-192.34061953320054,6,4
0,4.058324779986998,0.5013401401093058,1.1590724447088006,0.31521087043808926,0.316729831547533,-302.7580412645601,1,5
0,2.752480032592273,0.5,0.660262968186971,0.338192103136459,0.41385079884645937,-197.31882786823323,2,5
0,2.6147246870742356,0.514744853044888,0.5845009916855515,0.33388451085802856,0.45850031858772117,-187.0748578963683,3,5
0,3.926075069295536,0.6556305144111028,1.005003058462204,0.3285883318516874,0.38589112793428326,-269.3759158083353,4,5
0,3.056178164614941,0.5,0.7313801258281396,0.3576825453105884,0.4618008076995798,-213.2401890821939,5,5
0,2.752231916098617,0.5676992411210248,0.7026920972949269,0.29741985454934766,0.42152759490550695,-180.79184947379207,6,5
0,2.7370715112747326,0.584880572935224,0.6173499233094777,0.24678412601621497,0.36109541304936354,-183.87210462296358,1,6
0,1.7229142426943551,0.5470043061639228,0.5730623264489557,0.21689087045958783,0.4229434511797785,-53.19242425315609,2,6
0,1.0719986060011242,0.5643523187037337,0.5649813351308703,0.1962145957791453,0.4279489332081258,45.831887637156385,3,6
0,1.7056270346923992,0.5554843039338503,0.6719890248912284,0.21896233990935293,0.3903425876392578,-12.538864228522783,4,6
0,1.6908349790265196,0.5046770216573616,0.6278457257436931,0.27344862876831283,0.3916382372864783,-35.4636721895625,5,6
0,1.6890904799318465,0.66086748738561,0.642679232190763,0.15889059498253788,0.3550075020604679,-0.6426753614580605,6,6
0,1.362562857115505,0.5644655483287392,0.6220835451617637,0.17522478158341281,0.2588313633263884,21.8814562164044,1,7
0,0.8940747113474842,0.5,0.5551160775240599,0.24064706044134193,0.31551369659825623,28.724255846092454,2,7
0,0.46267916192288483,0.5265667352412319,0.7101559989170538,0.18805845589529285,0.20507174502568126,160.55846955339393,3,7
0,1.6416272081285594,0.549007888621808,0.7032055004537138,0.22775617647352553,0.3068234245715348,-0.7016846259923675,4,7
0,1.6766216617321787,0.5604243157752095,0.6307288819268462,0.21942268392713565,0.34010743190419623,-25.099168888818564,5,7
0,1.8745498733212458,0.5511197447177706,0.649209572477787,0.23918434459771115,0.32946231282811056,-52.43362183584484,6,7
0,1.404145831728734,0.644935298631078,0.7877192372411457,0.15210721308189973,0.41227194421637886,98.81890863677503,1,8
0,0.7152814953460023,0.5961193503178298,0.9632304670248277,0.16492504649229933,0.31114465666638746,239.94465551189205,2,8
0,0.2990261194426661,0.6340350778031815,0.905869103660299,0.15679579487858675,0.28446431068728917,295.11808460211927,3,8
0,0.9167126115286675,0.6132799514371725,1.0806582178269892,0.17651597870668917,0.2427381925776395,249.56784496629447,4,8
0,1.0822738135553196,0.5919865153785695,1.2472875658989877,0.18546481356529693,0.11208011080542385,213.68617838234272,5,8
0,1.048462270712372,0.5784345559790977,1.201257140784298,0.21707296630293216,0.1182535489718744,217.53764556810745,6,8
0,3.207648473012274,0.5,0.8300002248959966,0.37462767191090085,0.3837891473295082,-254.34447482622133,1,9
0,1.8220976052938045,0.5,0.8987243343521545,0.3772935207929964,0.37471425208706155,-24.111050933249814,2,9
0,1.1386735028215071,0.5,0.7390681239679732,0.3857723387899127,0.4081977601757405,51.63643976965592,3,9
0,2.3902195200946172,0.5,0.8274938113473713,0.3758776620228881,0.4083431729399887,-125.32271594719845,4,9
0,2.1067864244071406,0.5,1.1665172273238953,0.38417086215584695,0.22011272143503824,-54.43368492630897,5,9
0,2.715205945254719,0.5,0.9059750257912177,0.39175901228539245,0.39489953855580967,-166.64976656163157,6,9
0,3.246483136531601,0.5287526188760941,0.6165292856088653,0.2900307174247388,0.3602743953954256,-534.6221311044832,1,10
0,2.069568914620267,0.5549069037170123,0.6509670309056435,0.2715893223576298,0.35734783085294647,-195.83632800209998,2,10
0,1.2878746427919276,0.5,0.5916819869194859,0.27981857319665876,0.3709688155659688,-33.04721166541502,3,10
0,2.3103868637854137,0.5702513607233124,0.7386066021083841,0.26588445960075474,0.3462234688439858,-221.61965049420675,4,10
0,2.4490198933400986,0.5682560087521809,0.916823083372573,0.2682483325156049,0.31883397649708795,-220.42233554760958,5,10
0,2.702754113078724,0.5740076620238812,0.849219381608612,0.274629185239041,0.33028104667028624,-297.56443706817527,6,10
0,3.781006014195507,0.5262151895734125,0.6458786164086743,0.3321809673688527,0.36105925324632143,-629.3414719212244,1,11
0,1.7537663151381,0.5,0.5529780628366581,0.3366358367025799,0.3919399260437745,-201.284512964968,2,11
0,1.1174916789666323,0.5,0.616686680387565,0.3231951033312321,0.3676820364397311,-10.866391159605588,3,11
0,2.0033920834158767,0.508731516094362,0.7798704294802632,0.3338412538563853,0.3287912460680534,-148.11472500721874,4,11
0,2.4538590824927766,0.540863162520685,0.75267841972247,0.32352458901678455,0.37719884529019365,-278.6501133249217,5,11
0,2.377435162739276,0.5,0.7127695655139549,0.34868965732466306,0.3701563123588784,-281.01990790530976,6,11
0,2.3595422263709254,0.7886939896420784,0.760760477429436,0.2008711265973669,0.3007343052913489,-162.17999308634168,1,12
0,1.3223339051834484,0.5232288715252799,0.712040918995742,0.311384715833074,0.3454392099643133,64.95494054186781,2,12
0,0.6903910382262388,0.5340518036780281,0.7218157202780483,0.2704993940569132,0.3127880459729282,251.11513718467418,3,12
0,1.4791375799918416,0.8149143468261728,0.758827807750704,0.16890599279730295,0.30850590771360437,177.74050858806186,4,12
0,1.6350346327116398,0.52180839894575,0.8052643326425691,0.32346397565058105,0.3258986923525582,96.35640394030068,5,12
0,1.5456865585199626,0.70743864860412,0.9026827035735289,0.23791756452451862,0.24739390346122775,141.0677049058765,6,12
0,1.9387483098952651,0.5765288519028716,0.8097195264795353,0.3063245312203863,0.34165912771329043,-80.65113271565428,1,13
0,1.548136047936796,0.5490440922308027,0.7646146688812477,0.33067241896161587,0.3906677369127612,25.44196661767228,2,13
0,0.6981986421320411,0.5299664437382094,0.7758361902685518,0.331065076781277,0.33751735645232656,277.92136754352424,3,13
0,1.5002359884539291,0.5635762045530545,0.8661839357773665,0.3260421624240948,0.35198844941881047,92.517636064703,4,13
0,1.6555328222777324,0.5870545834082158,0.8658669384444665,0.32615147766877495,0.3755560463739163,46.79974169650259,5,13
0,1.5511470771586102,0.6270975041556671,0.7838852625346561,0.30235926838963034,0.36329752670577575,86.64168713886187,6,13
0,2.8231335341354,0.654650472537082,0.8363350745543765,0.272717583687615,0.34725485199842065,-310.4467598096506,1,14
0,1.788028492087687,0.5564871046208631,0.8673010429877055,0.31292050162286966,0.35937844629090876,-17.567853140446587,2,14
0,1.192254865589043,0.5084872557517319,0.8869683953250224,0.34178423858455886,0.3287207327914804,174.27899034772895,3,14
0,2.177775524382825,0.5978228816046243,0.9339253877238441,0.36557769321113753,0.42802106628494857,-118.67403603871048,4,14
0,1.590104338102145,0.6440604887675999,1.5435049050178968,0.2929597950461267,0.11267765194771523,219.0470310584338,5,14
0,1.744277335399093,0.5671292256368012,1.0899856502713858,0.3345707528759083,0.38003892989644605,46.003868397283235,6,14
0,2.3942207817405947,0.561038492680459,1.0050346041016103,0.32182235375962553,0.34391751585277064,-186.99425732238365,1,15
0,1.8545304493776298,0.6372477040541586,0.8924434474009965,0.2895584346017019,0.40659664273389673,3.2561065371364997,2,15
0,1.034372690633977,0.5255213058824288,0.8086573548426409,0.3138780377168268,0.4391171827469765,196.52823064618624,3,15
0,2.0890999420221,0.5478624905269696,0.9904936542274344,0.338921688912549,0.4246790429701444,-100.10326301837765,4,15
0,1.7743341389697274,0.6005036556910055,1.0262525458871248,0.3018626814908245,0.3809519035850538,44.025917630074424,5,15
0,2.0645609213052807,0.583215450531755,0.8397858959602789,0.3275017788939033,0.44015542854908063,-109.85279320809744,6,15
0,1.9395565649841764,0.5970218825544876,0.6601682000823578,0.25086723373036385,0.39305119247902454,-115.27758741782708,1,16
0,1.4702676502621634,0.6667460260897953,0.7475125626272058,0.2167599957900504,0.4105170860600943,120.00402747656759,2,16
0,0.9892039225651722,0.623415623707121,0.7919152102229345,0.22551311311505057,0.37315329346757115,298.81500843853195,3,16
0,1.4943047418750102,0.6814367697098288,0.7987468963578751,0.20677917388170275,0.3965412316045934,121.95742842610774,4,16
