,Participant,Drift Rate,Boundary Separation,Non-decision Time,SAT,BIC
0,17,0.9958536979685401,1.0046240848356334,0.3767387522646885,Accuracy,372.4892281228033
0,18,0.6600314475332199,0.8649115989221784,0.4068436384674668,Accuracy,406.936651980698
0,19,0.8090492404204334,0.9533752748653348,0.26558906214808375,Accuracy,388.0191955522979
0,20,0.4955459747064994,1.1911896097338766,0.262196700105635,Accuracy,499.8200561323428
0,21,1.3233293218922668,0.8717208221097187,0.41154969010238884,Accuracy,214.9068658534279
0,22,1.2392310790358712,0.9979561354680978,0.44600992321002014,Accuracy,290.79255452906773
0,23,0.7295484684736967,0.9182541166966778,0.47542158456089917,Accuracy,433.83283389428897
0,24,0.7294326237768323,1.200529414659056,0.5225723983511439,Accuracy,420.6574460894758
0,25,1.191869846941226,0.9115190033299135,0.46905591795594515,Accuracy,271.07549976583067
0,26,1.1842066394731932,1.039580193778439,0.5098590520502015,Accuracy,333.99832172957537
0,27,0.9841704011657031,0.9912723672747413,0.5734255053572753,Accuracy,367.4835220212823
0,28,1.3330173585606322,0.7857152171909029,0.5476872197512184,Accuracy,185.4677381933608
0,29,1.9183500922712753,0.7423794419880242,0.4782030649850499,Accuracy,-25.124093736937006
0,30,0.6707077881391661,1.0140554431108697,0.7290494965728007,Accuracy,430.43101475354246
0,31,1.3269400570392647,0.7160151091751127,0.41036954959288685,Accuracy,139.52739768126156
0,32,1.4634591559348495,1.0530769158924576,0.3938610980828979,Accuracy,233.90857108793182
0,33,1.4678988854620891,0.9774634548505459,0.45386432560769474,Accuracy,207.51650820253474
0,34,1.5070712749886146,0.9023048685343125,0.5195280753475635,Accuracy,181.61613411843814
0,35,1.6185046727443393,0.7201867285332793,0.3434450500311088,Accuracy,52.07211314901768
0,36,1.053491348709707,0.760122159222618,0.5249273077482417,Accuracy,236.9430061902415
0,37,1.3756500348809266,1.0009751680270809,0.37002295437859367,Accuracy,248.59148826665887
0,38,1.740340194500922,0.7692713759192735,0.41032392196658907,Accuracy,39.97852806620778
0,39,1.7553090986034758,0.802745295338205,0.4649123668510775,Accuracy,62.086425908044305
0,40,0.8140870238863871,1.3858213299942415,0.4498971265592542,Accuracy,319.7721903965856
0,41,1.1994170841994616,0.9721202192746787,0.5412365509248451,Accuracy,304.73394613300974
0,42,1.1596178967195991,1.0088889132022383,0.36698607704854797,Accuracy,326.85572181563424
0,43,0.9008009062866584,0.8741011911253757,0.3894291085107766,Accuracy,333.64882698638456
0,44,0.7420394688115151,1.0299377077460776,0.42783045313165535,Accuracy,535.3611252609284
0,45,1.278499718009622,0.8475077401437128,0.3904366192380848,Accuracy,224.26713511818343
0,46,1.2814880386154512,0.8367329853876097,0.41877415297867693,Accuracy,222.96249670710395
0,47,1.1227553185192978,1.3470560536256362,0.5005384566508707,Accuracy,369.54542204484704
