,Drift Rate,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,BIC
0,0.11966093749413158,1.3050013409261072,3.5367799255218624,0.771960663040874,0.9640190515072347,963.6021591997674
0,0.2534764020493372,2.4156247633154098,3.1667169300557823,0.9982178295495268,0.9893376940421956,1037.0313424159565
0,0.010466203102352408,0.855749819679322,1.041585387379168,0.1008498655365005,0.40024789126682636,467.7886603684375
0,0.10184006223210708,1.401469408060684,1.7568311950722606,0.11516036013818753,0.7289947974527705,833.0758948067473
0,0.14832907899200576,2.6355767414226925,3.2445548766532224,0.6940135290374736,0.8009183079729001,1156.56098528835
0,0.1550741308847643,1.06827009186821,3.674308861653037,0.7994865326527798,0.9096318388947513,886.3453956535966
0,0.2471883733739547,0.7845983812701981,1.7190476837328925,0.36738409519815296,0.9947290331514762,580.0996701034194
0,0.24970168743007629,0.7461495872698074,1.6438340082103775,0.6879265545593479,0.5558970364455253,554.6700417081173
0,0.0,0.836416078607657,1.2066644802548832,0.1517425708521285,0.10668963588069386,622.2587070441931
0,0.06564333333043397,1.5675708595617146,1.8279160810272745,0.10989360617667826,0.10038969944842757,929.9047912682313
0,0.2730281963973807,1.063425666849565,3.437630915932179,0.9644671777925624,0.9143049623610559,807.8480201958419
0,0.08884818041059814,0.751300493677334,4.575169770484218,0.37103354723157655,0.9986173273422653,770.0104424659125
0,0.27626449987319884,1.0446700146481391,1.7744808438770996,0.7531750484860195,0.9832557899692056,671.2035203779913
0,0.21057555159553284,1.5491539565313208,3.470253244852634,0.8421708636144754,0.7171921723596724,952.7745189008373
0,0.17161088920097822,1.2212137902819886,2.8239395496278337,0.11539588002052126,0.9449706541925134,894.3087722004179
0,0.10440041419662482,1.0235304759689206,4.0873082273479895,0.7007642968958746,0.985206934693495,902.6650491943012
0,0.2321232031560307,1.4216661318051256,1.5989486490004892,0.14500794228479652,0.9896441677770986,743.2733021389497
0,0.1660164837744386,0.9287064029807022,1.925058247966025,0.21789045762098586,0.11404926830112144,692.612441823624
0,0.1583638908011478,1.4208121790360375,1.8656002855708418,0.9473062033056283,0.9454306377220696,825.1615034799682
0,0.25561695288459096,1.2187326492945658,5.024332901245171,0.6651698228761678,0.7762176777535383,928.9353561838816
0,0.20667160020152744,1.524407766369106,1.221610206378848,0.26235575913161246,0.9123723723706896,698.1975017976006
0,0.0,0.9856221686717879,0.9293691081300561,0.2947631075448577,0.5662608912535523,498.2420545546032
0,0.19482707732104057,0.7698653235086219,2.214018376750193,0.3122584877008451,0.9524073935224575,677.2566876670951
0,0.18302805143271375,2.6607270241729792,3.029404505887933,0.8574269834419276,0.9900280153187833,1097.0013962960911
0,0.20935955840603465,0.6247583404371404,0.9409763180266477,0.382887061479307,0.5715258264710107,331.9117486505561
0,0.09587235902364918,0.854330365514887,1.628821785823781,0.4352978143746515,0.10694911573302746,1300.4472679552014
0,0.19846962741580018,1.412773571829504,2.832050917307531,0.3842016391445112,0.9991785111573509,893.8443522444145
0,0.21095323775446054,1.2950038958925438,3.5962392027826744,0.10270854057936857,0.9964352285822011,1031.8945009073395
0,0.11344801345438038,1.9709458924467695,4.049080141764099,0.9663599467391155,0.6302182446948671,1110.9918058795686
0,0.19669251024254,2.857038271215944,2.491775679021312,0.7998367055555304,0.9972532012401929,1026.1473510869923
0,0.2671124054920664,0.7604127660440728,1.9592408328566042,0.11230926797264729,0.7961778490842228,610.1408589370467
0,0.153284593430046,1.2625918892117887,2.974281572061269,0.10924030413007796,0.1097539045554502,1012.783893312163
0,0.36993654730322184,0.6244196834238984,1.7195563648932803,0.11398456077455771,0.5219267728287295,513.1622937227027
0,0.08123823008736689,1.128678733339935,1.6935368516841018,0.12019947098803951,0.9925904879223905,700.4123883416319
0,0.309528695799694,1.5109628643822135,3.4841892497453015,0.7706321672650418,0.9677953606756422,912.6933378457015
0,0.27889131705734005,2.3106971589152945,3.4802442403468623,0.5736243159219304,0.29737579274409737,1068.2523812016732
0,0.14744981746928001,1.5525245440925806,1.6346894839469028,0.9810561552703994,0.997437119677421,769.8310434785556
0,0.15369961891334633,1.300676307813422,3.4401289995793403,0.10339048595152389,0.10511660148681568,1065.4344906070837
