,Drift Rate Speed,Drift Rate Accuracy,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Coherence,Participant
0,0.04192844358657507,0.19949723385613966,2.4045985379594486,2.5491380130787267,1.6194846350387477,2.4630961450401507,0.11141541249786552,0.24241085277894853,508.9497912090637,10,17
0,0.2854951940972998,0.3569063342853601,7.234487053619632,2.18302305872688,1.0029861317598843,0.6726043656868437,0.18527831059436206,0.21258610594307809,157.62066569653146,5,18
0,0.7138697451235496,1.142011897773306,6.5304189142818245,2.8445089753423694,0.6314378442321971,0.7590629623529801,0.25446590764949434,0.17982024162972993,51.28049969967656,10,18
0,0.7366616911692594,0.6617410604197843,2.31727566718256,1.308641656975317,2.368225800679139,2.6103279329280467,0.1909668664200207,0.1208439426807204,488.1493634164987,5,19
0,0.9957144935164964,1.0827941513049189,0.7444792365658119,1.3593994014493374,0.856120931449659,2.5907983185778374,0.392441644040077,0.10962950801289251,380.2267695811039,10,19
0,0.7790778888963219,1.035845395894472,-1.4591642839991994,0.9824254155304354,0.7291320631689859,1.7938084768789095,0.4008645429003165,0.2923920480377771,438.70894382893897,5,1
0,1.4641305679369252,2.8897666163122424,-8.420076580765405,-2.894869199759799,0.5487633175318565,1.0518764044627225,0.4078660322675708,0.48107467615973276,285.2178004728926,10,1
0,1.0622604964420277,0.7666259343843004,-7.105865102426594,0.902726320253394,0.5558036026894166,1.9429504690257446,0.4156505667872955,0.23588843903838214,417.63228552522264,5,20
0,1.4239163759186741,1.3085678244771544,-2.360753580405241,0.3869953334697286,0.7212175184770104,1.3890053980549801,0.38045807471998855,0.35251589148339874,326.79590703461537,10,20
0,0.6376052275201233,0.5917149649072476,1.7973529575340121,1.2560513524546217,1.6201851269434364,3.8963628086551028,0.19524342032313335,0.1578336932908781,498.5055490429071,5,21
0,1.136681484810681,0.8681597558198231,1.6292750198797252,0.5489312886289766,1.354084697893121,1.7588264614286504,0.23119279752486316,0.5266437008437955,438.32367692233805,10,21
0,0.14185272724545545,0.025707462689723366,0.8157814688639474,0.3633946580592542,0.9017981902458474,1.3059699524896642,0.10960115526651015,0.11968732360621204,832.5033248836091,5,22
0,0.2645988318215248,0.13019445507364397,1.3212219046712732,-0.13257531676190565,1.065690021309985,1.034863451069195,0.10508304281267522,0.10841387398574714,955.2685282476347,10,22
0,0.24189213049063032,0.5442570228722493,-1.5619672200891423,1.5671274948196152,0.6293664560408105,1.4403558354501818,0.2502789194647947,0.20673178969014444,538.2169142091668,5,23
0,0.29864073107411243,1.0160731264938556,-3.451396631974172,0.7104497583496788,0.5389996196053524,1.1450039464148198,0.266577866033972,0.34180997643459493,484.65673239769654,10,23
0,0.7259022857451237,0.5996401383742396,1.366939798521674,1.0784373161019258,1.439023072531013,2.8186031193757746,0.42254478074743684,0.3538554620955935,458.0206693009161,5,25
0,1.366391029413356,1.4301431440522798,1.646966343895372,0.43057552637606483,1.5726440734076501,2.874644475282076,0.46139407266278676,0.29709850246438796,339.4232755833808,10,25
0,0.16162841074648981,0.4624193552437821,1.2840149029835157,1.1595241929579232,2.4984297419282164,1.651182783148601,0.1028184587343709,0.49885115235254357,365.07551873584094,5,26
0,0.26304920132779586,0.8263317104792929,0.9939331050906457,1.2462157477967932,1.8351923152125411,2.6931808720222863,0.1722122204692701,0.35141917791811017,368.0164916963612,10,26
0,0.0,0.0,1.0550021388443966,1.6552771728495497,1.1038204707009838,1.5110962341514322,0.10463620969120396,0.33935655996798053,603.7204213027121,5,27
0,0.040797445313102136,0.16289248062918388,1.262340682827839,1.688625731355979,1.1222254221082135,2.0703028529224174,0.1280751649158557,0.21740045890647325,625.094938140309,10,27
0,0.8609114397301056,0.9720448921020344,-0.3113625272701056,0.9997888179823442,0.96596750786507,1.436480335163698,0.371947683427686,0.4136054168384954,426.8868513183876,5,29
0,1.1324173498528791,1.5778948355505977,-0.21820280166424827,1.7230957087831298,0.8752697794340278,3.008530197669711,0.373327324485035,0.20914486615959754,322.95282984378537,10,29
0,0.20660230302821447,0.022303638151159218,6.07556545217509,1.1399964934600306,1.061449120454534,0.933831622647562,0.11742519780460214,0.1027866173387218,725.087743992614,5,2
0,0.0,0.2895305801260215,3.901022069580631,-1.3895814892510334,0.770969397357522,0.7212191658471383,0.10143157865823255,0.12544278007399795,1515.1424303077124,10,2
0,0.5387515123795805,0.7512405445342443,-1.6666683045421504,0.9608744973105132,0.8088961859144983,1.5696303253690518,0.5357428656314627,0.2874987251607016,506.40320113971114,5,30
0,1.2435360746229127,1.8375976991646756,-0.7490018623512752,-3.262770549769894,0.911296175392422,0.7289441965304619,0.48778999334577067,0.5355156136905931,279.74418850620145,10,30
0,0.5816926159953032,0.6396555576204412,0.7940654440491864,-4.074737777395639,0.9973023528438199,0.6391728681304301,0.2418596060499148,0.39305081831730726,618.0523103126561,5,31
0,1.264715436381503,1.4054990715752904,0.28778859304493887,0.9982054336597849,0.9472651321152474,1.0681588766566708,0.2609870941900686,0.3472708159575507,296.28645381174726,10,31
0,0.7989485788563563,0.5275377127595193,-1.3767530438914384,0.6352286670698352,0.9091700574299595,1.3338852060441129,0.489642242692797,0.3427462533502257,486.2810082830099,5,32
0,1.575660598587339,1.0837878720641088,-1.1502122404382118,-6.796120748711256,0.9074258947925897,0.616541515002063,0.45714865097288276,0.49980326060002667,376.00094118054443,10,32
0,0.0,0.0,0.7114990514662799,1.0239948191901904,0.8894584999610626,2.326726063316559,0.1346046262160337,0.1313030487320973,441.21276747834236,5,33
0,0.0,0.17606516952377568,-5.797316878556121,0.9154374983364862,0.5721656116435607,1.8725078138059268,0.11780423892635605,0.14223815133082007,673.1042110864352,10,33
0,1.0926131461299664,0.8573494873126535,2.9282428639427898,1.5740877947227134,1.1468033844752332,2.9019364653004396,0.332064207603857,0.15916381452020328,384.6970417489703,5,34
0,1.877707053085935,1.893610358945045,3.4649392450495737,1.418781585305383,0.9450346580841948,2.4962452217220523,0.38755942334137183,0.26574811658693537,104.8442792358325,10,34
0,0.24686872893987943,0.14623169401052707,-0.1327471377311341,1.774558723371277,1.0052236113176876,2.705983563043903,0.33918860483391255,0.11942637721155147,588.0962457523437,5,35
0,0.4358116289030367,0.4205966713916034,0.8117026438724876,0.9831629921363523,1.0893160176588044,1.205585674359897,0.3327248541533634,0.41013707042414116,579.0373760212871,10,35
0,1.5631279205144135,1.183689606311807,2.051921325464044,1.0514361103930219,1.0985318339988632,1.20214049590553,0.30922631983631377,0.30918329022311775,257.3314997031308,5,36
0,2.501486646465263,2.42879627622285,3.1990665296163976,0.47542217376325435,0.9788842868917782,0.9990260989045927,0.3321763405223269,0.38214513674804296,-79.03303987315746,10,36
0,0.559091579135208,0.7090320258130433,1.493418358908055,0.5595253686545871,0.739838201967352,1.2559695802098036,0.4372762660920794,0.3233064907476092,381.9043199013514,5,37
0,2.225911504154526,1.7730900744805114,4.438892264565891,1.1719893001006718,1.4472838247881348,1.318372952269998,0.36838629711822934,0.3624759509186989,50.94514622804423,10,37
0,0.0,0.0,3.840051537052548,1.614265094783135,1.5025562483136103,2.6068974121974873,0.14564019301492698,0.1066288363672932,530.3679709008362,5,38
0,0.3105910942418957,0.10430383129868799,4.284369094910869,1.5534364069709,1.7526619547166202,1.595310713329225,0.13613650591489312,0.3412184003542971,489.62600731272573,10,38
0,0.7558820242968524,0.7956323477633339,-0.6160938471967773,1.0096428288052446,0.7667213811528937,1.8879783604309934,0.43786551905413074,0.48030696284151186,446.53092022947493,5,39
0,1.8654231230127483,1.1798329702067032,-2.7622748042275984,1.5163636307092367,0.7053374228035798,2.3283983818100493,0.4525043305368479,0.344147209226606,262.5016236770865,10,39
0,0.4593536698400559,0.6089141255283729,6.434215626999826,1.7011157339791234,1.9280796244089613,2.86417671819617,0.11023294289870733,0.16256607681747226,349.2528977581914,5,3
0,0.6120775826206868,1.7121542301502604,8.40338114157783,1.547062327564126,3.2497803905710763,4.634705691195659,0.10132059922389491,0.11956394664895248,157.19240292518538,10,3
0,0.9492836051083083,0.9764626059177124,2.9418028025979273,1.708019111509663,1.0763828753102196,1.02148575299762,0.31877698307200897,0.3510581261900433,343.99119649118506,5,40
0,1.8365207343571208,2.1429807419973037,3.4090065836233023,3.7555402039092707,1.0256159720421598,1.8925981784915282,0.3364865159207584,0.27015191700187385,20.23409933779555,10,40
0,0.0,0.0,1.6854176870647455,1.5060881913556279,1.476282227343745,2.4433445210341986,0.13334832923559714,0.152761734061179,656.9300802388642,5,41
0,0.0,0.0,1.5605429111682136,1.4717036408804924,1.4502578325225155,2.2357043258517506,0.11265003182013111,0.10025128705488867,663.454793207663,10,41
0,0.3045373190271346,0.6124089617841283,0.4319923242058205,1.4575515819081326,0.7836756240034779,2.2999180608442003,0.33830009865861366,0.16630608369927619,519.0249711436945,5,42
0,1.0143962741564554,0.9550029231746728,-2.817665086781908,1.1971372461044174,0.6006026609879314,1.4561665482662365,0.35372387604826927,0.31867411522598366,395.90202978892364,10,42
0,0.718095939128585,0.3382927184139188,0.8220780836631981,1.7523807886884142,0.8160631914550023,2.2075211136608037,0.3125169344269294,0.11625187353497746,517.1992322343399,5,43
0,1.2879954836264094,0.8254243352668,2.7854344301020206,1.5417211106577295,1.0939122212521482,1.4686264000895703,0.2977105253030023,0.2954826269163826,339.31055723835766,10,43
0,0.24207886913888743,0.36249563873847546,1.7768402425382699,1.0045192927081608,1.1789451411123042,1.1987713560663043,0.24997173774405307,0.399609691194978,586.1729581928025,5,44
0,0.2870087000692206,0.6686409640587216,2.6917077271134895,1.5886088599144115,1.2935608189070464,1.914509288094107,0.28073903965133246,0.199185045674443,504.40337368073466,10,44
0,0.5206749286866357,0.8950383491524823,6.131643348175457,-2.6763802796143774,0.7014962088970944,0.7494346006757864,0.28236418110639444,0.32127860678097836,269.0977772102329,5,45
0,1.662952662159254,1.4590706509348104,6.155213807636839,-0.8004498933055892,0.7691674215311024,0.7671203265084463,0.2929815655377465,0.330812716501158,49.29288113126443,10,45
0,0.571373045895096,0.6114691124256671,1.2004014879516958,0.9395413087926934,1.062555970317412,1.8841021509792402,0.25819158713608803,0.1303309691061108,526.749813024039,5,46
0,1.4300923506039638,1.3852538621825419,-0.14432266507464162,0.7404785718468379,0.7567912820835714,1.4181680171339335,0.3186628682821192,0.30325427671052335,263.5114943195722,10,46
0,0.1464163394793399,0.21533804450371674,-1.9951447546385725,1.5337095537717904,0.5640406111170977,1.6095393810612566,0.10043741695173186,0.10305405618757357,882.4544816978303,5,47
0,0.08015610331329351,0.5115174453647101,-4.210438172761361,0.43810677028655304,0.5203470697028969,1.124782680744087,0.10232147993632523,0.1295020430090848,812.162320808284,10,47
0,0.2419099818209623,0.3901811074790555,6.536254367108329,-0.5106297077371666,0.9805719014427856,0.5998021987256092,0.10738195537172768,0.11561385604710078,1667.9091608036772,5,48
0,0.12408270259092236,0.06098814003343511,4.363488792489722,-1.0764715390504564,0.755914367892923,0.5992650893268126,0.10366993169040167,0.10295274183510011,1010.0109330048565,10,48
0,0.013467381814756745,0.07031407348808567,1.8279777208313186,1.1103978916715835,1.8091248016114272,2.768200131761005,0.10432669136861605,0.11143816887550134,454.3123974948528,5,49
0,0.018614892641855337,0.16546864094091768,1.1405932417184614,0.7921274533649247,1.30995918788153,1.934570372557463,0.12856084954792674,0.10617415811930853,540.4076727158571,10,49
0,0.3355921659524882,0.8873670185156527,3.8544292517581002,-3.9821385620363845,1.0308183779875786,0.597586074489342,0.10055093306372759,0.23776876667139257,352.9914370253051,5,4
0,0.6123008382135884,1.6460498135505606,3.645367435804401,-0.9424395172497854,0.9880754812184294,0.7613164508879948,0.10995581777789759,0.22988955014321866,307.2751370700647,10,4
0,0.12178081796583926,0.0,3.790058892009699,-2.109819146499287,2.2401962904812356,0.791896127638815,0.156849943488807,0.36001064850917486,493.14825883898317,5,50
0,0.13175724736924382,0.06934119430843498,3.382870861257566,-3.950686994418596,1.345731855895925,0.6845020534000366,0.20971814479388695,0.40677137368278127,489.69985375242015,10,50
0,0.2065860939575469,0.23683090836132983,2.5662227770216575,1.0953038526790213,1.7432122970011914,2.371856844987378,0.1354294693673166,0.2887392886378276,390.4284562548068,5,51
0,0.116620319596728,0.06275903937498327,2.383761834870877,1.2153578475892861,1.641029821663925,1.3890750831653715,0.12221951507051215,0.6061194925550456,400.85178107625046,10,51
0,0.16905541799196458,0.2302151179235855,2.880863275274482,1.2458470895953628,2.156520764910377,3.532624208856631,0.10383436557201986,0.1461375569015531,563.882116251255,5,52
0,0.23278348339173904,0.7308661632464103,3.6766135653756296,1.3437121906529375,2.7076347425189087,3.22148635841952,0.10341559783698673,0.3627865768780899,509.8558937745896,10,52
0,0.27144794392778604,0.3840376512924046,4.229067774267316,0.889780084665052,0.9141331888348407,0.8376655406258391,0.15461065648306827,0.3438249677831253,347.91081100381757,5,53
0,0.7119046073573646,0.847952430878057,2.3376254487221044,2.341103076880891,0.6238750068646635,1.321317485144026,0.22438667392480854,0.22626585985826447,275.98322307091473,10,53
0,0.3481467142324418,1.1951353691418483,-0.20723920388638634,1.5718944837789672,0.816697864705465,1.0597071401237965,0.2858057370010075,0.32656254146165103,370.4458340298521,5,54
0,0.4096574684197465,1.5704096921791684,0.20472844344290847,0.6767619677171268,0.9331021314071681,0.9541084106564766,0.2015984766841465,0.3191872981143591,369.1804357415558,10,54
0,0.1693987167736871,0.46669628159120635,0.872590479140139,0.46207618046402327,1.415264929173342,1.195342296122484,0.29949538143315874,0.1583258938412802,494.02276220881123,5,55
0,0.5747292444281272,0.48068536434941495,0.7922043501377264,1.1324335752824128,1.5016339330035016,1.747923063362986,0.22430059661017265,0.11334848183105511,475.8706369816988,10,55
0,1.0171505174959856,1.0595709740303663,-1.8169807349423157,-7.937073164046365,0.5400404578385469,0.5217990696554353,0.34093752638902164,0.4077209046924317,297.7740957232945,5,56
0,2.040096308318982,1.6218177393378332,3.1080027545107147,-1.3853377014947368,0.6204538725792346,0.7627585575628633,0.3453820809602121,0.3429402651679029,36.02955201953404,10,56
0,0.49363600098306465,0.5423252163997082,0.8560423468350369,0.5963076158202381,1.4599538707659105,1.4953678493931877,0.28799124185300873,0.3470448058042618,547.4987527940489,5,57
0,0.9886818152438682,1.0209996221587105,0.7972822149899957,-0.6025169924810936,1.3366751184799783,1.1311991721313595,0.29504210161288275,0.538418887231864,498.76914067500434,10,57
0,0.10237060386284205,0.11831568841323632,-0.42162523480872394,-0.31297018390680337,0.7511274009297857,0.870592938950955,0.22784668607426672,0.11671138622452853,683.00857800668,5,58
0,0.10452988074709187,0.14743154645820863,1.6449653490066443,-1.6320692455170358,1.1730239494521881,0.7744163070170789,0.12555204225790811,0.13365418649896565,723.8110101271702,10,58
0,0.738028330914748,0.4159990709485181,0.9224319302001244,1.4267484568711355,0.7279600588444186,3.6026866252007403,0.36497877892999353,0.13678278637153612,477.8453117014385,5,59
0,1.0812194273347264,0.8593135409822454,2.2753965450646216,1.0776371648298364,1.0175570552928317,3.256330196544622,0.31496879383060605,0.19302400536487496,412.0055073429321,10,59
0,0.34755392993601997,0.4266350079530181,1.8863649151228739,-0.3169061753519849,1.855105509411299,0.8137228992627441,0.1439445472756744,0.46204480450730817,562.7577100282444,5,5
0,0.9078586995083008,1.1307659706046147,0.5333388229370791,0.9547645995985409,1.010155353129477,1.1169254183700423,0.2451664342956028,0.3615682188182165,403.4348766905124,10,5
0,0.8926898481563943,0.8376408589452963,1.8665054160109167,0.542303817254441,0.9849477957536292,1.465658158953309,0.28993042797875085,0.24286269496140495,420.8171022734795,5,60
0,1.3185240787490087,1.3817578613057693,-1.400386815494728,-2.50223129464219,0.578406946062024,0.7870585457787431,0.35426698612874996,0.3919236294237102,268.1669018211546,10,60
0,0.2131652512541713,0.2163833346959301,3.8390498968965288,1.0506865859137668,2.028814135651069,1.4498667203348337,0.124460253350194,0.34562672402182937,443.3521677862331,5,6
0,0.33570690175390167,0.5053258537815427,5.028761062404432,1.1228401155030816,3.501786037896463,1.36493482638138,0.11864787731817394,0.33136763418550086,422.6430615156452,10,6
0,0.25529532931091276,0.10081716350528372,1.2260873617315284,1.28111714586478,2.467557415673328,2.1181960345195163,0.18902348060189533,0.1458219935462166,479.1321320294934,5,7
0,0.855044887840267,0.5694781242252036,-2.933968060220669,0.5132689353182174,0.7258927361790626,1.2993847478838796,0.6892057805121632,0.3544940084707536,476.97175911930486,10,7
0,0.34793518959393827,0.43410824268459025,1.1952318058627496,-0.8900953123189295,1.1092567424350284,0.8465542822784768,0.24480736531445274,0.49370984918538907,522.5599492096311,5,8
0,0.8306206217851549,0.842586193825568,-1.6412039377142662,1.1015750119096226,0.7594799053148229,2.0005222706645913,0.3274771786963807,0.11835114147096865,497.46968419904516,10,8
0,0.36839683745978097,1.1553813222701699,9.015476839629882,0.3360281644687176,0.7319585612926067,1.2128511867938552,0.29854669120555943,0.32781033369672097,152.22728057581898,5,9
0,1.456522315371124,2.526391622929235,10.0,-6.795238867538483,0.7866004575550014,0.6422730565911667,0.29358089276568583,0.4529687778973015,-12.34288755360285,10,9
0,0.3718780022409231,0.560349175121083,1.190509613400952,0.37762234802377403,2.4379179129040125,1.381241040376226,0.26766826080197403,0.4258608032916035,433.7403934921269,5,25
0,1.0077475184896878,1.0425049906939763,0.9639247149722578,0.46911307518376505,2.4778256860150423,1.969014244239843,0.24912181974918968,0.37140106680335383,388.3717133777643,10,25
0,0.0,0.26668764242828863,0.9244137360507694,1.070793402352418,1.0935780839062659,1.9497697559656118,0.12107682206415554,0.1041533951328047,740.8606644420393,5,59
0,0.04008363098212924,0.22656309092776686,0.8313449503532856,1.0844310959802994,1.096655288448205,1.9081962046273002,0.13702803837698507,0.10050728590503166,691.2463374140008,10,59
0,0.17486294386588053,0.1157866746454052,1.2018912457579742,-1.1135300449838466,0.9290212886874065,0.661434862068162,0.10765359865983043,0.1555260170602603,873.9546873171139,5,60
0,0.15105724675141377,0.22838723462966645,-3.4468324196357143,0.6793568346190018,0.6005006741829466,0.7614288420152824,0.16831053173349092,0.1433444704853306,1047.2073348460813,10,60
0,0.5036303313361569,0.8677698459796076,3.4666354225239226,0.8811076583245915,1.0950571902626907,1.2706666176078087,0.3143231009138256,0.3981507213018184,356.995830515449,5,61
0,1.15757495664439,1.1614773843197292,4.22055680376932,1.45993164535243,2.064603309124935,1.2806272450716616,0.180724467991291,0.4319216608513255,267.07511750855207,10,61
