,Unnamed: 0,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Boundary Separation Accuracy,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Coherence,Participant
0,0,0.0,0.0,0.7733943488213613,1.0917178167597632,0.3602834855935511,0.8365714140968601,367.10143833574296,5,1
1,0,0.320411686922242,0.2792126205827407,0.7572803706326743,1.1034483358353786,0.3583027106041218,0.6643346494353137,352.0849393159125,10,1
2,0,0.3336569576221708,0.2780820703917016,0.5642150918015392,0.9855885508679384,0.3261917761930901,0.3770032500874636,392.6747761139596,5,2
3,0,1.1609729977516792,0.5427924081709471,0.5714953390890103,0.9566902374640271,0.3328656675429511,0.3714316433297862,316.49578760821805,10,2
4,0,0.4732577656606432,0.7544275428601681,0.7497188845415643,1.3647875401743197,0.3546981800087903,0.2187149020786433,507.6729147299998,5,3
5,0,1.2192275273646755,0.9373123075797622,0.7338836717114837,1.356711200634712,0.3870467287838001,0.1172650165149714,396.6467202170391,10,3
6,0,0.0915698334851727,0.4096434166984362,0.6181026081924339,0.9720241128257529,0.1736888166735685,0.1438308656350726,401.8400064247277,5,4
7,0,0.1634405780390184,0.4087171720119802,0.663568822067107,0.9559563537668924,0.1099324770339906,0.1449456248758437,526.1348437731451,10,4
8,0,0.6101613577450027,0.4896353906507509,0.5,0.9487754290306164,0.2672961184366159,0.423751211548145,290.98963543459894,5,5
9,0,0.2408985221750599,1.276211887251928,0.5,0.9540383936501476,0.2211350588540677,0.4136056827552694,206.64150108861773,10,5
10,0,0.0,0.0,0.9262642368866328,1.073521516823126,0.369333465575815,0.4898430108348716,670.8411139071673,5,6
11,0,0.0,0.101123164166091,0.9117680711650754,1.189545063222811,0.4845926781385762,0.3131197586622389,717.3904451432511,10,6
12,0,0.5198569865216751,0.6979022016335271,0.8900854962228951,1.0537175298195731,0.2646741630815869,0.3377178033129996,522.4107625317091,5,7
13,0,0.8289993555928364,1.14162861984193,0.8418065737443867,0.9663027095750704,0.3321433074481303,0.3979451919152419,380.4360535264754,10,7
14,0,0.3529755884883637,0.6695081968851254,0.783236378448,1.1440220939378196,0.3330225761430866,0.3965573172559669,492.3092350114684,5,8
15,0,1.0618799684818256,0.7932001744196843,0.728247749609795,1.2466980074350789,0.3718000536590113,0.3074754917690178,425.68582159536135,10,8
16,0,0.1598393391048308,0.0636864724747109,0.7866504392645527,0.9839503185192574,0.2235833154022294,0.2629795882723962,630.4435174807876,5,9
17,0,0.126767654323374,0.375679782735894,0.761610093687306,0.9632870720970572,0.2488920168242028,0.3259759765566364,509.298390760274,10,9
18,0,0.0,0.3496037437918279,0.6204217501829596,1.3906006197274894,0.1874904527802497,0.242289959637287,524.7824123967217,5,100
19,0,0.4126425050396407,0.7204572224217243,0.6094882391863106,1.485115290770727,0.1877884879377621,0.245357613204228,395.7168476195643,10,100
20,0,0.0407808499329761,0.2718056401841337,1.0235067614690356,1.2051549886205823,0.1591202650693411,0.6628881213200025,643.4288736615529,5,101
21,0,0.3135685442410889,0.6183777711183176,1.05512096313843,1.2052635081967913,0.1133917801305345,0.6853829193397012,529.3727878093756,10,101
22,0,0.6209358946926707,0.989409471355392,0.6775963912491503,1.3608401049491647,0.2666931547993987,0.2265541115687959,354.5293650369439,5,102
23,0,2.076043487019125,1.645479748504039,0.681034211139053,1.5095639982169369,0.3141931196127474,0.3389946864428076,101.63254778540876,10,102
24,0,0.106226176709661,0.2976722583902569,0.7001577977566703,1.272746543542579,0.2705172609781205,0.209948509138804,534.3026626136465,5,103
25,0,0.054213630975847,0.1535004412209507,0.6848778448076257,1.0665766247754516,0.2592093338787221,0.5675443058659916,492.48713530002254,10,103
26,0,0.0645026151333066,0.1670922761446236,0.9358081635506572,1.0594978074660442,0.101478483152089,0.1076079316862247,906.3479595014009,5,104
27,0,0.210862130476203,0.1152759032825692,0.8855748851505207,1.0281893257266366,0.1088158891765694,0.1080514957880646,616.1078089784342,10,104
28,0,0.0,0.0,1.114078855513016,1.035036114203436,0.1047404234183135,0.1089812526618208,675.5317715901557,5,105
29,0,0.34180066245494,0.0873169616662252,1.12143681927029,0.9200514268844672,0.3264522256260678,0.1082528415961163,814.9017695332485,10,105
30,0,0.2403999722015769,0.4509383888716599,0.6101651775373033,1.0225518371454216,0.3161585471662239,0.2603490280905114,461.0289154557073,5,106
31,0,1.199660721471113,1.277624560361237,0.7328978604736734,1.0244604143018077,0.2921348444222283,0.3026991503039336,263.8912348817197,10,106
32,0,0.0,0.5395839628457776,0.6313458811258039,1.0029688611421148,0.1157612541448151,0.1995423422956723,731.1580511889208,5,107
33,0,0.2466426844956076,0.7741340444280765,0.5779144851533865,0.9056078495540012,0.1046466069774638,0.2801259982184998,540.6708967831155,10,107
34,0,0.4456854727225429,0.4026639778910098,0.8554983834941711,0.9141676288738484,0.2902879702193074,0.3345943806513459,519.2837786741859,5,108
35,0,1.0103753727291676,0.8570732431555586,0.8265641404976685,0.9838130995139726,0.3271164230099659,0.3010484060260017,671.5771627033716,10,108
36,0,0.04069426719125,0.1261911501081836,0.6925914848352236,1.0889365180141108,0.2808052590781751,0.3444172324633466,531.1370911068037,5,109
37,0,0.2282199761290918,0.3300447057323405,0.701761998367792,0.9956653744471192,0.2414387196708835,0.3926251531426137,562.6405042977468,10,109
38,0,0.9616729197917472,0.63803015094643,0.6879065049728452,1.113978987250417,0.3830427705502067,0.3734839255012937,393.2749538886879,5,10
39,0,1.6447423127342704,1.422934906594625,0.6504558756656384,1.0844492704134168,0.4185621002396571,0.3978340388440512,155.66765603677783,10,10
40,0,0.1637505796958595,0.0,0.759459748472517,0.7787115726935065,0.1083446568879202,0.1026193136079679,1291.0492924078967,5,11
41,0,0.0716017583290655,0.2523154893850791,0.7839228428940479,0.8589053612555813,0.1399189591167571,0.1084588237896638,793.1068420146714,10,11
42,0,0.0529207588075087,0.1411238337750252,0.7100851105726426,0.6851944270742065,0.2255656623304403,0.100757788759413,657.8514685866699,5,12
43,0,0.2051661861577033,0.1543501727076801,0.7703800188355966,0.6309988241470661,0.1567494793906703,0.1442997828058336,532.751891152346,10,12
44,0,0.1383704400872375,0.0579184282134505,1.0128774534464315,0.8138796110723222,0.5664187088989013,0.4327776560018684,569.2294615208032,5,13
45,0,0.0,0.1762952351902677,0.9979720080553038,0.7327612303927356,0.5108893622647479,0.5034864003256088,524.2591066427356,10,13
46,0,1.36181114898177,0.8190158744781034,0.5508343475444945,0.8333517476234713,0.3419694779290323,0.4685414860130672,177.7093323348159,5,14
47,0,2.415430304458299,2.0228244599319627,0.7063232000136741,1.066845779609738,0.3197709679896144,0.4292413083715971,59.372714165733086,10,14
48,0,0.1166996950621836,0.1219588107393089,0.758193170839678,0.9442136229858176,0.1224215931317141,0.1353170492397806,748.8994771067431,5,15
49,0,0.0837258078885882,0.0,0.7563798609270728,0.918156200127442,0.1210629723987138,0.1225364989303456,830.7130244859184,10,15
50,0,0.0659597408812909,0.7534217442763417,0.5581868859180238,1.091872857653082,0.3011667528389181,0.4701465369105386,353.4738832243154,5,16
